ID	logFC	logCPM	PValue	FDR	muscle_1	muscle_2	muscle_3	muscle_4	muscle_5	muscle_6	hep_1	hep_2	hep_3	hep_4	hep_5	hep_6	muscle_1_normalized	muscle_2_normalized	muscle_3_normalized	muscle_4_normalized	muscle_5_normalized	muscle_6_normalized	hep_1_normalized	hep_2_normalized	hep_3_normalized	hep_4_normalized	hep_5_normalized	hep_6_normalized	Expression
XM_027373517.1	3.95074352164468	1.14782535540156	1.23629218343359e-14	1.28259157197652e-13	2	4	0	7	2	14	362	292	346	258	463	287	0.166555744664256	0.323542066186845	0	0.258711487406914	0.0979966928122309	0.591444749801188	3.50841736798809	3.2968351466582	3.12233416209904	5.02259112860275	5.87149454616762	3.27302111691569	Down_muscle_Up_hep
XM_027353698.1	8.86392485762192	2.46793198983472	1.24322987362896e-14	1.28893321470331e-13	0	2	0	0	0	0	283	763	503	250	2786	787	0	0.161771033093423	0	0	0	0	2.74276827386915	8.61467540034318	4.53911584836941	4.86685186880112	35.3304185866587	8.97514849830191	Down_muscle_Up_hep
XM_027367931.1	4.07794420050922	1.33014715617823	1.29624782055988e-14	1.34300901514771e-13	8	0	2	7	6	5	471	524	357	356	331	234	0.666222978657026	0	0.199213455434549	0.258711487406914	0.293990078436693	0.211230267786138	4.56481928265854	5.91623841386609	3.2215991210097	6.93039706117279	4.19754793689305	2.66859561448875	Down_muscle_Up_hep
XR_003476574.1	-14.7410742896259	14.9029798602856	1.30890885128896e-14	1.35522809095684e-13	890717	1109990	1092577	769688	834456	603807	643	58	702	4	8	0	74177.0166100563	89782.114511684	108828.019749157	28446.732474179	40886.9641486615	25508.462860229	6.23180212048714	0.654850816801972	6.33490919593504	0.0778696299008179	0.101451309653004	0	Up_muscle_Down_hep
XM_027358083.1	10.3910819313726	0.763739924561053	1.31182358420198e-14	1.35644815880686e-13	0	0	0	0	0	0	93	90	88	310	394	488	0	0	0	0	0	0	0.901333743709648	1.01614781917547	0.794119671285304	6.03489631731338	4.99647700041046	5.56527632423295	Down_muscle_Up_hep
XM_027360795.1	13.5001541615156	3.80419449460693	1.31132612852958e-14	1.35644815880686e-13	0	0	0	0	0	0	708	615	1394	6439	608	626	0	0	0	0	0	0	6.86176656501539	6.94367676436574	12.5795775201331	125.350636732842	7.71029953362832	7.13906348149554	Down_muscle_Up_hep
XM_027355685.1	4.02374875428145	-0.778636563853209	1.32908799810622e-14	1.37339093137643e-13	0	2	0	2	0	2	99	95	80	59	81	71	0	0.161771033093423	0	0.073917567830547	0	0.0844921071144554	0.959484307819948	1.07260047579633	0.721926973895731	1.14857704103706	1.02719451023667	0.809702088156843	Down_muscle_Up_hep
XM_027371153.1	2.62432551135064	5.04680708340471	1.33383001355307e-14	1.37738004836438e-13	78	134	59	296	180	286	6296	5075	6250	3016	5131	3692	6.495674041906	10.8386592172593	5.8767969353192	10.939800038921	8.81970235310078	12.0823713173671	61.0193252730747	57.2994464701726	56.400544835604	58.7137009452167	65.0683337286956	42.1045085841558	Down_muscle_Up_hep
XM_027364129.1	3.46936085196062	1.32823207073431	1.37704472332649e-14	1.42106649651606e-13	4	9	7	11	6	2	574	502	563	185	269	285	0.333111489328513	0.727969648920402	0.697247094020922	0.406546623068008	0.293990078436693	0.0844921071144554	5.56307063321869	5.66784672473431	5.0805610787912	3.60147038291283	3.41130028708227	3.25021260739014	Down_muscle_Up_hep
XM_027356947.1	4.74078893837742	1.96188959732525	1.3838613121286e-14	1.42715835912194e-13	0	8	2	6	10	2	538	643	544	676	686	420	0	0.64708413237369	0.199213455434549	0.221752703491641	0.489983464061155	0.0844921071144554	5.21416724855689	7.25981164144255	4.90910342249097	13.1599674532382	8.69944980274511	4.78978700036442	Down_muscle_Up_hep
XR_003477597.1	6.56908203454321	-0.584305801355718	1.3932168240004e-14	1.43585881650279e-13	0	0	1	0	0	0	98	91	136	119	51	68	0	0	0.0996067277172746	0	0	0	0.949792547134898	1.02743835049965	1.22727585562274	2.31662148954933	0.646752099037902	0.775489323868526	Down_muscle_Up_hep
XM_027375438.1	4.79790826365916	2.30038224430396	1.4211522572546e-14	1.46368377503928e-13	1	4	4	7	1	20	657	553	602	787	1308	536	0.0832778723321282	0.323542066186845	0.398426910869098	0.258711487406914	0.0489983464061155	0.844921071144554	6.36748677007784	6.24366382226708	5.43250047856537	15.3208496829859	16.5872891282662	6.11268055284603	Down_muscle_Up_hep
XM_027358513.1	2.80260213001475	3.62732185862325	1.44500222020287e-14	1.48726710727599e-13	45	29	32	60	49	108	1435	1974	1566	1084	1790	3043	3.74750425494577	2.34567997985463	3.18741528695279	2.21752703491641	2.40091897389966	4.56257378418059	13.9076765830467	22.2875088339154	14.1317205140089	21.1026697031216	22.6997305348597	34.7031472431165	Down_muscle_Up_hep
XR_003476714.1	4.61513586125547	1.39530526412068	1.46955117644513e-14	1.51153835291499e-13	0	4	2	1	2	12	424	416	448	437	274	395	0	0.323542066186845	0.199213455434549	0.0369587839152735	0.0979966928122309	0.506952642686732	4.10930653046119	4.69686103085552	4.04279105381609	8.50725706666435	3.4747073556154	4.50468063129511	Down_muscle_Up_hep
XM_027362859.1	8.68227677524568	2.33190693479958	1.47225411855836e-14	1.51332225976025e-13	0	0	2	0	0	0	255	1574	250	1070	786	510	0	0	0.199213455434549	0	0	0	2.47139897468775	17.7712963042466	2.25602179342416	20.8301259984688	9.96759117340767	5.81616992901394	Down_muscle_Up_hep
XM_027377454.1	7.20168969441939	2.76939768992478	1.49986208752126e-14	1.54068673605734e-13	0	2	0	2	0	6	526	299	518	1469	1487	1720	0	0.161771033093423	0	0.073917567830547	0	0.253476321343366	5.09786612033629	3.37586886592741	4.67447715597486	28.5976215810754	18.8572621817522	19.6153181919686	Down_muscle_Up_hep
XM_027368643.1	3.20672794839593	5.05953701179209	1.5171572734967e-14	1.55742872806258e-13	77	76	69	192	119	157	6925	5842	12116	2961	2191	2831	6.41239616957388	6.14729925755006	6.87286421249195	7.09608651173251	5.83080322232774	6.63263040848475	67.1154427439711	65.9592839958124	109.335840196508	57.6429935340804	27.7849774312165	32.2854452334088	Down_muscle_Up_hep
XM_027355128.1	-4.15440396963542	4.02051527604931	1.55158398941223e-14	1.59172345703064e-13	401	732	494	366	255	404	110	138	121	85	148	273	33.3944268051834	59.2081981121927	49.2057234923336	13.5269149129901	12.4945783335594	17.06740563712	1.0660936753555	1.55809332273573	1.09191454801729	1.65472963539238	1.87684922858058	3.11336155023687	Up_muscle_Down_hep
XM_027374593.1	7.78708423888539	3.70386003371676	1.59951208118581e-14	1.63981474779837e-13	0	6	2	0	0	2	1016	1780	1428	3287	2404	1507	0	0.485313099280268	0.199213455434549	0	0	0.0844921071144554	9.84682885601078	20.097145757026	12.8863964840388	63.9893683709971	30.4861185507278	17.1862119274981	Down_muscle_Up_hep
XM_027367972.1	3.61090932552463	2.6761276995253	1.61043466645792e-14	1.64992991663859e-13	28	13	4	21	15	12	910	929	1174	979	1019	700	2.33178042529959	1.05151171510725	0.398426910869098	0.776134462220743	0.734975196091732	0.506952642686732	8.81950222339548	10.4889036001557	10.5942783419198	19.0585919182252	12.9223605670514	7.9829783339407	Down_muscle_Up_hep
XM_027362523.1	6.60528043368495	5.04192608523171	1.62787416572657e-14	1.66670419169803e-13	4	25	9	18	0	4	7857	6046	8600	2930	6297	2731	0.333111489328513	2.02213791366778	0.896460549455471	0.665258110474923	0	0.168984214228911	76.1481637024377	68.2625523859435	77.607149693791	57.0395039023491	79.854862110621	31.1450197571315	Down_muscle_Up_hep
XM_027361121.1	6.34582430756876	0.841987848800791	1.67259489344764e-14	1.7113701778144e-13	2	0	0	0	0	2	168	137	205	399	319	296	0.166555744664256	0	0	0	0	0.0844921071144554	1.6282157950884	1.54680279141155	1.84993787060781	7.76749558260658	4.04537097241354	3.37565940978064	Down_muscle_Up_hep
XM_027356948.1	5.43369519503743	2.5066971808059	1.70408897404833e-14	1.74245328079392e-13	0	4	2	12	10	0	734	940	794	1067	951	694	0	0.323542066186845	0.199213455434549	0.443505406983282	0.489983464061155	0	7.11375234282669	10.6130994447216	7.16512521591513	20.7717237760432	12.0600244350009	7.91455280536407	Down_muscle_Up_hep
XM_027361321.1	-3.06703776947223	2.58733016092268	1.71826468025347e-14	1.75579904279138e-13	125	175	110	226	257	193	197	54	193	40	54	170	10.409734041516	14.1549653956745	10.9567400489002	8.35268516485181	12.5925750263717	8.15348833654494	1.90927685495485	0.609688691505284	1.74164882452345	0.778696299008179	0.684796340157779	1.93872330967131	Up_muscle_Down_hep
XM_027360140.1	8.62726996296842	5.29185324219306	1.73528105035467e-14	1.77202817847983e-13	5	7	3	0	0	0	5027	6475	4810	5100	12719	3669	0.416389361660641	0.566198615826979	0.298820183151824	0	0	0	48.7204809637463	73.1061903240133	43.4058593054808	99.2837781235428	161.29490093457	41.8422107246121	Down_muscle_Up_hep
XM_027372913.1	3.60823814817379	2.90775875794256	1.74237598598979e-14	1.7781111956306e-13	10	13	26	30	6	24	1202	944	1526	805	1629	852	0.832778723321282	1.05151171510725	2.58977492064914	1.1087635174582	0.293990078436693	1.01390528537346	11.6494963434301	10.6582615700183	13.7707570270611	15.6712630175396	20.658022928093	9.71642505788211	Down_muscle_Up_hep
XM_027376736.1	4.22144377001531	1.36176815039327	1.753464327615e-14	1.78825892001676e-13	7	2	1	0	9	6	391	419	423	363	384	349	0.582945106324898	0.161771033093423	0.0996067277172746	0	0.440985117655039	0.253476321343366	3.78947842785454	4.73073262482804	3.81718887447368	7.06666891349922	4.8696628633442	3.98008491220758	Down_muscle_Up_hep
XM_027371026.1	3.57239267262132	1.73734213235897	1.78546269895123e-14	1.81970444934207e-13	2	12	8	9	5	14	477	565	379	458	575	462	0.166555744664256	0.970626198560535	0.796853821738197	0.332629055237461	0.244991732030577	0.591444749801188	4.62296984676884	6.37915019815714	3.42012903883102	8.91607262364364	7.29181288130968	5.26876570040086	Down_muscle_Up_hep
XM_027373347.1	-3.62374218959469	8.27651270783767	1.80987802300689e-14	1.84338554311992e-13	6210	10783	8370	8226	11354	8492	6262	3607	6503	1777	4011	2950	517.155587182516	872.188524923188	833.708310993588	304.02295648704	556.327225095035	358.753486807977	60.689805409783	40.7249464862882	58.6836388905492	34.5935830834383	50.865150377275	33.6425515501787	Up_muscle_Down_hep
XM_027353014.1	6.44326355885069	3.71431493629475	1.81260940989243e-14	1.84496478307227e-13	0	6	10	7	3	0	3031	1382	4171	1549	1725	1737	0	0.485313099280268	0.996067277172746	0.258711487406914	0.146995039218346	0	29.3757266363865	15.6035142900056	37.6394676014887	30.1550141790917	21.875438643929	19.8091905229357	Down_muscle_Up_hep
XM_027371996.1	-3.28226073648807	6.31542732670347	1.83250641507269e-14	1.86400261908175e-13	1784	2553	2243	2581	1983	2270	1064	1189	1352	897	1620	1328	148.567724240517	206.500723743754	223.417890269847	95.3906212853209	97.1637209233269	95.8985415749068	10.3120333688932	13.4244417444404	12.2005658588378	17.4622645052584	20.5438902047334	15.1448503249618	Up_muscle_Down_hep
XM_027373606.1	4.12131146453581	2.2167443090386	1.83558220897815e-14	1.86591648881422e-13	2	4	6	5	19	17	754	1380	1254	182	429	750	0.166555744664256	0.323542066186845	0.597640366303647	0.184793919576367	0.930968581716194	0.718182910472871	7.30758755652769	15.5809332273573	11.3162053158156	3.54306816048721	5.44032648014235	8.55319107207933	Down_muscle_Up_hep
XM_027366408.1	5.15577625969566	2.97145406600032	1.87513318676677e-14	1.90412641094359e-13	4	5	2	29	9	0	1740	2000	1700	768	1203	485	0.333111489328513	0.404427582733556	0.199213455434549	1.07180473354293	0.440985117655039	0	16.863663591987	22.5810626483439	15.3409481952843	14.950968940957	15.2557406890705	5.53106355994463	Down_muscle_Up_hep
XR_003475657.1	7.7257016639819	1.18543738708094	1.87560838865988e-14	1.90412641094359e-13	0	0	0	0	0	2	102	153	153	463	597	478	0	0	0	0	0	0.0844921071144554	0.988559589875098	1.72745129259831	1.38068533757558	9.01340966101967	7.57080398285544	5.45123377660522	Down_muscle_Up_hep
XM_027372097.1	3.92121022791099	1.06831497014041	1.89239529999285e-14	1.91992104981093e-13	4	2	0	6	9	6	445	444	639	133	139	283	0.333111489328513	0.161771033093423	0	0.221752703491641	0.440985117655039	0.253476321343366	4.31283350484724	5.01299590793234	5.76639170399215	2.58916519420219	1.76271650522095	3.2274040978646	Down_muscle_Up_hep
XM_027383608.1	6.4099710653986	2.2495960431126	1.900064241794e-14	1.92645059790976e-13	0	5	2	3	0	0	1032	912	814	946	431	326	0	0.404427582733556	0.199213455434549	0.11087635174582	0	0	10.0018970269716	10.2969645676448	7.34560695938906	18.4161674715434	5.4656893075556	3.71778705266381	Down_muscle_Up_hep
XM_027361614.1	7.68560672162835	3.89039727773732	1.90792422889939e-14	1.93316524982646e-13	0	8	2	0	0	2	1428	1605	1885	2136	3746	3316	0	0.64708413237369	0.199213455434549	0	0	0.0844921071144554	13.8398342582514	18.121302775296	17.0104043224182	41.5823823670367	47.5045757450192	37.8165087933534	Down_muscle_Up_hep
XM_027369731.1	-15.5644855170543	7.83056969725613	1.95016424576706e-14	1.97468348515e-13	7504	11789	10881	735	569	358	4	0	0	0	0	0	624.91715398029	953.559354569179	1083.82080429166	27.164706177726	27.8800591050797	15.1240871734875	0.0387670427401999	0	0	0	0	0	Up_muscle_Down_hep
XM_027370539.1	-2.54989167355714	0.339283746497732	1.96823115682946e-14	1.99168676128909e-13	22	22	29	53	40	62	50	24	43	8	38	35	1.83211319130682	1.77948136402765	2.88859510380096	1.9588155475095	1.95993385624462	2.61925532054812	0.484588034252499	0.270972751780126	0.388035748468955	0.155739259801636	0.48189372085177	0.399148916697035	Up_muscle_Down_hep
XM_027381280.1	9.04126519868301	-0.485171308931555	1.98973560922307e-14	2.01214428210364e-13	0	0	0	0	0	0	98	106	47	93	199	59	0	0	0	0	0	0	0.949792547134898	1.19679632036222	0.424132097163742	1.81046889519402	2.52360132761848	0.672851031003574	Down_muscle_Up_hep
XM_027361320.1	-3.21208095890282	2.52092053095243	1.9935371596368e-14	2.0146846430896e-13	126	177	147	204	190	146	148	50	197	36	49	139	10.4930119138482	14.3167364287679	14.6421889744394	7.53959191871579	9.30968581716194	6.16792381935524	1.4343805813874	0.564526566208597	1.77774517321824	0.700826669107361	0.621389271624651	1.58519141202537	Up_muscle_Down_hep
XM_027376472.1	-4.38303484928746	3.77636982132863	2.01862508565283e-14	2.03871999600775e-13	361	431	353	456	415	474	140	44	117	22	57	302	30.0633119118983	34.8616576316326	35.1611748841979	16.8532054653647	20.3343137585379	20.0246293861259	1.356846495907	0.496783378263565	1.05581819932251	0.428282964454498	0.722840581277655	3.44408493835728	Up_muscle_Down_hep
XM_027354783.1	9.70066962216072	9.49130457819103	2.0524090408245e-14	2.07150121794845e-13	6	88	21	9	3	6	44404	82982	46341	127635	180569	181080	0.499667233992769	7.11792545611059	2.09174128206277	0.332629055237461	0.146995039218346	0.253476321343366	430.352941458959	936.910870342435	418.185223716276	2484.72255309772	2289.87019159167	2065.08245244283	Down_muscle_Up_hep
XM_027371722.1	6.04547180945181	-0.380520197512336	2.08152061477303e-14	2.09952731344182e-13	0	0	0	2	0	0	70	95	71	89	215	113	0	0	0	0.073917567830547	0	0	0.678423247953499	1.07260047579633	0.640710189332461	1.7325992652932	2.72650394692449	1.28868078819329	Down_muscle_Up_hep
XM_027361301.1	6.08396901277313	1.4051334089671	2.13242523865203e-14	2.14948464056124e-13	0	4	0	0	3	0	493	794	671	227	288	203	0	0.323542066186845	0	0	0.146995039218346	0	4.77803801772964	8.96468187139251	6.05516249355044	4.41910149687141	3.65224714750815	2.3150637168428	Down_muscle_Up_hep
XM_027363774.1	7.67058573529882	6.6123287488668	2.20937769614853e-14	2.22561683588812e-13	0	38	16	3	9	14	16243	17659	15965	13655	20246	12595	0	3.07364962877503	1.59370764347639	0.11087635174582	0.440985117655039	0.591444749801188	157.423268807267	199.379492653552	144.069551728067	265.827449073917	256.74790190434	143.636588737119	Down_muscle_Up_hep
XM_027381317.1	4.45899552610282	1.49332769688722	2.2277397955204e-14	2.24266794878935e-13	2	4	2	2	0	15	463	390	419	346	573	407	0.166555744664256	0.323542066186845	0.199213455434549	0.073917567830547	0	0.633690803358415	4.48728519717814	4.40330721642705	3.78109252577889	6.73572298642075	7.26645005389643	4.64153168844838	Down_muscle_Up_hep
XM_027351599.1	4.76820296489081	0.924655958024707	2.23478021089559e-14	2.24830689085851e-13	0	2	0	2	4	6	251	325	638	106	434	137	0	0.161771033093423	0	0.073917567830547	0.195993385624462	0.253476321343366	2.43263193194755	3.66942268035588	5.75736761681845	2.06354519237167	5.50373354867548	1.56238290249982	Down_muscle_Up_hep
XM_027365254.1	9.97962965786232	0.377015907721131	2.24269505271949e-14	2.25481772868013e-13	0	0	0	0	0	0	168	112	176	111	568	58	0	0	0	0	0	0	1.6282157950884	1.26453950830726	1.58823934257061	2.1608822297477	7.2030429853633	0.661446776240801	Down_muscle_Up_hep
XM_027358338.1	6.11171273806374	-0.206863162145615	2.24713566510943e-14	2.25782942968937e-13	0	2	0	0	0	0	205	130	145	103	154	44	0	0.161771033093423	0	0	0	0	1.98681094043525	1.46776907214235	1.30849264018601	2.00514296994606	1.95293771082033	0.501787209561987	Down_muscle_Up_hep
XM_027353463.1	4.24062381985121	2.55787223758208	2.25515977042506e-14	2.26443549184583e-13	2	17	2	16	10	15	544	1524	602	850	1019	767	0.166555744664256	1.37505378129409	0.199213455434549	0.591340542644376	0.489983464061155	0.633690803358415	5.27231781266719	17.206769738038	5.43250047856537	16.5472963539238	12.9223605670514	8.74706340304646	Down_muscle_Up_hep
XM_027371720.1	4.11988864782609	4.21198904235933	2.28735052924868e-14	2.29528353686457e-13	11	38	4	64	49	65	2288	1956	2568	2930	3768	3257	0.916056595653411	3.07364962877503	0.398426910869098	2.3653621705775	2.40091897389966	2.7459934812198	22.1747484473944	22.0842792700803	23.173855862053	57.0395039023491	47.783566846565	37.1436577623498	Down_muscle_Up_hep
XM_027351863.1	3.02852895100999	3.08199329719918	2.30165438595562e-14	2.30815456522276e-13	12	24	18	73	44	31	2075	1937	2109	514	806	739	0.999334467985539	1.94125239712107	1.79292109891094	2.69799122581496	2.15592724186908	1.30962766027406	20.1104034214787	21.869759174921	19.0317998493262	10.0062474422551	10.2212194475402	8.42774426968883	Down_muscle_Up_hep
XM_027370838.1	5.04671732086399	5.31865393761421	2.36043015350263e-14	2.36557798064946e-13	10	34	19	84	38	83	2504	3541	2710	8463	9967	7367	0.832778723321282	2.75010756258818	1.89252782662822	3.10453784888297	1.86193716343239	3.5064224452499	24.2681687553652	39.9797714188928	24.4552762407179	164.752669462655	126.395650413937	84.0151448373445	Down_muscle_Up_hep
XM_027373330.1	-7.84738016748764	10.6286061915738	2.40927277856333e-14	2.41297935206882e-13	40974	63703	49466	41054	41194	44709	508	395	555	180	424	5160	3412.22754093662	5152.65006057515	4927.1463932627	1517.30591485764	2018.43788185352	1888.77880849009	4.92341442800539	4.45975987304791	5.00836838140163	3.5041333455368	5.37691941160922	58.8459545759058	Up_muscle_Down_hep
XM_027382397.1	6.08730997242259	2.53754038689522	2.41829393557199e-14	2.4204628090568e-13	0	5	4	2	4	0	1210	1943	1477	479	605	303	0	0.404427582733556	0.398426910869098	0.073917567830547	0.195993385624462	0	11.7270304289105	21.9375023628661	13.3285767555499	9.32488818062294	7.67225529250845	3.45548919312005	Down_muscle_Up_hep
XM_027354263.1	3.63273585393058	0.740727317701878	2.451799729372e-14	2.45242759101845e-13	0	6	2	7	4	6	368	332	430	122	157	181	0	0.485313099280268	0.199213455434549	0.258711487406914	0.195993385624462	0.253476321343366	3.56656793209839	3.74845639962508	3.88035748468955	2.37502371197494	1.99098195194021	2.06417011206181	Down_muscle_Up_hep
XM_027381433.1	2.32761432323085	2.21292382218294	2.50376578403486e-14	2.50280464553811e-13	16	24	15	51	15	40	898	719	786	342	621	629	1.33244595731405	1.94125239712107	1.49410091575912	1.88489797967895	0.734975196091732	1.68984214228911	8.70320109517488	8.11789202207962	7.09293251852555	6.65785335651993	7.87515791181445	7.17327624578386	Down_muscle_Up_hep
XM_027383827.1	-2.38338621901755	4.45030974357756	2.51425621772699e-14	2.51168408860399e-13	364	550	277	1005	839	935	678	670	831	251	491	827	30.3131455288947	44.4870341006912	27.5910635776851	37.1435778348499	41.1096126347309	39.5000600760079	6.57101374446389	7.56465598719519	7.4990164413419	4.88631927627632	6.22657412995313	9.4313186888128	Up_muscle_Down_hep
XM_027377590.1	-8.37261624926412	4.81902358318742	2.55044141819273e-14	2.54620426312098e-13	1056	1414	890	638	214	317	8	2	6	3	22	45	87.9414331827274	114.37212039705	88.6499876683744	23.5797041379445	10.4856461309087	13.3919989776412	0.0775340854803999	0.0225810626483439	0.0541445230421798	0.0584022224256134	0.278991101545762	0.51319146432476	Up_muscle_Down_hep
XM_027381769.1	2.57862949556956	3.01666496844541	2.56256379058178e-14	2.55525370889226e-13	19	20	27	81	49	57	872	1049	1108	965	1248	1539	1.58227957431044	1.61771033093423	2.68938164836641	2.99366149713715	2.40091897389966	2.40802505276198	8.45121531736359	11.8437673590564	9.99868858845587	18.7860482135723	15.8264043058687	17.5511480799068	Down_muscle_Up_hep
XM_027381903.1	7.11610746009316	1.23486524026131	2.56277685729273e-14	2.55525370889226e-13	2	0	0	0	0	1	134	210	238	299	892	350	0.166555744664256	0	0	0	0	0.0422460535572277	1.2986959317967	2.37101157807611	2.1477327473398	5.82075483508614	11.31182102631	3.99148916697035	Down_muscle_Up_hep
XM_027367665.1	-7.97833800320632	6.26063802084599	2.56698185926715e-14	2.55781406691262e-13	3923	1651	1345	2964	3749	697	30	26	33	4	16	215	326.699093158939	133.54198781862	133.971048779734	109.545835524871	183.694800676527	29.4454993293877	0.290752820551499	0.29355381442847	0.297794876731989	0.0778696299008179	0.202902619306008	2.45191477399607	Up_muscle_Down_hep
XM_027380409.1	9.43216279711596	3.6198895454221	2.57214640021556e-14	2.56132666392402e-13	0	3	0	0	0	0	288	1771	1002	2092	4451	1504	0	0.242656549640134	0	0	0	0	2.7912270772944	19.9955309751085	9.04213534804403	40.7258164381277	56.4449724081902	17.1519991632097	Down_muscle_Up_hep
XM_027356440.1	3.8492719659631	1.03207692053365	2.59407065814233e-14	2.58151337342775e-13	2	2	1	3	6	14	738	287	357	159	266	172	0.166555744664256	0.161771033093423	0.0996067277172746	0.11087635174582	0.293990078436693	0.591444749801188	7.15251938556689	3.24038249003734	3.2215991210097	3.09531778855751	3.37325604596239	1.96153181919686	Down_muscle_Up_hep
XM_027380220.1	-6.27185603969034	4.61567626706494	2.65901298004808e-14	2.64445695736927e-13	279	319	197	1420	623	3283	46	26	27	25	22	175	23.2345263806638	25.8024797784009	19.6225253603031	52.4814731596884	30.5259698110099	138.693793828378	0.445820991512299	0.29355381442847	0.243650353689809	0.486685186880112	0.278991101545762	1.99574458348518	Up_muscle_Down_hep
XM_027356419.1	3.75968244789455	5.53617545645366	2.71458165382e-14	2.69800405593408e-13	62	117	58	114	106	199	3846	5744	5764	7910	11053	6075	5.16322808459195	9.46360543596522	5.77719020760193	4.21330136634118	5.19382471904824	8.40696465788831	37.2745115947022	64.8528119260436	52.0148384691874	153.987193128867	140.167665699332	69.2808476838425	Down_muscle_Up_hep
XM_027354397.1	6.32124037236039	3.26381118970438	2.72993908485029e-14	2.71154280112529e-13	0	9	0	10	4	2	2690	1738	2791	615	1986	409	0	0.727969648920402	0	0.369587839152735	0.195993385624462	0.0844921071144554	26.0708362427845	19.6229434414108	25.1862273017873	11.9724555972507	25.1852876213583	4.66434019797393	Down_muscle_Up_hep
XM_027370505.1	9.51475863463479	4.97840720911088	2.74310948989545e-14	2.72289343520499e-13	0	7	0	0	0	0	3840	4499	5024	6851	5161	3895	0	0.566198615826979	0	0	0	0	37.2163610305919	50.7961004274495	45.3370139606519	133.371208612626	65.4487761398944	44.4195723009986	Down_muscle_Up_hep
XM_027367359.1	5.89794510744295	0.533790767675822	2.77034075688138e-14	2.74817803082632e-13	0	2	2	0	0	0	159	234	141	240	247	239	0	0.161771033093423	0.199213455434549	0	0	0	1.54098994892295	2.64198432985623	1.27239629149123	4.67217779404907	3.13230918553651	2.72561688830261	Down_muscle_Up_hep
XM_027383772.1	3.74755947965536	6.54460264883655	2.80491279841461e-14	2.78070796715925e-13	100	232	158	302	285	228	24144	19072	20383	5104	19511	5390	8.32778723321282	18.765439838837	15.7378629793294	11.1615527424126	13.9645287257429	9.63210021104791	233.997869979847	215.333013414607	183.937968861458	99.3616477534436	247.427062829971	61.4689331713434	Down_muscle_Up_hep
XM_027375346.1	-5.27345447489678	4.51951833745458	2.84325116752873e-14	2.81692810662453e-13	894	916	840	309	289	265	140	95	120	52	54	151	74.4504178649227	74.0911331567875	83.6696512825106	11.4202642298195	14.1605221113674	11.1952041926653	1.356846495907	1.07260047579633	1.0828904608436	1.01230518871063	0.684796340157779	1.72204246917864	Up_muscle_Down_hep
XM_027353696.1	8.9497439673898	2.55673148788548	2.88954450362324e-14	2.86097866442392e-13	0	2	0	0	0	0	327	761	597	201	3071	813	0	0.161771033093423	0	0	0	0	3.16920574401134	8.59209433769484	5.38738004269689	3.9129489025161	38.944621493047	9.27165912213399	Down_muscle_Up_hep
XM_027359184.1	7.90508637883827	3.11188154286701	2.90013896587117e-14	2.86964985451369e-13	0	6	0	0	0	0	1028	1917	1330	1409	1079	1525	0	0.485313099280268	0	0	0	0	9.96312998423138	21.6439485484376	12.0020359410165	27.4295771325631	13.6832453894489	17.391488513228	Down_muscle_Up_hep
XM_027351601.1	8.60258885450315	4.45733211251869	2.91403135854194e-14	2.88157126239615e-13	0	8	1	0	0	0	3577	5572	6332	2459	3108	1726	0	0.64708413237369	0.0996067277172746	0	0	0	34.6674279704238	62.910840538286	57.1405199838471	47.8703549815278	39.4138338001921	19.6837437205452	Down_muscle_Up_hep
XM_027358996.1	3.30795110086407	3.98042875333649	2.92874058865137e-14	2.89428481702017e-13	22	36	30	68	77	76	4406	3768	4117	778	925	1914	1.83211319130682	2.91187859568161	2.98820183151824	2.5131973062386	3.77287267327089	3.2107000703493	42.7018975783302	42.5427220294798	37.152166894109	15.1456430157091	11.7303076786286	21.8277436159464	Down_muscle_Up_hep
XM_027381842.1	5.41121138166061	1.08591216203564	2.96131237275409e-14	2.92462354689696e-13	0	1	1	1	0	7	161	237	278	389	410	384	0	0.0808855165467113	0.0996067277172746	0.0369587839152735	0	0.295722374900594	1.56037347029305	2.67585592382875	2.50869623428766	7.57282150785454	5.19937961971647	4.37923382890462	Down_muscle_Up_hep
XM_027378988.1	2.71870368363719	1.35844272863327	3.0120877133029e-14	2.97289061482278e-13	9	11	2	18	14	16	536	284	471	182	474	326	0.749500850989154	0.889740682013824	0.199213455434549	0.665258110474923	0.685976849685616	0.675936856915643	5.19478372718679	3.20651089606483	4.25034505881111	3.54306816048721	6.0109900969405	3.71778705266381	Down_muscle_Up_hep
XM_027354133.1	-15.7011149222451	14.3276769628051	3.02094397226346e-14	2.97974928173259e-13	837795	1017725	776094	133028	80806	200454	236	28	212	3	0	3	69769.7850504954	82319.2123275017	77304.1837410105	4916.553106681	3959.36037969257	8468.39041976052	2.2872555216718	0.316134877076814	1.91310648082369	0.0584022224256134	0	0.0342127642883173	Up_muscle_Down_hep
XM_027355638.1	6.08940860022544	0.572007724028234	3.06116449412711e-14	3.01751634424239e-13	0	2	0	2	0	0	114	304	152	207	398	137	0	0.161771033093423	0	0.073917567830547	0	0	1.1048607180957	3.43232152254827	1.37166125040189	4.02975334736732	5.04720265523696	1.56238290249982	Down_muscle_Up_hep
