ID	logFC	logCPM	PValue	FDR	muscle_1	muscle_2	muscle_3	muscle_4	muscle_5	muscle_6	gills_1	gills_2	gills_3	gills_4	gills_5	gills_6	muscle_1_normalized	muscle_2_normalized	muscle_3_normalized	muscle_4_normalized	muscle_5_normalized	muscle_6_normalized	gills_1_normalized	gills_2_normalized	gills_3_normalized	gills_4_normalized	gills_5_normalized	gills_6_normalized	Expression
XM_027362996.1	-3.89146341597703	8.48528458561952	2.21470827905079e-15	3.86304109931596e-14	6771	8360	5015	14643	9703	11815	836	5876	8285	3868	2653	4253	727.780730119638	775.858116901711	598.380286198462	694.20733396329	605.031841209446	627.290412497253	109.840917787456	30.7244109108779	37.2362578242089	29.3973954936669	31.3039974453903	33.586633363312	Up_muscle_Down_gills
XM_027363229.1	-4.24283267459214	5.88302351377499	2.23307749913976e-15	3.89028501266393e-14	1087	1432	1042	2380	1252	2039	6	1242	1881	739	488	1027	116.836162109001	132.898184617614	124.329463253998	112.832988788679	78.0686246721865	108.256043257038	0.788331945842986	6.49416581880707	8.45400132375824	5.6165137719286	5.75814201030925	8.11038618954183	Up_muscle_Down_gills
XM_027360501.1	-4.82122753719257	7.62136928052809	2.26126448191595e-15	3.93454457087123e-14	5316	5595	6276	4224	1942	2299	70	2881	3546	2177	895	1687	571.390099145768	519.249541156109	748.840413994327	200.254850690496	121.093665426027	122.060148821937	9.19720603483484	15.064164028972	15.9372082371328	16.54553515763	10.5605268426778	13.3225136336486	Up_muscle_Down_gills
XM_027358673.1	-3.07553396239725	1.03573625754039	2.32279835342714e-15	4.03664686825312e-14	26	58	30	95	49	52	4	52	92	61	49	54	2.79460921327878	5.38274770099273	3.57954308792699	4.50383778778342	3.05540144483797	2.76082111297987	0.525554630561991	0.271897441689185	0.4134865081264	0.463609391187611	0.578174095297445	0.426446790881459	Up_muscle_Down_gills
XM_027366660.1	-15.5552576509862	17.6154716307494	2.34116574314635e-15	4.06357430706114e-14	5401401	6974136	6163767	2676439	2777569	2756092	0	84	25	413	1016	4342	580569.423046661	647241.629662252	735448.985348083	126886.811630497	173195.680321167	146328.403517595	0	0.439218944267145	0.112360464164783	3.13886358295874	11.9882628739225	34.289480851987	Up_muscle_Down_gills
XM_027365761.1	-5.9771964457834	5.86038806454884	2.51054114778457e-15	4.35221998487261e-14	1166	3236	1202	1172	446	650	7	162	246	360	229	315	125.327474718579	300.320199317456	143.420359722942	55.5631356556017	27.8103886611783	34.5102639122484	0.919720603483484	0.847065106800923	1.10562696738146	2.7360554234023	2.70207893516561	2.48760628014185	Up_muscle_Down_gills
XM_027377239.1	-5.20023431247085	3.68866024563597	2.53727247071701e-15	4.3931770343651e-14	228	279	97	794	253	669	0	68	136	165	48	141	24.50657310106	25.8928725616719	11.5738559842973	37.6426021421056	15.7758482764083	35.5190254727603	0	0.355558192978165	0.611240925056417	1.25402540239272	0.566374623964845	1.11349995396826	Up_muscle_Down_gills
XM_027355379.1	-3.25661051880535	6.0249888283579	2.61040392993048e-15	4.51427554924164e-14	712	1023	751	3981	1537	3044	118	2696	3011	1240	869	1437	76.5292984559419	94.9405327261304	89.6078953011057	188.734507717534	95.8398371574686	161.614220536745	15.5038616015787	14.0968365921931	13.5326943040064	9.42419090283013	10.2537405880302	11.3482229351233	Up_muscle_Down_gills
XM_027378931.1	3.26461762741916	3.33434479578403	2.62597346427389e-15	4.53565575404377e-14	20	28	18	32	14	40	237	2931	3186	2337	1348	1856	2.14969939482983	2.59856785565166	2.1477258527562	1.51708220220073	0.872971841382278	2.12370854844605	31.139111860798	15.32560387675	14.3192175531599	17.7615597902532	15.9056873563461	14.6571341458516	Down_muscle_Up_gills
XM_027357533.1	-4.77702627934624	4.72031241647686	2.67235542854084e-15	4.60452373838473e-14	158	663	177	2744	457	885	10	241	308	307	203	300	16.9826252191556	61.5303745820376	21.1193042187693	130.089798838713	28.4962951079786	46.987051634369	1.31388657640498	1.26014006629026	1.38428091851012	2.33324726384585	2.39529268051799	2.36914883823033	Up_muscle_Down_gills
XM_027358935.1	6.80673326643197	1.69441571941286	2.6693000104459e-15	4.60452373838473e-14	2	0	2	0	0	0	29	1106	537	1464	610	883	0.214969939482983	0	0.2386362058618	0	0	0	3.81027107157443	5.78304943285074	2.41350277025953	11.1266253885027	7.19767751288657	6.97319474719127	Down_muscle_Up_gills
XR_003476574.1	-15.0293653396062	15.1936721992531	2.79924105254572e-15	4.81728271646128e-14	890717	1109990	1092577	769688	834456	603807	8	4	2	80	207	1174	95738.689793232	103013.726217671	130364.214945934	36489.9989389836	52032.6136337493	32057.7521877892	1.05110926112398	0.020915187822245	0.0089888371331826	0.608012316311621	2.44249056584839	9.27126912027469	Up_muscle_Down_gills
XM_027356950.1	7.71200948152733	4.18391866354031	3.1713763923201e-15	5.45106809790523e-14	0	4	0	10	0	2	36	5900	8782	6438	4444	4985	0	0.371223979378809	0	0.474088188187728	0	0.106185427422303	4.72999167505792	30.8499020378114	39.4699838518048	48.9297911551777	52.4368506020785	39.367356528594	Down_muscle_Up_gills
XM_027354952.1	11.7301153556533	1.59537695977836	3.19916181828781e-15	5.49215328658972e-14	0	0	0	0	0	0	158	629	324	550	337	353	0	0	0	0	0	0	20.7594079071986	3.28891328504803	1.45619161557558	4.1800846746424	3.97642183908651	2.78769846631769	Down_muscle_Up_gills
XM_027356471.1	-6.14788845125317	8.04800844177331	3.2643825003263e-15	5.59732786055949e-14	3541	2185	1327	17701	7868	19972	7	771	1664	917	1203	1315	380.604277854621	202.781098735674	158.335122589304	839.183501911097	490.61017485684	1060.36767823911	0.919720603483484	4.03140245273772	7.47871249480792	6.96934117572196	14.1947640131189	10.3847690742429	Up_muscle_Down_gills
XM_027367765.1	6.86161116375987	2.70252192801698	3.32643586522909e-15	5.69682345635965e-14	0	0	3	4	2	0	36	2025	2225	751	2569	1886	0	0	0.357954308792699	0.189635275275091	0.124710263054611	0	4.72999167505792	10.5883138350115	10.0000813106656	5.70771561937534	30.3128418534518	14.8940490296747	Down_muscle_Up_gills
XM_027356583.1	-3.64840776194592	6.99178866988326	3.69175552685142e-15	6.31482148522857e-14	3454	2696	2401	3170	3187	2979	52	4211	4742	2926	1724	2504	371.253085487111	250.204962101317	286.48276513709	150.28595565551	198.725804177523	158.16319414552	6.83221019730588	22.0184639798684	21.3125328427759	22.2380504690975	20.342288577404	19.7744956364292	Up_muscle_Down_gills
XM_027375881.1	6.91450741655856	4.80116267642244	3.80025966968557e-15	6.49256923760532e-14	0	12	0	5	11	12	172	8740	6100	9343	7185	10024	0	1.11367193813643	0	0.237044094093864	0.685906446800361	0.637112564533816	22.5988491141656	45.6996853916053	27.4159532562069	71.0082383912435	84.7792015247377	79.1611598480694	Down_muscle_Up_gills
XR_003477454.1	5.83137059963099	1.9816909854422	3.92816153968691e-15	6.70298831609301e-14	0	5	0	3	2	1	27	1391	3129	1094	779	386	0	0.464029974223511	0	0.142226456456318	0.124710263054611	0.0530927137111514	3.54749375629344	7.2732565651857	14.0630356948642	8.31456842556142	9.19178816809612	3.04830483852302	Down_muscle_Up_gills
XM_027352005.1	-3.94878070446676	4.15877247570328	3.96343730268025e-15	6.75503422695359e-14	244	381	435	519	523	587	3	799	428	278	164	280	26.2263326169239	35.3590840358316	51.9033747749414	24.6051769669431	32.6117337887808	31.1654229484458	0.394165972921493	4.17780876749344	1.92361114650108	2.11284279918288	1.93511329854655	2.21120558234831	Up_muscle_Down_gills
XM_027382823.1	6.23349839265849	1.79916076847102	4.05949621998662e-15	6.91042521395075e-14	0	1	3	3	0	0	12	1302	2020	986	699	849	0	0.0928059948447022	0.357954308792699	0.142226456456318	0	0	1.57666389168597	6.80789363614075	9.07872550451443	7.49375179854073	8.24783046148805	6.70469121219183	Down_muscle_Up_gills
XM_027352907.1	8.16099391926963	2.03716076438357	4.18545587590308e-15	7.11628110823618e-14	0	0	2	0	0	0	20	648	761	1613	985	1833	0	0	0.2386362058618	0	0	0	2.62777315280995	3.38826042720369	3.42025252917598	12.2590483276331	11.6224792626119	14.4754994015873	Down_muscle_Up_gills
XM_027374494.1	6.84921771965267	1.18946139431967	4.31880609889641e-15	7.33419340636117e-14	0	1	0	0	2	0	32	367	238	841	544	789	0	0.0928059948447022	0	0	0.124710263054611	0	4.20443704449593	1.91896848269098	1.06967161884873	6.39172947522592	6.4189124049349	6.23086144454577	Down_muscle_Up_gills
XM_027357145.1	-7.71066558742458	5.91678202420639	4.39163727321102e-15	7.44893295765504e-14	885	1535	561	4784	1767	1512	0	192	365	7	18	49	95.1241982212199	142.457202086618	66.9374557442348	226.803789229009	110.181517408749	80.2761831312609	0	1.00392901546776	1.64046277680582	0.0532010776772669	0.212390483986817	0.386960976910954	Up_muscle_Down_gills
XM_027356692.1	-9.31986891806616	6.49936466740495	4.51960842062248e-15	7.65681206205097e-14	2936	1711	1425	2172	1396	4709	0	0	0	54	59	64	315.575871161019	158.791057179286	170.028296676532	102.971954474374	87.0477636121185	250.013588865812	0	0	0	0.410408313510344	0.696168808623455	0.50541841882247	Up_muscle_Down_gills
XM_027364653.1	-4.04976185499465	3.54517692564463	4.59579175190349e-15	7.77656341177354e-14	131	217	219	720	339	318	1	192	330	274	133	183	14.0805310361354	20.1389008813004	26.130664541867	34.1343495495164	21.1383895877566	16.8834829601461	0.131388657640498	1.00392901546776	1.48315812697513	2.0824421833673	1.56932968723592	1.4451807913205	Up_muscle_Down_gills
XR_003477222.1	9.26946694529235	5.07839876279443	4.95281333607275e-15	8.37066875174256e-14	0	2	0	0	7	0	281	7857	46456	7695	2157	4163	0	0.185611989689404	0	0	0.436485920691139	0	36.9202127969799	41.0826576798448	208.792708929565	58.4831846752241	25.4514596644202	32.8758887118429	Down_muscle_Up_gills
XM_027367764.1	7.01674203471788	4.79107281622719	4.96119556747949e-15	8.37482965364736e-14	0	7	5	7	11	5	50	6852	6180	4551	11989	10400	0	0.649641963912916	0.596590514654499	0.33186173173141	0.685906446800361	0.265463568555757	6.56943288202489	35.8277167395057	27.7755067415342	34.5883006441774	141.463861806553	82.1304930586514	Down_muscle_Up_gills
XM_027382967.1	6.86600914516726	4.15029971056551	5.09498285719958e-15	8.59042044075628e-14	0	0	2	4	19	2	302	3221	10668	4787	2663	4837	0	0	0.2386362058618	0.189635275275091	1.18474749901881	0.106185427422303	39.6793746074303	16.8419549938628	47.946457268396	36.3819369772966	31.4219921587163	38.198576435067	Down_muscle_Up_gills
XM_027352034.1	4.71740787319705	3.47911690093143	5.39216165659325e-15	9.08065699930573e-14	2	2	8	19	30	12	97	6878	3325	1644	2092	3433	0.214969939482983	0.185611989689404	0.954544823447198	0.900767557556683	1.87065394581917	0.637112564533816	12.7446997911283	35.9636654603503	14.9439417339161	12.4946531002038	24.6844940278011	27.1109598721491	Down_muscle_Up_gills
XR_003475751.1	-3.12206347823121	2.43248889225736	5.43494385353057e-15	9.14182113579589e-14	103	126	108	122	169	116	15	170	204	127	101	132	11.0709518833736	11.6935553504325	12.8863551165372	5.78387589589028	10.5380172281146	6.15875479049356	1.97082986460747	0.888895482445413	0.916861387584625	0.965219552144699	1.19174660459269	1.04242548882135	Up_muscle_Down_gills
XM_027381409.1	6.32507261533099	2.77350074946238	5.5110484361049e-15	9.25882318018289e-14	2	6	2	2	0	0	83	878	1878	2634	1610	2152	0.214969939482983	0.556835969068213	0.2386362058618	0.0948176376375456	0	0	10.9052585841613	4.59088372698278	8.44051806805846	20.0188055145601	18.9971488454875	16.9946943329056	Down_muscle_Up_gills
XR_003477389.1	9.93293179773218	4.85667252694648	5.56069364085053e-15	9.33114735984242e-14	0	0	0	0	5	0	1169	12264	16748	1588	1227	3503	0	0	0	0	0.311775657636528	0	153.593340781742	64.1259658630032	75.2725221532711	12.0690444787857	14.4779513251013	27.6637612677362	Down_muscle_Up_gills
XM_027353422.1	5.47316884589665	0.798600008602247	5.68320567794127e-15	9.52542980096649e-14	0	2	0	0	2	2	12	475	422	418	455	616	0	0.185611989689404	0	0	0.124710263054611	0.106185427422303	1.57666389168597	2.48367855389159	1.89664463510153	3.17686435272822	5.36875945633342	4.86465228116628	Down_muscle_Up_gills
XM_027360926.1	-5.94469768560249	8.12375843359152	6.47977823140379e-15	1.08476855457323e-13	1916	1954	1247	20569	5813	26739	119	707	2369	983	664	1057	205.941202024697	181.342913926548	148.789674354832	975.151994283338	362.470379568227	1419.64607192248	15.6352502592192	3.69675944758181	10.6472775842548	7.47095133667905	7.83484896484702	8.34730107336486	Up_muscle_Down_gills
XR_003476384.1	-14.4291555489882	9.6118759178495	6.52818537356357e-15	1.09158049993416e-13	26818	28774	22894	7577	6282	6675	0	0	0	2	1	45	2882.53191852732	2670.39969566146	2731.66864850002	359.216620189841	391.714936254533	354.393864021935	0	0	0	0.0152003079077905	0.0117994713326009	0.35537232573455	Up_muscle_Down_gills
XM_027377660.1	4.59043038294615	3.52137149904608	6.57114492822164e-15	1.09746654255754e-13	16	13	2	15	5	24	61	5407	8064	3222	1308	2363	1.71975951586386	1.20647793298113	0.2386362058618	0.711132282281592	0.311775657636528	1.27422512906763	8.01470811607036	28.2721051387197	36.2429913209923	24.4876960394505	15.433708503042	18.6609956824609	Down_muscle_Up_gills
XM_027370324.1	7.1654070941984	2.03527702614744	6.63066383147815e-15	1.10610106792559e-13	0	2	2	0	0	0	46	359	1221	1451	868	1654	0	0.185611989689404	0.2386362058618	0	0	0	6.04387825146289	1.87713810704649	5.48768506980798	11.027823387102	10.2419411166976	13.0619072614432	Down_muscle_Up_gills
XM_027380457.1	-5.11266881853904	5.22529090923918	6.85688624524825e-15	1.14249131714113e-13	753	439	291	1086	1747	2256	3	619	983	218	73	231	80.936182215343	40.7418317368243	34.7215679528918	51.4859772371872	108.934414778203	119.777162132357	0.394165972921493	3.23662531549241	4.41801345095925	1.65683356194917	0.861361407279868	1.82424460543735	Up_muscle_Down_gills
XM_027376212.1	-3.24012354939687	7.53799989141583	6.92890540454375e-15	1.15313289238442e-13	3031	4759	2702	8410	3074	6343	232	3980	9226	6710	3319	3857	325.78694328646	441.663729465938	322.397514119291	398.708166265879	191.679674314937	336.767083069833	30.4821685725955	20.8106118831338	41.4655056953713	50.9970330306372	39.1624453529025	30.4593568968479	Up_muscle_Down_gills
XM_027353846.1	8.89519358486403	5.73104549042945	7.04619331497127e-15	1.1712743905239e-13	0	3	0	14	3	2	155	11138	2318	19964	22659	16045	0	0.278417984534107	0	0.663723463462819	0.187065394581917	0.106185427422303	20.3652419342771	58.2383404910412	10.4180622373586	151.729473535565	267.364220925404	126.709977031352	Down_muscle_Up_gills
XM_027359256.1	5.57974526422276	5.62237480697254	7.13154840478885e-15	1.18407140533032e-13	16	38	30	26	32	3	380	17327	13138	10404	17597	11586	1.71975951586386	3.52662780409868	3.57954308792699	1.23262928928809	1.99536420887378	0.159278141133454	49.9276899033891	90.5993648490098	59.0476711278765	79.0720017363263	207.635297039779	91.4965281324553	Down_muscle_Up_gills
XM_027379583.1	5.10562832402102	6.03722288867855	7.22802954176403e-15	1.19868353924729e-13	4	72	15	64	54	128	575	20087	22730	18783	10252	27654	0.429939878965965	6.68203162881856	1.7897715439635	3.03416440440146	3.3671771024745	6.79586735502737	75.5484781432862	105.030844446359	102.15813401862	142.753691716015	120.968180101825	218.388139908072	Down_muscle_Up_gills
XM_027370438.1	9.26472807897553	4.00328585865312	7.55360544014397e-15	1.25120963180652e-13	0	2	0	0	2	0	10	4522	3293	5721	5388	5561	0	0.185611989689404	0	0	0.124710263054611	0	1.31388657640498	23.644619833048	14.8001203397852	43.4804807702348	63.5755515400538	43.9161222979962	Down_muscle_Up_gills
XM_027359446.1	-13.8453206175412	12.3598251353483	7.75818235602136e-15	1.28359353927811e-13	84687	107516	73859	235830	136884	291227	0	0	0	29	71	399	9102.57963249768	9978.129341723	8812.71576437333	11180.4217420312	8535.41982398369	15462.0317359575	0	0	0	0.220404464662963	0.837762464614666	3.15096795484634	Up_muscle_Down_gills
XM_027354133.1	-15.5286579416867	14.6052909376625	7.91989194239317e-15	1.30881765674175e-13	837795	1017725	776094	133028	80806	200454	6	2	3	90	168	358	90050.3702245728	94450.9811033246	92602.0637760537	6306.70034982371	5038.66875819545	10642.6468342551	0.788331945842986	0.0104575939111225	0.0134832556997739	0.684013855850574	1.98231118387696	2.82718428028819	Up_muscle_Down_gills
XM_027359415.1	-7.11216156297184	7.40403287931873	8.26988301889804e-15	1.36506143740177e-13	3609	10115	3738	2300	900	1515	49	283	195	264	187	234	387.913255797042	938.732637854163	446.011068755703	109.040283283177	56.119618374575	80.4354612723943	6.43804422438439	1.47974953842383	0.876411620485304	2.00644064382835	2.20650113919637	1.84793609381966	Up_muscle_Down_gills
XM_027370414.1	6.93014530218891	1.14476696395581	8.35698924376611e-15	1.377831816344e-13	0	0	0	3	0	0	15	167	1213	705	455	788	0	0	0	0.142226456456318	0	0	1.97082986460747	0.873209091578729	5.45172972127525	5.35810853749616	5.36875945633342	6.22296428175167	Down_muscle_Up_gills
XR_003476140.1	-14.4422714533752	12.66300162846	9.2506822502392e-15	1.52340106067385e-13	138705	154969	105655	209010	251806	194288	0	0	2	12	36	367	14908.7027279936	14382.0522150887	12606.5541651642	9908.9172213117	15701.3962493647	10315.2771615122	0	0	0.0089888371331826	0.0912018474467432	0.424780967973633	2.8982587454351	Up_muscle_Down_gills
XM_027373414.1	10.5922847597152	9.29976843695494	9.86902797672041e-15	1.62334034603124e-13	2	19	22	0	3	4	30682	117474	324658	70607	23967	80277	0.214969939482983	1.76331390204934	2.6249982644798	0	0.187065394581917	0.212370854844605	4031.26679372575	614.247693557602	1459.1489429924	536.624070222683	282.797929428446	633.960537622054	Down_muscle_Up_gills
XR_003476287.1	-3.30202302744477	3.71723373588413	1.12044320248673e-14	1.84085825114718e-13	161	275	166	396	502	578	19	614	942	230	123	176	17.3050801283801	25.5216485822931	19.8068050865294	18.773892252234	31.3022760267074	30.6875885250455	2.49638449516946	3.21048133071461	4.23374228972901	1.74803540939591	1.45133497390991	1.38990065176179	Up_muscle_Down_gills
XM_027364098.1	-8.47789668533811	5.09411846722387	1.14693079771433e-14	1.88219061072701e-13	91	831	210	4980	167	946	0	19	86	10	26	24	9.78113224647571	77.1217817159475	25.056801615489	236.095917717489	10.41330696506	50.2257071707492	0	0.0993471421556638	0.386519996726852	0.0760015395389527	0.306786254647624	0.189531907058426	Up_muscle_Down_gills
XM_027366180.1	8.27458823166988	5.49335205768618	1.14852538750093e-14	1.8826234219685e-13	3	0	1	4	17	0	87	28854	15512	9637	10373	13907	0.322454909224474	0	0.1193181029309	0.189635275275091	1.06003723596419	0	11.4308132147233	150.871707355764	69.7174208049643	73.2426836536887	122.395916133069	109.825842977564	Down_muscle_Up_gills
XM_027369779.1	-3.35005062428126	3.00414610037972	1.20814277739729e-14	1.9780541353081e-13	145	230	199	162	176	168	5	275	314	229	123	216	15.5853206125162	21.3453788142815	23.7443024832491	7.68022864864119	10.9745031488058	8.91957590347343	0.656943288202488	1.43791916277934	1.41124742990967	1.74043525544202	1.45133497390991	1.70578716352584	Up_muscle_Down_gills
XM_027382184.1	5.22980989726299	0.83967923135394	1.31959283379362e-14	2.15794318579036e-13	0	4	1	2	0	0	20	482	911	563	270	407	0	0.371223979378809	0.1193181029309	0.0948176376375456	0	0	2.62777315280995	2.52028013258052	4.09441531416468	4.27888667604303	3.18585725980225	3.21414525719915	Down_muscle_Up_gills
XR_003475469.1	8.22516203743914	7.59401650663598	1.32106517665379e-14	2.15794318579036e-13	17	2	26	38	14	0	2899	65244	87954	23565	10660	112384	1.82724448560535	0.185611989689404	3.10227067620339	1.80153511511337	0.872971841382278	0	380.895718499803	341.147628568638	395.302090605971	179.097627923542	125.782364405526	887.514743452258	Down_muscle_Up_gills
XM_027377863.1	6.8985624330042	0.59536318418858	1.33971943229901e-14	2.18589055239928e-13	0	0	0	2	0	0	49	152	342	415	221	393	0	0	0	0.0948176376375456	0	0	6.43804422438439	0.79477713724531	1.53709114977422	3.15406389086654	2.60768316450481	3.10358497808173	Down_muscle_Up_gills
XM_027365143.1	6.90295171664936	5.62740513497305	1.37928948195486e-14	2.24786048522275e-13	8	2	5	29	19	12	51	8451	9758	15705	24614	10441	0.859879757931931	0.185611989689404	0.596590514654499	1.37485574574441	1.18474749901881	0.637112564533816	6.70082153966538	44.1885630714481	43.8565363727979	119.360417845925	290.432187380639	82.4542767332096	Down_muscle_Up_gills
XM_027371639.1	10.2086323381975	4.74437612727877	1.49578552398843e-14	2.43491162512546e-13	0	0	3	0	0	0	117	1816	4265	13152	7841	10573	0	0	0.357954308792699	0	0	0	15.3724729439382	9.49549527129923	19.1686951865119	99.9572248016305	92.5196547189239	83.4967022220309	Down_muscle_Up_gills
XM_027351566.1	8.23825088812266	3.10447226856918	1.51176225798925e-14	2.45809067833516e-13	0	3	1	0	0	0	10	4993	3454	3427	1304	2158	0	0.278417984534107	0.1193181029309	0	0	0	1.31388657640498	26.1073831991173	15.5237217290064	26.0457275999991	15.3865106177116	17.0420773096702	Down_muscle_Up_gills
XM_027367065.1	6.4905473371292	3.94903893691397	1.51662445437523e-14	2.46316527343191e-13	0	1	0	10	16	6	490	6201	6109	2278	1956	2327	0	0.0928059948447022	0	0.474088188187728	0.997682104436889	0.318556282266908	64.3804422438439	32.4237699214353	27.4564030233063	17.3131507069734	23.0797659265674	18.3766978218733	Down_muscle_Up_gills
XM_027376869.1	-2.79300211546859	3.42254128439817	1.55777912521696e-14	2.52710361299531e-13	160	274	112	407	282	369	23	629	364	256	290	379	17.1975951586386	25.4288425874484	13.3636275282608	19.2953892592405	17.5841470907002	19.5912113594149	3.02193912573145	3.28891328504803	1.63596835823923	1.94563941219719	3.42184668645427	2.99302469896432	Up_muscle_Down_gills
XM_027364232.1	6.1247973270766	4.24693781430648	1.56527346716795e-14	2.53635263076263e-13	0	8	6	6	12	13	42	5257	4330	7965	5536	5699	0	0.742447958757618	0.715908617585399	0.284452912912637	0.748261578327666	0.690205278244968	5.5183236209009	27.4877855953855	19.4608323933403	60.5352262427758	65.3218732972787	45.0059307635822	Down_muscle_Up_gills
XM_027361480.1	-4.58828061982767	4.55069432449355	1.62560454033176e-14	2.63109860726923e-13	556	850	588	212	454	444	5	425	507	344	140	206	59.7616431762692	78.8850956179969	70.1590445233691	10.0506695895798	28.3092297133967	23.5731648877512	0.656943288202488	2.22223870611353	2.27867021326179	2.61445296013997	1.65192598656413	1.62681553558483	Up_muscle_Down_gills
XM_027355380.1	-3.16918673151466	5.93505285633779	1.67646528744077e-14	2.71031748070138e-13	704	987	750	3690	1412	2652	133	2548	2943	1026	895	1431	75.6694186980099	91.5995169117211	89.4885771981748	174.938541441272	88.0454457165554	140.801876761973	17.4746914661862	13.3229746427701	13.2270738414782	7.79775795669654	10.5605268426778	11.3008399583587	Up_muscle_Down_gills
XM_027367576.1	4.86226974919696	4.94319579903713	1.76169019871683e-14	2.84484812226579e-13	21	4	18	85	36	21	116	7834	18136	10789	5583	8882	2.25718436457132	0.371223979378809	2.1477258527562	4.02974959959569	2.244784734983	1.11494698793418	15.2410842862977	40.9623953498668	81.5107751236998	81.998061008576	65.876448449911	70.142599937206	Down_muscle_Up_gills
XM_027367650.1	8.93634575072991	2.53597355524014	1.83571923881131e-14	2.96101303902221e-13	0	0	0	2	0	0	314	706	432	1026	629	971	0	0	0	0.0948176376375456	0	0	41.2560384991163	3.69153065062624	1.94158882076744	7.79775795669654	7.42186746820598	7.66814507307217	Down_muscle_Up_gills
XM_027382143.1	-3.15175552324181	4.55897334393247	1.85992888915973e-14	2.99664624898104e-13	379	657	386	1008	347	706	18	713	1094	809	460	733	40.7368035320252	60.9735386129694	46.0567877313273	47.788089369323	21.637230639975	37.4834558800729	2.36499583752896	3.72813222931517	4.91689391185088	6.14852454870127	5.42775681299643	5.78862032807611	Up_muscle_Down_gills
XM_027368905.1	-3.2185119374441	4.47568663691172	1.90408936374457e-14	3.06430581792159e-13	197	339	237	1587	597	895	43	713	846	622	335	532	21.1745390390738	31.4612322523541	28.2783903946232	75.2377954653924	37.2260135218014	47.5179787714805	5.6497122785414	3.72813222931517	3.80227810733624	4.72729575932286	3.95282289642131	4.20129060646178	Up_muscle_Down_gills
XM_027356823.1	10.8269196535559	6.68374138958129	1.96522245366723e-14	3.15909509427006e-13	0	0	2	0	7	0	673	32956	163317	11142	10296	3894	0	0	0.2386362058618	0	0.436485920691139	0	88.424566592055	172.320232467477	734.014957039991	84.680915354301	121.487356840459	30.7515519202297	Down_muscle_Up_gills
XM_027355378.1	-3.37105674210566	6.11051726785589	1.97577600421927e-14	3.17245486443653e-13	760	1020	622	4641	1711	3364	121	2564	3009	1227	820	1443	81.6885770035334	94.6621147415963	74.2158600230197	220.024328137925	106.68963004322	178.603888924313	15.8980275745002	13.406635394059	13.5237054668732	9.32538890142949	9.67556649273276	11.3956059118879	Up_muscle_Down_gills
XM_027367240.1	-10.3035954231038	6.11774299494329	2.01679734617002e-14	3.2346502561135e-13	618	587	513	11441	1053	798	0	0	0	12	27	25	66.4257113002417	54.4771189738402	61.2101868035516	542.40429610558	65.6599534982527	42.3679855414988	0	0	0	0.0912018474467432	0.318585725980225	0.197429069852528	Up_muscle_Down_gills
XM_027379848.1	-4.83480621796258	3.53111057659339	2.07921790552046e-14	3.33098714512938e-13	128	124	140	553	664	465	0	107	245	141	52	144	13.7580761269109	11.5079433607431	16.704534410326	26.2170768067814	41.4038073341309	24.6881118756854	0	0.559481274245054	1.10113254881487	1.07162170749923	0.613572509295248	1.13719144235056	Up_muscle_Down_gills
XM_027369021.1	4.42804443630563	2.91211407570948	2.08516483172629e-14	3.33673548751133e-13	5	6	1	29	12	9	28	2619	5312	1919	1055	2149	0.537424848707457	0.556835969068213	0.1193181029309	1.37485574574441	0.748261578327666	0.477834423400362	3.67888241393394	13.6942192266149	23.874351425733	14.584695437525	12.448442255894	16.9710028445233	Down_muscle_Up_gills
XM_027354134.1	-15.8210147282153	14.1499088082035	2.10573551424855e-14	3.3658457157695e-13	593566	738686	574208	109930	66102	149414	0	3	0	59	114	240	63799.4235495781	68554.4891078537	68513.4092477461	5211.65145274769	4121.79890421795	7932.79472643797	0	0.0156863908666838	0	0.448409083279821	1.34513973191651	1.89531907058426	Up_muscle_Down_gills
XM_027354132.1	-12.04404354089	8.24613270114564	2.14738399801524e-14	3.42854334491237e-13	3925	5458	3789	14966	6190	21976	0	4	4	0	3	92	421.878506235354	506.535119862385	452.096292005179	709.520382441754	385.978264154021	1166.76547651626	0	0.020915187822245	0.0179776742663652	0	0.0353984139978028	0.726538977057301	Up_muscle_Down_gills
XM_027351706.1	6.21411491853339	0.0363055825082662	2.18550158054728e-14	3.48546847332827e-13	0	0	0	0	2	0	13	715	261	224	94	231	0	0	0	0	0.124710263054611	0	1.70805254932647	3.73858982322629	1.17304324588033	1.70243448567254	1.10915030526449	1.82424460543735	Down_muscle_Up_gills
XM_027375216.1	-14.928557451018	14.5830867662533	2.20203592349909e-14	3.507882902457e-13	599290	791254	621240	470372	532762	509050	0	4	6	57	135	924	64414.6675163784	73433.11464485	74125.1782647922	22299.7809254238	33220.4445827504	27026.8459146616	0	0.020915187822245	0.0269665113995478	0.43320877537203	1.59292862990113	7.29697842174942	Up_muscle_Down_gills
XM_027359597.1	4.58190337111986	2.60928246046363	2.25867383631023e-14	3.59406075235597e-13	4	7	4	11	10	4	245	2461	1412	854	544	746	0.429939878965965	0.649641963912916	0.477272411723599	0.521497007006501	0.623551315273055	0.212370854844605	32.1902211219219	12.8680693076362	6.34611901602692	6.49053147662656	6.4189124049349	5.89128344439942	Down_muscle_Up_gills
