ID	gills_mean	gills_wssv_mean	theta	prob	log2FC	lminusProb	log2FC_SigInv	gills_1	gills_2	gills_3	gills_wssv_1	gills_wssv_2	gills_wssv_3	gills_1_normalized	gills_2_normalized	gills_3_normalized	gills_wssv_1_normalized	gills_wssv_2_normalized	gills_wssv_3_normalized	Expression
XM_027359275.1	110.298802402804	12.9491714777661	1.11950240048068	0.991585690214369	3.09048542805376	0.00841430978563129	-3.09048542805376	209	483	1063	1	2	2	58.9119731455609	93.7388765224253	178.245557540426	14.3477133623223	12.0554708100544	12.4443302609217	Up_gills_Down_gills_wssv
XM_027359303.1	517.614771401036	81.1676257946399	1.40688835935754	0.98772357500871	2.67290246925887	0.0122764249912896	-2.67290246925887	1939	2231	3419	8	10	11	546.556535546615	432.984334413107	573.303444243385	114.781706898579	60.2773540502719	68.4438164350692	Up_gills_Down_gills_wssv
XM_027359367.1	37.1669865786439	621.490915593447	-1.47720124667673	0.994180107509879	-4.06363967602264	0.00581989249012105	4.06363967602264	24	366	201	72	44	91	6.76501127030364	71.0319437002229	33.7040047654052	1033.03536208721	265.220357821196	566.217026871936	Down_gills_Up_gills_wssv
XM_027359374.1	157.033019970077	10.5578859173791	1.54178192242743	0.999994778898092	3.89467506499323	5.2211019077042e-06	-3.89467506499323	759	728	691	0	2	2	213.943481423353	141.287582004815	115.867996482065	7.17385668116117	12.0554708100544	12.4443302609217	Up_gills_Down_gills_wssv
XM_027359376.1	857.51939376179	176.24658993404	1.4279069433024	0.982449475788941	2.28257395568545	0.0175505242110588	-2.28257395568545	3263	2978	6410	13	32	24	919.759657291699	577.959367047169	1074.8391569465	186.520273710191	192.88753296087	149.33196313106	Up_gills_Down_gills_wssv
XM_027359380.1	3786.30287413333	1019.11043942587	1.71632063916206	0.999999999998496	1.89347941718193	1.50435219836709e-12	-1.89347941718193	14266	11985	29888	59	246	117	4021.23544925632	2326.00504165894	5011.66813148473	846.515088377019	1482.82290963669	727.993320263918	Up_gills_Down_gills_wssv
XM_027359414.1	54.6338066335137	784.57465197179	-2.15792594210874	0.999999999999993	-3.84404487355839	7.105427357601e-15	3.84404487355839	255	310	190	57	133	118	71.8782447469762	60.163668161391	31.859506992174	817.819661652374	801.688808868616	734.215485394379	Down_gills_Up_gills_wssv
XM_027359415.1	54.0122152617128	892.417490483652	-2.00637018554069	0.99689386386857	-4.04636116379198	0.00310613613142963	4.04636116379198	264	283	195	86	97	138	74.4151239733401	54.9236067408827	32.6979150709155	1233.90334915972	584.690334287637	858.658788003596	Down_gills_Up_gills_wssv
XM_027359416.1	55.3241690489424	705.009979547313	-1.94942296540285	0.992206960188408	-3.67166189678193	0.00779303981159196	3.67166189678193	264	286	215	55	93	123	74.4151239733401	55.5058357876059	36.0515473858812	789.124234927729	560.579392667528	765.326311046683	Down_gills_Up_gills_wssv
XM_027359438.1	86.9144571927138	4197.11201743967	-4.75389085855725	1	-5.59365698557752	0	5.59365698557752	218	645	442	308	755	582	61.4488523719248	125.179245045475	74.1152741607417	4419.09571559528	4550.94023079553	3621.30010592821	Down_gills_Up_gills_wssv
XM_027359444.1	17.9601544294154	4.43293564963506	0.690208248141122	0.988786148740487	2.01846543006991	0.0112138512595131	-2.01846543006991	64	100	98	0	0	0	18.040030054143	19.4076348907713	16.4327983433319	7.17385668116117	3.01386770251359	3.11108256523042	Up_gills_Down_gills_wssv
XM_027359447.1	3.44279862926115	755.499238685782	-1.93924323226194	0.991546578792733	-7.77770469183004	0.00845342120726722	7.77770469183004	36	0	0	3	213	151	10.1475169054555	0.0970381744538564	0.0838408078741422	43.043140086967	1283.90764127079	939.546934699587	Down_gills_Up_gills_wssv
XM_027359452.1	74.1991592236365	3589.58345276941	-3.0466476277274	1	-5.59626978913222	0	5.59626978913222	120	456	598	253	854	320	33.8250563515182	88.4988151019171	100.273606217474	3629.97148066755	5147.68603589322	1991.09284174747	Down_gills_Up_gills_wssv
XM_027359453.1	68.3328690706447	3682.30255729731	-3.0202622210574	1	-5.75188465866	0	5.75188465866	89	457	544	241	906	342	25.0869167940427	88.6928914508248	91.2187989670667	3457.79892031969	5461.12827695463	2127.98047461761	Down_gills_Up_gills_wssv
XM_027359454.1	65.5406310268729	3586.4284419422	-3.10707486724744	1	-5.77401447227009	0	5.77401447227009	94	442	503	242	859	339	26.4962941420226	85.7817462172091	84.3438527213871	3472.14663368201	5177.82471291835	2109.31397922622	Down_gills_Up_gills_wssv
XM_027359486.1	44.9023180630656	4.43293564963506	1.11111736164646	0.992521102138055	3.34045560040894	0.007478897861945	-3.34045560040894	145	169	364	0	0	0	40.8719430914178	32.7989029654035	61.0361081323755	7.17385668116117	3.01386770251359	3.11108256523042	Up_gills_Down_gills_wssv
XM_027359654.1	111.049042299248	4.43293564963506	1.59083510911164	0.999999999998665	4.64679072084677	1.33482114250683e-12	-4.64679072084677	523	582	434	0	0	0	147.4208705987	112.952435064289	72.7738212347554	7.17385668116117	3.01386770251359	3.11108256523042	Up_gills_Down_gills_wssv
XM_027359664.1	234.463625699352	17749.6296592912	-4.57763838858373	1	-6.24228099053781	1.11022302462516e-16	6.24228099053781	1554	594	895	1129	3822	2252	438.034479752161	115.281351251181	150.075046094715	16198.5683860619	23038.0047180139	14012.3158737978	Down_gills_Up_gills_wssv
XM_027359676.1	130.569586639819	994.123526703298	-1.50014634864551	0.998020569400232	-2.92860623631299	0.00197943059976813	2.92860623631299	680	349	789	33	185	224	191.67531932527	67.7326457687918	132.300794825396	473.474540956637	1115.13104993003	1393.76498922323	Down_gills_Up_gills_wssv
XM_027359677.1	615.680710392883	11124.3203719507	-3.84180549993496	1	-4.17539101983711	1.11022302462516e-16	4.17539101983711	1639	2954	4841	735	1385	2327	461.99389466782	573.301534673384	811.746701837445	10545.5693213069	8348.41353596265	14478.9782585824	Down_gills_Up_gills_wssv
XM_027359684.1	48.3854718638254	4.43293564963506	0.988150727869316	0.993393594066694	3.44823960646182	0.00660640593330641	-3.44823960646182	80	160	546	0	0	0	22.5500375676788	31.0522158252341	91.5541621985633	7.17385668116117	3.01386770251359	3.11108256523042	Up_gills_Down_gills_wssv
XM_027359690.1	356.869791410136	43753.5018146855	-4.30211482207221	0.999999999999998	-6.93785689335188	1.99840144432528e-15	6.93785689335188	819	1798	2927	3091	10206	4081	230.856009599112	348.949275336068	490.804089295229	44348.7820029384	61519.0675437075	25392.6558974107	Down_gills_Up_gills_wssv
XM_027359701.1	703.981861284192	2457.26321075704	-2.11088736320925	0.999999915097131	-1.80344223870913	8.49028694016596e-08	1.80344223870913	3171	3910	2739	164	397	422	893.827114088869	758.838524229157	459.279945534551	2353.02499142086	2393.01095579579	2625.75368505447	Down_gills_Up_gills_wssv
XM_027359704.1	115.129328226479	460.046695493314	-1.06195355362246	0.9823282932476	-1.99852490981557	0.0176717067524005	1.99852490981557	363	658	688	43	75	50	102.320795463343	127.702237581275	115.36495163482	616.951674579861	452.080155377039	311.108256523042	Down_gills_Up_gills_wssv
XM_027359740.1	123.105563288298	15.8402383888133	0.82082743400969	0.992140051027616	2.95823000778077	0.00785994897238407	-2.95823000778077	583	689	425	0	0	6	164.333398774459	133.718604397414	71.2646866930209	7.17385668116117	3.01386770251359	37.332990782765	Up_gills_Down_gills_wssv
XM_027359787.1	218.038625619689	1847.58019016624	-2.11328801425327	0.999999955298814	-3.08298134605257	4.47011859749935e-08	3.08298134605257	1081	926	1012	129	213	387	304.70738263326	179.714699088542	169.693795137264	1850.85502373958	1283.90764127079	2407.97790548834	Down_gills_Up_gills_wssv
XM_027359788.1	230.578384142502	1744.01579272616	-1.85527651056797	0.999972791451383	-2.91908392712633	2.72085486172635e-05	2.91908392712633	1095	1090	1023	81	253	409	308.653639207604	211.543220309407	171.538292910495	1162.16478234811	1525.01705747188	2544.86553835848	Down_gills_Up_gills_wssv
XM_027359789.1	218.528156403788	2042.98532779757	-2.4630782427006	1	-3.22478776123396	1.11022302462516e-16	3.22478776123396	1028	1014	1008	125	295	411	289.767982744673	196.793417792421	169.023068674271	1793.46417029029	1778.18194448302	2557.3098686194	Down_gills_Up_gills_wssv
XM_027359790.1	75.4908127444333	329.965228097787	-0.970518588355661	0.99067642553897	-2.12794101675506	0.00932357446102983	2.12794101675506	227	286	638	24	72	34	63.9857315982886	55.5058357876059	106.980870847405	344.345120695736	433.996949161957	211.553614435669	Down_gills_Up_gills_wssv
XM_027359800.1	293.968532526188	29817.3369423507	-4.27397092325815	0.999999999999999	-6.66434587066763	8.88178419700125e-16	6.66434587066763	1021	1989	1241	2838	2810	5110	287.794854457501	386.017857977441	208.092885143621	40718.8105222708	16937.9364881264	31795.2638166549	Down_gills_Up_gills_wssv
XM_027359880.1	2262.10700763171	744.321994240176	1.76857354066524	0.999987634594468	1.6036684043638	1.23654055316225e-05	-1.6036684043638	7542	13279	12424	43	105	158	2125.90479169292	2577.13983714552	2083.27639405669	616.951674579861	632.912217527855	983.102090612813	Up_gills_Down_gills_wssv
XM_027359897.1	95.1381922258852	4942.2733143296	-3.77650495639842	1	-5.69900637351067	0	5.69900637351067	444	405	487	285	1129	632	125.152708500617	78.6009213076237	81.6609468694145	4089.09830826187	6805.31327227569	3932.40836245125	Down_gills_Up_gills_wssv
XM_027359920.1	22.3257416387061	4.43293564963506	0.764993755270515	0.986590525297045	2.3323737760246	0.0134094747029552	-2.3323737760246	101	74	144	0	0	0	28.4694224291945	14.3616498191708	24.146152667753	7.17385668116117	3.01386770251359	3.11108256523042	Up_gills_Down_gills_wssv
XM_027359921.1	244.196598537122	34.958643980236	1.05534142458682	0.994520025817155	2.80432197490947	0.00547997418284463	-2.80432197490947	867	721	2077	3	2	8	244.386032139719	139.929047562461	348.274715909187	43.043140086967	12.0554708100544	49.7773210436867	Up_gills_Down_gills_wssv
XM_027359990.1	572.187827763322	3614.46274734049	-2.29709964514958	1	-2.65922050891939	0	2.65922050891939	1192	4220	3349	192	545	772	335.995559758414	819.002192390548	561.565731141005	2754.76096556589	3285.11579573982	4803.51148071577	Down_gills_Up_gills_wssv
XM_027359991.1	529.226450531445	4007.42930365534	-2.61381454171257	1	-2.92071999569248	0	2.92071999569248	1064	4071	2968	249	544	831	299.915499650128	790.084816403299	497.679035540908	3572.58062721826	3279.08806033479	5170.61922341296	Down_gills_Up_gills_wssv
XM_027360010.1	465.857348373257	4038.76351210824	-3.26230019697426	1	-3.11595351670319	0	3.11595351670319	1252	3164	2568	228	751	694	352.908087934173	614.057567944003	430.606389241594	3271.2786466095	4526.82928917542	4318.18260053982	Down_gills_Up_gills_wssv
XM_027360041.1	43.122474036983	323.610635999611	-1.08467076922387	0.98621531664761	-2.9077471687502	0.01378468335239	2.9077471687502	214	151	237	10	97	39	60.3213504935408	29.3055286850646	39.7405429323434	143.477133623223	584.690334287637	242.664440087973	Down_gills_Up_gills_wssv
XM_027360042.1	38.5274222159317	289.934552137954	-1.03400899934953	0.976781856018599	-2.91176970595921	0.0232181439814008	2.91176970595921	220	111	191	8	85	39	62.0126033111167	21.5424747287561	32.0271886079223	114.781706898579	512.357509427311	242.664440087973	Down_gills_Up_gills_wssv
XM_027360084.1	8.85074840518521	753.064273940594	-2.46720633759626	1	-6.41082974141836	1.11022302462516e-16	6.41082974141836	14	56	70	72	158	44	3.94625657434379	10.8682755388319	11.7377131023799	1033.03536208721	952.382193994295	273.775265740277	Down_gills_Up_gills_wssv
XM_027360109.1	17.2088181597215	379.438463119433	-1.79560150852045	0.999008790429327	-4.46264600329757	0.000991209570673002	4.46264600329757	59	68	130	32	27	83	16.6306527061631	13.1971917257245	21.798610047277	459.126827594315	162.748855935734	516.43970582825	Down_gills_Up_gills_wssv
XM_027360136.1	3140.90421703753	700.092036335869	2.13249831915364	0.999999999999991	2.16556344723799	8.65973959207622e-15	-2.16556344723799	9273	19624	17893	26	109	172	2613.83122956357	3808.55427096496	3000.32715058405	373.040547420381	657.023159147963	1070.21240243926	Up_gills_Down_gills_wssv
XM_027360158.1	2210.7792320022	717.212226543912	1.51444192082699	0.999324670425252	1.6240829774841	0.000675329574748362	-1.6240829774841	7614	13982	10571	49	70	165	2146.19982550383	2713.57551042764	1772.56236007511	703.037954753795	421.941478351903	1026.65724652604	Up_gills_Down_gills_wssv
XM_027360164.1	14.9580067854794	239.887595783598	-1.17450900667699	0.991210518000836	-4.00336871179836	0.00878948199916363	4.00336871179836	57	94	63	4	18	89	16.0669017669711	18.243176797325	10.5639417921419	57.3908534492894	108.499237290489	553.772696611015	Down_gills_Up_gills_wssv
XM_027360170.1	191.528716047723	3119.03028722794	-2.45544654453872	1	-4.02546494415973	0	4.02546494415973	691	1163	919	234	248	724	194.775949490826	225.71079377967	154.099404872673	3357.36492678343	1494.87838044674	4504.84755445365	Down_gills_Up_gills_wssv
XM_027360174.1	398.853114926305	6371.63787200843	-3.15142330715457	1	-3.99773482443669	0	3.99773482443669	572	3166	2510	298	1123	1297	161.232768608903	614.445720641819	420.880855528194	4275.61858197206	6769.14685984553	8070.14817420771	Down_gills_Up_gills_wssv
XM_027360208.1	942.542072898357	172.504633639717	1.54559646076326	0.999997955886097	2.44992190380665	2.04411390292147e-06	-2.44992190380665	4035	3997	5454	7	31	37	1137.3675198198	775.723166584128	914.535532291143	100.433993536256	186.859797555843	230.220109827051	Up_gills_Down_gills_wssv
XM_027360237.1	104.024152441079	21.8798526855141	0.88290391394506	0.98746271124129	2.24924360398663	0.0125372887587096	-2.24924360398663	287	614	668	2	2	4	80.8982597740477	119.162878229336	112.011319319854	28.6954267246447	12.0554708100544	24.8886605218434	Up_gills_Down_gills_wssv
XM_027360268.1	52.1355649033497	7.54401821486548	0.890637860512818	0.986267040972952	2.78886279564009	0.0137329590270475	-2.78886279564009	262	180	284	0	0	2	73.8513730341481	34.9337428033883	47.6215788725128	7.17385668116117	3.01386770251359	12.4443302609217	Up_gills_Down_gills_wssv
XM_027360292.1	35.1021250712084	15727.6706438828	-4.55344440144103	1	-8.80753092655943	0	8.80753092655943	59	234	258	1059	3805	1455	16.6306527061631	45.4138656444048	43.2618568630574	15194.2284506994	22935.5332161284	9053.25026482052	Down_gills_Up_gills_wssv
XM_027360403.1	109.383435520459	1017.36942857271	-1.98440216341672	0.995641548378942	-3.21737746244799	0.00435845162105841	3.21737746244799	255	523	923	82	146	160	71.8782447469762	101.501930478734	154.770131335667	1176.51249571043	880.049369133969	995.546420873734	Down_gills_Up_gills_wssv
XM_027360417.1	134.293698736831	14.5763761873972	1.14790095876348	0.989056508418128	3.20368760997613	0.0109434915818724	-3.20368760997613	423	855	702	0	4	2	119.233323639102	165.935278316094	117.712494255296	7.17385668116117	24.1109416201087	12.4443302609217	Up_gills_Down_gills_wssv
XM_027360428.1	59.4674827389943	7.54401821486548	0.947907993992994	0.9880662366471	2.97869594318063	0.0119337633528995	-2.97869594318063	120	319	493	0	0	2	33.8250563515182	61.9103553015604	82.6670365639042	7.17385668116117	3.01386770251359	12.4443302609217	Up_gills_Down_gills_wssv
XM_027360429.1	41.3057190353244	4.43293564963506	1.07251152226524	0.995987116216978	3.22000722063459	0.00401288378302178	-3.22000722063459	95	237	305	0	0	0	26.7781696116186	45.9960946911279	51.1428928032268	7.17385668116117	3.01386770251359	3.11108256523042	Up_gills_Down_gills_wssv
XM_027360441.1	50.6951674236583	239.760921089596	-1.03441963709176	0.976814994357232	-2.24167639907916	0.0231850056427685	2.24167639907916	167	332	242	18	29	46	47.0732034225295	64.4333478373607	40.5789510110848	258.258840521802	174.804326745788	286.219596001199	Down_gills_Up_gills_wssv
XM_027360445.1	15.4823109604518	115.13036336436	-0.956435998016802	0.981733893863639	-2.89457563011623	0.0182661061363607	2.89457563011623	79	33	106	8	30	8	22.2681620980828	6.40451951395452	17.7742512693181	114.781706898579	180.832062150816	49.7773210436867	Down_gills_Up_gills_wssv
XM_027360451.1	178.009668342081	764.791762973065	-1.20980145820689	0.990389714456269	-2.10311138391246	0.00961028554373133	2.10311138391246	502	946	1246	77	90	104	141.501485737185	183.596226066696	208.931293222362	1104.77392889882	542.496186452447	647.105173567927	Down_gills_Up_gills_wssv
XM_027360491.1	40.049492850763	581.529692945136	-1.85303842958626	0.999981100617754	-3.85999697876017	1.88993822455297e-05	3.85999697876017	149	210	223	32	141	70	41.9994449698018	40.7560332706197	37.3930003118674	459.126827594315	849.910692108833	435.551559132259	Down_gills_Up_gills_wssv
XM_027360525.1	52.4405149892425	4.43293564963506	1.08703129953234	0.995379310900982	3.56434752854022	0.00462068909901758	-3.56434752854022	317	180	197	0	0	0	89.3545238619273	34.9337428033883	33.033278302412	7.17385668116117	3.01386770251359	3.11108256523042	Up_gills_Down_gills_wssv
XM_027360527.1	369.896285823694	6368.25009522636	-3.86329867336314	1	-4.10570427544991	0	4.10570427544991	1376	1917	2086	555	811	1005	387.860646164075	372.044360856086	349.783850450921	7962.9809160889	4888.49341347705	6253.27595611314	Down_gills_Up_gills_wssv
XM_027360537.1	163.351254093049	28065.2385333183	-5.59056208015628	0.999999999999999	-7.42466298015435	5.55111512312578e-16	7.42466298015435	299	1397	803	2448	3625	4375	84.2807654091995	271.124659424075	134.648337445872	35123.2023109651	21850.5408432235	27221.9724457662	Down_gills_Up_gills_wssv
XM_027360538.1	464.820830524414	1454.05380520717	-1.38363324128197	0.995263022951689	-1.64533402676234	0.00473697704831133	1.64533402676234	1713	2335	2734	94	310	184	482.852679417922	453.168274699509	458.44153745581	1348.6850560583	1868.59797555843	1144.87838400479	Down_gills_Up_gills_wssv
XM_027360592.1	301.767784776363	3063.72795470628	-3.12343018238092	1	-3.3437774938342	0	3.3437774938342	828	2262	1389	221	430	551	233.392888825476	439.000701229246	232.909764274367	3170.84465307324	2591.92622416169	3428.41298688392	Down_gills_Up_gills_wssv
XM_027360596.1	4977.17631113752	30261.9720417089	-2.93429955712004	1	-2.6041066058495	0	2.6041066058495	10821	27677	38823	2483	6011	3042	3050.17445649815	5371.45110871877	6509.90336819565	35625.3722786464	36232.7175196184	18927.8263268619	Down_gills_Up_gills_wssv
XM_027360618.1	20.9633550531557	4.43293564963506	0.733242356343721	0.992534252402026	2.24153530462567	0.0074657475979738	-2.24153530462567	102	80	111	0	0	0	28.7512978987905	15.526107912617	18.6126593480596	7.17385668116117	3.01386770251359	3.11108256523042	Up_gills_Down_gills_wssv
XM_027360619.1	37.8847557288467	90832.8809758737	-5.60295101897071	0.999999999999999	-11.2273814781654	9.99200722162641e-16	11.2273814781654	93	238	246	5510	22808	8994	26.2144186724266	46.1901710400357	41.249677474078	79055.9006263961	137480.58911786	55962.1531833648	Down_gills_Up_gills_wssv
XM_027360660.1	147.017620980213	13448.9062635854	-6.01312483978138	1	-6.51535595827446	0	6.51535595827446	444	1016	708	1065	1774	2310	125.152708500617	197.181570490236	118.718583949785	15280.3147308733	10693.2026085182	14373.2014513645	Down_gills_Up_gills_wssv
XM_027360700.1	52.6889206298867	320.342450557176	-1.14383801340386	0.98890047831697	-2.6040434607237	0.0110995216830296	2.6040434607237	226	189	344	12	71	58	63.7038561286926	36.6804299435577	57.6824758174098	172.172560347868	427.96921375693	360.885577566729	Down_gills_Up_gills_wssv
XM_027360701.1	54.7495718116008	325.400844485794	-1.20863076052199	0.990512222426914	-2.57129840835844	0.00948777757308616	2.57129840835844	229	226	333	26	66	33	64.5494825374806	43.8612548531431	55.8379780441787	373.040547420381	397.830536731794	205.331449305208	Down_gills_Up_gills_wssv
XM_027360765.1	232.041762690058	2758.52949381158	-3.67884729597978	1	-3.57144301671795	0	3.57144301671795	572	1448	1514	187	486	428	161.232768608903	281.022553218368	253.869966242903	2683.02239875428	2929.47940684321	2663.08667583724	Down_gills_Up_gills_wssv
XM_027360766.1	254.100229305746	4092.00933856571	-3.8643220449531	1	-4.0093398551039	0	4.0093398551039	583	1665	1639	254	792	620	164.333398774459	323.137120931342	274.830168211438	3644.31919402988	4773.96644078153	3857.74238088572	Down_gills_Up_gills_wssv
XM_027360767.1	229.217424112207	2728.21395734718	-3.07135778446971	1	-3.5731681698779	0	3.5731681698779	617	1377	1470	181	543	372	173.917164740723	267.243132445921	246.491975149978	2596.93611858035	3273.06032492976	2314.64542853143	Down_gills_Up_gills_wssv
XM_027360768.1	227.535702831724	2752.47618058468	-2.82759848642415	1	-3.59656523626772	0	3.59656523626772	587	1430	1429	151	579	418	165.460900652843	277.529178938029	239.617028904298	2166.50471771067	3490.05879951074	2600.86502453263	Down_gills_Up_gills_wssv
XM_027360769.1	233.386462366629	2850.97866577754	-3.16785866646177	1	-3.6106644587127	0	3.6106644587127	598	1374	1580	190	561	393	168.561530818399	266.660903399197	264.936952882289	2726.06553884125	3381.55956222025	2445.31089627111	Down_gills_Up_gills_wssv
XM_027360781.1	20.0439126155152	4.43293564963506	0.720841084372041	0.992295185621574	2.17682982824776	0.00770481437842574	-2.17682982824776	70	133	87	0	0	0	19.731282871719	25.8121544047258	14.5883005701007	7.17385668116117	3.01386770251359	3.11108256523042	Up_gills_Down_gills_wssv
XM_027360848.1	18.4130486855508	4.43293564963506	0.704928032921501	0.990452637906086	2.05439419139061	0.00954736209391371	-2.05439419139061	66	92	112	0	0	0	18.603780993335	17.8550240995096	18.7803409638079	7.17385668116117	3.01386770251359	3.11108256523042	Up_gills_Down_gills_wssv
XM_027360869.1	238.761875601915	35.0576869883551	1.03102799406528	0.993341692333341	2.7677697728623	0.00665830766665865	-2.7677697728623	568	1543	1531	0	8	8	160.10526673052	299.459806364601	256.720553710623	7.17385668116117	48.2218832402175	49.7773210436867	Up_gills_Down_gills_wssv
XM_027360891.1	615.204172595567	86.9260018333868	1.37807539516863	0.985597243183739	2.8232055939415	0.014402756816261	-2.8232055939415	2545	3605	2556	4	10	23	717.373070121782	699.645237812305	428.594209852615	57.3908534492894	60.2773540502719	143.109798000599	Up_gills_Down_gills_wssv
XM_027360908.1	477.44119679465	2284208.41672457	-5.12804564967208	0.999999999999997	-12.2240836141637	2.99760216648792e-15	12.2240836141637	574	4733	2099	220804	436057	169741	161.796519548095	918.563359380205	351.963711455649	3168032.50125422	2628436.21750994	1056156.53140955	Down_gills_Up_gills_wssv
XM_027360917.1	704.571541178969	60.5091796100315	1.71210693826905	0.999999999999685	3.54152027344537	3.15414361296007e-13	-3.54152027344537	3167	2368	4541	2	14	11	892.699612210485	459.572794213464	761.44221711296	28.6954267246447	84.3882956703806	68.4438164350692	Up_gills_Down_gills_wssv
XM_027360925.1	365.090773801586	1451.12445374942	-1.23421936899747	0.988968659141434	-1.99084413948152	0.0110313408585658	1.99084413948152	1434	942	3031	57	217	358	404.209423400643	182.819920671066	508.24297733305	817.819661652374	1308.0185828909	2227.53511670498	Down_gills_Up_gills_wssv
XM_027360926.1	270.511104332764	1157.1002759636	-1.15371444306759	0.988265538229239	-2.09675417365525	0.0117344617707614	2.09675417365525	983	707	2369	40	171	300	277.083586612853	137.211978677753	397.237747707686	573.908534492894	1030.74275425965	1866.64953913825	Down_gills_Up_gills_wssv
XM_027361014.1	193.939565139929	33.8057036786127	0.930193948107153	0.986129542951138	2.52026857136148	0.0138704570488616	-2.52026857136148	779	961	1048	2	10	2	219.580990815272	186.507371300312	175.730333304202	28.6954267246447	60.2773540502719	12.4443302609217	Up_gills_Down_gills_wssv
XM_027361041.1	45.1621181928546	2600.16043045727	-2.57786209400038	1	-5.84734367741408	1.11022302462516e-16	5.84734367741408	296	117	175	137	712	248	83.4351390004116	22.7069328222024	29.3442827559498	1965.63673063816	4291.74760837936	1543.09695235429	Down_gills_Up_gills_wssv
XM_027361042.1	36.1028192987816	2596.11171896234	-2.70758165462062	0.999999999999999	-6.16809715546276	8.88178419700125e-16	6.16809715546276	222	119	135	125	721	265	62.5763542503087	23.0950855200178	22.6370181260184	1793.46417029029	4345.9972270246	1648.87375957212	Down_gills_Up_gills_wssv
XM_027361043.1	33.7433509933282	2721.8478393947	-2.86507898315596	1	-6.33383935501487	0	6.33383935501487	191	112	153	130	750	286	53.8382146928332	21.7365510776638	25.6552872094875	1865.20273710191	4520.80155377039	1779.5392273118	Down_gills_Up_gills_wssv
XM_027361044.1	39.5810466613152	2861.29735012777	-2.67703955904872	1	-6.17571585937339	1.11022302462516e-16	6.17571585937339	247	133	139	137	811	278	69.6232409902083	25.8121544047258	23.3077445890115	1965.63673063816	4888.49341347705	1729.76190626811	Down_gills_Up_gills_wssv
XM_027361129.1	404.93476036013	10502.3936424249	-3.56775513433863	1	-4.69688487354191	1.11022302462516e-16	4.69688487354191	1089	2980	1965	998	1171	1628	306.962386390028	578.347519744984	329.494374945379	14319.0179355977	7058.47815928683	10129.6848323902	Down_gills_Up_gills_wssv
XM_027361130.1	422.937323614375	9979.38805565475	-3.39736663760247	1	-4.56043556414648	0	4.56043556414648	1111	3203	1992	971	1136	1472	313.163646721139	621.626545551404	334.021778570583	13931.629674815	6847.50742011088	9159.02707203835	Down_gills_Up_gills_wssv
XM_027361151.1	32.8363066413853	1486.58959970595	-3.14108650620139	1	-5.50057074479334	0	5.50057074479334	57	271	178	113	250	214	16.0669017669711	52.5946905539902	29.8473276031946	1621.29160994243	1506.9338512568	1331.54333791862	Down_gills_Up_gills_wssv
XM_027361152.1	34.3341873867005	1553.96467607256	-2.84942894018632	1	-5.50016408063073	0	5.50016408063073	52	285	197	139	233	203	14.6575244189912	55.3117594386982	33.033278302412	1994.33215736281	1404.46234937133	1263.09952148355	Down_gills_Up_gills_wssv
XM_027361194.1	20.101013774353	4.43293564963506	0.734567431815863	0.992456657409547	2.18093393911048	0.00754334259045264	-2.18093393911048	87	85	115	0	0	0	24.5231658548507	16.4964896571556	19.2833858110527	7.17385668116117	3.01386770251359	3.11108256523042	Up_gills_Down_gills_wssv
XM_027361257.1	906.22481181514	244.178390542851	1.40628642921621	0.987749529143048	1.89193346197924	0.0122504708569522	-1.89193346197924	3350	4529	5340	22	32	36	944.28282314655	878.971784203031	895.419828095839	315.649693971092	192.88753296087	223.99794469659	Up_gills_Down_gills_wssv
XM_027361309.1	91.9705799570134	1367.06819385025	-2.11815961267617	0.999999989240703	-3.89376896294919	1.07592972309334e-08	3.89376896294919	79	722	677	118	159	233	22.2681620980828	140.123123911369	113.520453861589	1693.03017675404	958.409929399323	1449.76447539738	Down_gills_Up_gills_wssv
XM_027361310.1	82.5467614147792	1776.20530268645	-2.46549032242101	1	-4.42744292050144	1.11022302462516e-16	4.42744292050144	79	661	579	149	198	321	22.2681620980828	128.284466627998	97.0876555182567	2137.80929098603	1193.49161019538	1997.31500687793	Down_gills_Up_gills_wssv
XM_027361312.1	141.384354428376	3484.16163257984	-3.34633152885092	1	-4.62311716739946	0	4.62311716739946	286	1288	558	298	489	519	80.6163843044517	249.970337393134	93.5663415875427	4275.61858197206	2947.56261305829	3229.30370270918	Down_gills_Up_gills_wssv
XM_027361324.1	51.0718189886946	409.526244231459	-1.3422473532342	0.986280122626261	-3.0033565605096	0.0137198773737386	3.0033565605096	163	246	355	31	97	32	45.9457015441456	47.7427818312974	59.526973590641	444.779114231993	584.690334287637	199.109284174747	Down_gills_Up_gills_wssv
XM_027361325.1	58.6738477276415	369.975802565078	-1.2270622329309	0.988829728058289	-2.65664140797875	0.0111702719417112	2.65664140797875	221	281	353	32	77	30	62.2944787807127	54.5354540430673	59.1916103591444	459.126827594315	464.135626187093	186.664953913825	Down_gills_Up_gills_wssv
XM_027361326.1	51.8619121908542	383.262661636212	-1.51137810267738	0.999325870438157	-2.88558614856487	0.000674129561843206	2.88558614856487	186	249	327	32	64	49	52.4288373448532	48.3250108780205	54.831888349689	459.126827594315	385.77506592174	304.886091392581	Down_gills_Up_gills_wssv
