ID	logFC
XM_027373947.1	-17.3146623149221
XM_027360707.1	-20.4364372149238
XM_027367844.1	-19.5582748994814
XM_027378198.1	-18.0796009488853
XM_027376192.1	-19.9481504060145
XM_027380768.1	-17.983194568067
XM_027366999.1	-16.8606939946415
XM_027353517.1	-18.5096488170008
XM_027376193.1	-16.6951305758651
XM_027367113.1	-18.4768281274081
XM_027366982.1	-18.2776404974735
XM_027380767.1	-20.6255837702963
XM_027356202.1	-15.8708897925832
XM_027373306.1	-15.2042390676651
XR_003477587.1	-17.1798137497575
XM_027383523.1	-17.9800452030854
XM_027356379.1	-17.3143537150679
XM_027373952.1	-16.7693663382283
XM_027366993.1	-18.1907954289729
XM_027373951.1	-16.9695331725049
XM_027367725.1	-17.5835229887123
XM_027378200.1	-17.5438613752999
XM_027373948.1	-16.5316936381101
XM_027353111.1	-15.8000904232304
XM_027378554.1	-18.4248389089977
XM_027373955.1	-16.8214491992526
XM_027360709.1	-18.5405113022406
XM_027364776.1	-17.7178693559331
XM_027375757.1	-17.1200227303412
XM_027354978.1	-15.9153992882339
XM_027369058.1	-18.3691939678779
XM_027382375.1	-15.9746109586737
XM_027367006.1	-19.0099556427278
XM_027373305.1	-16.6972904921092
XM_027377294.1	-13.9670639753612
XM_027370165.1	-16.9760552559917
XM_027364568.1	-15.5960795208559
XM_027373950.1	-16.7823302388324
XM_027383510.1	-15.4580004685887
XM_027372262.1	-15.7489012986738
XM_027363509.1	-14.0424216812617
XM_027357635.1	-14.2920865118453
XR_003476577.1	-18.8868153065869
XR_003477394.1	-18.0217493005747
XR_003477486.1	-17.9056661811825
XM_027352222.1	-13.5788422646532
XM_027360708.1	-18.2185807030997
XM_027378201.1	-16.9400391715607
XM_027378195.1	-16.9811744659326
XM_027352360.1	-14.7418370883107
XM_027364476.1	-17.0885420453177
XM_027352223.1	-12.8282818445203
XM_027357912.1	-15.1757303442898
XM_027378197.1	-17.2832462754183
XM_027373307.1	-15.6259179114336
XM_027375755.1	-18.5925591793899
XM_027360711.1	-18.7979548056828
XM_027374557.1	-14.500033929544
XM_027367828.1	-15.4326542406856
XM_027360279.1	-12.698482957241
XM_027369057.1	-13.795179431325
XM_027356520.1	-14.0891623593532
XM_027369156.1	-12.8822017188564
XM_027361316.1	-13.005186823709
XM_027353849.1	-12.3033272514263
XM_027380251.1	-9.90039156169
XM_027360280.1	-12.215200936472
XM_027375756.1	-16.2958514494946
XM_027366734.1	-13.9326753687639
XM_027355088.1	-14.9831163947953
XM_027374607.1	-13.7387010063689
XR_003475469.1	15.3267826368433
XM_027373949.1	-16.4066385451176
XM_027366290.1	17.2289703584511
XM_027357369.1	-15.9711859140314
XM_027364188.1	-16.674560714983
XM_027360532.1	-14.3914044919554
XM_027370506.1	-12.6221867093873
XM_027373072.1	-12.6206984831867
XM_027378563.1	-15.9008034072721
XM_027383717.1	-15.5483636855809
XM_027368722.1	-14.0618687288725
XM_027367726.1	-14.2968293352986
XM_027363184.1	15.3067919686173
XM_027383763.1	-14.7135593834609
XM_027378196.1	-16.7673973982192
XM_027364405.1	-14.8580628560616
XM_027377649.1	-10.4892161434991
XM_027356425.1	-13.8918092434407
XM_027358900.1	-16.3947089051235
XM_027379847.1	-11.5335319051142
XM_027372345.1	-14.0957917092611
XM_027352986.1	-12.0066642415986
XM_027375819.1	-13.849069029299
XM_027364187.1	-15.9820791894431
XM_027363594.1	-13.4350480757543
XM_027352224.1	-12.8635831233145
XM_027378528.1	-14.5310569464318
XM_027366882.1	-10.7670419144903
XM_027375820.1	-13.6599653947687
XM_027367829.1	-16.5614945684372
XM_027373953.1	-16.3961095146386
XM_027372261.1	-15.0328184373891
XM_027379019.1	-13.5327699056604
XM_027380690.1	-16.1427208190575
XM_027372694.1	-15.3823079078404
XM_027365568.1	-17.0946356063156
XM_027373288.1	19.7073454199722
XM_027352548.1	-13.8977708208914
XM_027368866.1	-11.8700670307015
XM_027380032.1	-13.8086470488953
XM_027378199.1	-16.7824686964669
XM_027367610.1	-12.5764364906696
XR_003474933.1	11.4085628499308
XM_027367305.1	-13.5261746810429
XM_027375505.1	-13.7519140319246
XM_027379186.1	-14.7294207185329
XM_027355874.1	-14.2935212545164
XM_027363285.1	-13.6690498063878
XM_027364708.1	14.3637241262747
XM_027370208.1	-12.2548509442295
XM_027362271.1	-14.7946885395938
XM_027363593.1	-15.0215458806872
XM_027375221.1	-10.0035215575225
XM_027356357.1	-14.6786936443231
XM_027356265.1	18.4172134762514
XM_027360329.1	-13.6283374101566
XM_027356275.1	21.309165859254
XM_027356274.1	15.0301613851521
XM_027356356.1	-14.7940570087721
XM_027356269.1	17.8722611751048
XR_003476739.1	-12.5038096901054
XM_027366632.1	-14.775868159594
XM_027378347.1	16.318371185605
XM_027378529.1	-12.0214952596719
XM_027379273.1	15.4363196405663
XM_027360531.1	-13.4299507152515
XM_027376185.1	12.0504155245705
XM_027366238.1	-13.8057760408938
XM_027375727.1	-11.9996532356788
XM_027361327.1	-10.8944436237784
XM_027353729.1	-12.3343437563791
XM_027362264.1	-10.6619726658941
XM_027368306.1	10.4778622153531
XM_027372978.1	-14.5267727123927
XM_027359737.1	-12.2032350007791
