ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	muscle_1	muscle_2	muscle_3	muscle_4	muscle_5	muscle_6	gills_1	gills_2	gills_3	gills_4	gills_5	gills_6	muscle_1_normalized	muscle_2_normalized	muscle_3_normalized	muscle_4_normalized	muscle_5_normalized	muscle_6_normalized	gills_1_normalized	gills_2_normalized	gills_3_normalized	gills_4_normalized	gills_5_normalized	gills_6_normalized	Expression
XM_027350607.1	2.30532691407519	1.82177512560229	5.92298862857094	4.10734804679026e-05	0.000244436455489672	2.36418438212907	6	33	14	26	26	44	35	1226	1806	1029	990	1178	0.644909818448948	3.06259782987517	1.6704534410326	1.23262928928809	1.62123341970994	2.33607940329066	4.59860301741742	6.41050506751809	8.11691993126389	7.82055841855823	11.6814766192749	9.3028577714511	Down_muscle_Up_gills
XM_027350614.1	2.5150053328621	1.47108346817325	3.59624359038481	0.00302486242647222	0.00937959313565893	-1.85748087118692	16	14	0	59	25	43	114	785	983	1060	756	900	1.71975951586386	1.29928392782583	0	2.79712031030759	1.55887828818264	2.28298668957951	14.9783069710167	4.10460561011558	4.41801345095925	8.05616319112898	8.9204003274463	7.10744651469099	Down_muscle_Up_gills
XM_027350615.1	1.95293360181745	1.76395507576675	4.33067868289339	0.000729534234550863	0.00280816089304939	-0.49281476037097	13	20	11	41	14	54	112	693	1026	1111	719	862	1.39730460663939	1.85611989689404	1.3124991322399	1.94376157156968	0.872971841382278	2.86700654040217	14.7155296557357	3.62355629020395	4.61127344932267	8.44377104277764	8.48381988814007	6.80735432851515	Down_muscle_Up_gills
XM_027350619.1	-2.46696835808243	5.96173448691199	-5.60189751311041	7.14070384070696e-05	0.000392738711238883	1.52324711787554	2335	3501	2740	1555	1299	1311	113	5554	6559	3725	2615	3512	250.977404346382	324.913787951302	326.931602030665	73.7207132631917	80.9993158539699	69.6045476753194	14.8469183133762	29.0407382911872	29.4788913782723	28.3105734782599	30.8556175347514	27.7348357328831	Up_muscle_Down_gills
XM_027350629.1	3.96186913835466	-2.29054881974477	7.9020158796816	1.8516738018452e-06	1.87031461591427e-05	5.37643253065135	0	0	0	2	0	0	11	73	225	122	86	82	0	0	0	0.0948176376375456	0	0	1.44527523404547	0.381702177755971	1.01124417748304	0.927218782375222	1.01475453460368	0.64756734911629	Down_muscle_Up_gills
XM_027350640.1	2.73437577624876	3.97586820075488	6.15195198916357	2.7931447481186e-05	0.000177183074470339	2.61598338319177	38	60	42	144	91	202	115	5548	8056	6812	6846	8832	4.08442885017667	5.56835969068213	5.01136032309779	6.82686990990328	5.6743169689848	10.7247281696526	15.1096956286572	29.0093655094538	36.2070359724595	51.7722487339345	80.779180742986	69.7477417975009	Down_muscle_Up_gills
XM_027350642.1	2.81508552944714	2.5093207262105	3.22518002641647	0.00627396395245178	0.0172668276403469	-2.64664122657698	22	4	8	49	78	140	69	4354	20008	853	918	1273	2.36466933431281	0.371223979378809	0.954544823447198	2.32303212211987	4.86370025912983	7.43297991956119	9.06581737719434	22.7661819445137	89.9243266803587	6.48293132267266	10.8319146833277	10.0530882368907	Down_muscle_Up_gills
XM_027350643.1	2.78515543570429	2.67890273066636	3.44737095397958	0.00405197868729563	0.0119689476948181	-2.24020232874814	28	8	10	36	87	133	75	4530	21546	1033	1021	1379	3.00957915276176	0.742447958757618	1.193181029309	1.70671747747582	5.42489644287558	7.06133092358313	9.85414932303733	23.6864502086925	96.8367424357762	7.85095903437381	12.0472602305855	10.8901874930654	Down_muscle_Up_gills
XM_027350644.1	-7.67334447502695	4.38296491786133	-15.8848563126914	3.36832583625935e-10	1.69562605514344e-08	13.746875882741	3106	4158	2550	5483	3325	7657	3	103	213	285	516	317	333.848316017072	385.887326564272	304.261162473794	259.942553583331	207.330812328291	406.530908886286	0.394165972921493	0.538566086422809	0.957311154683947	2.16604387686015	6.08852720762208	2.50340060573005	Up_muscle_Down_gills
XM_027350645.1	-7.76672524309793	4.30928262880824	-14.8759376730794	7.886671730921e-10	3.22441787010429e-08	12.9493356776789	3059	4126	2411	5460	3164	7211	3	92	154	290	575	284	328.796522439222	382.917534729241	287.675946166399	258.852150750499	197.291636152395	382.851558571112	0.394165972921493	0.481049319911635	0.69214045925506	2.20404464662963	6.78469601624553	2.24279423352471	Up_muscle_Down_gills
XM_027350653.1	-9.08987871948547	-0.0617072025179294	-8.67356378619357	6.32295406606117e-07	7.88057341132171e-06	6.40726262323286	354	411	451	245	113	341	0	1	0	12	10	47	38.0496792884879	38.1432638811726	53.8124644218358	11.6151606105993	7.04612986258553	18.1046153755026	0	0.00522879695556125	0	0.0912018474467432	0.117994713326009	0.371166651322752	Up_muscle_Down_gills
XM_027350660.1	-8.46630110276515	3.03132782723434	-13.9040012218668	1.88186960883223e-09	6.34580756420941e-08	11.9953977889349	2484	3777	2291	2468	1286	1585	0	153	53	60	71	113	266.992664837865	350.52824252844	273.357773814691	117.004964844731	80.1886991441149	84.1519512321749	0	0.800005934200872	0.238204184029339	0.456009237233716	0.837762464614666	0.892379395733424	Up_muscle_Down_gills
XM_027350665.1	6.07572420040354	4.54760202531424	5.74695133103554	5.55226439750995e-05	0.00031797090244181	2.00897899344234	3	14	33	151	589	14	923	224805	16323	12608	32876	21185	0.322454909224474	1.29928392782583	3.93749739671969	7.15873164163469	36.727172469583	0.743297991956119	121.271731002179	1175.45969959495	73.3623942624698	95.8227410507115	387.919419530588	167.301393793032	Down_muscle_Up_gills
XM_027350677.1	-2.25480254344807	6.6114589788871	-8.83341765914116	5.10409309457853e-07	6.59986297220365e-06	6.56998794795317	1883	2574	1961	4635	2781	4289	216	5632	9584	7117	6177	6916	202.394198023228	238.882630730264	233.982799847494	219.739875225012	173.409620777437	227.714649107128	28.3799500503475	29.448584453721	43.074507542211	54.0902956898726	72.8853344214759	54.6167778840032	Up_muscle_Down_gills
XM_027350690.1	-11.626892822167	-0.086556584498231	-15.1186809166778	6.39720318575079e-10	2.72799662705923e-08	12.365429908191	946	451	722	552	959	745	0	0	2	2	0	12	101.680781375451	41.8555036749607	86.1476703161096	26.1696679879626	59.798571134686	39.5540717148078	0	0	0.0089888371331826	0.0152003079077905	0	0.0947659535292132	Up_muscle_Down_gills
XM_027350702.1	-7.38869283474319	0.959551741419082	-17.6193043087062	8.69519267729106e-11	7.59272812425675e-09	14.2172556987176	219	290	218	561	559	405	0	35	90	31	5	14	23.5392083733866	26.9137385049636	26.0113464389362	26.5963473573315	34.8565185237638	21.5025490530163	0	0.183007893444644	0.404497670993217	0.235604772570753	0.0589973566630046	0.110560279117415	Up_muscle_Down_gills
XM_027350703.1	-2.26724886777532	8.28087044953335	-5.95118904452504	3.91529356639876e-05	0.000234387400720596	2.10910176914424	9906	12654	10212	7651	8792	6652	524	37048	33821	21142	14772	17054	1064.74611025921	1174.36705876486	1218.47646713035	362.724872782431	548.22631638807	353.172731606579	68.8476566036208	193.716469609633	152.005730340684	160.682454893254	174.301790525181	134.6782142906	Up_muscle_Down_gills
XM_027350704.1	-2.35070152310374	7.65219748362785	-8.22706861981834	1.16759948222089e-06	1.28937254297398e-05	5.71662902465258	5616	6768	5214	6714	6818	5373	512	26909	24914	11344	6967	8114	603.635590068215	628.110973108945	622.124588681711	318.302809549241	425.137286753169	285.267150770016	67.2709927119348	140.701697277198	111.973944168056	86.2161464529879	82.2069167742307	64.0775789113363	Up_muscle_Down_gills
XM_027350705.1	-2.48342699536005	7.48692076456186	-8.61269913566066	6.86520199702073e-07	8.35039960875797e-06	6.26040008616021	5045	5892	4971	6679	6651	4940	420	24844	21105	9275	5924	6914	542.261672345824	546.812921624986	593.130289669503	316.643500890583	414.723979788109	262.278005733088	55.183236209009	129.904231563964	94.8547038479094	70.4914279223786	69.9000681743279	54.600983558415	Up_muscle_Down_gills
XM_027350736.1	-8.59442147557224	2.31588244296458	-16.0527242131667	2.93765125364633e-10	1.58165307968219e-08	13.4900354166806	1413	1987	1140	1697	799	980	1	69	23	33	44	36	151.876262244727	184.405511756423	136.022637341226	80.4527655354574	49.8217500903171	52.0308594369283	0.131388657640498	0.360786989933726	0.1033716270316	0.250805080478544	0.519176738634441	0.28429786058764	Up_muscle_Down_gills
XM_027350748.1	5.48223763187088	-1.88235402404953	12.3536268687639	8.46619436097908e-09	2.19748230147541e-07	10.2174749370452	0	0	0	0	0	0	41	295	304	199	121	274	0	0	0	0	0	0	5.38693496326041	1.54249510189057	1.36630324424376	1.51243063682516	1.42773603124471	2.1638226055837	Down_muscle_Up_gills
XM_027350755.1	-2.18712663445243	6.68449549772083	-5.29655973681083	0.000122422853995242	0.000619825945818429	0.959184474244299	3179	3799	2815	2919	3446	1919	145	10926	9060	6044	8944	6709	341.694718808201	352.569974415024	335.880459750483	138.386342131998	214.875783243095	101.884917611699	19.0513553578722	57.1298355364622	40.7194322133172	45.935330497343	105.534471598783	52.9820651856243	Up_muscle_Down_gills
XM_027350780.1	-3.10071852071661	5.99502976903002	-11.3067269608031	2.56617659458605e-08	5.44760630250488e-07	9.59354008035448	1702	3227	2301	2710	2039	3098	234	3145	5117	2494	2226	2442	182.939418500018	299.484945363854	274.550954844	128.477898998874	127.142113184176	164.481227077147	30.7449458878765	16.4445664252401	22.9979398052477	18.9547839610148	26.2656231863697	19.2848715431949	Up_muscle_Down_gills
XM_027350793.1	5.33717944865995	3.70120017803335	4.91252804224562	0.000245493156306973	0.00112096390868897	0.564429648115932	0	23	5	611	479	11	1708	15517	26573	9731	5364	7161	0	2.13453788142815	0.596590514654499	28.9667882982702	29.8681080015794	0.584019850822665	224.41182724997	81.1352423594439	119.430184570031	73.9570981253548	63.2923642280714	56.551582768558	Down_muscle_Up_gills
XM_027350797.1	-2.2871874857479	6.08631701526058	-5.51979230367429	8.24425183200541e-05	0.000443434168880413	1.37363898575567	2096	2850	1897	2145	1526	2002	61	6890	10220	5165	3283	4338	225.288496578166	264.497085307401	226.346441259917	101.691916366268	95.1539307106682	106.291612849725	8.01470811607036	36.026411023817	45.9329577505631	39.254795171869	38.7376643849288	34.2578922008106	Up_muscle_Down_gills
XM_027350813.1	-7.14529244029859	5.59943117703714	-24.9256569773117	8.70607808197547e-13	2.73680401216945e-10	19.0547864655803	6031	9321	6002	10727	9229	8382	12	831	1103	465	291	947	648.241852510934	865.044677947469	716.14725379126	508.554399468976	575.475508865503	445.023126326871	1.57666389168597	4.3451302700714	4.95734367895021	3.5340715885613	3.43364615778687	7.47861316601374	Up_muscle_Down_gills
XM_027350817.1	-6.64109033364259	7.09759600442499	-7.63526595340188	2.72940341534558e-06	2.56545785471618e-05	4.86336431245312	44855	66446	51058	7293	7426	6038	24	3638	1853	3344	1668	2323	4821.2383177546	6166.58713345108	6092.14369944588	345.75251564531	463.049206721771	320.573805387932	3.15332778337195	19.0223633243318	8.32815760389368	25.4149148218258	19.6815181827783	18.3451091706969	Up_muscle_Down_gills
XM_027350818.1	-6.72791165668798	7.07409306890124	-7.87875416500437	1.91473090490069e-06	1.91689903614474e-05	5.22637964428139	45242	66888	51778	7305	7352	6142	29	3356	1901	2985	1450	2080	4862.83500104455	6207.60738317244	6178.05273355613	346.321421471135	458.43492698875	326.095447613892	3.81027107157443	17.5478425828636	8.54388969509006	22.6864595523774	17.1092334322713	16.4260986117303	Up_muscle_Down_gills
XM_027350819.1	-15.1844784686052	3.6200853522258	-11.5547063138463	1.95866256628193e-08	4.39100485936992e-07	9.62157467291313	56905	93358	66372	10017	13009	17094	0	4	2	12	14	36	6116.43220313957	8664.18206671171	7919.38112772968	474.894138107647	811.177906038718	907.566848178421	0	0.020915187822245	0.0089888371331826	0.0912018474467432	0.165192598656413	0.28429786058764	Up_muscle_Down_gills
XM_027350820.1	-2.43276937716372	9.73800353114557	-5.69082415337552	6.11788658531694e-05	0.000344383699307176	1.64135280886331	24694	28912	21778	26496	33497	22481	11142	77268	66854	37422	21393	25746	2654.23384279639	2683.20692295003	2598.50964562914	1256.1440634222	2088.70984077015	1193.57729694039	1463.93242343043	404.018683162307	300.469858850895	284.412961262669	252.426090218332	203.320353296927	Up_muscle_Down_gills
XM_027350821.1	-2.62523522828735	9.014056237759	-10.5499829088333	6.03643428297489e-08	1.1250513750588e-06	8.72292600853168	16000	18026	12849	18588	21493	16110	2097	47368	46435	26933	15699	19187	1719.75951586386	1672.9208630706	1533.11830455913	881.235124203349	1340.19884191638	855.323617886648	275.522015072124	247.677654191025	208.698326139667	204.694946440261	185.239900450502	151.522862530418	Up_muscle_Down_gills
XM_027350882.1	2.78391997290964	4.99216552248968	9.79841668007659	1.48371087998722e-07	2.36891355624144e-06	7.85740670292403	58	119	71	438	195	338	781	14882	20717	10930	7679	9013	6.2341282450065	11.0439133865196	8.47158530809388	20.7650626426225	12.1592506478246	17.9453372343692	102.614541617229	77.8149562926625	93.110869444072	83.0696827160752	90.6081403630425	71.1771282632332	Down_muscle_Up_gills
XM_027350902.1	5.7193838859503	2.16729004368919	4.53568505738868	0.000494818419415968	0.002026549322831	-0.054477848716691	4	4	8	5	33	14	11	8139	24810	8050	3578	5367	0.429939878965965	0.371223979378809	0.954544823447198	0.237044094093864	2.05771934040108	0.743297991956119	1.44527523404547	42.557178421313	111.50652463713	61.1812393288569	42.2185084280461	42.3840727159406	Down_muscle_Up_gills
XM_027350903.1	5.05649997213823	1.93883433289361	5.34221652842937	0.000112850545468106	0.00057819044411149	1.40063456152775	15	4	3	6	46	9	19	6278	14749	4017	1826	2658	1.61227454612237	0.371223979378809	0.357954308792699	0.284452912912637	2.86833605025605	0.477834423400362	2.49638449516946	32.8263872870135	66.2881794386551	30.5298184327973	21.5458346533293	20.9906587067207	Down_muscle_Up_gills
XM_027350910.1	6.16384946566231	-0.120264047224956	7.92642106274156	1.78787435853183e-06	1.81429488348575e-05	5.42659974918192	0	0	1	1	7	3	11	1308	4209	871	574	1922	0	0	0.1193181029309	0.0474088188187728	0.436485920691139	0.159278141133454	1.44527523404547	6.83926641787412	18.9170077467828	6.61973409384278	6.77289654491293	15.1783468902623	Down_muscle_Up_gills
XM_027350911.1	2.79966702426722	1.12756378861698	4.56479899086803	0.000468453387942335	0.00193202028100686	-0.00230244139655156	15	11	3	18	4	24	103	474	737	935	641	1047	1.61227454612237	1.02086594329172	0.357954308792699	0.85335873873791	0.249420526109222	1.27422512906763	13.5330317369713	2.47844975693603	3.31238648357779	7.10614394689207	7.56346112419719	8.26832944542385	Down_muscle_Up_gills
XM_027350921.1	2.61445624895172	2.62288047025399	6.47706812070105	1.63574510686618e-05	0.00011326113696392	3.24586754665133	26	37	31	19	28	84	122	2162	4749	2425	1119	1454	2.79460921327878	3.43382180925398	3.69886119085789	0.900767557556683	1.74594368276456	4.45978795173671	16.0294162321407	11.3046590179234	21.3439937727421	18.430373338196	13.2036084211804	11.482474702623	Down_muscle_Up_gills
XM_027350922.1	2.28559000156549	1.02623422779313	5.60969547408034	7.04424703073018e-05	0.000388490910318554	1.8614996380945	15	8	10	14	8	15	78	699	1159	558	342	387	1.61227454612237	0.742447958757618	1.193181029309	0.663723463462819	0.498841052218444	0.79639070566727	10.2483152959588	3.65492907193731	5.20903111867932	4.24088590627356	4.03541919574952	3.05620200131713	Down_muscle_Up_gills
XM_027350951.1	-5.40494300151802	9.64095596787045	-7.37242096511849	4.03533191791828e-06	3.56867452638239e-05	4.43481233099106	162089	147220	167358	56600	15587	32474	330	23790	36297	23224	12285	17624	17422.1312604286	13662.8985610371	19968.8390703095	2683.33914514254	971.929435116111	1724.13278505593	43.3582570213642	124.393079572802	163.133910711564	176.505975425264	144.956505321002	139.179597083238	Up_muscle_Down_gills
XM_027351027.1	-15.1822490511076	2.6486724459489	-17.585040063329	8.92019436750434e-11	7.69421155626319e-09	13.9023368698945	9989	8884	5701	36464	20973	38069	0	2	0	2	6	60	1073.66736274776	824.488458200335	680.23250480906	1728.71516940773	1307.77417352218	2021.18651826982	0	0.0104575939111225	0	0.0152003079077905	0.0707968279956056	0.473829767646066	Up_muscle_Down_gills
XM_027351034.1	-13.1501979203364	-0.206075613481775	-14.8311529396506	8.19991649799527e-10	3.32366815990376e-08	12.1776724574417	646	500	323	2789	1468	3871	0	0	0	0	0	8	69.4352904530034	46.4029974223511	38.5397472466806	132.223195685557	91.5373330820845	205.521894775867	0	0	0	0	0	0.0631773023528088	Up_muscle_Down_gills
XM_027351037.1	-15.3674814659369	4.22792684823425	-20.424990863991	1.23739861434746e-11	1.98911827256353e-09	15.5692653950926	48424	70216	57495	42967	50299	36283	0	19	4	4	21	70	5204.85217476198	6516.46573401561	6860.19432801208	2037.01471818621	3136.40076069194	1926.3629315817	0	0.0993471421556638	0.0179776742663652	0.0304006158155811	0.24778889798462	0.552801395587077	Up_muscle_Down_gills
XM_027351038.1	4.94997414231671	1.87317960130587	6.98625728836509	7.2838809122597e-06	5.77889957290105e-05	4.08616239056219	0	4	6	29	43	17	294	3673	4675	1426	2835	2128	0	0.371223979378809	0.715908617585399	1.37485574574441	2.68127065567414	0.902576133089573	38.6282653463063	19.2053712177765	21.0114067988143	10.8378195382546	33.4515012279236	16.8051624258471	Down_muscle_Up_gills
XM_027351039.1	-4.72626543026402	1.61417206034173	-9.64669358071395	1.79060042504916e-07	2.789629252505e-06	7.69101371909179	192	324	213	420	136	133	5	157	256	55	40	32	20.6371141903663	30.0691423296835	25.4147559242816	19.9117039038846	8.48029788771355	7.06133092358313	0.656943288202488	0.820921122023117	1.15057115304737	0.41800846746424	0.471978853304037	0.252709209411235	Up_muscle_Down_gills
XM_027351045.1	-17.7538147127353	7.24034364771914	-15.7814548138995	3.66686087201951e-10	1.82004961037151e-08	13.4695930589214	752344	1315421	1046983	552981	670894	585280	3	19	2	64	196	718	80865.6720751926	122078.954544613	124924.025360902	26216.1760392238	41833.6836108801	31074.1034808627	0.394165972921493	0.0993471421556638	0.0089888371331826	0.486409853049297	2.31269638118978	5.67016288616459	Up_muscle_Down_gills
XM_027351050.1	-2.36012031349776	7.86084475373883	-7.80267650961788	2.13733116364243e-06	2.09671890713494e-05	5.09624529031943	6071	7575	5074	7005	9226	7943	464	32737	33861	13699	5613	12845	652.541251300594	703.005410948619	605.420054271385	332.098775825503	575.288443470921	421.715425007675	60.9643371451909	171.175125934209	152.185507083348	104.114509014411	66.230432589889	101.439056090229	Up_muscle_Down_gills
XM_027351102.1	2.76931515162315	-0.850107556987162	5.29105220460521	0.000123633472057461	0.000624168128381455	1.34834355072167	0	2	2	12	2	5	10	384	407	229	94	108	0	0.185611989689404	0.2386362058618	0.568905825825273	0.124710263054611	0.265463568555757	1.31388657640498	2.00785803093552	1.82922835660266	1.74043525544202	1.10915030526449	0.852893581762919	Down_muscle_Up_gills
XM_027351103.1	3.87509648340931	-1.41216050341483	7.27906978335832	4.64632465350491e-06	3.99555675066751e-05	4.51470165420245	0	2	0	6	0	2	10	420	365	168	118	118	0	0.185611989689404	0	0.284452912912637	0	0.106185427422303	1.31388657640498	2.19609472133573	1.64046277680582	1.2768258642544	1.39233761724691	0.93186520970393	Down_muscle_Up_gills
XM_027351119.1	4.41487032961168	-2.06296110216849	8.07136306975323	1.45393145808289e-06	1.53030613140183e-05	5.60841827901532	0	2	0	0	0	0	13	125	174	172	139	155	0	0.185611989689404	0	0	0	0	1.70805254932647	0.653599619445156	0.782028830586886	1.30722648006999	1.64012651523153	1.22406023308567	Down_muscle_Up_gills
XM_027351135.1	4.32125178501451	3.0813800874533	7.23329152730932	4.98097884989279e-06	4.2041125781971e-05	4.43752129054673	41	56	4	27	22	44	89	8651	14936	6156	3961	4039	4.40688375940115	5.19713571130332	0.477272411723599	1.28003810810687	1.37181289360072	2.33607940329066	11.6935905300043	45.2343224625604	67.1286357106077	46.7865477401793	46.7377059484323	31.8966405253743	Down_muscle_Up_gills
XM_027351144.1	6.80950169888161	-0.759518244311961	10.126923967053	9.95057388599768e-08	1.69591347218462e-06	8.09478557862233	0	2	1	0	0	0	15	777	2928	981	640	849	0	0.185611989689404	0.1193181029309	0	0	0	1.97082986460747	4.06277523447109	13.1596575629793	7.45575102877125	7.55166165286459	6.70469121219183	Down_muscle_Up_gills
XM_027351148.1	2.77811277118454	1.02570485555755	3.47486743596803	0.00383878879159128	0.0114588533964655	-2.05432358349014	0	6	3	42	29	34	289	913	999	466	395	517	0	0.556835969068213	0.357954308792699	1.99117039038846	1.80829881429186	1.80515226617915	37.9713220581038	4.77389162042742	4.48992414802471	3.54167174251519	4.66079117637737	4.08283316455027	Down_muscle_Up_gills
XM_027351153.1	-2.18668499585806	6.81071100854482	-7.67428489595593	2.57739727621806e-06	2.4452364483478e-05	4.91416314948342	3117	3827	2740	2867	3794	2935	349	11786	15842	6230	4278	5397	335.030650684229	355.168542270675	326.931602030665	135.921083553422	236.575369014597	155.827114742229	45.8546415165337	61.6266009182449	71.2005789319394	47.3489591327675	50.4781383608668	42.6209875997636	Up_muscle_Down_gills
XM_027351165.1	5.26981013561797	-0.243276222530858	6.56514485722152	1.41856521366155e-05	0.000100656506597474	3.44527790259687	0	0	2	4	14	0	172	427	1018	502	593	708	0	0	0.2386362058618	0.189635275275091	0.872971841382278	0	22.5988491141656	2.23269630002465	4.57531810078994	3.81527728485542	6.99708650023235	5.59119125822358	Down_muscle_Up_gills
