ID	FDR
XM_027362706.1	1.39913788873521e-71
XM_027361148.1	4.85432647447395e-70
XM_027361149.1	1.85941067566686e-69
XM_027373383.1	1.85941067566686e-69
XM_027363228.1	1.82337198189277e-64
XM_027375601.1	1.92394781452817e-63
XM_027375602.1	3.57816475951819e-63
XM_027367225.1	8.95436240804008e-63
XM_027367224.1	2.3216912941606e-62
XM_027363226.1	5.07174434545769e-62
XR_003476719.1	5.07174434545769e-62
XM_027367239.1	9.82168739558687e-62
XM_027370962.1	1.17613361597219e-61
XM_027381668.1	2.0745115142165e-61
XM_027370793.1	1.70402429177955e-60
XM_027378454.1	4.13109539380251e-60
XM_027367223.1	6.27514852156832e-60
XM_027369732.1	3.15670439973836e-59
XR_003477589.1	4.69745853009437e-59
XM_027367236.1	5.84816720656759e-59
XM_027367001.1	6.99617458695344e-58
XM_027363208.1	1.64678462261945e-57
XM_027367243.1	3.59489920938975e-57
XR_003477592.1	3.59489920938975e-57
XR_003477591.1	1.08593924452444e-56
XM_027366312.1	1.17734071849682e-56
XM_027363210.1	1.69719735284313e-56
XM_027371495.1	4.16203373752673e-56
XM_027354936.1	5.06099328254212e-56
XM_027356802.1	5.9039168822685e-56
XM_027367241.1	6.71566840057843e-56
XR_003476908.1	9.66801002769789e-56
XM_027363232.1	1.25949843770733e-55
XM_027367222.1	2.07643622705899e-55
XM_027375603.1	5.27643884095071e-55
XM_027363873.1	6.0929032432633e-55
XM_027363219.1	9.76650145363874e-55
XM_027371994.1	9.76650145363874e-55
XM_027368553.1	1.22237451831964e-54
XM_027354939.1	1.71716751718391e-54
XM_027363216.1	2.99882305293102e-54
XM_027356801.1	7.63448124157625e-54
XM_027377318.1	1.98390303932608e-53
XM_027355187.1	2.2516830588811e-53
XM_027363230.1	7.13969822368318e-53
XM_027360666.1	9.11422953021088e-53
XR_003476140.1	1.48920006440165e-52
XM_027363224.1	1.97176758758057e-52
XM_027371198.1	2.43356849061911e-52
XM_027353008.1	2.63112460714394e-52
XR_003476141.1	4.38056802406146e-52
XM_027354940.1	4.63587830092269e-52
XM_027354938.1	5.86748238729059e-52
XM_027356630.1	6.94677766262799e-52
XM_027368503.1	1.00258281624382e-51
XM_027367246.1	1.01819191481355e-51
XR_003477590.1	2.19268516315058e-51
XM_027371195.1	2.41425467809452e-51
XM_027358642.1	5.83490996590926e-51
XM_027356629.1	7.55819498632176e-51
XM_027365885.1	1.1197441117163e-50
XM_027366311.1	1.25820859920185e-50
XM_027354937.1	1.58015208570821e-50
XM_027363213.1	3.07943769083664e-50
XR_003476287.1	3.90788574994425e-50
XM_027371488.1	5.02550617271817e-50
XM_027368450.1	1.21635463352957e-49
XM_027368559.1	1.37942462149376e-49
XM_027363225.1	1.52430465067949e-49
XR_003476755.1	2.04994738563764e-49
XR_003476288.1	2.49469069310989e-49
XM_027356631.1	2.71189361193117e-49
XM_027354132.1	2.91365932251982e-49
XM_027356798.1	4.57250526404109e-49
XM_027370783.1	4.64198217873211e-49
XM_027365559.1	5.95395838911611e-49
XM_027368554.1	6.92190565782397e-49
XM_027358886.1	8.82204788437457e-49
XR_003476289.1	1.46199131734931e-48
XM_027368571.1	1.53698397723576e-48
XM_027367242.1	2.27081541049618e-48
XM_027353560.1	2.77338025685446e-48
XM_027381669.1	3.21322575199454e-48
XM_027363223.1	4.55605869777507e-48
XM_027377953.1	5.09072718048685e-48
XM_027368572.1	9.74895975897573e-48
XR_003475816.1	1.38267843969995e-47
XM_027366313.1	1.55236381940714e-47
XM_027368558.1	1.56832050660268e-47
XM_027363252.1	4.85738390219549e-47
XM_027363209.1	5.5520959767792e-47
XM_027354137.1	2.26660468054171e-46
XM_027369796.1	2.5271179470279e-46
XM_027356797.1	2.80686775002947e-46
XM_027371486.1	7.33555651021444e-46
XM_027356467.1	8.85180455273939e-46
XR_003476216.1	9.90086445721508e-46
XM_027365370.1	1.14609859265055e-45
XM_027367205.1	6.9654929647666e-45
XM_027352736.1	9.92575090705534e-45
XM_027365225.1	1.05188230010599e-44
XM_027367206.1	1.06798657041777e-44
XM_027363218.1	1.76961477771028e-44
XM_027363211.1	1.90394331888635e-44
XM_027375879.1	1.90394331888635e-44
XM_027363221.1	1.95966079658892e-44
XM_027356799.1	3.38874673460115e-44
XR_003477731.1	4.66410297203898e-44
XM_027371996.1	4.71233053656253e-44
XM_027356793.1	5.15189204700762e-44
XM_027363227.1	5.27061711232113e-44
XM_027350644.1	1.04348668767631e-43
XM_027362845.1	1.10163856899243e-43
XM_027356800.1	1.35918581866279e-43
XR_003476174.1	1.41422730908077e-43
XM_027354945.1	2.04428945622137e-43
XM_027372314.1	2.04428945622137e-43
XM_027383587.1	2.06371387255095e-43
XM_027350813.1	5.06743679084853e-43
XM_027367238.1	5.24276115147624e-43
XM_027361441.1	1.09234635737431e-42
XM_027373337.1	1.09234635737431e-42
XM_027375615.1	1.18738679199315e-42
XM_027373336.1	1.30606078532781e-42
XM_027365860.1	1.53174879758919e-42
XM_027363229.1	3.38178186953224e-42
XM_027371197.1	4.97021618138235e-42
XM_027350645.1	6.50746433512088e-42
XM_027381155.1	6.74095380432957e-42
XM_027363217.1	7.84029042658358e-42
XM_027366299.1	1.08510907187742e-41
XM_027354920.1	1.33745587382689e-41
XM_027363007.1	1.96600328927333e-41
XR_003476718.1	2.34102409735198e-41
XM_027376055.1	6.9954747341308e-41
XM_027371487.1	1.19246335445232e-40
XM_027366660.1	1.81611129838717e-40
XR_003476574.1	1.91444268853691e-40
XM_027378245.1	2.39347485536591e-40
XM_027372676.1	2.85991114113934e-40
XR_003476575.1	4.40531870127429e-40
XM_027375035.1	6.9988210092123e-40
XM_027354682.1	1.11945646736973e-39
XM_027370471.1	5.59448749866569e-39
XM_027381154.1	6.64196025511661e-39
XM_027365884.1	8.94652046409573e-39
XM_027361534.1	1.02496171237873e-38
XM_027366518.1	1.24128169117184e-38
XM_027381156.1	1.33946801989712e-38
XM_027378246.1	4.60999773805549e-38
XM_027366516.1	7.76343247275487e-38
XM_027375614.1	1.38164212243892e-37
XM_027360238.1	1.67007279883899e-37
XM_027366461.1	1.97888540455295e-37
XM_027375613.1	2.76085410498815e-37
XM_027359526.1	3.06666424954738e-37
XM_027362049.1	1.19277913398968e-36
XM_027350653.1	1.22304613681079e-36
XM_027357537.1	1.22304613681079e-36
XM_027380116.1	1.31706663998461e-36
XR_003476379.1	1.45564901506412e-36
XM_027370131.1	2.04394999706128e-36
XM_027373343.1	2.10478918691066e-36
XM_027365861.1	3.35473129934317e-36
XM_027354360.1	3.37245098800241e-36
XM_027358655.1	3.38146126474872e-36
XM_027376029.1	3.44935765468278e-36
XM_027370936.1	4.2438454105509e-36
XM_027365226.1	4.34135197437615e-36
XM_027350702.1	5.38932969862315e-36
XM_027354624.1	5.91882892318596e-36
XM_027375880.1	5.96115962459061e-36
XM_027371490.1	6.83183825332262e-36
XM_027353766.1	7.14540244336354e-36
XR_003476142.1	8.79999522762942e-36
XM_027367423.1	1.36512402564283e-35
XM_027374827.1	1.46115876570105e-35
XM_027371491.1	1.91774096424686e-35
XM_027380057.1	2.09013512636287e-35
XM_027355469.1	3.34463265024628e-35
