ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	muscle_1	muscle_2	muscle_3	muscle_4	muscle_5	muscle_6	hemocytes_1	hemocytes_2	hemocytes_3	hemocytes_4	hemocytes_5	hemocytes_6	muscle_1_normalized	muscle_2_normalized	muscle_3_normalized	muscle_4_normalized	muscle_5_normalized	muscle_6_normalized	hemocytes_1_normalized	hemocytes_2_normalized	hemocytes_3_normalized	hemocytes_4_normalized	hemocytes_5_normalized	hemocytes_6_normalized	Expression
XM_027381537.1	6.1853519568229	0.43298758289596	11.2245937123046	2.99129034263275e-08	3.18200685907492e-07	9.24383579205785	0	0	2	14	4	8	1036	508	654	1374	1596	1183	0	0	0.181687640397457	0.529510175987483	0.196016998273517	0.356513581747111	13.7635077655531	12.1180112048146	14.5621757140085	9.93835096104127	10.110986566997	9.46022670273821	Down_muscle_Up_hemocytes
XM_027364671.1	-6.68397081234578	-0.199044275368283	-11.222008547813	2.99980664840438e-08	3.18576976594447e-07	9.28647057767558	154	152	83	179	102	332	18	0	4	14	13	16	13.1019366142388	10.8680753104316	7.54003707649445	6.77016582155424	4.99843345597468	14.7953136425051	0.239134304806907	0	0.0890652948869022	0.101264129151803	0.0823576600068676	0.127948966393754	Up_muscle_Down_hemocytes
XM_027376468.1	7.84234319592656	2.70506838295135	11.22231274311	2.99880319722303e-08	3.18576976594447e-07	9.25876131846111	15	0	1	28	16	23	7551	6960	6375	10356	11758	9553	1.27616265723105	0	0.0908438201987283	1.05902035197497	0.784067993094068	1.02497654752295	100.316840866498	166.026295247066	141.947813726	74.9065229640054	74.4893358739038	76.393529747471	Down_muscle_Up_hemocytes
XM_027355377.1	-3.00533280628644	4.9391717326507	-11.2084833909548	3.04478604736471e-08	3.23085630581478e-07	9.35660525438825	724	919	752	4116	1502	3196	801	366	355	1721	2091	1580	61.5961175890188	65.7089553308333	68.3145527894437	155.67599174032	73.6043828517056	142.427175907971	10.6414765639074	8.73069311213022	7.90454492121257	12.4482547335895	13.2469128518739	12.6349604313832	Up_muscle_Down_hemocytes
XM_027383096.1	7.03306867675067	-0.201025659161056	11.2049841618604	3.05653984542441e-08	3.24064129261775e-07	9.22478044361194	0	0	0	6	0	10	866	298	282	1767	1886	1531	0	0	0	0.226932932566064	0	0.445641977183889	11.5050171090434	7.10859712408417	6.2791032895266	12.780979729374	11.9481959056117	12.2431167218024	Down_muscle_Up_hemocytes
XM_027375002.1	-2.01107302150335	2.91743115529538	-11.203029925142	3.06312511087262e-08	3.2449347718408e-07	9.37424121975986	176	261	197	369	244	340	246	123	194	606	605	480	14.9736418448443	18.6616293159385	17.8962325791495	13.9563753528129	11.9570368946845	15.1518272242522	3.26816883236106	2.93408539014212	4.31966680201475	4.38329016185663	3.8327987926273	3.83846899181263	Up_muscle_Down_hemocytes
XM_027362636.1	2.93773619708097	4.97586659887007	11.1940928538184	3.09343408038659e-08	3.27433216928927e-07	9.39741343823344	242	223	101	315	161	176	6326	2991	4336	12606	14402	10840	20.588757536661	15.9446104883306	9.17522584007156	11.9139789597184	7.88968418050906	7.84329879843645	84.0424229004719	71.3483691212609	96.5467796574019	91.1811151491167	91.2396168783775	86.6854247317686	Down_muscle_Up_hemocytes
XM_027365785.1	-15.38170089468	3.34890360438505	-11.1907076289933	3.10499801822505e-08	3.28385616853107e-07	9.16401678862233	40268	43494	34780	24016	27604	25873	76	141	7	0	0	0	3425.901192092	3109.84254968364	3159.54806651177	908.336884751099	1352.71330508554	1153.00948756788	1.00967817585139	3.36346373991902	0.155864266052079	0	0	0	Up_muscle_Down_hemocytes
XM_027358254.1	6.21095209033308	3.98082015737851	11.1826881814484	3.13257681325888e-08	3.310287818272e-07	9.38034800886858	11	13	10	72	108	58	19599	10679	10439	10373	12254	9757	0.935852615302772	0.929506441023757	0.908438201987283	2.72319519079277	5.29245895338496	2.58472346766656	260.377402217254	254.740633181526	232.438153331093	75.029486549404	77.6315973633966	78.0248790689914	Down_muscle_Up_hemocytes
XM_027375370.1	-7.17013373758219	0.291887816710937	-11.1796368163678	3.14313892284413e-08	3.31870864650465e-07	9.272831931754	227	182	225	232	168	783	6	2	2	24	39	8	19.3125948794299	13.0130901743326	20.4398595447139	8.77474005922114	8.23271392748771	34.8937668134985	0.0797114349356357	0.0477087055307662	0.0445326474434511	0.17359564997452	0.247072980020603	0.0639744831968772	Up_muscle_Down_hemocytes
XM_027357795.1	6.19062804311308	0.403569240826366	11.1618480617836	3.20547437974171e-08	3.38173583162033e-07	9.18199819177776	1	0	0	27	4	6	914	445	488	1509	1777	1509	0.0850775104820702	0	0	1.02119819654729	0.196016998273517	0.267385186310334	12.1427085885285	10.6151869805955	10.8659659762021	10.914826492148	11.2576586024772	12.067186893011	Down_muscle_Up_hemocytes
XR_003476719.1	-17.200724815721	6.16882266337864	-11.1591268688086	3.21512566590413e-08	3.38912381767505e-07	9.21849720932253	255822	259671	175082	519117	340046	653575	255	656	58	5	1	1	21764.6988865442	18566.6051574677	15905.1177280337	19634.1238591496	16663.6990487291	29126.045523796	3.38773598476452	15.6484554140913	1.29144677586008	0.0361657604113583	0.0063352046159129	0.00799681039960965	Up_muscle_Down_hemocytes
XM_027367549.1	5.54995031594884	-0.820987857959304	11.1475590848058	3.2565004201801e-08	3.42991241786376e-07	9.1619977819388	0	1	0	8	0	4	348	120	185	531	602	512	0	0.071500495463366	0	0.302577243421419	0	0.178256790873556	4.62326322626687	2.86252233184597	4.11926988851923	3.84080375568626	3.81379317877956	4.09436692460014	Down_muscle_Up_hemocytes
XM_027356015.1	-6.27418998731349	0.0595596601764376	-11.1457414686721	3.26305297242243e-08	3.4339875730337e-07	9.241339700761	110	117	96	225	196	362	9	3	0	32	46	27	9.35852615302772	8.36555796921382	8.72100673907791	8.5099849712274	9.60483291540233	16.1322395740568	0.119567152403454	0.0715630582961494	0	0.231460866632693	0.291419412331993	0.215913880789461	Up_muscle_Down_hemocytes
XM_027380506.1	-8.22870012236922	-1.31044307366647	-11.1438517053628	3.26988052561712e-08	3.43834520019082e-07	9.1327494842568	93	107	173	158	128	83	0	2	7	4	2	0	7.91220847483253	7.65055301458016	15.71598089438	5.97590055757302	6.27254394475254	3.69882841062628	0	0.0477087055307662	0.155864266052079	0.0289326083290867	0.0126704092318258	0	Up_muscle_Down_hemocytes
XM_027352341.1	-8.57782062759054	-0.856927318259534	-11.1422589381914	3.27564688672524e-08	3.44021747668419e-07	9.14633434216889	216	261	184	118	232	144	0	3	0	6	11	2	18.3767422641272	18.6616293159385	16.715262916566	4.46301434046593	11.368985899864	6.41724447144801	0	0.0715630582961494	0	0.04339891249363	0.0696872507750418	0.0159936207992193	Up_muscle_Down_hemocytes
XM_027359416.1	-8.04338287475114	3.28689672586699	-11.1418752281107	3.27703766826445e-08	3.44021747668419e-07	9.36372706629734	3346	10064	3746	2104	1062	1568	45	8	22	117	136	102	284.669350073007	719.580986343315	340.300950464436	79.5778150198331	52.0425130416187	69.8766620224338	0.597835762017268	0.190834822123065	0.489859121877962	0.846278793625785	0.861587827764154	0.815674660760184	Up_muscle_Down_hemocytes
XM_027355466.1	6.30014319162923	-0.78505820336295	11.1395711514846	3.28540219245087e-08	3.44617146367162e-07	9.15738691442511	0	0	2	3	0	1	699	256	252	551	646	466	0	0	0.181687640397457	0.113466466283032	0	0.0445641977183889	9.28638217000156	6.10671430793808	5.61111357787484	3.98546679733169	4.09254218187973	3.7265136462181	Down_muscle_Up_hemocytes
XM_027360885.1	-2.69858605451353	3.42003432740714	-11.1378652050233	3.29160998146406e-08	3.44703215489326e-07	9.2860451534651	407	520	395	578	427	420	354	271	200	479	564	420	34.6265467662026	37.1802576409503	35.8833089784977	21.8612058371975	20.9248145656979	18.7169630417233	4.70297466120251	6.46452959941882	4.45326474434511	3.46467984740813	3.57305540337487	3.35866036783605	Up_muscle_Down_hemocytes
XM_027373445.1	3.66772764514327	2.72666525521572	11.1381751092115	3.29048133845631e-08	3.44703215489326e-07	9.3490132230426	20	31	6	82	28	72	2109	1092	1146	2977	3795	2805	1.7015502096414	2.21651535936434	0.54506292119237	3.10141674506954	1.37211898791462	3.208622235724	28.018569379876	26.0489532197984	25.5172069850975	21.5330937489228	24.0421015173894	22.4310531709051	Down_muscle_Up_hemocytes
XM_027361442.1	-4.41722233312879	4.68322580495007	-11.1338627266211	3.30622379441125e-08	3.45950497931977e-07	9.28281376297453	1648	867	492	5971	3070	5427	407	300	142	828	950	727	140.207737274452	61.9909295667383	44.6951595377743	225.836090058661	150.443046174924	241.849901017697	5.40709233646729	7.15630582961493	3.16181796848503	5.98904992412094	6.01844438511725	5.81368116051622	Up_muscle_Down_hemocytes
XM_027373505.1	-2.57326337877316	2.54081370557576	-11.1284551286137	3.32607793359593e-08	3.47743621864601e-07	9.3035227117321	153	230	168	355	261	302	332	93	132	261	316	223	13.0168591037567	16.4451139565742	15.2617617933864	13.4268651768255	12.790109137347	13.4583877109535	4.41069939977184	2.21845480718063	2.93915473126777	1.88785269347291	2.00192465862847	1.78328871911295	Up_muscle_Down_hemocytes
XM_027355969.1	2.27412320576341	5.39244267257354	11.1261619559226	3.33453572685367e-08	3.47872600155366e-07	9.31399647998347	199	263	170	786	323	453	7357	3869	4241	12715	14234	11305	16.930424585932	18.8046303068652	15.4434494337838	29.7282141661544	15.8283726105865	20.1875815664302	97.7395044702453	92.2924908492673	94.431478903838	91.9695287260843	90.1753025029041	90.4039415675871	Down_muscle_Up_hemocytes
XM_027356582.1	-4.23648852448747	3.98415591644601	-11.1261833943007	3.33445655066187e-08	3.47872600155366e-07	9.27209204138187	1166	1216	1111	1063	1255	886	420	302	280	293	374	285	99.2003772220938	86.944602483453	100.927484240787	40.204951219621	61.5003332083159	39.4838791784926	5.5798004454945	7.2040145351457	6.23457064208315	2.1193135601056	2.36936652635142	2.27909096388875	Up_muscle_Down_hemocytes
XM_027376212.1	-3.85912702152357	6.05852139245394	-11.1259099045337	3.33546675307208e-08	3.47872600155366e-07	9.29478788034132	3031	4759	2702	8410	3074	6343	1902	1531	993	1516	1758	1318	257.869934271155	340.270857910159	245.460002176964	318.084327146766	150.639063173198	282.670706127741	25.2685248745965	36.5210140838016	22.1104594556735	10.9654585567239	11.1372897147749	10.5397961066855	Up_muscle_Down_hemocytes
XM_027354743.1	7.21352968783093	-0.147201984518671	11.1243672749793	3.34117095324705e-08	3.48065722381491e-07	9.14490942376052	0	0	0	0	3	16	647	304	624	1830	2173	1408	0	0	0	0	0.147012748705138	0.713027163494223	8.59554973389272	7.25172324067647	13.8941860023567	13.2366683105572	13.7663996303787	11.2595090426504	Down_muscle_Up_hemocytes
XM_027360988.1	4.2166353228532	1.04769584704686	11.1224707408567	3.34819804838334e-08	3.48065722381491e-07	9.20555219982658	10	6	6	14	3	12	825	433	426	1038	1183	977	0.850775104820702	0.429002972780196	0.54506292119237	0.529510175987483	0.147012748705138	0.534770372620667	10.9603223036499	10.3289347474109	9.48545390545508	7.50801186139799	7.49454706062495	7.81288376041863	Down_muscle_Up_hemocytes
XM_027367025.1	5.10591262060047	-1.99448258587878	11.1239174380344	3.34283627885356e-08	3.48065722381491e-07	9.11425678974243	0	0	0	0	0	4	144	57	49	213	212	201	0	0	0	0	0	0.178256790873556	1.91307443845526	1.35969810762684	1.09104986236455	1.54066139352387	1.34306337857353	1.60735889032154	Down_muscle_Up_hemocytes
XM_027382990.1	5.14880062880582	2.66324162904365	11.122512833053	3.34804191624395e-08	3.48065722381491e-07	9.28962310264212	48	10	8	23	7	48	3359	2374	1588	4194	4891	3676	4.08372050313937	0.71500495463366	0.726750561589826	0.869909574836579	0.343029746978655	2.13908149048267	44.6251183248001	56.6302334650195	35.3589220701002	30.3358398330474	30.98548577643	29.3962750289651	Down_muscle_Up_hemocytes
XM_027381539.1	5.62557082886209	0.58931725651829	11.1215939116887	3.35145222738807e-08	3.48121218781535e-07	9.14372684252237	0	2	3	6	5	13	903	525	653	1213	1424	1006	0	0.143000990926732	0.272531460596185	0.226932932566064	0.245021247841896	0.579334570339056	11.9965709578132	12.5235352018261	14.5399093902868	8.77381347579554	9.02133137305996	8.04479126200731	Down_muscle_Up_hemocytes
XM_027381884.1	3.92679738548765	5.43219423477162	11.1143594814985	3.37843043355321e-08	3.50638882872509e-07	9.32000760019359	144	177	189	214	347	142	13243	13934	9776	15530	17710	13883	12.2511615094181	12.6555876970158	17.1694820175596	8.09394126152295	17.0044746002276	6.32811607601123	175.936422142104	332.386551432848	217.675580703589	112.330851837679	112.196473747817	111.019718777781	Down_muscle_Up_hemocytes
XM_027368692.1	7.00314620129276	0.0867454615178212	11.112353452199	3.38595213437013e-08	3.51083868303936e-07	9.13276041999048	0	0	2	2	1	6	1329	791	750	1101	1313	1001	0	0	0.181687640397457	0.0756443108553547	0.0490042495683792	0.267385186310334	17.6560828382433	18.868793037418	16.6997427912942	7.96370044258111	8.31812366069363	8.00480721000926	Down_muscle_Up_hemocytes
XM_027372813.1	3.51667649278818	2.59580563155887	11.1116527651807	3.38858359891062e-08	3.51083868303936e-07	9.32233417553283	40	19	19	22	34	66	1374	797	735	3142	3727	2688	3.40310041928281	1.35850941380395	1.72603258377584	0.832087419408902	1.66614448532489	2.94123704941367	18.2539186002606	19.0119191540103	16.3657479354683	22.7265638424976	23.6113076035074	21.4954263541507	Down_muscle_Up_hemocytes
XM_027381387.1	-4.16387909751154	1.80240821463654	-11.1110235895906	3.39094835683102e-08	3.51083868303936e-07	9.32343952439242	153	517	181	296	208	394	59	20	18	113	192	158	13.0168591037567	36.9657561545602	16.4427314559698	11.1953580065925	10.1928839102229	17.5582939010452	0.783829110200418	0.477087055307662	0.40079382699106	0.817346185296699	1.21635928625528	1.26349604313832	Up_muscle_Down_hemocytes
XM_027361736.1	2.80243485887362	2.08498898047378	11.1076554893647	3.40363732540931e-08	3.52112747399054e-07	9.3117856333053	20	18	16	49	41	28	833	618	494	1466	1754	1199	1.7015502096414	1.28700891834059	1.45350112317965	1.85328561595619	2.00917423230355	1.24779753611489	11.0666042168974	14.7419900090068	10.9995639185324	10.6038009526103	11.1119488963112	9.58817566913197	Down_muscle_Up_hemocytes
XR_003477013.1	-14.2171133196485	1.44866850325495	-11.1028859235095	3.4216928481255e-08	3.53694696102278e-07	9.09775763806952	8249	15839	7911	3989	4790	2586	16	27	0	0	0	0	701.804383966597	1132.49634764425	718.665461592139	150.872578001005	234.730355432537	115.243015299754	0.212563826495029	0.644067524665344	0	0	0	0	Up_muscle_Down_hemocytes
XM_027357103.1	-6.70420516289294	-0.925849321897122	-11.0999578205868	3.43282795399294e-08	3.54115310657769e-07	9.09729130027144	108	93	50	139	79	107	7	0	0	17	8	22	9.18837113206358	6.64954607809303	4.54219100993641	5.25727960444715	3.87133571590196	4.76836915586761	0.092996674091575	0	0	0.122963585398618	0.0506816369273032	0.175929828791412	Up_muscle_Down_hemocytes
XM_027368618.1	-4.21644078915787	3.24973688941883	-11.099714910008	3.43375343787478e-08	3.54115310657769e-07	9.26001048192185	1028	480	414	750	955	975	136	30	69	569	479	410	87.4596807755681	34.3202378224157	37.6093415622735	28.366616570758	46.7990583378022	43.4500927754292	1.80679252520774	0.715630582961494	1.53637633679906	4.11566353481258	3.03456301102228	3.27869226383996	Up_muscle_Down_hemocytes
XM_027369437.1	-9.88907306842153	-0.822425313762372	-11.0989077446698	3.43683063090529e-08	3.54115310657769e-07	9.11264273392617	96	190	90	862	549	665	6	2	0	0	8	0	8.16744100627874	13.5850941380395	8.17594381788554	32.6026979786579	26.9033330130402	29.6351914827286	0.0797114349356357	0.0477087055307662	0	0	0.0506816369273032	0	Up_muscle_Down_hemocytes
XM_027370921.1	5.36842633219708	4.50930475277572	11.0990681586902	3.43621884324351e-08	3.54115310657769e-07	9.31799536385517	48	65	35	85	73	84	18841	15936	11277	9335	10656	8174	4.08372050313937	4.64753220511879	3.17953370695549	3.21488321135257	3.57731021849168	3.74339260834467	250.307190937052	380.142965669145	251.097332609899	67.521474688006	67.5079403871678	65.3659282064093	Down_muscle_Up_hemocytes
XM_027378394.1	2.76099916724452	4.53427763491763	11.0960179183518	3.44787177587312e-08	3.54967136893389e-07	9.28639725151544	96	145	116	175	174	247	6009	2466	4287	6241	6900	5981	8.16744100627874	10.3675718421881	10.5378831430525	6.61887719984353	8.52673942489799	11.0073568364421	79.8310020880392	58.8248339194348	95.4557297950374	45.1421021454575	43.712911849799	47.8289230000653	Down_muscle_Up_hemocytes
XM_027354374.1	3.67700674994571	2.96464614539194	11.0931790116604	3.45875520381071e-08	3.55515585085668e-07	9.30961068522871	48	37	23	37	31	55	3144	703	1317	3478	4332	3525	4.08372050313937	2.64551833214454	2.08940786457075	1.39941975082406	1.51913173661976	2.45103087451139	41.7687919062731	16.7696099940643	29.3247483415125	25.1569029421409	27.4441063961347	28.188756658624	Down_muscle_Up_hemocytes
XM_027358816.1	4.54662508473712	1.0288226424199	11.0933358919115	3.45815282178453e-08	3.55515585085668e-07	9.16079235200811	8	2	4	15	12	6	794	648	420	1200	1310	1074	0.680620083856561	0.143000990926732	0.363375280794913	0.56733233141516	0.588050994820551	0.267385186310334	10.5484798898158	15.4576205919683	9.35185596312473	8.679782498726	8.29911804684589	8.58857436918076	Down_muscle_Up_hemocytes
XM_027363318.1	5.06211595067524	1.57293522653833	11.0919387681117	3.46352137759904e-08	3.55608226338314e-07	9.18400945804579	19	8	5	4	7	15	810	902	720	2527	2914	2200	1.61647269915933	0.572003963706928	0.454219100993641	0.151288621710709	0.343029746978655	0.668462965775834	10.7610437163108	21.5166261943756	16.0317530796424	18.2781753119005	18.4607862507702	17.5929828791412	Down_muscle_Up_hemocytes
XM_027364749.1	-2.8969275968916	1.65006728398777	-11.0908734411665	3.46762094922969e-08	3.55608226338314e-07	9.29633495037208	111	94	93	208	176	198	146	63	62	141	166	78	9.44360366350979	6.7210465735564	8.44847527848173	7.86700832895689	8.62474792403474	8.82371114824101	1.93964491676714	1.50282422421914	1.38051207074698	1.01987444360031	1.05164396624154	0.623751211169553	Up_muscle_Down_hemocytes
XM_027366468.1	8.02791009124251	0.957167605402798	11.0907768208239	3.46799301766208e-08	3.55608226338314e-07	9.10269497642539	0	0	10	2	2	4	3757	1069	2811	3047	3428	2788	0	0	0.908438201987283	0.0756443108553547	0.0980084991367585	0.178256790873556	49.9126435088639	25.5003031061946	62.5906359817705	22.0394143946818	21.7170814233494	22.2951073941117	Down_muscle_Up_hemocytes
XM_027371481.1	-10.545739250956	-1.66694340952294	-11.0891853922692	3.47412746515057e-08	3.55952035000255e-07	9.09526010849432	73	77	72	540	308	832	0	0	4	0	0	0	6.21065826519112	5.50553815067918	6.54075505430844	20.4239639309458	15.0933088670608	37.0774125016996	0	0	0.0890652948869022	0	0	0	Up_muscle_Down_hemocytes
XM_027365741.1	-15.2745020397601	3.38461452669825	-11.0858927298978	3.48685638498635e-08	3.56970409269362e-07	9.06970511008476	38716	41049	34161	23205	26775	25132	91	101	14	0	0	0	3293.86089582383	2935.02383827571	3103.31574180876	877.663116699253	1312.08878219335	1119.98741705855	1.20895676319047	2.40928962930369	0.311728532104158	0	0	0	Up_muscle_Down_hemocytes
XM_027364461.1	8.13968560477661	1.66887262896007	11.080473541707	3.50791450830848e-08	3.58552571588048e-07	9.08299661736938	0	0	0	16	15	33	4416	2693	2675	6399	7472	5551	0	0	0	0.605154486842837	0.735063743525688	1.47061852470683	58.6676161126279	64.2397719971767	59.5624159556158	46.2849401744564	47.3366488901012	44.3902945282332	Down_muscle_Up_hemocytes
XM_027371687.1	-11.3736636303433	-1.78426002547176	-11.0809068978489	3.50622557611392e-08	3.58552571588048e-07	9.0917048791512	91	77	68	709	413	1364	0	0	0	0	0	0	7.74205345386839	5.50553815067918	6.17737977351352	26.8159081982232	20.2387550717406	60.7855656878825	0	0	0	0	0	0	Up_muscle_Down_hemocytes
XM_027381536.1	5.69358318880845	0.709337254413427	11.075803898291	3.52616878177966e-08	3.60130741424057e-07	9.09930723464164	2	0	2	9	5	18	1018	564	638	1418	1540	1276	0.17015502096414	0	0.181687640397457	0.340399398849096	0.245021247841896	0.802155558931001	13.5243734607462	13.4538549596761	14.2059145344609	10.2566096526612	9.75621510850586	10.2039300699019	Down_muscle_Up_hemocytes
XM_027365167.1	8.04391418262602	1.38887759433207	11.0725669344099	3.53888193314497e-08	3.6114092582501e-07	9.07932053308751	2	0	0	2	4	54	3763	2658	1139	5903	6851	4987	0.17015502096414	0	0	0.0756443108553547	0.196016998273517	2.406466676793	49.9923549437995	63.4048696503883	25.3613427190454	42.6972967416497	43.4024868236192	39.8800934628533	Down_muscle_Up_hemocytes
XM_027357547.1	7.59565157689459	0.892926502970176	11.0629872428014	3.57679324418155e-08	3.64718909528217e-07	9.07762144219132	0	2	0	9	15	1	1577	2163	1512	2801	2885	2472	0	0.143000990926732	0	0.340399398849096	0.735063743525688	0.0445641977183889	20.9508221489163	51.5969650315237	33.666681467249	20.2600589824429	18.2770653169087	19.7681153078351	Down_muscle_Up_hemocytes
XM_027371183.1	4.22276667202283	3.26550081539009	11.0590104762022	3.59265813811694e-08	3.66044953769765e-07	9.26779160612403	10	24	10	148	50	81	2723	2229	1718	6823	7668	5878	0.850775104820702	1.71601189112078	0.908438201987283	5.59767900329625	2.45021247841896	3.6097000151895	36.1757062216227	53.171352314039	38.2535441539245	49.3517966573396	48.5783489948201	47.0052515289055	Down_muscle_Up_hemocytes
XM_027359731.1	8.10439423961214	5.9163272386496	11.0542191309164	3.61187241825083e-08	3.67683491691725e-07	9.2471070051999	13	12	12	183	277	254	115940	61423	106816	100932	113018	84100	1.10600763626691	0.858005945560391	1.09012584238474	6.92145444326495	13.574177130441	11.3193062204708	1540.2906277396	1465.20590990813	2378.39963465984	730.056505967844	715.992155281244	672.531754607171	Down_muscle_Up_hemocytes
XM_027364653.1	-5.23193325721135	1.27507112754624	-11.0535693837597	3.61448646204728e-08	3.67683491691725e-07	9.2621664096026	131	217	219	720	339	318	11	5	7	109	139	96	11.1451538731512	15.5156075155504	19.8947966235215	27.2319519079277	16.6124406036806	14.1714148744477	0.146137630715332	0.119271763826916	0.155864266052079	0.788413576967612	0.880593441611892	0.767693798362526	Up_muscle_Down_hemocytes
XM_027354293.1	6.43167144400287	-0.556285747200522	11.0473468104514	3.6396233352157e-08	3.68774820433534e-07	9.06700916432921	2	0	0	1	1	2	286	148	320	1252	1355	1018	0.17015502096414	0	0	0.0378221554276773	0.0490042495683792	0.0891283954367778	3.79957839859864	3.5304442092767	7.12522359095217	9.05590640700413	8.58420225456197	8.14075298680262	Down_muscle_Up_hemocytes
XM_027359414.1	-7.76331240436864	3.41035735674437	-11.0491825045046	3.63218849277664e-08	3.68774820433534e-07	9.25772720209768	3360	10254	3530	2354	935	1472	51	17	18	127	161	130	285.860435219756	733.166080481354	320.678685301511	89.0333538767525	45.8189733464346	65.5984990414685	0.677547196952904	0.405523997011513	0.40079382699106	0.918610314448502	1.01996794316198	1.03958535194925	Up_muscle_Down_hemocytes
XM_027361277.1	5.10785399640884	2.46847623112744	11.0484825870275	3.63502135427405e-08	3.68774820433534e-07	9.20201118139558	6	18	12	24	23	20	3111	1974	2473	3028	3301	2596	0.510465062892421	1.28700891834059	1.09012584238474	0.907731730264256	1.12709774007272	0.891283954367779	41.3303790141271	47.0884923588663	55.0646185638273	21.9019845051186	20.9125104371285	20.7597197973866	Down_muscle_Up_hemocytes
XM_027363527.1	-6.19618411299898	0.299270022182518	-11.0473766564397	3.63950232471822e-08	3.68774820433534e-07	9.17662249401748	73	182	68	656	142	249	12	5	19	20	16	10	6.21065826519112	13.0130901743326	6.17737977351352	24.8113339605563	6.95860343870985	11.0964852318788	0.159422869871271	0.119271763826916	0.423060150712785	0.144663041645433	0.101363273854606	0.0799681039960965	Up_muscle_Down_hemocytes
XM_027372426.1	5.7549656212993	5.37617260605125	11.0498513940842	3.62948341367054e-08	3.68774820433534e-07	9.26364062323603	27	60	38	211	219	236	24592	45928	18960	24278	27968	21824	2.29709278301589	4.29002972780196	3.45206516755167	7.98047479523992	10.7319306554751	10.5171506615398	326.710601322859	1095.58271380852	422.169497763916	175.606466253392	177.183002697852	174.522390161081	Down_muscle_Up_hemocytes
XM_027355069.1	7.08897537536791	3.46395506473481	11.0450800665469	3.6488263894799e-08	3.69414804637454e-07	9.1753840344118	2	20	8	33	27	41	12365	11921	12116	9968	11103	8385	0.17015502096414	1.43000990926732	0.726750561589826	1.24813112911335	1.32311473834624	1.82713210645395	164.271982163189	284.367739316132	269.778778212427	72.100059956084	70.3397768504809	67.0532552007269	Down_muscle_Up_hemocytes
XM_027365398.1	-2.38940606077489	5.63166471863418	-11.0427298866132	3.65839439755807e-08	3.69798365762643e-07	9.18186434811467	1502	2276	1367	2540	1564	2341	1177	821	952	3367	4115	3362	127.786420744069	162.735127674621	124.183502211662	96.0682747863004	76.6426463249451	104.324786858748	15.6367264865405	19.5844236203795	21.1975401830827	24.3540230610087	26.0693669944816	26.8852765634876	Up_muscle_Down_hemocytes
XM_027365613.1	7.63439212649538	5.79071345906305	11.043002597736	3.65728277065826e-08	3.69798365762643e-07	9.24923678348882	30	34	32	250	96	115	99808	129203	128654	36013	39500	31139	2.5523253144621	2.43101684575444	2.9070022463593	9.45553885691934	4.70440795856441	5.12488273761473	1325.97314967599	3082.05394034579	2864.65161209488	260.48750593885	250.240582328559	249.012679033445	Down_muscle_Up_hemocytes
XM_027350928.1	-9.08627424415163	0.468120695270046	-11.0411585442106	3.66480653518168e-08	3.69862217907886e-07	9.09388920774685	798	790	374	332	522	610	6	5	0	16	2	22	67.891853364692	56.4853914160591	33.9755887543244	12.5569556019889	25.580218274694	27.1841606082172	0.0797114349356357	0.119271763826916	0	0.115730433316347	0.0126704092318258	0.175929828791412	Up_muscle_Down_hemocytes
XM_027354803.1	4.99590487035938	3.05173006419056	11.0417237498554	3.66249873596281e-08	3.69862217907886e-07	9.22201012548416	9	5	8	55	70	87	4316	1524	2269	7320	8148	6609	0.765697594338631	0.35750247731683	0.726750561589826	2.08021854852225	3.43029746978655	3.87708520149984	57.339092197034	36.3540336144439	50.5222885245953	52.9466732422286	51.6192472104583	52.8509199310202	Down_muscle_Up_hemocytes
XM_027376563.1	-1.97161484549583	4.12315225162244	-11.0379252695057	3.67803820056833e-08	3.70905081581347e-07	9.16055544414628	330	388	361	1096	703	1025	696	294	464	1238	1421	1078	28.0755784590832	27.742192239786	32.7946190917409	41.4530823487344	34.4499874465706	45.6783026613486	9.24652645253374	7.01317971302264	10.3315742068807	8.95464227785233	9.00232575921222	8.6205616107792	Up_muscle_Down_hemocytes
XM_027379772.1	-1.91545991740573	3.25770380070714	-11.0313186483242	3.70523336984135e-08	3.73353318376849e-07	9.17000762274262	234	243	164	405	502	456	332	232	246	684	766	568	19.9081374528044	17.3746203975979	14.8983865125914	15.3179729482093	24.6001332833264	20.3212741595854	4.41069939977184	5.53420984156888	5.47751563554448	4.94747602427382	4.85276673578928	4.54218830697828	Up_muscle_Down_hemocytes
XM_027356585.1	-4.17009599477039	4.05617235293619	-11.0297391298162	3.71176692248529e-08	3.73717398167146e-07	9.16113908589354	1246	1148	1135	1174	1297	897	453	298	325	313	354	349	106.006578060659	82.0825687919441	103.107735925557	44.4032104720932	63.5585116901879	39.9740853533949	6.0182133376405	7.10859712408417	7.2365552095608	2.26397660175103	2.24266243403316	2.79088682946377	Up_muscle_Down_hemocytes
