ID	logFC
XM_027354450.1	3.23905049885695
XM_027356531.1	-6.93986219384461
XM_027359976.1	3.83517610827251
XM_027359977.1	3.58516468137025
XM_027361641.1	3.47863325268484
XM_027361885.1	5.92170790138138
XM_027362612.1	3.30669733046902
XM_027362951.1	3.61678467203996
XM_027363102.1	3.41266208187803
XM_027363819.1	3.63007570790755
XM_027364183.1	8.42294167548325
XM_027365450.1	3.86513897497242
XM_027365451.1	4.24619641912874
XM_027367745.1	-2.81311334665556
XM_027369299.1	2.70335517758995
XM_027370418.1	-3.42262206811361
XM_027370568.1	4.24705368053119
XM_027370921.1	-7.8610369100332
XM_027370979.1	4.92648673211294
XM_027371676.1	4.42661735705098
XM_027372224.1	6.02359283288086
XM_027372225.1	6.38890714756823
XM_027373288.1	-7.00555323046934
XM_027373397.1	3.12000215562868
XM_027373398.1	2.95762194530291
XM_027373401.1	2.91822752266908
XM_027373403.1	3.16580048034074
XM_027373404.1	3.05507576886249
XM_027373544.1	3.01511915785569
XM_027373545.1	3.17680763749991
XM_027373547.1	3.08942509376859
XM_027373549.1	2.92063268552542
XM_027373550.1	3.0001665226393
XM_027373956.1	3.40822487816817
XM_027374295.1	11.3347391926746
XM_027375136.1	3.8765287327482
XM_027375137.1	3.68726652572277
XM_027377294.1	-5.66116441156956
XM_027377415.1	-7.94308200575585
XM_027377478.1	9.08083469054508
XM_027377480.1	9.87501501483139
XM_027377481.1	10.1623149142039
XM_027377496.1	4.09543667380196
XM_027377681.1	-6.85372339208597
XM_027379437.1	4.63921395112271
XM_027380178.1	2.33423161069629
XM_027382365.1	5.07368234664329
XR_003476155.1	3.66132458238427
XR_003476404.1	3.39829268695338
XR_003476770.1	13.2215737204294
XR_003477213.1	12.2617601595105
XR_003477366.1	2.9524709235836
XR_003477617.1	4.25859242386013
XR_003477866.1	5.80050663880762
XR_003477979.1	3.22364312811418
XM_027362652.1	3.49675564819256
XM_027350756.1	-2.52300498319378
XM_027362640.1	3.02091877385611
XM_027365200.1	3.55767294635388
XM_027353560.1	3.90487339228939
XM_027370743.1	2.35901071079811
XM_027382943.1	-4.20990448684701
XM_027361728.1	2.60390610424214
XM_027357068.1	6.13198203616594
XR_003475955.1	7.95679611082031
XM_027377488.1	3.39127908144461
XM_027383802.1	3.46466024827284
XR_003476154.1	3.52938195248282
XM_027360554.1	-3.01623039301454
XM_027365010.1	-6.70117974926789
XM_027369503.1	-2.73325687186342
XM_027369954.1	4.95281701758622
XM_027370963.1	4.50843618407599
XM_027370978.1	5.06601090087745
XM_027371169.1	7.31220994181641
XM_027373400.1	2.78209526086706
XM_027373405.1	3.00256106710973
XM_027373548.1	3.00078545844838
XM_027377493.1	8.04707634597652
XM_027382129.1	2.42545269201811
XR_003476901.1	5.88279247229627
XR_003477749.1	5.78384535557725
XM_027356790.1	5.93576862566089
XM_027381962.1	3.73473984539592
XM_027350844.1	-7.01289357771343
XM_027377495.1	10.0064422649307
XM_027381963.1	3.55192261608401
XM_027358176.1	-5.82669761175203
XM_027367407.1	2.3311104075602
XM_027361626.1	4.41392135561368
XM_027369502.1	2.90798962306626
XM_027369540.1	6.80925867847107
XM_027370742.1	2.2064996868618
XM_027373399.1	2.36838567968204
XM_027375049.1	3.16616931469401
XM_027377492.1	8.17001696750884
XM_027351384.1	2.35930504844081
XM_027355914.1	3.56051515734436
XM_027356265.1	-5.95982858682633
XM_027357587.1	4.55250793567634
XM_027361789.1	3.19450198478208
XM_027368908.1	3.7467380221574
XM_027369826.1	-7.0952939544599
XM_027375319.1	6.5172169367936
XM_027375092.1	1.91461682859256
XM_027379475.1	6.23029463634441
XM_027366977.1	2.40825501331989
XM_027382160.1	2.58929226228033
XM_027358775.1	11.5140052493711
XM_027359391.1	14.2326176779159
XM_027355916.1	3.56385829287507
XM_027352133.1	5.76187591996815
XM_027361625.1	4.2619443348873
XM_027360700.1	3.4784801107435
XM_027377476.1	10.9478854478836
XM_027379687.1	3.08531277551719
XM_027355915.1	3.4313665037933
XM_027361286.1	4.1270409404485
XM_027363614.1	-6.11210725505542
XM_027365316.1	-6.19274470562783
XM_027373896.1	2.11324340855857
XM_027369471.1	3.07204146020209
XM_027350642.1	3.15275915716372
XM_027352700.1	2.16225626405397
XM_027355316.1	-8.30410093096531
XM_027352930.1	-2.67611323281026
XM_027358752.1	5.62888316518412
XM_027372633.1	3.40877370963945
XM_027375770.1	3.49713504288131
XM_027377477.1	7.28302819985413
XR_003476156.1	-6.5730748342765
XR_003476601.1	2.78469013009926
XM_027357077.1	4.02024879260902
