ID	gills_1_normalized	gills_2_normalized	gills_3_normalized	gills_4_normalized	gills_5_normalized	muscle_1_normalized	muscle_2_normalized	muscle_3_normalized	muscle_4_normalized	muscle_5_normalized
XM_027350592.1	0.814189321473205	0.566326476164613	0.442483703943863	0.381906117345057	0.827489963810646	2.5787862848802	0.123856110797375	0.188549343635953	0.343352826991822	0.810367807238065
XM_027350593.1	0.884807783029555	0.627004312896536	0.625376968240659	0.627417192781165	0.987006101412699	2.50861522950931	0.24771222159475	0	1.25896036563668	0.486220684342839
XM_027350594.1	0.905577918781422	0.471938730137178	0.595878054644402	0.777451738881009	0.967066584212442	2.63141457640837	0.24771222159475	0.28282401545393	0	0.378171643377764
XM_027350595.1	0.893115837330302	0.539358548728203	0.607677620082905	0.66833570535385	0.827489963810646	2.28055929955392	0.24771222159475	0.377098687271907	0.572254711653037	0.972441368685679
XM_027350597.1	19.1957594618759	9.87026144172612	10.4072167167597	8.86567772408168	10.1292747377303	17.0164809274408	8.42221553422149	7.44769907362016	9.72833009810163	5.78062369163153
XM_027350603.1	9.01008488916011	30.3321763841023	22.6787647728028	17.5199431332045	29.1914531811756	45.5761004633929	33.688862136886	26.7740067963054	33.3052242182068	23.3385928484563
XM_027350604.1	5.12606950356089	7.82069895655895	8.61958255282645	6.09685837333002	9.40148235992096	0.561368442967119	1.981697772758	2.35686679544942	2.17456790428154	2.4311034217142
XM_027350605.1	5.04298896055342	8.79828632612882	9.28625800010187	5.69449299969862	8.6736899821116	0.736796081394343	2.35326610515012	3.20533884181121	1.71676413495911	2.91732410605704
XM_027350606.1	4.6234322183657	7.36898617199908	8.97946929870079	5.61265597455325	8.13532301770467	0.473654623753506	1.23856110797375	1.69694409272358	0.686705653983644	2.80927506509196
XM_027350607.1	5.3296168339292	8.26566975925972	10.6550075909682	6.39010771343426	10.258881599532	0.701710553708898	1.73398555116325	3.11106416999323	0.686705653983644	2.37707890123166
XM_027350608.1	5.96518298793634	1.75965726522576	1.43364720077812	2.23687868730676	2.07370978882668	7.50830292468521	9.28920830980311	10.7473125872493	9.2705263287792	0.972441368685679
XM_027350614.1	2.38441158431439	5.29245575939549	5.79948641302423	5.64675473503049	10.567944116136	0.403483568382616	0	1.31984540545167	1.83121507728972	2.32305438074912
XM_027350615.1	2.6793475119909	4.67219342835806	6.05317706995204	6.43784597810239	11.0764018047425	0.508740151438951	1.36241721877112	1.88549343635953	1.4878622502979	2.91732410605704
XM_027350616.1	2.45918407302111	4.7733231562446	5.75818793398947	5.79678928113033	10.1890932893311	0.368398040697172	1.61012944036587	0.942746718179767	2.06011696195093	2.70122602412688
XM_027350617.1	14.2109268814277	5.77113647139177	7.0561401322248	4.70562894585874	6.82928464108786	6.45573709412186	6.19280553986874	4.24236023180895	7.21040936682827	4.53805972053317
XM_027350619.1	42.3378447166067	37.4449672454555	38.6966748555706	13.4212721238406	37.1373507854778	90.1873489154361	339.365743584807	330.055626034736	267.242950341968	70.8261463526069
XM_027350620.1	1.07589303194674	11.3467554688696	31.457641459049	11.4776427766381	7.02867981309043	2.94718432557737	2.4771222159475	1.79121876454156	3.20462638525701	13.1819829977392
XM_027350621.1	1.47052561123222	1.35513835367961	1.3628498081471	2.32553546454758	2.64198602903399	0.596453970652563	0	0	0	0.648294245790452
XM_027350627.1	35.2843066152725	85.5355238464339	93.3109634876818	93.8943468501205	77.3055081853946	96.1869741496472	45.8267609950287	65.0495235544039	72.3329955529439	63.2086889645691
XM_027350635.1	4.25372380198246	77.3103059783288	35.3396984883165	6.0082015960892	11.1262505977431	14.4552374064033	24.0280854946907	17.8179129735976	19.5711111385339	5.24037848680616
XM_027350640.1	80.6172049072984	37.4045153543009	47.5286495862901	66.894948304244	67.9139955840738	2.70158563177926	5.20195665348974	5.6564803090786	4.34913580856308	10.9129531374726
XM_027350641.1	1.45390950263072	3.75528389552012	4.88502009154024	7.86317416605091	4.78548412806157	3.87695080924166	1.23856110797375	1.97976810817751	1.14450942330607	11.5612473832631
XM_027350642.1	2.91197303241182	29.3545890145325	118.042852646784	74.362576848759	8.50420408590941	0.245598693798114	0.990848886378998	0.377098687271907	2.51792073127336	7.56343286755528
XM_027350643.1	3.10721230847938	30.5411778217345	127.116718468993	77.3223492581832	10.2987606339325	0.192970402269947	1.23856110797375	0.754197374543813	3.20462638525701	7.18526122417751
XM_027350644.1	0.394632579285482	0.694424131487562	1.25665371920057	0.484202398776769	2.84138120103656	106.344234414584	315.833082533306	391.994085419147	355.484626878867	413.665753334791
XM_027350645.1	0.373862443533615	0.620262331037434	0.908566538764731	0.334167852676925	2.8912299940372	98.8710170175838	298.617083132471	388.977295920972	350.105432589328	389.570817199579
XM_027350646.1	0.506791312345567	1.00455529700628	1.58704155147865	0.832009755644589	1.59516137602052	1.05256583056335	0.24771222159475	1.6026694209056	0.686705653983644	7.99562903141558
