ID	hemocytes_1_normalized	hemocytes_2_normalized	hemocytes_3_normalized	hemocytes_4_normalized	hemocytes_5_normalized	hemocytes_6_normalized	gills_1_normalized	gills_2_normalized	gills_3_normalized	gills_4_normalized	gills_5_normalized	gills_6_normalized
XM_027350592.1	94.9224042385379	38.6490558109307	93.0658106714582	53.9712477251492	52.7744242463521	59.9468373525057	162.14960608537	40.132019009077	31.4211618106051	59.8874830102889	64.3710128155615	62.7471392578327
XM_027350593.1	98.7193004080794	36.2334898227475	88.7371683146462	74.6269104347742	56.8791016877351	45.8852335290784	194.579527302444	44.431878188621	44.4085753589886	71.4320580484169	73.7340692250977	81.3388842231165
XM_027350594.1	91.1255080689963	67.6358476691288	108.2160589203	54.6375594254597	40.4603919222033	45.8852335290784	108.099737390247	33.4433491742308	42.3138312382816	69.9889861686509	86.60827178821	56.5498909360715
XM_027350595.1	94.9224042385379	33.8179238345644	49.7793871033381	45.9755073214234	51.0152767714737	46.6253179408377	270.249343475617	38.2209704848352	43.1517288865644	59.8874830102889	79.5859794810578	60.4231711371723
XM_027350596.1	58.2190745996365	94.2070735391436	90.9014894930522	11.3272989052782	7.03658989951361	8.88101294111195	43.2398949560987	49.2094994992254	35.6106500520191	25.9752938357879	7.02229230715216	10.8451845630822
XM_027350597.1	645.472348822057	444.464141825703	909.014894930522	762.260585155194	682.549220252821	686.798334112657	1221.52703250979	699.443759872485	739.025725785433	733.080514921127	739.681456353361	637.541921101189
XM_027350603.1	1125.1468982408	804.383474064995	1370.015305931	1042.1114992856	1009.7506505802	1014.65572852204	1048.56745268539	2149.45182764092	1610.43927999955	2112.65723197742	2288.09691008041	2223.26283543185
XM_027350604.1	187.313544364048	135.271695338258	97.3944530282702	122.601352857129	95.5803461350599	117.673421469733	302.679264692691	554.204072030111	612.084232070588	680.408391309668	876.616156342828	705.711652640563
XM_027350605.1	199.969864929186	123.193865397342	103.887416563488	127.931846459613	106.13523098433	128.774687646123	302.679264692691	623.479581033875	659.425449198566	627.736267698209	923.431438390509	746.768422772232
XM_027350606.1	112.641253029732	91.7915075509604	49.7793871033381	43.3102605201815	62.1565441123703	37.0042205879665	410.779002082938	522.194009249061	637.640110343213	588.773326944527	882.468066598788	663.880226468675
XM_027350607.1	99.9849324645932	62.8047156927624	43.2864235681201	67.9637934316694	56.2927191961089	60.686921764265	378.349080865864	585.7363726801	756.621576399371	742.460482139606	1158.67823068011	912.544815379345
XM_027350608.1	170.860327629368	400.983954038406	229.418044911036	293.177148136613	280.877213488918	258.289459704006	32.429921217074	124.695916206775	101.804564266361	150.079475495664	121.719733323971	151.057927842931
XM_027350614.1	2512.27963217997	2111.20467367209	2768.16678718128	3193.63197958815	3091.99487834461	2869.30726439092	1232.33700624881	375.043272882446	411.826694130998	764.828096275979	884.808830701172	697.190436198142
XM_027350615.1	2290.79402229005	1949.36175246382	2817.94617428462	3089.0210426394	3152.97865747373	2855.24566056749	1210.71705877076	331.089156824885	429.841493569078	801.626429210011	841.504694807067	667.753506669776
XM_027350616.1	2083.23036502178	1857.57024491286	2670.77233415301	2609.94293011617	2693.25478403884	2525.90809733459	1470.15642850736	338.255588790792	408.894052362008	737.409730560425	761.918715326009	663.105570428455
XM_027350617.1	389.814673406262	289.86791858198	294.347680263217	249.200575916121	260.353826282004	279.751907645026	378.349080865864	408.964384187737	501.062793673116	494.252118819854	527.842305087604	449.300503327691
XM_027350619.1	16397.5289241933	14394.3577235835	15336.3798701849	6967.62145014673	7197.8450847108	7144.0348267128	1221.52703250979	2653.49087590969	2747.88533754345	2687.72137606417	3060.54906386715	2720.59201325319
XM_027350620.1	35.4376975823875	45.8957537754802	30.3004964976841	104.610936948746	97.9258761015645	97.6911423522314	2237.66456397811	804.073666574721	2233.83513032195	508.682837617514	571.146440981709	498.103833861561
XM_027350627.1	4619.55700627551	2963.89946750075	4798.30005252611	5822.23163731301	6039.15328125756	5580.23646466534	13966.4860708199	6061.36815676381	6626.09460262041	5594.78967785277	6133.97233029741	6481.54708852206
XM_027350629.1	21.5157449607352	57.9735837163961	84.4085259578342	18.6567276086936	32.2510370394374	28.1232076468545	118.909711129271	34.8766355674122	94.2634854318154	88.0273846657258	100.652856402514	63.5217952980529
XM_027350634.1	0.632816028256919	1.20778299409158	1.082160589203	1.33262340062097	4.69105993300908	4.44050647055597	259.439369736592	402.275714352891	335.578008137263	106.065783162801	70.2229230715216	94.5080369068592
XM_027350635.1	2260.41885293371	1765.7787373619	2614.49998351445	264.525745023262	322.510370394374	335.998322938735	2974202.12468656	5478.49835687007	2509.503456607	805.234108909426	864.912335830908	991.559731481801
XM_027350640.1	41538.0440947842	50531.2249068037	64444.8274082172	43526.8118227824	42129.8228758629	42322.467170869	1243.14697998784	2650.62430312332	3375.05172728313	4915.10282248299	8012.43552246061	6841.76214722443
XM_027350641.1	384.752145180207	521.762253447565	328.976819117713	481.077047624169	462.65578589302	375.22279676198	7231.87243140751	266.113507000665	346.889626389081	346.337251143839	217.691061521717	324.580880852246
XM_027350642.1	3.79689616954151	1.20778299409158	10.82160589203	1.33262340062097	1.17276498325227	4.44050647055597	745.888187992703	2080.17631863716	8382.32807342116	615.470156720198	1074.41072299428	986.13713920026
XM_027350643.1	0.632816028256919	1.20778299409158	1.082160589203	0.333155850155242	0.293191245813067	0.370042205879665	810.748030426851	2164.2624537038	9026.67136495064	745.346625899138	1194.96007426706	1068.2506794636
XM_027350646.1	84.7973477864271	55.5580177282129	15.150248248842	164.57898997669	134.281590582385	134.695362940198	3761.87086118059	71.1865575280056	112.697233694037	115.44575038128	100.652856402514	162.677768446233
XM_027350647.1	669.51935789582	538.671215364847	432.864235681201	554.371334658323	587.555256609387	583.926600878111	302.679264692691	787.351991987606	771.28478524432	1104.67152396087	998.335889666799	1078.32120798646
XM_027350648.1	653.06614116114	507.268857518466	502.122513390193	579.024867569811	630.361178498095	555.063308819497	432.398949560987	830.350583783045	781.339557023714	971.187375082516	1024.08429479302	1168.181308652
XM_027350649.1	604.972123013615	400.983954038406	461.000411000479	469.749748718891	507.807237748233	593.547698230982	464.828870778061	741.486827405804	765.419501706341	925.009074930004	963.224428131038	998.531635843783
XM_027350661.1	226.548138115977	86.9603755745941	160.159767202044	238.539588711153	208.165784527278	163.558654998812	97.2897636512221	37.2654462227144	29.7453665140395	61.3305548900549	35.1114615357608	50.3526426143102
XM_027350662.1	217.68871372038	103.869337491876	140.68087659639	218.550237701839	204.061107085895	197.602537939741	54.0498686951234	23.4103444219616	38.9622406451504	45.4567642126289	50.3264282012571	72.8176677806948
XM_027350663.1	265.782731867906	77.2981116218614	119.03766481233	159.914808074516	194.092604728251	176.88017441048	140.529658607321	21.4992958977198	27.2316735691911	53.3936595513419	43.304135894105	46.4793624132094
XM_027350664.1	367.033296389013	74.8825456336783	207.774833126976	265.192056723573	236.312144125332	187.98144058687	86.4797899121975	67.3644604795221	75.8297371695937	49.7859798519269	42.133753842913	40.2821140914482
XM_027350665.1	22.7813770172491	94.2070735391436	47.6150659249321	29.9840265139718	29.3191245813067	26.6430388233358	9977.60576111978	107403.315873042	6838.5016564601	9097.12513004485	38477.4803149891	16411.088212064
XM_027350666.1	79.7348195603718	94.2070735391436	54.1080294601501	77.9584689363266	52.188041754726	77.7088632347296	54.0498686951234	37.7432083537748	25.9748270967669	47.6213720322779	44.474517945297	44.9300503327691
XM_027350668.1	24.0470090737629	4.83113197636634	32.4648176760901	28.6514031133508	53.3608067379782	40.7046426467631	108.099737390247	52.5538344166484	62.8423236212102	60.6090189501719	79.5859794810578	59.6485150969521
XM_027350671.1	2755.28098703063	1760.94760538553	1779.07200864974	696.962038524766	650.298183213383	606.12913323089	3070.03254188301	4687.80202996504	3091.84232216354	2412.81618296875	3739.37065355852	2045.09194618122
XM_027350674.1	155.672742951202	188.414147078287	108.2160589203	103.278313548125	96.1667286266861	85.8497917640822	183.76955356342	634.945872179325	311.278976337061	948.819760946143	14497.5224681156	730.500645927608
XM_027350677.1	28685.5505608861	32945.9045128303	26776.9816192391	22931.7834778856	22651.369269026	21304.8099613158	2334.95432762933	2690.7563221324	4015.20553057119	5135.1712841473	7229.44993021315	5357.52117416261
XM_027350678.1	3128.64244370221	2212.65844517578	3770.24749278326	1112.74053951851	1107.09014419014	1277.3856946966	994.517583990271	342.555447970336	280.695712174739	134.205684818238	249.291376903902	161.903112406013
XM_027350687.1	126.563205651384	108.700469468243	257.554220230315	68.6301051319799	47.4969818217169	70.3080191171363	32.429921217074	62.1090770378573	52.7875518418166	47.6213720322779	38.6226076893369	27.8876174479257
XM_027350688.1	1013.77127726758	1775.44100131463	1002.08070560198	687.63367472042	802.171248544552	812.612684111743	75.6698161731728	68.7977468727034	118.562517232017	193.371631888644	229.394882033637	192.114697974599
XM_027350689.1	1046.67771073694	1661.90939987002	1112.46108570069	797.575105271649	812.139750902196	844.436313817395	172.959579824395	68.319984741643	127.360442538986	238.10686016139	275.039782030126	230.072843945387
XM_027350694.1	289.829740941669	410.646217991139	227.25372373263	365.138811770145	428.645601378704	362.641361762071	129.719684868296	110.363052274962	116.048824287168	207.802350686304	175.557307678804	168.875016767994
XM_027350697.1	1340.30434784815	2060.47778792024	1934.90313349497	784.91518296575	643.847975805496	740.084411759329	194.579527302444	734.798157570957	644.762240353617	906.970676432929	1086.1145435062	1129.44850664099
XM_027350699.1	2504.68583984089	2014.58203414476	2276.86587968312	3913.24861592347	4169.76589795344	3968.33261585352	16117.6708448858	2935.84829536641	5472.30954093499	1948.86857362398	2645.06343569398	2303.82706361475
XM_027350703.1	51736.5072061727	122174.496550328	189313.173475173	12565.3060444551	12725.0864507787	12785.6982975542	5664.42623924893	17700.1314315272	14169.2681812863	15254.7128410064	17288.8836602086	13210.9841099146
XM_027350704.1	29026.0055840884	67722.8080447033	106830.89336612	11683.109353244	11742.895777305	11446.1455122698	5534.70655438064	12856.1011847054	10437.6910046589	8185.10370203274	8154.05175065485	6285.55911034636
XM_027350705.1	25297.4535455986	57031.5129810046	91987.978724612	10199.2331966526	10417.0849637383	10287.9134078664	4540.18897039037	11869.5223840656	8841.91493350428	6692.24584241481	6933.34327126156	5355.97186208217
XM_027350736.1	73.4066592778026	130.440563361891	49.7793871033381	9.99467550465726	19.3506222236624	24.4227855880579	10.8099737390247	32.9655870431704	9.63582295525224	23.810686016139	51.4968102524492	27.8876174479257
XM_027350741.1	1674.43121076781	695.683004596753	1328.89320354129	1238.00713917688	1186.25178055967	1170.0734549915	5556.32650185869	1353.50011729423	1114.82282104027	1500.07321901675	1496.9186434746	1345.57754186241
