ID	logFC
XM_027377275.1	-13.4470950110025
XM_027372613.1	-10.1663362782624
XM_027376808.1	-12.5600361634119
XM_027362687.1	-10.2745452437202
XM_027352580.1	-12.4081835554402
XM_027363184.1	9.3791327646935
XM_027351555.1	-11.2438471504375
XM_027369612.1	9.56724711890588
XM_027373826.1	-10.4747570315525
XM_027366882.1	-10.1860069970278
XM_027381833.1	-10.0558650152834
XM_027373517.1	-9.64103593863877
XM_027358361.1	-11.055851200052
XM_027369246.1	-11.3525195494765
XM_027365171.1	7.55221890814167
XM_027380363.1	-14.16610473792
XM_027353720.1	-12.4092555926155
XM_027364406.1	-10.9775909481689
XM_027351790.1	-11.229269622041
XM_027366081.1	-12.371342901467
XM_027379070.1	-14.0791947490449
XM_027377185.1	-13.0328864508407
XM_027354240.1	-11.8672577803428
XM_027375193.1	-12.9149465827529
XM_027375194.1	-10.7330313291458
XM_027351143.1	-11.7898676908025
XM_027381891.1	-11.5886541168544
XM_027370874.1	-13.7034896858628
XM_027378289.1	-12.2919221317814
XM_027380544.1	-12.452196389443
XM_027375344.1	-12.7207506807076
XM_027372986.1	-11.6066776423574
XM_027375238.1	-11.2357690091265
XM_027376858.1	-10.6188760996632
XM_027361190.1	-13.6921116005803
XM_027367709.1	-11.5638935101708
XM_027367556.1	-10.7247883433974
XM_027365364.1	-12.1616468754944
XM_027356948.1	-9.4229260177524
XR_003476211.1	-10.2214679986683
XM_027382680.1	-12.7798584443654
XM_027374595.1	-11.8815376169478
XM_027373834.1	-10.1842597565479
XM_027358359.1	-11.1101048416308
XM_027351601.1	-12.7072531744675
XM_027358360.1	-11.1270659757035
XM_027363303.1	-11.1894466641631
XM_027357750.1	-13.6059259085672
XM_027369417.1	-8.66369548768992
XM_027374916.1	-11.6504288749064
XM_027376236.1	-11.2866675560235
XM_027379383.1	-10.0668459231185
XM_027359102.1	-13.2131212180214
XM_027381073.1	-10.8592664788131
XM_027376741.1	-8.65028547309243
XM_027379230.1	-13.0715322383473
XM_027351610.1	11.9179153443403
XM_027374915.1	-11.3584036068299
XM_027350765.1	-13.2102246706653
XM_027363946.1	-11.7754088312765
XM_027376864.1	-9.50007796681362
XM_027352581.1	-12.3441464073375
XM_027370163.1	-12.5006586287232
XM_027372143.1	-11.0381693728568
XM_027357069.1	-12.5480440028873
XM_027365596.1	-12.5581225688728
XM_027352582.1	-12.0590106961736
XM_027350887.1	-5.33898082860631
XM_027383389.1	-11.7704773254007
XM_027351265.1	-11.6707534222538
XM_027377260.1	-13.3342214410565
XM_027370505.1	-12.2607239019137
XM_027373801.1	9.45397403329744
XR_003477832.1	11.1809695813769
XM_027373793.1	-12.9694641488535
XM_027376185.1	9.61951041707938
XM_027372584.1	-12.6419842569849
XM_027380833.1	-10.7594461893327
XM_027372255.1	-11.6996253044715
XM_027357752.1	-13.5175771270383
XM_027377312.1	-11.9612178749871
XM_027366120.1	11.9240439599334
XM_027379274.1	11.049896760004
XM_027369155.1	-9.78805572538321
XM_027357395.1	-9.38928468020995
XM_027361474.1	-8.71814943277941
XM_027369774.1	-10.601767479829
XM_027377233.1	-13.8707241705431
XM_027378756.1	-11.7987057289403
XM_027369055.1	-11.5197612692699
XM_027359062.1	-12.3850958151114
XM_027357868.1	8.92510772258894
XM_027359229.1	-12.1510554039298
XM_027358146.1	-7.97687851536816
XM_027375907.1	-11.5228364134687
XM_027350759.1	-11.8395851794779
XM_027381055.1	-11.3344772940019
XM_027379918.1	-12.7709410523727
XM_027362112.1	-13.7999848754942
XR_003477847.1	-10.1790596211858
XM_027354370.1	9.53870528005344
XM_027352116.1	-11.7405444924665
XM_027377245.1	-12.3268904321118
XM_027356912.1	-13.2558053004714
XM_027360894.1	-11.7313355560792
XM_027380874.1	-10.78541329604
XM_027365352.1	-12.3095636245279
XM_027360950.1	-10.7872985387079
XM_027380095.1	-12.3236516487842
XM_027367458.1	-13.4489970830903
XM_027377986.1	-11.5210538779492
XM_027359184.1	-11.1256833009653
XM_027378386.1	-9.66034917087458
XM_027357751.1	-11.6045338734338
XM_027373601.1	-11.9114044188739
XM_027375195.1	-10.6384472576203
XM_027374909.1	-10.2864902968961
XM_027350934.1	-12.577824292489
XM_027369866.1	-13.1353678010755
XM_027359754.1	-13.7640667179139
XM_027360680.1	-13.3870372124919
XM_027381655.1	-10.8651802932005
XM_027365653.1	-7.73284957348524
XM_027361728.1	-8.65550620096301
XM_027369306.1	-12.9390908566594
XM_027375725.1	-6.8817517054902
XM_027367016.1	-11.683955610982
XM_027362429.1	-11.1636837630435
XM_027381868.1	-9.58273682705223
XM_027378520.1	-11.8805285693391
XM_027354784.1	-10.3065018766278
XM_027379312.1	-12.3241216865036
XR_003477837.1	-11.5749876101855
XM_027358148.1	-9.26040228029072
XM_027357622.1	-11.4916699374753
XM_027378388.1	-9.23205704486657
XM_027373518.1	-11.1801413669802
XR_003476181.1	-11.7002959375501
XM_027382406.1	-9.80646534020886
XM_027383665.1	-12.7670999708184
XM_027372718.1	-11.4640711858021
XM_027364398.1	-7.47037235446492
XM_027359427.1	-10.2288896141981
XM_027373642.1	-11.6665474925046
XM_027360144.1	-13.1311646022961
XM_027356390.1	-12.2858469134032
XM_027379458.1	-11.7949487659357
XM_027377159.1	-14.939394964712
XM_027365793.1	10.1343702538015
XM_027369649.1	-7.85459685192194
XM_027377624.1	-10.8598998425661
XM_027372585.1	-11.3380636447967
XM_027358149.1	-11.059542851575
XM_027351609.1	9.39017205202923
XM_027378757.1	-11.8180889542637
XM_027361614.1	-9.50997724501439
XM_027362115.1	-14.0633823728607
XM_027367358.1	-11.462964931303
XM_027367539.1	-9.30650565526121
XM_027377282.1	-12.0639782152651
XM_027380298.1	-8.58181881010982
XR_003476756.1	-10.3240955696518
XM_027379366.1	-12.4654427927044
XM_027354676.1	-12.5323777303346
XM_027365313.1	-11.5113111168276
XM_027374701.1	-8.6655166620106
XM_027358803.1	-8.0095601577823
XR_003477531.1	10.7033400431867
XM_027377832.1	-11.4728608466981
XM_027365372.1	-11.8109861352123
XM_027379169.1	-12.5009256276668
XM_027378519.1	-9.68492387259533
XM_027369418.1	-7.66322186649853
XM_027374599.1	6.69423549294991
XM_027378230.1	-9.34746944770179
XR_003475884.1	10.5718591139792
XM_027362757.1	-11.8025876322531
XM_027368825.1	-13.0829257293857
XM_027377192.1	-12.2107554417106
XM_027361290.1	-11.6704687801274
XM_027352584.1	-11.6705259200759
XM_027374914.1	-11.316509145498
XM_027365343.1	-12.6955000945059
XM_027378174.1	-13.0571256371874
XM_027366267.1	-11.8509808028038
XM_027383544.1	-11.6202100737039
XM_027368331.1	-9.81851689483688
XM_027364935.1	-12.1336882662334
XM_027353240.1	-10.1680628621105
XR_003477732.1	-9.80103125618341
XR_003475561.1	-13.5174556061845
XM_027358430.1	-13.1551403807072
XM_027370293.1	-10.3354459647875
XM_027367737.1	-11.4574307066754
XM_027383550.1	-12.5777398391585
XM_027382688.1	-7.15577729386221
XM_027367369.1	-9.19012131538561
XM_027367365.1	-9.34337375561827
XM_027368862.1	-10.3956060082716
XM_027363943.1	-13.105034792209
XM_027363970.1	-6.84042860799838
XM_027351771.1	-12.1199183658242
XM_027381339.1	-7.68708093982432
XM_027361575.1	-10.9529122877358
XM_027374700.1	-8.50882310637579
XM_027358454.1	-14.620210607662
XM_027350935.1	-11.1901844511674
XM_027351048.1	-10.0035770983236
XM_027367361.1	-9.5178865928793
XM_027362113.1	-11.56548986143
XM_027376264.1	-11.1187568805474
XM_027373796.1	-11.6189780148427
XM_027371817.1	-14.7707020545838
XM_027376857.1	-10.2624817127822
XM_027361729.1	-9.19319554123823
XM_027378759.1	-10.082168887726
XM_027366040.1	-8.07912344589052
XM_027362743.1	-10.42576900625
XM_027358966.1	-13.103131571565
XM_027374288.1	-9.71370454456792
XM_027372089.1	-8.90707003676316
XM_027360743.1	-9.2070738082759
XM_027360339.1	-10.6259763044139
XM_027361279.1	-10.6381591944579
XM_027365765.1	-11.3903511970704
XM_027359429.1	-11.0338362106119
XM_027368855.1	-10.1002064404026
XM_027377236.1	-11.8084588493267
XR_003477355.1	-14.3087815339171
XM_027367359.1	-10.186095252885
XM_027382682.1	-11.065779051867
XM_027372254.1	-11.5607222021896
XM_027353713.1	-9.99170401049722
XM_027355117.1	-11.1890204518278
XM_027376844.1	-12.1080530148519
XM_027364397.1	-7.83959757423176
XM_027379173.1	-11.0210509559509
XM_027367366.1	-11.0437463669489
XM_027377199.1	-12.6720833798087
XM_027352991.1	9.31249937268795
XM_027373107.1	8.94670580905122
XM_027375192.1	-12.3356524459213
XM_027375909.1	-12.2983716734644
XM_027361969.1	9.50576228329171
XM_027361576.1	-10.9254393692675
XM_027373391.1	10.0262572407265
XM_027374594.1	-11.2434976234052
XM_027365607.1	-11.1850087668979
XM_027357694.1	-11.629350401493
XM_027359213.1	-10.7562973517488
XM_027369416.1	-8.29255667296315
XR_003477680.1	-6.54217685570121
XM_027378758.1	-9.95836969587673
XM_027360216.1	-8.71213783701149
XM_027370735.1	-13.1474410539789
XM_027379261.1	-11.0510039450724
XM_027366326.1	-7.63268138081497
XM_027382610.1	-11.9859982917257
XM_027380056.1	-12.3343743680456
XM_027360131.1	8.73918791726894
XM_027366682.1	-10.422045282637
XM_027362075.1	-8.98972683460699
XM_027365816.1	-9.76685065739443
XR_003476252.1	-9.06587457274114
XM_027367441.1	-11.0717279270262
XM_027354949.1	-13.9372049010595
XM_027372909.1	-10.4534172927665
XM_027381742.1	-8.69441974282239
XM_027378576.1	5.6225776780436
XM_027379330.1	-12.4034128345886
XM_027372128.1	-12.337897517365
XM_027376160.1	-8.18394350808405
XM_027355637.1	-11.8258438736019
XM_027382400.1	-11.281089238115
XM_027359032.1	-7.56852265846059
XM_027373415.1	-11.3831786856754
XM_027371818.1	-13.2514372716454
XM_027355021.1	-14.7550109858229
XM_027381741.1	-6.5826855881436
XM_027375912.1	-10.0066009092109
XM_027383641.1	-10.5470276050886
XM_027358622.1	8.52806460887921
XM_027352590.1	-10.1259799701287
XM_027380630.1	-11.2899999981222
XM_027358234.1	-13.2123983274025
XM_027354900.1	-11.0254935160416
XM_027382147.1	-8.19610595104657
XM_027383790.1	-11.9218725663856
XM_027377305.1	-12.2411819627004
XM_027352927.1	12.4035856001788
XM_027362349.1	-11.754652376471
XM_027364033.1	-13.400594761688
XM_027374212.1	-9.478998972501
XM_027359959.1	-13.0143146869953
XM_027371250.1	-8.41287652678951
XM_027379364.1	-11.5253572788975
XM_027367368.1	-11.0492983753975
XM_027382275.1	-11.8036132646576
XM_027380069.1	-13.740767262875
XM_027366568.1	-12.8540009149613
XM_027370438.1	9.58247645859749
XM_027367367.1	-9.37163635312739
XM_027354823.1	-12.3602483667631
XM_027351369.1	-9.73707147159361
XM_027379322.1	-13.4881329241946
XM_027377252.1	-12.2361329480211
XM_027352133.1	-16.1323314612399
XM_027376726.1	-8.31713121500911
XR_003477303.1	-9.805827475
XM_027381074.1	-10.9307693935921
XM_027358431.1	-10.6867416200023
XM_027383346.1	8.67010187028948
XM_027373959.1	-11.2807404471549
XM_027375921.1	-10.910572010495
XM_027372640.1	-9.56394766107239
XM_027353372.1	-10.819339018724
XM_027356413.1	-10.9733391225623
XM_027382398.1	-12.1064456508707
XM_027380521.1	-10.4271535820053
XM_027359031.1	-6.781847016331
XM_027355837.1	-12.275502101191
XM_027357833.1	-8.91050523601192
XM_027360037.1	-11.7478039353755
XM_027369766.1	-12.4512269923663
XM_027380421.1	-9.12937902370409
XM_027361799.1	-13.8735449427535
XM_027369931.1	9.78941542083731
XM_027372495.1	-13.2629955233983
XM_027363185.1	8.13785335210269
XM_027353911.1	-10.522640401848
XM_027363241.1	-10.5989976909464
XM_027372259.1	-11.3322220784478
XM_027377268.1	-12.3295146021615
XM_027363070.1	9.19692370427557
XM_027358366.1	-10.890282356191
XM_027378518.1	-10.8609481122424
XM_027381869.1	-9.0890649497798
XM_027372183.1	9.42200710103392
XM_027365365.1	-13.3429685082176
XM_027370937.1	-11.9616189974334
XM_027364955.1	-9.75943304694901
XM_027367840.1	-11.2635997012718
XM_027365366.1	-12.3929014310161
XM_027374474.1	-11.2025066925239
XM_027350630.1	-10.2658826244153
XM_027368547.1	-7.85467586559995
XM_027351614.1	-7.03604034382839
XM_027356769.1	-8.75046147708105
XM_027351612.1	-6.55058859631528
XM_027368787.1	7.10977465149775
XM_027356947.1	-9.84146794898809
XM_027367363.1	-9.39078384207463
XM_027367821.1	-7.04875791302735
XM_027377319.1	-12.209629453843
XM_027375535.1	8.91820189153898
XM_027379064.1	-12.3275865887108
XM_027353309.1	-10.9735785902849
XM_027383608.1	-9.67342220026567
XM_027352022.1	-9.56038983123458
XM_027369958.1	-11.1998345047793
XM_027377033.1	-10.8885681150872
XM_027354244.1	7.67646483670348
XM_027373014.1	-6.09016287560959
XM_027372107.1	-8.13715009826278
XM_027363276.1	-11.0664206536196
XR_003475964.1	-11.4392389858856
XM_027367360.1	-9.48201237648244
XM_027352265.1	9.59511628403241
XM_027364399.1	-7.46507397090248
XM_027361753.1	-11.2773161330184
XM_027373108.1	10.7476394203477
XM_027372109.1	-8.87852583388085
XM_027365381.1	-7.9919498360695
XR_003476714.1	-7.70944044625473
XR_003476128.1	-11.4462547106851
XM_027355570.1	-11.3757994011091
XM_027360239.1	-7.2394001794287
XM_027378157.1	-12.5623447529557
XM_027361741.1	-13.5391333399344
XM_027355586.1	-10.6440388894713
XM_027375329.1	-10.3450380641962
XM_027381836.1	-8.61166201113687
XM_027365027.1	-12.6988877293296
XM_027364962.1	-11.6613107018127
XM_027361801.1	-13.8089450455201
XM_027378697.1	-14.0189961704126
XM_027372362.1	-7.50940180853243
XM_027369720.1	8.18159516618058
XM_027368777.1	13.3291365534758
XM_027351613.1	-7.19019665635882
XM_027358198.1	-9.74341072653201
XM_027356828.1	-12.1976087011828
XM_027382528.1	-14.1737758702362
XM_027376409.1	-11.7615859592602
XM_027377087.1	9.35308014661546
XM_027382270.1	-12.647294897707
XM_027377048.1	-13.8129629558964
XM_027369183.1	-7.29089387351807
XR_003477585.1	-15.1032017045638
XM_027367822.1	-6.49688733319846
XM_027380539.1	-12.0586240599779
XM_027376438.1	-10.2952877972334
XM_027372493.1	-12.8781037484042
XM_027376843.1	-13.4421393567342
XM_027369722.1	8.08366219474032
XM_027369087.1	-9.48380686442188
XM_027362099.1	-12.2419407023541
XM_027364873.1	-11.5887504584789
XM_027361800.1	-12.4257904201661
XM_027378014.1	11.4578109990652
XM_027351627.1	-12.5575152635362
XR_003476973.1	-14.4581919307668
XM_027379063.1	-13.3486790163645
XM_027375142.1	-8.5482729519964
XM_027383792.1	-10.9615167249006
XM_027359700.1	-10.405933105311
XM_027373380.1	-12.4316141296576
XM_027381693.1	7.28150840354049
XR_003477658.1	-10.9688593524051
XM_027351419.1	-13.9163264524398
XM_027357867.1	8.2538874153749
XM_027363065.1	-9.90566236731071
XM_027380041.1	-11.7666941193578
XM_027354923.1	-11.1582253876951
XM_027354768.1	-11.4840216157385
XM_027362346.1	-11.7979688958922
XM_027375720.1	-8.82820482378192
XM_027372482.1	-10.8913247403544
XM_027372206.1	-9.59981094140714
XM_027367111.1	-11.3410263494819
XM_027351600.1	-10.2160272782908
XM_027359183.1	-9.65430704802174
XM_027381129.1	-10.1275494404122
XM_027381511.1	-11.73403136428
XM_027382274.1	-12.464785185993
XM_027351590.1	-13.627991775345
XM_027381841.1	-9.24446847918977
XM_027371448.1	-11.7982268852471
XM_027363059.1	-9.79840245406882
XM_027373960.1	-13.7305720727233
XM_027350933.1	-11.4401796289636
XM_027358455.1	-13.6985214139634
XM_027369300.1	-9.69584237355158
XM_027380064.1	-12.3041422433747
XM_027367003.1	5.4301606387571
XM_027380873.1	-8.79486791181695
XM_027379262.1	-11.9866222421634
XM_027378511.1	-10.5859222921136
XM_027359428.1	-9.7082092732848
XM_027362523.1	-11.2999061517165
XM_027375764.1	-10.6070028567594
XM_027363947.1	-10.2023005064129
XM_027370164.1	-13.7934381823524
XM_027381513.1	-11.6485106171159
XM_027372508.1	-6.27391587601004
XM_027378439.1	11.181057819624
XM_027364294.1	-5.06337540276786
XM_027378590.1	-8.40021260863647
XM_027362713.1	-12.087745485333
XM_027358933.1	-8.31771186704158
XM_027361738.1	-13.0482769186382
XM_027373748.1	-9.11902439892452
XM_027364400.1	-6.26154212119011
XM_027376373.1	-8.50897466217696
XM_027358701.1	-12.0067665241615
XM_027356775.1	-11.3837882802716
XM_027365603.1	-7.11421855293715
XM_027352495.1	-12.4473960837474
XM_027379171.1	-10.3302414439952
XM_027356246.1	-10.2702983607055
XM_027383461.1	-12.1459153333084
XM_027377392.1	-11.1045438232064
XM_027365042.1	-13.1042592716227
XR_003476230.1	8.47932947463973
XM_027378517.1	-8.28513872386395
XM_027365359.1	-10.3014768227794
XM_027369992.1	-8.8869505854254
XM_027378233.1	-9.18303718151465
XM_027370952.1	10.0863488157052
XM_027366100.1	11.2285080641796
XM_027367906.1	-10.9450246996461
XM_027353905.1	-10.7646683818531
XM_027355581.1	-12.4810294359244
XM_027374193.1	9.61926607799882
XM_027361966.1	-10.1880132309691
XM_027354152.1	-10.2869262531581
XM_027365598.1	-9.81077797484891
XM_027359234.1	-11.5936217766694
XM_027354220.1	8.17199064884869
XM_027365834.1	-8.99765536145413
XM_027373795.1	-12.3582499141173
XM_027367362.1	-9.40783520822246
XM_027375669.1	-12.6735198894994
XM_027381509.1	-10.0306851248402
XR_003476759.1	-8.08307742162609
XM_027379172.1	-9.59030310203228
XR_003476390.1	-11.9382130312996
XM_027361468.1	-9.80881059591342
XM_027352012.1	-7.3004109975255
XM_027360128.1	-11.4557629919848
XM_027379260.1	-8.84524811887361
XM_027356771.1	-11.2592566832604
XM_027360613.1	-4.69516753614285
XR_003477373.1	-13.5382997244277
XM_027362299.1	-12.5066306984349
XM_027382396.1	-11.0383561707817
XM_027361539.1	-11.4524943418817
XM_027354173.1	-7.31974776833076
XM_027380495.1	-11.6633363388149
XM_027351270.1	-11.3838339455328
XR_003477734.1	-13.3837718893114
XM_027364564.1	-10.2244606650509
XM_027358390.1	-11.6340553583989
XM_027373110.1	-10.5764202306448
XM_027366225.1	8.77944169324034
XM_027375910.1	-11.6807939428384
XM_027366397.1	-12.5977077425957
XM_027362061.1	-10.7528175768555
XM_027383345.1	8.38647328953703
XM_027365368.1	-11.9957569591691
XM_027367215.1	-6.95053690519778
XM_027357580.1	-6.39199264570917
XM_027377637.1	-11.132360434951
XM_027364708.1	8.8600259312251
XM_027372020.1	8.99047544205764
XM_027369930.1	9.20531132253791
XM_027369415.1	-8.42960515677349
XM_027355628.1	-12.2390030348899
XM_027353248.1	-11.5632113067332
XM_027364913.1	-12.8443201328443
XM_027379365.1	-10.5038211729519
XM_027363410.1	-12.3209729863147
XM_027351671.1	-10.8449026468871
XM_027350842.1	-12.0170286336075
XM_027362592.1	-5.2286485986053
XM_027362412.1	-13.3876574397398
XM_027360855.1	-5.36940893802984
XM_027362138.1	-8.51204214027265
XM_027368091.1	-9.08573483410659
XR_003477688.1	-10.5569083859136
XM_027364099.1	-9.46256231932101
XM_027365758.1	13.174648125543
XM_027364563.1	-10.3282534628343
XM_027364396.1	-7.62841096761906
XM_027380027.1	-11.7191458143723
XM_027375421.1	-12.8610839121175
XM_027369086.1	-8.84947679553344
XM_027379504.1	-12.3443230709706
XM_027350888.1	-5.44796110353609
XM_027368522.1	-12.3284460253205
XM_027362084.1	-8.64519484269405
XM_027372351.1	-11.3356150114334
XM_027373794.1	-11.2865155470118
XM_027373774.1	-6.61741875422563
