ID	log2FC_SigInv
XM_027371225.1	4.67496806799536
XM_027362436.1	4.71667661719608
XM_027357855.1	4.0368733272255
XM_027361504.1	4.32378276297397
XM_027383083.1	-4.17359312769802
XM_027359282.1	1.91754807994332
XM_027355075.1	3.45594443174558
XM_027363848.1	2.97215870409467
XM_027369759.1	2.55209525493951
XM_027381061.1	-4.21195685964007
XM_027368941.1	-8.94038025010312
XM_027374841.1	-2.75040022607221
XM_027363531.1	3.2660013862364
XM_027374043.1	3.6337047813137
XM_027379614.1	3.16394921087
XM_027381044.1	3.50106226448796
XM_027378560.1	5.06876658974973
XM_027355579.1	-4.42765070467121
XM_027362895.1	4.0564547402095
XM_027368690.1	4.10754553843112
XM_027366308.1	-6.09379446068344
XM_027350882.1	1.83150694989635
XM_027364004.1	4.02000598472381
XR_003477013.1	-8.41022735915123
XM_027381546.1	-1.79612575003038
XM_027361290.1	5.28245053663833
XM_027362640.1	3.51057240212674
XM_027350717.1	4.59810837023332
XM_027375430.1	4.23480779461029
XM_027356440.1	3.87272844099909
XM_027370131.1	-8.0636911341079
XM_027379168.1	4.10472659895885
XM_027361840.1	3.8185586049661
XM_027368065.1	2.39177698943382
XM_027380445.1	2.36893518178089
XM_027368368.1	2.51798504793856
XM_027364392.1	-5.25332933696185
XM_027352899.1	-4.57568287362695
XM_027350660.1	-7.78582254510936
XM_027356975.1	3.75597383590492
XM_027355797.1	4.18690802728216
XM_027354897.1	4.74108876249579
XM_027379785.1	2.32672171723584
XR_003474991.1	1.96030480368402
XM_027377964.1	3.09714552007689
XM_027383535.1	3.61758628845572
XM_027360029.1	2.8942950259798
XM_027383235.1	3.46849147889883
XM_027373706.1	-1.61625905595684
XM_027364344.1	3.7206388624314
XM_027382996.1	1.97345496330263
XM_027371182.1	3.26233960237268
XM_027360097.1	-1.58500231323224
XM_027378441.1	4.19705114405348
XM_027377278.1	2.8440962877696
XM_027361980.1	-2.91462751093582
XM_027381338.1	-5.28712143905143
XM_027376054.1	-5.36555882916672
XM_027357899.1	3.28537362157856
XM_027371650.1	2.98525834849103
XM_027376442.1	1.807959456238
XM_027377168.1	4.09786542375705
XM_027363059.1	4.13832137955844
XM_027362976.1	4.65530634058911
XM_027359416.1	-6.6985241874547
XM_027365255.1	2.90332049990057
XM_027361299.1	4.30568072901847
XM_027383353.1	-2.99322116367643
XR_003477744.1	2.34075761963458
XM_027359761.1	1.4706975535993
XM_027368005.1	3.82568128627524
XM_027357062.1	-6.51378808915593
XM_027366978.1	-1.94864798854389
XM_027357394.1	-1.9650882714272
XM_027382015.1	-1.99990236436893
XM_027363229.1	-3.89502092793799
XM_027364391.1	-5.01913458051367
XM_027363232.1	-4.406649649074
XM_027372120.1	3.95736184131766
XM_027382474.1	-1.70171961366434
XM_027369512.1	-6.03033330083916
XM_027369906.1	2.8676721965295
XM_027355859.1	2.72064571785612
XM_027367586.1	-2.91944124280775
XM_027368669.1	-2.61204760215703
XR_003475823.1	-7.63652235772744
XR_003477884.1	-1.53033802559128
XM_027366769.1	-3.53207473291274
XM_027355297.1	-1.76609517174389
XM_027382061.1	4.53690056079579
XM_027366031.1	4.19143906521459
XM_027373205.1	-9.6987845227248
XM_027359769.1	-1.7713276315595
XM_027379660.1	-5.86113214951606
XM_027361850.1	-2.0019787859578
XM_027355751.1	3.29705204559467
XM_027383673.1	1.20594547397853
XM_027379383.1	4.5957818890479
XM_027380070.1	-2.36227872689404
XM_027367743.1	-2.88224530311974
XR_003476841.1	1.84773212329817
XM_027363225.1	-4.23416504362569
XM_027379686.1	-1.50896258902265
XM_027351252.1	1.490313702862
XM_027353116.1	2.82240471292972
XM_027362500.1	-2.81355663610426
XM_027363894.1	4.40830730200606
XM_027372100.1	2.91452529313043
XM_027368737.1	2.51466114829367
XM_027373445.1	2.69111390742048
XM_027368230.1	-5.42625858489662
XM_027381346.1	-5.29295611447183
XM_027377953.1	-4.8078146757563
XM_027367904.1	-2.07041729149053
XM_027373422.1	1.3448964188152
XM_027358466.1	-4.96931153180703
XM_027353306.1	-2.46459681423433
XM_027379707.1	3.93309491579799
XR_003476908.1	-6.63260465626974
XM_027357903.1	3.58526749711124
XM_027367729.1	7.73520957548928
XM_027370743.1	-3.00952497858417
XM_027371814.1	4.16155277794438
XM_027360088.1	2.06026646808251
XM_027371938.1	-2.8441198970562
XM_027382193.1	-5.29853625088134
XM_027351987.1	-1.77272260221319
XM_027370889.1	3.43656169787966
XM_027359133.1	-9.52760272862981
XM_027379495.1	4.06228326297084
XM_027363087.1	-8.68090673721637
XM_027380479.1	-6.55722084534346
XM_027376697.1	3.65668125636296
XM_027377373.1	1.53030243385241
XM_027364413.1	-5.89936173409227
XM_027363227.1	-4.22035728513723
XM_027353298.1	1.89573432582653
XM_027361897.1	2.60595179340033
XM_027368031.1	-3.43333632634384
XM_027367571.1	1.05598791539562
XM_027358603.1	-7.67054620794011
XM_027351214.1	-1.82927521971266
XM_027370481.1	-5.45637186069161
XM_027362179.1	-2.74223713897583
XM_027370494.1	3.77995208826554
XM_027381769.1	2.55984948199661
XM_027381081.1	3.50954798459275
XM_027371688.1	-6.57994594519731
XR_003477876.1	-7.87072339786527
XM_027366966.1	-2.06100829378018
XM_027379824.1	-2.69379686406167
XM_027369460.1	3.98595535105968
XM_027364019.1	-5.36888808053565
XR_003476321.1	-1.12408157559702
XM_027365636.1	-4.62014902405695
XM_027379315.1	4.5169255018806
XM_027382409.1	4.92074741322302
XM_027373121.1	-3.26808401420519
XM_027353768.1	-5.82477756862277
XM_027365398.1	-2.01112080094093
XM_027369448.1	4.25749250391792
XM_027365397.1	-1.93085343984092
XM_027357697.1	-3.78124842625651
XM_027368470.1	-2.99979329874859
XM_027358149.1	4.19441280061173
XM_027362342.1	4.82643485483168
XM_027380150.1	2.62621133947478
XM_027376869.1	-4.74177482238475
XM_027369606.1	2.29323362233378
XM_027362472.1	4.07301971578729
XR_003476153.1	-1.54097737866312
XM_027357682.1	-1.82531692751461
XM_027354025.1	3.5217288127879
XR_003476185.1	-1.5413568851383
XM_027360979.1	1.78329842477175
XM_027383026.1	4.02275745765183
XM_027380471.1	4.02310289192789
XM_027363252.1	-2.57765164644813
XM_027371792.1	3.9197595352339
XM_027383073.1	3.67111671726963
XM_027357976.1	3.83930753388814
XM_027364053.1	2.57318168673146
XM_027383212.1	-3.00357004620081
XM_027359869.1	1.30614264359713
XM_027376055.1	-5.26311357633361
XM_027356810.1	-4.99370434721002
XM_027361442.1	-4.31450395079391
XM_027361674.1	-4.51352673168456
XM_027382982.1	3.44691415949094
XM_027379384.1	-1.68924873987331
XM_027359131.1	-7.37877089031312
XM_027369430.1	4.41897514989225
XM_027352505.1	3.50323244526434
XM_027381872.1	1.70496584361153
XM_027377291.1	3.26733242915173
XM_027381912.1	3.13831176928945
XM_027367648.1	-7.82365221261463
XM_027379782.1	1.90680284366807
XM_027350705.1	-1.85592748938498
XM_027373806.1	-4.33640693978083
XM_027364136.1	-5.2566334883956
XM_027360042.1	3.94129723064926
XR_003477173.1	2.94492491613644
XM_027372359.1	-2.29394951468533
XM_027379659.1	-6.26689936581858
XM_027360501.1	-4.30897595367545
XM_027377176.1	2.15622601786541
XM_027355188.1	-3.99660590898978
XM_027358535.1	-4.28849027335937
XM_027354026.1	3.54762191109391
XM_027354900.1	4.68181317504262
XM_027363228.1	-4.2767711489843
XM_027371713.1	4.19418406794241
XM_027373167.1	2.82246231446396
XM_027373873.1	4.13559045285011
XM_027364544.1	3.18442622939606
XM_027378807.1	-1.68829524233797
XM_027360926.1	-5.3326036105966
XM_027351355.1	-1.7978962194118
XM_027369874.1	2.98168148985839
XM_027371184.1	3.02366623372139
XM_027358991.1	1.88531671333234
XM_027366307.1	-5.74540038602818
XM_027372954.1	3.83212777694347
XM_027356430.1	-1.41199705251533
XM_027377817.1	3.55190664626227
XM_027361509.1	3.1203176086115
XM_027356234.1	3.63923788991367
XM_027364406.1	7.77852545679201
XM_027371577.1	2.76764920816973
XM_027365949.1	4.09049184116821
XM_027355253.1	2.67971727575641
XM_027368339.1	4.41131048394565
XM_027358602.1	-7.86497803103079
XM_027362516.1	-1.854143421748
XM_027369644.1	3.37757376696503
XM_027382628.1	4.35790453623806
XM_027352514.1	3.17453264784078
XM_027379242.1	-1.20274616394969
XR_003476669.1	-3.68778044393627
XM_027354398.1	-7.02238985438887
XM_027373118.1	-4.23189642162462
XM_027356241.1	-2.09942772139691
XM_027369560.1	-7.09440739258447
XM_027359930.1	-2.16266025693042
XM_027373123.1	-3.64717579700351
XM_027365414.1	3.74852982390136
XM_027371486.1	-8.95758299850221
XM_027355378.1	-3.49240733746023
XM_027382877.1	-3.29961305620882
XM_027375372.1	-6.60803672594059
XM_027380592.1	-5.44172330704442
XM_027356718.1	-2.08281603269261
XM_027365288.1	-6.45378445914681
XM_027380274.1	-5.92729054505684
XM_027377097.1	-1.82588218783964
XM_027369895.1	-1.93721176516775
XM_027362621.1	4.55640612224373
XM_027373269.1	-1.36965215323621
XM_027373124.1	-3.44883786106845
XM_027379758.1	-2.2166364402279
XM_027357700.1	4.05196832306504
XM_027365399.1	-2.16685297130667
XM_027368530.1	-3.47976028136179
XM_027364909.1	3.81082042885634
XM_027358158.1	-3.74624962170458
XR_003477476.1	-2.02813203076407
XM_027355377.1	-3.32011009304965
XM_027354504.1	-5.24268491411932
XM_027370929.1	-6.97247515326875
XM_027359537.1	-1.73124652649784
XM_027359037.1	3.70780380430487
XM_027352706.1	3.4865944613516
XM_027361853.1	2.89942278335814
XM_027378336.1	4.40366789535083
XM_027383294.1	3.04500683794142
XM_027354561.1	3.14306360483467
XM_027373443.1	2.50811266042601
XM_027358160.1	-3.82814694868012
XM_027361680.1	2.84722853027153
XM_027359952.1	2.23168220276788
XM_027377577.1	3.34820312116535
XM_027362950.1	3.15345723909033
XM_027359925.1	-2.0703761045918
XM_027376961.1	-1.89798023710431
XM_027376626.1	2.89184894426223
XM_027373618.1	2.43979367851447
XM_027357900.1	3.29725186360711
XM_027359931.1	-2.20519231245347
XM_027379224.1	5.12342313698879
XM_027357973.1	3.65479349091246
XM_027371176.1	3.10752214666641
XM_027351153.1	-1.85932786431117
XM_027350596.1	4.31222453145242
XM_027380306.1	2.61302096121752
XM_027351735.1	-3.22695501209397
XM_027364664.1	-4.90226116442196
XM_027377932.1	2.33180980026895
XM_027383021.1	2.66507758067039
XM_027364919.1	3.33046579871078
XM_027369737.1	3.63562333289367
XM_027376489.1	-4.04710877569381
XM_027374397.1	2.7632778352911
XM_027370287.1	-6.35706535044363
XM_027375658.1	3.23024572988216
XM_027383010.1	4.30260112249712
XM_027376163.1	3.42757277545756
XR_003476383.1	-2.99615065105341
XR_003476225.1	4.10150612864488
XM_027373615.1	3.48201114716887
XM_027376028.1	-2.53118296171667
XM_027368002.1	3.2435902680894
XM_027379564.1	-4.02528514664412
XM_027371996.1	-3.27703924602453
XM_027371162.1	1.38309158030793
XM_027368057.1	1.57904098165365
XM_027383213.1	-3.24351079407868
XM_027353808.1	-8.67581928518583
XM_027381899.1	2.91166739754507
XM_027352595.1	-1.63546555419639
XM_027360458.1	2.35612283520018
XM_027361672.1	-4.63622399346661
XM_027352560.1	-7.58402130868055
XR_003477015.1	-7.45911329882052
XM_027355256.1	-3.13339077887468
XM_027373769.1	-4.25458433664211
XM_027374950.1	-2.0723370512205
XM_027355683.1	3.18268591315498
XM_027366115.1	-6.53724838684502
XM_027377375.1	1.55232998935608
XM_027367094.1	3.22795718781619
XM_027371576.1	2.45046833308487
XM_027359286.1	3.08766408804284
XM_027373991.1	-6.61256803205603
XM_027362570.1	3.68965103468158
XM_027379996.1	-5.74550580033029
XM_027371723.1	4.36093742384585
XM_027359748.1	-4.16034211297653
XM_027383348.1	2.44534139412916
XM_027359128.1	-7.61172084733138
XM_027363479.1	-1.6215792472172
XM_027383822.1	-5.06678725958279
XM_027370532.1	-4.48966188013915
XM_027359130.1	-8.04833428244608
XM_027382125.1	-1.93039216617578
XM_027355869.1	-5.6131648421594
XM_027360762.1	-2.27694238343166
XM_027358161.1	-3.84231412370278
XR_003475818.1	-5.09444394365791
XM_027364270.1	-1.77367014351725
XM_027350817.1	-6.61951708289658
XM_027353436.1	-2.22715357386956
XM_027371195.1	-2.95120413804612
XM_027359775.1	-5.03428577193563
XM_027361118.1	-1.86144553280177
XM_027377153.1	-6.31145435267634
XM_027350818.1	-6.7092804811214
XR_003477752.1	-4.68138524273373
XM_027357841.1	-2.10452340790016
XM_027357842.1	-2.14952847197955
XM_027354645.1	-4.36942868536684
XM_027363907.1	-3.25939063372774
XM_027354316.1	-2.38443818626435
XM_027367186.1	-4.27096988071857
XM_027371198.1	-2.91705602461836
XM_027372078.1	2.45623056338299
XM_027371784.1	-4.53243807876996
XM_027382760.1	2.95082884809076
XM_027369749.1	2.66250908530072
XM_027369484.1	-3.1053384064456
XM_027369251.1	-5.3194517513225
XM_027366955.1	-1.72679155249041
XM_027357535.1	-4.51503383207326
XM_027356261.1	-1.88866396178817
XM_027362104.1	-2.71849823188126
XM_027376960.1	-1.64672419619006
XM_027355807.1	-4.37395632801458
XM_027365709.1	-8.52756490753072
XM_027350819.1	-6.29723850975012
XM_027375339.1	-2.78269672175719
XR_003475882.1	-6.88258051176105
XM_027366516.1	-5.96149148732879
XM_027352481.1	-8.99297029757891
XM_027381080.1	3.13956290273076
XM_027361568.1	-6.76022331301971
XM_027358157.1	-3.83231031385953
XM_027366515.1	-6.19622948974859
XM_027375118.1	-6.47764085507079
XM_027350704.1	-1.65930283048162
XM_027366965.1	-1.87355587095877
XM_027371769.1	-5.7274849938878
XM_027371197.1	-2.9970500028738
XM_027364431.1	3.08285762910439
XM_027352136.1	-5.77934470446066
XM_027377539.1	2.79633372748992
XM_027376699.1	3.10728542211468
XM_027372072.1	-1.29712132992202
XM_027350938.1	-2.86729505360699
XM_027373640.1	3.77517355899325
XM_027379386.1	-1.71548055113967
XM_027363217.1	-4.03161592761893
XM_027374280.1	-7.73648325311672
XM_027355404.1	-5.24813104547016
XM_027362354.1	-1.31388452603534
XM_027378251.1	2.98436500743954
XM_027383819.1	-4.73238830768025
XM_027357480.1	-6.54954039913706
XM_027376404.1	3.05422228109002
XM_027365348.1	-4.12034157451186
XM_027357904.1	3.40583423038484
XM_027363220.1	-3.75271455241981
XM_027370010.1	2.55559969073066
XM_027368681.1	-1.87268669007738
XM_027358155.1	-3.73941123465913
XM_027370789.1	-6.32348086451358
XM_027380453.1	1.63330010537864
XM_027368861.1	3.04881920572452
XM_027366907.1	3.66110606732209
XM_027376212.1	-2.03126665810308
XM_027361127.1	-3.18726039900408
XR_003476385.1	-6.096728010461
XM_027367649.1	-1.34793343429516
XM_027366518.1	-6.92926666981646
XM_027359928.1	-2.15738380285638
XM_027363452.1	3.00480007638045
XM_027383823.1	-5.33524261885533
XM_027357536.1	-4.41973276463785
XM_027373227.1	-7.84651844800114
XM_027373321.1	-2.26397989019321
XM_027363214.1	-3.48589618068383
XM_027378397.1	-1.821199765526
XM_027357057.1	-2.2879324328923
XM_027361972.1	2.83817992554102
XM_027382488.1	1.75394135905063
XM_027381437.1	2.56796097700034
XM_027373707.1	-2.25824909613103
XM_027369700.1	-3.56638843413248
XM_027352883.1	-3.29911516275029
XM_027355379.1	-3.31706212223591
XM_027375131.1	-4.33746521628695
XM_027360829.1	2.6802457613253
XM_027358961.1	3.32480714973945
XM_027359926.1	-1.9692046300303
XM_027356937.1	3.97847742195907
XM_027379387.1	-1.92574907252872
XM_027365662.1	-4.32609619834918
XM_027363219.1	-4.04294623680617
XM_027372124.1	4.09039208584029
XM_027373889.1	-1.51773789672452
XM_027373879.1	-2.34161602043582
XR_003476384.1	-6.38956474695629
XM_027372083.1	-2.17706228511417
XM_027383825.1	-4.97728787212119
XM_027361942.1	-1.81170011127486
XM_027381043.1	3.30266516658622
XM_027360019.1	-2.73918858812375
XM_027369235.1	-3.18356976141212
XM_027365558.1	-3.44765167116799
XM_027360177.1	-1.88016532425595
XM_027356325.1	2.64046043998299
XM_027351699.1	3.54943014310296
XM_027373352.1	3.27548282791001
XM_027383355.1	-2.05000300455446
XM_027363088.1	3.47518319335668
XM_027370034.1	-1.8696688090755
XM_027358164.1	-3.6129316465009
XM_027381261.1	2.9140360018233
XM_027368030.1	-3.33731559685663
XM_027361443.1	-4.15158300833234
XM_027380503.1	-7.62369165890071
XR_003477805.1	-7.14062431112081
XM_027363218.1	-4.11692376543579
XM_027380207.1	1.76659989234779
XM_027356630.1	-6.59190299993604
XM_027353508.1	-3.6431571207359
XR_003475713.1	1.41891490444408
XM_027379965.1	-3.20994638704827
XR_003474920.1	2.4057577414367
XM_027355580.1	-4.61006663330468
XM_027360213.1	3.64522862702226
XM_027358429.1	-3.9830091121255
XM_027381907.1	3.36198758755631
XM_027355126.1	-4.04769989019968
XM_027358162.1	-4.12310288839885
XM_027352935.1	2.69484219553889
XM_027366720.1	4.48715890173448
XM_027364865.1	3.76698032365363
XM_027356811.1	-4.48832711308601
XM_027380451.1	1.64070753683325
XM_027367578.1	-1.69086419578418
XM_027361553.1	-4.46676475574857
XM_027357309.1	-2.08389875292132
XM_027382222.1	-1.79331909495907
XR_003475586.1	-5.56102728944132
XM_027380429.1	-6.759411308126
XM_027380891.1	-2.13701412343205
XM_027372358.1	-1.60886771279642
XM_027352348.1	-5.91596987148827
XM_027383219.1	-4.83637173001231
XM_027363223.1	-4.19533177801226
XM_027363253.1	-3.36589433116942
XM_027365700.1	-2.8629080466425
XM_027379287.1	-1.81392621304722
XM_027354259.1	-2.50874263509758
XM_027352285.1	-8.41488012483087
XM_027358159.1	-3.78387737361867
XM_027352678.1	-2.93107359735376
XM_027367405.1	-6.38356624953745
XM_027377193.1	-7.44463580355992
XM_027371736.1	4.25702397250662
XM_027359618.1	-4.87670898433865
XM_027378527.1	-4.18148164813424
XM_027366197.1	-3.04663875433202
XM_027361762.1	4.96334261294531
XM_027369985.1	-8.79645064834302
XR_003475506.1	-6.32040241318268
XM_027365345.1	-1.95778574730124
XM_027383283.1	-4.70730956918076
XM_027381782.1	3.41215882330856
XR_003477469.1	-3.1032301380771
XM_027381553.1	2.01761964643187
XM_027360178.1	-2.11323841952066
XM_027382798.1	4.14103726398075
XM_027380220.1	-6.38697868925522
XM_027375113.1	-6.48121775668874
XM_027376995.1	-0.887463602144383
XM_027380589.1	-3.65489045215909
XM_027375272.1	-6.57215683722483
XM_027366897.1	2.94970219822424
XM_027363929.1	-5.60858940234428
XM_027367385.1	-2.27024980841791
XM_027373120.1	-3.72721888812227
XM_027366963.1	-1.73237843276973
XM_027359997.1	-7.91113189283038
XM_027352010.1	-3.62281191055045
XM_027372073.1	-1.34373126035534
XM_027372388.1	-5.58105612698826
XM_027360560.1	-4.53301524053706
XM_027351736.1	-3.16698670158638
XM_027372166.1	-4.03275241123313
XM_027362948.1	2.97171440706501
XM_027375051.1	-5.83217298956073
XM_027369994.1	-5.64677161978429
XM_027380504.1	-6.22965098742676
XM_027370729.1	4.5975284496458
XM_027359348.1	-2.89923655840975
XM_027375849.1	-5.2531664979207
XM_027352284.1	-8.16782947347708
XM_027373807.1	-4.08060371402235
XM_027366461.1	-9.79644156361589
XM_027365010.1	-6.76412264122528
XM_027370759.1	-1.48949493025326
XM_027383824.1	-5.40420772865517
XM_027351734.1	-3.14723730115665
XM_027354714.1	-3.96813413151945
XM_027371552.1	-4.59513322535252
XM_027357696.1	-3.76248161487933
XM_027363221.1	-4.00646229614885
XM_027358390.1	4.29298621573063
XM_027360998.1	-9.09189159611464
XM_027383562.1	3.52930743452723
XM_027361192.1	1.92076853305287
XM_027370678.1	2.10588203283585
XM_027360179.1	-2.1520612910621
XM_027364373.1	-2.32368803063558
XM_027360020.1	-2.72594616617994
XM_027381547.1	-1.59749192155617
XM_027370176.1	3.47028642762443
XM_027383175.1	-4.04196068699813
XM_027361001.1	-1.8258465462486
XM_027376606.1	-2.29183065454069
XM_027372339.1	-3.79118473878104
XM_027351449.1	-6.51732093808585
XM_027373119.1	-3.67247862744595
XM_027383586.1	-6.17180949999312
XM_027382562.1	-2.86877587040126
XM_027371554.1	-4.56532619253294
XM_027355949.1	-6.59076191486895
XM_027373276.1	-4.39166107176698
XM_027380303.1	-2.95894291715892
XM_027375373.1	-6.78797541939522
XM_027380973.1	-4.68190172352423
XM_027358156.1	-3.81074593859514
XM_027363978.1	-9.0628575839738
XM_027364617.1	-3.53947630892853
XM_027357537.1	-4.55345758148655
XM_027364371.1	-2.070350818426
XM_027355875.1	2.12089005529671
XM_027371190.1	-1.63936005088811
XM_027378161.1	3.9448566309664
XM_027370575.1	-4.99122586288741
XM_027358346.1	-2.20873107723142
XM_027359929.1	-1.79589388647045
XM_027355819.1	-5.18350531944022
XM_027373886.1	-1.76082228948699
XM_027379868.1	-4.79953902906117
XM_027365370.1	-6.0369715115747
XM_027361735.1	-1.57312707354536
XM_027382533.1	-2.38341971762629
XM_027370381.1	-3.04828886371876
XM_027372071.1	-1.04914722178077
XM_027375347.1	-5.18221755075176
XM_027375042.1	-1.60665355748682
XM_027363984.1	-7.20360707786574
XM_027377279.1	2.65706145382426
XM_027363216.1	-4.08604376319985
XM_027356689.1	3.02295814160378
XM_027373891.1	-1.8748936803284
XM_027375271.1	-6.56229315958433
XM_027371161.1	1.34890031657889
XM_027371553.1	-4.50415038171832
XM_027364395.1	-1.75214383646886
XM_027369407.1	-2.76426707152511
XM_027371487.1	-10.0992639151324
XM_027375346.1	-5.29419012051723
XM_027381353.1	-5.02614763661816
XM_027353925.1	-4.94239024731853
XM_027350736.1	-7.55716604245265
XM_027361534.1	-3.58903929703967
XM_027366305.1	-5.99788072428184
XM_027375371.1	-6.60594699414755
XM_027381479.1	3.31892427386024
XM_027367644.1	-4.71066174888401
XM_027364090.1	3.60861263840974
XM_027359134.1	-8.13817940427739
XM_027366971.1	-1.90451713552168
XM_027372621.1	-4.91654187103445
XM_027355197.1	-1.8822365047516
XM_027354958.1	1.73818732668723
XM_027360238.1	-2.76909217879675
XM_027362650.1	-1.62344728875026
XM_027382481.1	-1.74787823871107
XM_027370931.1	-8.38418478130209
XM_027352728.1	-4.07619042132388
XM_027363230.1	-4.28483556186875
XM_027353037.1	-1.85633322075892
XM_027355617.1	-1.550583590805
XM_027377458.1	-5.92903303092586
XM_027373132.1	2.53009575740223
XM_027376293.1	-1.44433452367794
XM_027361910.1	3.06799773433272
XM_027362158.1	-3.3269537827829
XM_027355822.1	-5.61378682187504
XM_027359056.1	4.44365386739083
XM_027356825.1	-6.21787002908166
XM_027363023.1	-5.73227285220888
XR_003475883.1	-7.73077900180493
XM_027376804.1	2.39568103920269
XM_027375270.1	-6.44365773761165
XM_027363226.1	-4.09660885580213
XM_027360018.1	-2.77212634823219
XM_027355380.1	-3.38039785595501
XM_027356922.1	4.67153886358814
XM_027375850.1	-5.16027533660501
XM_027360504.1	-4.11328111645007
XM_027366152.1	-7.57977049661683
XM_027378440.1	4.42731808276539
XM_027356431.1	-1.64605669804145
XM_027383234.1	3.13461716254182
XM_027366678.1	2.5731047381325
XM_027380817.1	-4.08225855029815
XM_027360461.1	-1.75486897145205
XM_027361438.1	-6.28761456994171
XM_027350703.1	-1.50630853174398
XM_027363215.1	-3.39658287467116
XM_027360317.1	-5.51500715989838
XM_027371555.1	-4.45136292408247
XM_027371551.1	-4.60856385898669
XM_027361918.1	-2.79072032643057
XM_027358163.1	-3.53595068013967
XM_027356044.1	-7.25822380937507
XM_027362641.1	-7.88673120530923
XM_027377828.1	-2.1588213306663
XM_027352301.1	-5.05103642427601
XM_027375704.1	-3.49341683326932
XM_027380687.1	1.45333296679037
XM_027362226.1	-1.77296352236616
XM_027360382.1	-1.47945005107206
XR_003474921.1	2.35375339352382
XM_027376301.1	-1.42000984146068
XM_027359801.1	-2.00412907879884
XM_027367971.1	2.92187196064847
XR_003476680.1	-3.37002467089012
XM_027373122.1	-3.90578762333255
XM_027380505.1	-6.27894484290098
XM_027366517.1	-5.71106386698239
XM_027363613.1	-1.47652015199218
XM_027373537.1	-5.25062851873936
XM_027380470.1	4.47506791403229
XM_027379083.1	-2.27092446723328
XR_003476679.1	-3.34562963644326
XM_027351966.1	-3.68628369274942
XM_027353506.1	-3.54245376066208
XM_027382903.1	3.14099771002443
XM_027376117.1	-4.52866372340625
XM_027380967.1	-7.25663491554202
XM_027363094.1	-1.50893018510877
XM_027353803.1	-1.76169661259626
XR_003476720.1	-1.45991047941729
XM_027355170.1	-5.28060816446627
XM_027368875.1	-4.26148119803062
XM_027361675.1	-3.34846639605392
XR_003476673.1	-3.35956471176318
XM_027382207.1	-2.00077030299702
XR_003476670.1	-3.45315026907193
XM_027353560.1	-5.13955731587226
XM_027376398.1	3.63250815005764
XM_027376763.1	-2.18315290667878
XM_027360744.1	2.25671523448931
XM_027377825.1	-2.0681446635378
XM_027375659.1	3.31298540795582
XM_027371937.1	-3.46602611691816
XM_027380590.1	-2.9614023139744
XM_027354580.1	-1.70260703904392
XM_027371557.1	-4.43383060640836
XM_027359127.1	-7.7348886285818
XM_027354644.1	-2.41374133794299
XM_027369796.1	-5.48888670184434
XM_027365832.1	3.18006170733787
XM_027368902.1	-3.86180774241143
XM_027366513.1	-5.64917439049438
XM_027372159.1	-3.71903383330192
XM_027363872.1	-4.13861262411997
XM_027375041.1	-1.99823201568374
XM_027356175.1	-4.85097129348158
XM_027356939.1	-1.69139059229938
XM_027368450.1	-4.8997295759997
XM_027365560.1	-5.71520614139633
XM_027371481.1	-7.31694995851335
XM_027352596.1	-1.32558784150062
XM_027382608.1	-1.7826547646276
XM_027371297.1	-2.87994339677341
XM_027353449.1	-4.37705591686251
XM_027352825.1	-4.99117496527786
XM_027381624.1	-2.18599678679968
XM_027364383.1	4.77624987779059
XM_027368928.1	-6.41953644754399
XM_027379745.1	-2.45943928602879
XM_027365761.1	-4.55477070556146
XM_027383827.1	-2.43471964970431
XM_027360239.1	-3.11517645609388
XM_027355521.1	2.13037144869202
XM_027361761.1	-1.8127475667176
XM_027377993.1	3.80285378138452
XM_027355294.1	-2.76664326489338
XM_027380214.1	-2.92214413365754
XM_027383820.1	-5.19711847525342
XM_027371298.1	-2.81668552122298
XM_027363729.1	3.46036059118432
XM_027369876.1	0.788264860631105
XM_027374917.1	-3.4393321223895
XM_027377081.1	-2.09184710689947
XM_027354033.1	3.94162015254853
XM_027362035.1	-5.55084152230429
XM_027365479.1	-2.80778525639932
XM_027367968.1	2.8921835490866
XM_027373619.1	2.25959244134228
XM_027370772.1	-1.63023264718121
XM_027383519.1	-4.82313899216893
XM_027380036.1	-4.78915424311074
XM_027363819.1	-2.56746105129464
XM_027363413.1	2.77608884261406
XM_027377238.1	-3.31070135570233
XM_027374571.1	2.52453700108779
XM_027367733.1	-4.74085172809439
XM_027371183.1	3.02219800415479
XM_027381646.1	-3.81321136606403
XM_027360350.1	3.89593359338364
XM_027379218.1	-1.87412533204232
XM_027358165.1	-3.92704918914875
XM_027364597.1	-2.29758981753557
XM_027354751.1	-2.06909860445753
XM_027356221.1	3.35475345327447
XR_003477751.1	3.80682520792006
XM_027364635.1	-4.69614309227069
XR_003476543.1	-5.30207248906269
XM_027360316.1	-5.54129148272494
XM_027372597.1	-2.36224636254771
XM_027354258.1	-3.32132499997664
XM_027363871.1	-4.12310804561468
XM_027382639.1	-7.12212598788815
XM_027382220.1	2.48293065757032
XM_027364566.1	2.47849132533812
XM_027354436.1	3.24236245442393
XM_027355129.1	-7.03477422961548
XM_027351335.1	-5.72661832539219
XM_027359747.1	-5.46941616770141
XM_027381022.1	-3.14894209842169
XM_027362353.1	-3.85381792890517
XR_003477911.1	3.02733528501839
XM_027379385.1	-1.32333520191631
XM_027374511.1	3.12113100499902
