ID	logFC	logCPM	PValue	FDR	ovary_1	ovary_2	ovary_3	ovary_4	ovary_5	hep_1	hep_2	hep_3	hep_4	hep_5	ovary_1_normalized	ovary_2_normalized	ovary_3_normalized	ovary_4_normalized	ovary_5_normalized	hep_1_normalized	hep_2_normalized	hep_3_normalized	hep_4_normalized	hep_5_normalized	Expression
XM_027350615.1	5.22744672569852	1.01754623584087	1.04257582124706e-08	2.92356307958043e-08	0	1	0	17	5	68	103	225	189	170	0	0.0248046252604862	0	0.330099155401559	0.129650577828098	1.45586485984368	3.50627317149594	5.16960801484319	4.59283170044021	4.5745838205213	Down_ovary_Up_hep
XM_027350620.1	4.27119613102153	1.85717414854845	4.21423465411404e-11	1.45552749532821e-10	18	4	4	15	30	184	180	241	220	486	0.493417112681528	0.0992185010419449	0.0950234244724227	0.291263960648435	0.777903466968588	3.93939903251819	6.12746767834242	5.5372245847876	5.34615330209971	13.0779278633727	Down_ovary_Up_hep
XM_027350629.1	7.7183725901225	1.23277742347174	2.5111322810805e-23	2.06712672303283e-22	0	0	2	2	0	348	64	254	227	71	0	0	0.0475117122362113	0.0388351947531246	0	7.45060251802353	2.17865517452175	5.83591304786743	5.51625817989379	1.91056147798243	Down_ovary_Up_hep
XM_027350630.1	8.78729120039931	4.37294751559708	2.93967099481023e-27	3.06343772882492e-26	10	2	0	2	4	1051	1280	2060	2938	798	0.274120618156404	0.0496092505209724	0	0.0388351947531246	0.103720462262478	22.5016759955251	43.573103490435	47.3306333803421	71.3954472798589	21.4736346398588	Down_ovary_Up_hep
XM_027350635.1	3.09071351155278	3.01138584519853	2.83857096223232e-10	9.14745878646199e-10	30	77	47	159	56	1090	472	666	457	221	0.822361854469213	1.90995614505744	1.11652523755097	3.08739798287341	1.4520864716747	23.3366573122001	16.0675819120979	15.3020397239359	11.1054184502708	5.94695896667769	Down_ovary_Up_hep
XM_027350640.1	5.91713688337925	3.53907251723522	1.26523657487457e-17	7.0587906451259e-17	14	10	13	25	17	285	218	1022	2146	919	0.383768865418966	0.248046252604862	0.308826129535374	0.485439934414058	0.440811964615533	6.10178654493306	7.4210441882147	23.4815084051989	52.1492953922999	24.7296619474063	Down_ovary_Up_hep
XM_027350647.1	1.68040544822777	4.21597370003651	7.80840433726479e-09	2.21494496389923e-08	269	372	346	549	331	1735	613	1262	1356	792	7.37384462840728	9.22732059690087	8.21952621686456	10.6602609597327	8.58286825222009	37.1459637033644	20.8674315934661	28.9957569543649	32.9517448983964	21.312178740311	Down_ovary_Up_hep
XM_027350649.1	1.79952104573503	4.01224426702092	1.03800221550418e-10	3.48362452754204e-10	245	309	305	389	259	1520	611	1186	1111	646	6.7159551448319	7.66462920549024	7.24553611602223	7.55344537948274	6.71589993149548	32.5428615729763	20.7993486192623	27.249578247129	26.9980741756035	17.3834185179809	Down_ovary_Up_hep
XM_027350653.1	12.3099986529975	6.34126523840934	6.37384195949551e-61	4.64420139241474e-59	0	2	4	0	0	7282	4155	7205	10536	3391	0	0.0496092505209724	0.0950234244724227	0	0	155.905998667377	141.442378908404	165.54233665309	256.032141776921	91.2494925611043	Down_ovary_Up_hep
XM_027350661.1	-1.96442606730695	1.96456396418882	8.901772160828e-13	3.50792468101439e-12	184	303	232	313	252	90	42	67	60	55	5.04381937407784	7.51580145392732	5.51135861940051	6.077707978864	6.53438912253614	1.92687996155781	1.4297424582799	1.5393943866422	1.45804180966356	1.4800124125216	Up_ovary_Down_hep
XM_027350662.1	-1.93270789095076	2.02466201828166	7.9962977102774e-11	2.70111393330037e-10	180	339	268	283	257	100	42	82	61	51	4.93417112681528	8.40876796330483	6.36656943965232	5.49518005756713	6.66403970036424	2.14097773506423	1.4297424582799	1.88403492096508	1.48234250649128	1.37237514615639	Up_ovary_Down_hep
XM_027350663.1	-1.95986589083136	2.01551688422605	2.27644796873575e-11	8.03975165250576e-11	171	357	259	293	246	65	48	75	64	69	4.68746257047451	8.85525121799358	6.15276673458937	5.68935603133276	6.37880842914242	1.39163552779175	1.63399138089131	1.7232026716144	1.55524459697446	1.85674284479982	Up_ovary_Down_hep
XM_027350668.1	-2.03469387651171	1.49728870812876	7.84757134963929e-07	1.85999298149452e-06	83	189	126	318	237	36	25	46	38	68	2.27520113069816	4.68807417423189	2.99323787088131	6.17479596574681	6.14543738905184	0.770751984623124	0.851037177547558	1.05689763859016	0.923426479453586	1.82983352820852	Up_ovary_Down_hep
XM_027350671.1	3.3444231496628	6.37754571657002	1.28955012355245e-07	3.28738343285263e-07	332	355	492	1293	762	10665	8518	1875	1913	5526	9.10080452279262	8.8056419674726	11.687881210108	25.1069534078951	19.7587480610021	228.3352754446	289.965387134004	43.08006679036	46.4872330314398	148.700883483534	Down_ovary_Up_hep
XM_027350677.1	2.23263290356902	6.21149630828057	4.33242686018769e-10	1.37274223758968e-09	616	902	921	2104	1076	3821	4299	5281	4352	5777	16.8858300784345	22.3737719849586	21.8791434847753	40.8546248802871	27.9008043486067	81.8067592568043	146.344353051078	121.336444117275	105.756632594263	155.45512194795	Down_ovary_Up_hep
XM_027350678.1	2.65233900346386	1.91634511008327	1.10639434453582e-08	3.09677762926772e-08	34	39	47	62	34	285	419	174	125	180	0.932010101731775	0.967380385158962	1.11652523755097	1.20389103734686	0.881623929231066	6.10178654493306	14.2633830956971	3.9978301981454	3.03758710346574	4.84367698643432	Down_ovary_Up_hep
XM_027350688.1	1.99182819436684	2.20177251842583	5.93004952425931e-06	1.28848968285792e-05	86	54	116	106	24	236	182	444	402	192	2.35743731614508	1.33944976406626	2.75567930970026	2.0582653219156	0.62232277357487	5.05270745475159	6.19555065254622	10.2013598159572	9.76888012474583	5.16658878552994	Down_ovary_Up_hep
XM_027350694.1	-1.73283029407155	3.39605469291525	8.8194961562318e-05	0.000167464279186304	538	707	517	932	689	86	141	154	149	388	14.7476892568146	17.5368700591638	12.2817776130606	18.0972007549561	17.8658496247119	1.84124085215524	4.79984968136823	3.5383094857149	3.62080382733117	10.4408148374251	Up_ovary_Down_hep
XM_027350699.1	3.35908146366508	5.87023500332814	2.4221234089222e-15	1.15582811699304e-14	204	337	301	990	445	4859	4425	4539	3554	3245	5.59206061039065	8.35915871278385	7.15051269154981	19.2234214027967	11.5389014267007	104.030108146771	150.633580425918	104.288225686103	86.364676525738	87.3207323387742	Down_ovary_Up_hep
XM_027350702.1	12.5359359648788	3.1963716402717	7.91845392500374e-54	3.60061427472037e-52	0	0	0	0	0	477	715	1007	863	467	0	0	0	0	0	10.2124637962564	24.3396632778602	23.136867870876	20.9715013623275	12.5666508481379	Down_ovary_Up_hep
XM_027350706.1	16.5396847254647	9.2494349268458	7.26166454585963e-93	6.72944075442174e-90	2	0	0	0	0	62219	44554	60850	48971	24116	0.0548241236312809	0	0	0	0	1332.09493697961	1516.68441633816	1398.09176756982	1190.02942435057	648.945078915833	Down_ovary_Up_hep
XM_027350707.1	17.819811644201	8.47347752168739	4.38585106341111e-89	2.56685470462799e-86	0	0	0	0	0	42604	26632	31202	26834	13611	0	0	0	0	0	912.142154246765	906.592884497862	716.898263462833	652.084898675198	366.262708124208	Down_ovary_Up_hep
XM_027350709.1	14.7041121767869	5.35895905959826	3.64292580403479e-24	3.13834771427365e-23	0	0	0	0	0	3052	5288	2393	4252	236	0	0	0	0	0	65.3426404741604	180.011383794859	54.9816532423101	103.326562911491	6.35059871554722	Down_ovary_Up_hep
XM_027350712.1	17.0847974663734	7.7385751300764	1.4589030116915e-58	9.25485221717445e-57	0	0	0	0	0	27875	19952	19452	7377	8662	0	0	0	0	0	596.797543649155	679.195750657155	446.92984490991	179.266240498134	233.088500313856	Down_ovary_Up_hep
XM_027350715.1	14.1277991431388	8.50758727681342	2.39585765366032e-60	1.66544235288732e-58	2	2	0	4	0	38011	32167	27308	34723	9618	0.0548241236312809	0.0496092505209724	0	0.0776703895062492	0	813.807046875265	1095.01251560689	627.429580752613	843.793095949128	258.81380697514	Down_ovary_Up_hep
XM_027350716.1	-2.05965231447933	2.41865364579895	8.13171057910256e-10	2.5093811480911e-09	213	299	356	584	372	54	63	95	113	75	5.83876916673141	7.41658295288538	8.45708477804562	11.3398768679124	9.64600299041049	1.15612797693469	2.14461368741985	2.1827233840449	2.74597874153303	2.01819874434763	Up_ovary_Down_hep
XM_027350717.1	-6.1757724304574	8.29351683186377	5.58942570530036e-22	4.21483585084225e-21	32199	24464	24481	20362	24216	658	180	371	513	58	882.640978401806	606.820352372535	581.567113627345	395.381117781562	627.923678537044	14.0876334967226	6.12746767834242	8.52410921558589	12.4662574726234	1.5607403622955	Up_ovary_Down_hep
XM_027350718.1	-6.9456893188148	9.07708342744236	1.74910813226469e-31	2.32996100173849e-30	57216	45079	43602	33171	38203	617	171	373	539	101	1568.40852884368	1118.16770211746	1035.80283846164	644.101122577948	990.608204953365	13.2098326253463	5.8210942944253	8.57006128682894	13.0980755901443	2.71784097572148	Up_ovary_Down_hep
XM_027350720.1	9.46492884101316	3.52785324664329	5.24099795905996e-14	2.26129431560582e-13	2	0	4	0	0	307	2031	706	186	685	0.0548241236312809	0	0.0950234244724227	0	0	6.57280164664719	69.1382603039636	16.2210811487969	4.51992960995703	18.4328818650417	Down_ovary_Up_hep
XM_027350721.1	12.8014666848331	3.4603198174261	3.96282643334372e-21	2.80521107999045e-20	0	0	0	0	0	1789	1230	449	101	621	0	0	0	0	0	38.3020916802991	41.8710291353398	10.3162399940649	2.45437037960032	16.7106856031984	Down_ovary_Up_hep
XM_027350742.1	-1.94460138974938	1.37641384523715	4.64230225524631e-06	1.02029424369393e-05	154	177	276	120	105	78	34	24	29	43	4.22145751960863	4.39041867110606	6.55661628859716	2.33011168518748	2.72266213439006	1.6699626333501	1.15741056146468	0.551424854916607	0.704720208004053	1.15710061342598	Up_ovary_Down_hep
XM_027350743.1	2.36190752367077	2.39272842731223	5.32766622671949e-09	1.53623408060031e-08	58	42	42	152	72	272	356	350	273	409	1.58989958530714	1.04179426094042	0.997745956960438	2.95147480123747	1.86696832072461	5.82345943937471	12.1187694082772	8.04161246753386	6.63409023396919	11.0059104858424	Down_ovary_Up_hep
XM_027350746.1	-1.96025735222028	4.69006496866393	1.10829037410518e-13	4.66644517460901e-13	1535	1726	1646	1945	1667	457	248	454	543	401	42.0775148870081	42.8127831995992	39.1021391704019	37.7672268974137	43.2255026478879	9.78426824924354	8.44228880127177	10.4311201721725	13.1952783774552	10.790635953112	Up_ovary_Down_hep
XM_027350757.1	2.18739100848054	7.21780024371179	8.96673733927844e-13	3.53199121898673e-12	1787	2160	2256	3271	1859	13381	8475	9826	10696	5930	48.9853544645494	53.5779905626502	53.5932114024464	63.5149610187353	48.2040848364868	286.484230728945	288.501603188622	225.762526017108	259.920253269357	159.572247386419	Down_ovary_Up_hep
XM_027350759.1	12.3516532602491	3.01313352165362	3.45307386831085e-42	8.20014649119943e-41	0	0	0	0	0	1277	620	592	359	353	0	0	0	0	0	27.3402856767702	21.1057220031794	13.601813087943	8.72395016115362	9.49898875672952	Down_ovary_Up_hep
XM_027350765.1	10.576777587308	3.29079534760412	5.209453738133e-39	1.05721609810903e-37	0	0	0	0	2	1407	893	604	425	470	0	0	0	0	0.0518602311312392	30.1235567323537	30.3990479819988	13.8775255154013	10.3277961517835	12.6473787979118	Down_ovary_Up_hep
XM_027350776.1	-3.24051825681278	5.84517625623778	2.05191656228306e-16	1.05371984685824e-15	2123	4251	4594	6878	4361	336	192	581	526	560	58.1958072346046	105.444461982327	109.134403006577	133.554234755996	113.081233981667	7.19368518981582	6.53596552356524	13.3490766961062	12.7821665313839	15.069217291129	Up_ovary_Down_hep
XM_027350777.1	-2.61318896215893	5.2575691938879	1.37525019075678e-11	4.95554403394246e-11	1443	2906	3266	3792	2527	333	162	614	514	535	39.5556051999691	72.0822410069729	77.5866260817331	73.6315292519243	65.5254020343207	7.12945585776389	5.51472091050818	14.1072858716165	12.4905581694511	14.3964843763464	Up_ovary_Down_hep
XM_027350778.1	-2.17349735898476	5.31341479372991	2.27176882876965e-08	6.16924141002361e-08	1460	3003	3303	3517	2461	365	258	753	644	836	40.021610250835	74.4882896572401	78.465592758103	68.2916899733696	63.8140144069898	7.81456873298445	8.7827036722908	17.3009548230086	15.6496487570555	22.4961886703283	Up_ovary_Down_hep
XM_027350782.1	-6.22337696137865	2.66282326562681	3.15957398462293e-08	8.49246678563166e-08	356	359	648	685	564	0	0	3	2	26	9.75869400636799	8.90486046851455	15.3937947645325	13.3010542029452	14.6245851790095	0	0	0.0689281068645759	0.0486013936554519	0.699642231373846	Up_ovary_Down_hep
XM_027350783.1	-9.81249189632452	0.517496514197279	1.18050420523562e-42	2.88262285270389e-41	78	137	92	155	118	0	0	0	0	0	2.13814082161995	3.39823366068661	2.18553876286572	3.00972759336716	3.05975363674311	0	0	0	0	0	Up_ovary_Down_hep
XM_027350807.1	-2.36666731882258	1.6929298860698	0.00100680488641911	0.00168168482154023	486	163	143	209	72	7	14	50	43	87	13.3222620424012	4.04315391745925	3.39708742488911	4.05827785170152	1.86696832072461	0.149868441454496	0.476580819426632	1.14880178107627	1.04492996359222	2.34111054344325	Up_ovary_Down_hep
XM_027350813.1	5.08215867504922	4.09536555859949	1.31959048008436e-23	1.10457882578285e-22	31	22	71	35	43	1045	967	1113	870	2364	0.849773916284853	0.545701755730697	1.6866657843855	0.679615908179681	1.11499496932164	22.3732173314212	32.9181180275395	25.5723276467577	21.1416062401216	63.6136244218374	Down_ovary_Up_hep
XM_027350814.1	-1.54304184319301	6.35563157394539	2.35034064842161e-07	5.84861204009234e-07	4793	5645	5537	4747	4405	1921	1030	2134	2169	1157	131.386012282365	140.022109595445	131.536175325951	92.1753347465413	114.222159066554	41.1281822905839	35.0627317149594	49.030860016335	52.7082114193376	31.1340792961361	Up_ovary_Down_hep
XM_027350815.1	-1.89755849899434	5.14121615092706	2.24623798811726e-10	7.31135554689836e-10	2018	2569	2006	2708	2258	412	454	690	659	685	55.3175407439624	63.7230822941891	47.65424737292	52.5828536957307	58.550200947169	8.82082826846464	15.4548351442637	15.8534645788525	16.0141592094714	18.4328818650417	Up_ovary_Down_hep
XM_027350823.1	-2.31277278182548	4.98124588674955	2.03280302430075e-11	7.2089807016983e-11	1766	1858	2002	2834	2525	553	141	535	551	389	48.409701166421	46.0869937339834	47.5592239484475	55.0294709651776	65.4735418031895	11.8396068749052	4.79984968136823	12.292179057516	13.389683952077	10.4677241540164	Up_ovary_Down_hep
XM_027350826.1	-2.56084125322561	2.39051931198458	2.35906231288538e-16	1.20564697303322e-15	225	390	305	620	358	83	35	70	57	57	6.1677139085191	9.67380385158962	7.24553611602223	12.0389103734686	9.28298137249181	1.77701152010331	1.19145204856658	1.60832249350677	1.38513971918038	1.5338310457042	Up_ovary_Down_hep
XM_027350836.1	7.45459166424792	5.58216433196611	4.0097996760539e-10	1.2756408122505e-09	18	11	29	20	33	113	453	9492	8585	1163	0.493417112681528	0.272850877865348	0.688919827425064	0.388351947531246	0.855693813665447	2.41930484062258	15.4207936571617	218.088530119518	208.621482266027	31.295535195684	Down_ovary_Up_hep
XM_027350837.1	10.1761185720936	4.9872843951251	1.41218550398546e-08	3.90866233391429e-08	4	2	0	0	4	95	186	8040	4901	156	0.109648247262562	0.0496092505209724	0	0	0.103720462262478	2.03392884831102	6.33171660095383	184.727326397063	119.097715152685	4.19785338824308	Down_ovary_Up_hep
XM_027350838.1	8.1962982634596	3.77462587135164	6.76272785609598e-10	2.10198922740025e-09	7	3	4	2	2	57	153	3418	1980	104	0.191884432709483	0.0744138757814586	0.0950234244724227	0.0388351947531246	0.0518602311312392	1.22035730898661	5.20834752659105	78.5320897543735	48.1153797188974	2.79856892549538	Down_ovary_Up_hep
XM_027350839.1	15.9797289732969	6.63396592472795	1.84949424460469e-23	1.53571506086329e-22	0	0	0	0	0	14093	1091	9567	16958	812	0	0	0	0	0	301.727992202602	37.1392624281754	219.811732791133	412.091216804577	21.850365072137	Down_ovary_Up_hep
XM_027350842.1	14.0381465333139	4.693793505362	8.27544411821027e-34	1.25431397357301e-32	0	0	0	0	0	2492	3588	1711	751	943	0	0	0	0	0	53.3531651578007	122.140855721626	39.3119969484298	18.2498233176222	25.3754855455976	Down_ovary_Up_hep
XM_027350846.1	-1.92039792558396	0.477676277327558	0.00183248115205649	0.00296184459169361	46	148	120	86	45	53	24	12	20	3	1.26095484351946	3.67108453855196	2.85070273417268	1.66991337438436	1.16685520045288	1.13471819958404	0.816995690445656	0.275712427458304	0.486013936554519	0.0807279497739053	Up_ovary_Down_hep
XM_027350855.1	-1.90435064180946	2.49798273082324	4.07505983298353e-05	8.06785361739635e-05	554	351	398	221	253	150	121	70	53	59	15.1862822458648	8.70642346643066	9.45483073500606	4.29128902022027	6.56031923810176	3.21146660259635	4.11901993933018	1.60832249350677	1.28793693186948	1.5876496788868	Up_ovary_Down_hep
XM_027350857.1	6.89500461941274	3.44664467271722	7.28951670779561e-08	1.89258302274665e-07	13	0	2	17	6	135	1846	99	356	1159	0.356356803603326	0	0.0475117122362113	0.330099155401559	0.155580693393718	2.89031994233671	62.8405851901117	2.27462752653101	8.65104807067044	31.1878979293187	Down_ovary_Up_hep
XM_027350881.1	-2.7739542816995	7.83733635002947	2.25730027403774e-19	1.40832870948648e-18	15880	16924	16384	16842	16335	2685	1266	3364	2394	2065	435.30354163237	419.793477908469	389.215946639043	327.031175016062	423.568437764396	57.4852521864746	43.0965226710083	77.2913838308111	58.1758682055759	55.5677387610381	Up_ovary_Down_hep
XM_027350887.1	2.02106591825337	3.60394033536683	9.85873264993257e-12	3.59531631090908e-11	137	182	143	362	201	855	666	818	707	753	3.75545246874274	4.51444179740849	3.39708742488911	7.02917025031556	5.21195322868954	18.3053596347992	22.6716304098669	18.7943971384077	17.1805926572023	20.2627153932502	Down_ovary_Up_hep
XM_027350888.1	2.14775139604131	3.55589948798813	6.48069032865002e-16	3.22753677278884e-15	145	180	149	251	181	845	714	764	723	672	3.97474896326786	4.46483254688752	3.53962256159774	4.87381694151714	4.69335091737715	18.0912618612928	24.3056217907583	17.5536912148453	17.5694038064459	18.0830607493548	Down_ovary_Up_hep
XM_027350893.1	-1.92743291194613	3.69606434123561	1.15858834229642e-10	3.86899839762265e-10	540	897	648	1471	818	216	147	296	220	189	14.8025133804458	22.2497488586561	15.3937947645325	28.5632857409232	21.2108345326768	4.62451190773874	5.00409860397964	6.80090654397149	5.34615330209971	5.08586083575603	Up_ovary_Down_hep
XM_027350895.1	-2.8682777360168	8.77337723921026	3.30369246827577e-19	2.04290703653467e-18	30115	28864	33792	35720	31252	3148	3194	4605	4396	5138	825.514241578011	715.960703518674	802.757889943027	693.596578290806	810.367971656744	67.397979099822	108.728509803476	105.804644037124	106.825863254683	138.260068646108	Up_ovary_Down_hep
XM_027350896.1	7.27348975294619	6.2557288287211	1.6530127265363e-18	9.79125363942152e-18	70	10	40	33	44	2827	11533	3940	2707	5554	1.91884432709483	0.248046252604862	0.950234244724227	0.640780713426556	1.14092508488726	60.5254405702658	392.600470746239	90.5255803488097	65.7819863126542	149.45434434809	Down_ovary_Up_hep
XM_027350898.1	-2.30186765482096	1.64737643540861	9.64441729426292e-10	2.95322637923734e-09	153	197	208	334	197	34	22	41	31	75	4.19404545779299	4.88651117631578	4.94121807256598	6.48547752377181	5.10823276642706	0.727932429921839	0.748912716241851	0.942017460482538	0.753321601659505	2.01819874434763	Up_ovary_Down_hep
XM_027350901.1	-1.62968000114299	3.64778957186426	2.41455137697599e-07	5.99942370980934e-07	901	890	869	630	568	332	152	220	332	188	24.698267695892	22.0761164818327	20.6438389666338	12.2330863472343	14.7283056412719	7.10804608041325	5.17430603948915	5.05472783673557	8.06783134680502	5.05895151916473	Up_ovary_Down_hep
XM_027350906.1	-1.64192507761954	5.85600711590958	2.13349347925727e-07	5.32874066549623e-07	3601	3488	3628	3997	3443	1346	553	1697	1405	729	98.7108345981212	86.5185329085759	86.1862459964874	77.6121367141195	89.2773878924283	28.8175603139646	18.824942367352	38.9903324497284	34.142479042955	19.616891795059	Up_ovary_Down_hep
XM_027350921.1	9.40256627041007	7.81559801016292	7.78199479563513e-09	2.20814406595571e-08	61	10	42	3	13	1280	51750	1099	2238	14144	1.67213577075407	0.248046252604862	0.997745956960438	0.0582527921296869	0.337091502353055	27.4045150088222	1761.64695752344	25.2506631480563	54.3849595004507	380.605373867372	Down_ovary_Up_hep
XM_027350922.1	5.74639758102489	5.65398959753495	3.83423101674551e-06	8.50733194775759e-06	187	66	44	42	22	490	11267	255	810	2769	5.12605555952476	1.63710526719209	1.04525766919665	0.815539089815617	0.570462542443631	10.4907909018147	383.545435177133	5.85888908348895	19.683564430458	74.5118976413146	Down_ovary_Up_hep
XM_027350923.1	10.7265624014889	1.40107184172557	7.01529528512338e-19	4.22571388970762e-18	0	0	0	0	0	133	374	220	177	41	0	0	0	0	0	2.84750038763543	12.7315161761115	5.05472783673557	4.30122333850749	1.10328198024337	Down_ovary_Up_hep
XM_027350925.1	10.6192300925578	1.29852223708594	1.10905710662353e-22	8.74853177629164e-22	0	0	0	0	0	133	209	416	122	62	0	0	0	0	0	2.84750038763543	7.11467080429758	9.55803081855453	2.96468501298257	1.66837762866071	Down_ovary_Up_hep
XM_027350928.1	2.11919768600844	3.42599857254147	0.000417817863630482	0.000731211488361901	139	178	134	243	150	182	739	415	268	1559	3.81027659237402	4.41522329636655	3.18328471982616	4.71847616250464	3.88951733484294	3.8965794778169	25.1566589683058	9.535054782933	6.51258674983056	41.9516245658395	Down_ovary_Up_hep
XM_027350933.1	13.8500418745704	4.50606993507405	8.1453720294528e-39	1.63114221556691e-37	0	0	0	0	0	797	2584	2376	895	1690	0	0	0	0	0	17.0635925484619	87.9632026713156	54.5910606367441	21.7491236608147	45.4767450393	Down_ovary_Up_hep
XM_027350934.1	13.1479380744391	3.80552997395408	3.35590566596361e-38	6.47037157253748e-37	0	0	0	0	0	755	1797	1223	568	751	0	0	0	0	0	16.164381899735	61.1725523221185	28.0996915651255	13.8027957981483	20.2088967600676	Down_ovary_Up_hep
XM_027350935.1	13.2510390364833	3.90838469223917	2.05608802351256e-39	4.25813505912451e-38	0	0	0	0	0	779	1864	1423	618	815	0	0	0	0	0	16.6782165561504	63.4533319579459	32.6948986894305	15.0178306395346	21.9310930219109	Down_ovary_Up_hep
XM_027350938.1	2.58992888853476	4.20218786021516	1.05967168749979e-05	2.23944361401383e-05	155	144	166	373	275	362	677	823	1038	3068	4.24886958142427	3.57186603751001	3.94347211560554	7.24276382145774	7.13078178054539	7.75033940093252	23.0460867679879	18.9092773165153	25.2241233071795	82.5577833021138	Down_ovary_Up_hep
XM_027350939.1	3.93659138585706	6.33943484475077	2.44907255014956e-26	2.42144541021055e-25	433	350	386	575	336	6286	6683	4173	4715	6957	11.8694227661723	8.68161884117017	9.16976046158879	11.1651184915233	8.71251883004818	134.581860426138	227.499258302013	95.8789966486251	114.577785542728	187.208115525686	Down_ovary_Up_hep
XM_027350940.1	-3.49812331545057	1.98257392068695	7.51616213201556e-07	1.78465815418346e-06	274	286	301	335	293	4	2	62	28	33	7.51090493748548	7.09412282449906	7.15051269154981	6.50489512114837	7.59752386072654	0.0856391094025693	0.0680829742038046	1.42451420853457	0.680419511176327	0.888007447512958	Up_ovary_Down_hep
XM_027350947.1	8.5237075591328	2.03982681655549	2.54766862262645e-21	1.82624859029284e-20	2	0	0	2	0	100	112	532	483	395	0.0548241236312809	0	0	0.0388351947531246	0	2.14097773506423	3.81264655541306	12.2232509506515	11.7372365677916	10.6291800535642	Down_ovary_Up_hep
XM_027350950.1	1.83775740872973	6.75290004349045	2.31614696914703e-08	6.2859916920321e-08	1642	1692	1707	3084	1860	11236	3659	8125	7376	4137	45.0106055012816	41.9694259407427	40.5512463936064	59.8838703093182	48.2300149520524	240.560258311817	124.557801305861	186.680289424893	179.241939801307	111.323842738215	Down_ovary_Up_hep
XM_027350959.1	-3.26015463623797	2.73006150294404	2.33945357673549e-25	2.18112570620309e-24	363	369	513	847	458	57	33	65	42	50	9.95057843907747	9.15290672111941	12.1867541885882	16.4467049779483	11.8759929290538	1.22035730898661	1.12336907436278	1.49344231539915	1.02062926676449	1.34546582956509	Up_ovary_Down_hep
