ID	DESeq2_hemocytes_1_normalized	DESeq2_hemocytes_2_normalized	DESeq2_hemocytes_3_normalized	DESeq2_hemocytes_wssv_1_normalized	DESeq2_hemocytes_wssv_2_normalized	DESeq2_hemocytes_wssv_3_normalized
XM_027351305.1	236.341546819292	210.671054037521	429.077035438625	117.396897175174	119.030952628965	51.8842791965345
XM_027351349.1	311.627765362535	522.915651985989	414.109231876812	508.251237470963	1999.72000416661	7845.12617270611
XM_027351352.1	1930.75795909632	6419.82417348266	3198.12069437393	585.578535011497	1193.59313877596	938.938084814706
XM_027351361.1	40085.6229187899	90208.5929422448	130194.944648499	20247.8013732727	35003.3091041314	19311.5518751402
XM_027351416.1	262.072279739135	2539.33859777369	2173.6576950321	1147.25590532865	61.56773411843	165.13706066854
XM_027351417.1	219.187724872731	2503.59975824946	1970.76080230531	1131.79044582054	53.3587029026393	198.610789182433
XM_027351440.1	241.106497360004	344.221454364877	184.602910595687	112.476069149867	69.7767653342206	82.56853033427
XM_027351441.1	132.465625031781	220.076011807053	101.448446363396	46.3963785243203	45.1496716868486	56.347442998387
XM_027351465.1	152.478417302769	261.457825992994	129.720964202375	65.3767151933604	50.075090416323	53.5579656222292
XM_027351480.1	113.405822868935	124.145442557825	121.405517779146	42.1785259312002	41.0451560789533	35.1474149395879
XM_027351489.1	4767.80951103596	1657.15355899157	4136.10305091418	7553.47101884578	10793.2342425216	8594.37979594209
XM_027351505.1	23.8247527035577	41.3818141859416	39.9141428315	120.911774336107	371.048210953738	175.179179222708
XM_027351506.1	31.4486735686961	41.3818141859416	48.2295892547291	113.179044582054	331.644861117943	148.400196411593
XM_027351507.1	45.7435251908308	33.8578479703158	43.2403214007916	101.931437667067	349.704729792682	162.905478767614
XM_027351509.1	49.5554856234	7.52396621562574	58.2081249626041	109.664167421121	378.43633904795	198.052893707202
XM_027351561.1	4986.9972359087	5851.76472420292	7274.35253104087	1301.20752497753	1925.83872322449	3007.05661149808
XM_027351591.1	156.290377735338	402.532192535977	402.467606884291	99.8225113705072	102.612890197383	110.463304095848
XM_027351597.1	60.9913669211077	492.819787123486	216.201607003958	26.0100909909068	3.28361248631626	36.263205890051
XM_027351599.1	89.5810701653769	660.228035421158	257.778839120104	23.1981892621601	11.4926437021069	33.4737285138932
XM_027351602.1	129.606654707354	229.480969576585	104.774624932687	38.6636487702669	26.2688998905301	49.6526972956083
XM_027351603.1	122.935723950358	167.408248297673	99.7853570787499	36.5547224737069	13.1344499452651	22.8737144844937
XM_027351617.1	6825.31515451521	13669.1656222381	8333.74040536026	14163.549007697	35527.8661988204	38176.22947462
XM_027351619.1	964.425989440015	2481.02785960259	1762.87464172458	397.884094617656	412.093367032691	470.3058856202
XM_027351660.1	71553.3562896489	125891.00271985	95406.4429922774	37029.2308904329	26669.5006138607	30954.8304432228
XM_027351669.1	39832.127550024	82176.7590070643	74829.0392733545	19699.4805361671	16221.8665855239	17217.212261121
XM_027351673.1	25.7307329198423	18.8099155390643	16.6308928464583	127.941528657974	377.61543592637	1125.83306901728
XM_027351730.1	390.725944338346	643.299111436001	335.944035498458	71.7034940830404	72.2394746989578	83.1264258095016
XM_027351750.1	38.1196043256923	176.813206067205	216.201607003958	30.2279435840268	51.7168966594812	30.1263556625039
XM_027351759.1	121.982733842215	30.0958648625029	118.079339209854	324.071674238055	318.510411172678	300.705661149808
XM_027351760.1	110.546852544508	24.4528902007836	166.308928464583	333.913330288669	361.197373494789	311.863570654439
XM_027351761.1	147.713466762058	26.3338817546901	133.047142771667	305.794313001202	380.899048412687	315.210943505828
XM_027351763.1	143.901506329488	24.4528902007836	88.1437320862291	322.665723373682	406.347045181638	322.463584683838
XM_027351794.1	48.6024955152577	9.40495776953217	28.2725178389791	85.7630027267738	85.3739246442229	174.063388272245
XM_027351874.1	82.9101394083808	62.0727212789123	48.2295892547291	103.337388531441	179.777783625815	309.074093278281
XM_027351928.1	191.551011736604	126.026434111731	133.047142771667	55.535059142747	36.940640471058	41.8421606423666
XM_027351966.1	6223.97839627741	8537.8206631813	6176.71360317462	1862.88489529468	2030.09341966503	1997.26580132896
XM_027351973.1	5447.29145814143	6177.17626302873	5474.88992505408	1682.92318465489	1875.76363280817	1945.93941760766
XM_027352023.1	264.931250063561	259.576834439088	385.836714037833	655.876078230164	1360.23647245651	911.60120652836
XM_027352024.1	2997.15389010756	5001.55654183721	3487.49822990231	1159.20648767582	1502.25271248969	1259.17008759762
XM_027352046.1	27.6367131361269	39.5008226320351	24.9463392696875	94.9016833452005	324.256733023731	2266.7293158658
XM_027352082.1	27107.8036261079	49421.1720873377	48299.4390046842	9349.57324808272	5852.21835373716	5596.24951204772
XM_027352105.1	83.8631295165231	88.4066030336024	76.5021070937082	19.6833121012268	17.2389655531604	25.6631918606515
XM_027352110.1	639.456362563488	1788.82296776502	879.774231577645	184.179563232908	179.777783625815	177.410761123634
XM_027352200.1	3284.95690276653	6393.49029172797	3113.303140857	619.321355756457	259.405386418985	398.895264790561
XM_027352214.1	83.8631295165231	50.7867719554737	133.047142771667	36.5547224737069	26.2688998905301	25.6631918606515
XM_027352228.1	23.8247527035577	9.40495776953217	6.65235713858333	40.0695996346402	47.6123810515858	29.0105647120408
XM_027352232.1	3.81196043256923	18.8099155390643	3.32617856929166	26.0100909909068	73.0603778205369	230.968726745863
XM_027352248.1	1181.70773409646	3246.59142204251	6213.30156743683	298.061583247148	426.869623221114	636.558737239203
XM_027352249.1	790.981789758115	28182.8964521801	2905.41698027627	1716.66600539985	89.4784402521182	56.9053384736185
XM_027352251.1	505.084757315423	2097.30558260567	1069.36641002727	183.476587800721	206.046683516346	123.852795501405
XM_027352252.1	7040.69091895537	16592.2264970087	17833.3063992573	1889.59796171777	2390.46989003824	1872.85511035233
XM_027352254.1	1227781.94685482	2437413.30844216	1246759.82857402	424043.919375618	523338.8744566	353582.436396779
XM_027352256.1	14269.1208892148	36022.8692488621	36197.1382803165	3870.58272961981	6100.13109645404	4654.52194985686
XM_027352257.1	4130.25912868876	13368.206973613	11563.4597961425	1524.75371241289	1814.19589868974	1261.95956497378
XM_027352258.1	16318.0496217207	62966.1922670179	47699.0637729271	4196.06035472224	4930.34414820387	4234.98455248273
XM_027352259.1	49996.7200434699	101379.801780895	113495.86514137	7753.81901701898	11739.7355417022	19276.4044602007
XM_027352263.1	811.947572137246	28344.6617258161	2853.86121245225	1695.57674243425	93.5829558600135	72.526411780102
XM_027352342.1	1279.86571523512	981.877591139159	994.527392218207	458.339981785709	357.092857886894	328.042539436154
XM_027352368.1	344.982419147515	447.675989829731	274.409731966562	127.238553225787	77.1648934284322	95.9580217398273
XM_027352376.1	353.559330120796	490.938795569579	370.86891047602	139.892111005147	92.7620527384345	126.084377402331
XM_027352556.1	206.798853466881	257.695842885181	96.4591785094582	69.5945677864804	44.3287685652696	75.8737846314914
XM_027352567.1	342.123448823088	1380.64780056732	731.759285244166	113.882020014241	237.24100213635	76.4316801067229
XM_027352595.1	17254.8388980246	34345.0247827776	53762.6873047458	8527.09199242431	17018.9635165772	8973.74871909955
XM_027352596.1	37240.9474459851	72408.7698676282	111260.673142806	16157.1873333784	27189.9531929418	15711.452373471
XM_027352698.1	71.4742581106731	114.740484788292	86.4806428015832	18.9803366690401	22.9852874042139	19.5263416331044
XM_027352702.1	47.6495054071154	62.0727212789123	66.5235713858333	18.2773612368534	11.4926437021069	1.11579095046311
XM_027352755.1	97590.952024313	201892.466455439	256450.030781672	24669.5168417268	23820.1458788598	21085.1015909014
XM_027352773.1	754.768165648708	1649.62959277594	1510.08507045841	338.131182881789	134.628111938967	169.600224470392
XM_027352776.1	200.127922709885	293.434682409404	277.735910535854	85.0600272945871	60.7468309968509	74.7579936810283
XM_027352799.1	106.734892111938	37.6198310781287	43.2403214007916	247.447352129708	233.136486528455	161.231792341919
XM_027352801.1	1061.63098047053	2008.89897957207	1090.98657072767	366.250200169255	298.80873625478	359.842581524352
XM_027352831.1	22.8717625954154	16.9289239851579	16.6308928464583	38.6636487702669	68.1349590910625	89.2632760370487
XM_027352840.1	128309.635170172	151978.474580978	37795.3670828612	51412.8112084043	3313.98590181469	5811.5971654871
XM_027352853.1	79917.7504688139	163811.792446604	246739.252448625	42972.185194139	75990.1810614526	45428.8706526302
XM_027352883.1	34564.9512223215	23773.8522498234	56947.5032848426	8187.55485867815	10290.0206289936	9876.4235980242
XM_027352898.1	178.209150222611	135.431391881263	157.993482041354	49.2082802530669	59.9259278752718	52.4421746717661
XM_027352899.1	377.384082824354	212.552045591427	518.883856809499	989.789408518832	2602.26289540564	1377.44392834671
XM_027352913.1	438.375449745461	934.852802291498	266.094285543333	107.555241124561	22.1643842826348	56.9053384736185
XM_027352914.1	506.037747423565	1109.7850168048	256.115749835458	83.6540764302138	17.2389655531604	56.347442998387
XM_027352918.1	725.225472296296	1401.33870766029	844.849356600082	257.289008180321	293.883317525306	228.179249369706
XM_027352919.1	2204.26612013316	4281.13677669104	2689.21537327231	828.105059115898	1021.20348324436	743.11677300843
XM_027352920.1	235.38855671115	413.818141859416	301.019160520896	95.6046587773872	140.37443379002	76.9895755819545
XM_027352974.1	292.567963199688	432.62805739848	98.1222677941041	61.861838032427	33.6570279847417	82.0106348590385
XM_027353011.1	218.234734764588	282.148733085965	209.549249865375	89.9808553198938	63.2095403615881	74.7579936810283
XM_027353037.1	39837.8454906729	86288.6065439038	132064.257004441	14570.5717829331	24195.2986054214	13959.1026857687
XM_027353055.1	106.734892111938	216.31402869924	167.972017749229	55.535059142747	46.7914779300068	68.6211434534812
XM_027353057.1	3829.11425451579	10828.8683758393	8458.4721017087	2087.13405816222	2343.67841210823	2201.45554526371
XM_027353077.1	365.948201526646	295.31567396331	151.341124902771	122.317725200481	73.8812809421159	74.2000982057967
XM_027353100.1	59473.253678837	181865.549380998	119893.769619403	17388.8002905695	18547.4851289574	27527.6785388753
XM_027353134.1	476.495054071154	953.662717830562	274.409731966562	250.962229290641	87.015730887381	177.410761123634
XM_027353136.1	495.554856234	1038.30733775635	367.542731906729	217.219408545681	87.8366340089601	179.64234302456
XM_027353305.1	6928.23808619458	23975.1183460914	13529.2313305938	3203.45904447466	3102.19289644729	3435.52033647591
XM_027353334.1	346.8883993638	671.513984744597	375.858178329958	145.515914462641	155.150689978443	190.800252529192
XM_027353373.1	1365.63482496793	2084.13864172833	2434.7627127215	3858.63214727263	11015.6989884695	5184.52265132683
XM_027353437.1	91.4870503816615	69.5966874945381	106.437714217333	17.5743858046668	5.74632185105346	15.063177831252
XM_027353449.1	5402.50092305874	11105.3741342636	4470.38399712799	1787.6665240507	876.724533846443	1046.6119115344
XM_027353491.1	108.640872328223	73.3586706023509	177.950553457104	272.754467688428	641.94624107483	380.48471410792
XM_027353504.1	10.4828911895654	37.6198310781287	0	151.139717920134	147.762561884232	588.57972636929
XM_027353505.1	17.1538219465615	31.9768564164094	0	121.614749768294	110.001018291595	546.179670251692
XM_027353506.1	333.546537849808	364.912361457848	688.518963843374	99.1195359383206	38.5824467142161	36.263205890051
XM_027353507.1	2115.63804007592	3107.39804705343	8129.18042334882	1872.0235759131	1368.4455036723	699.600925940369
XM_027353508.1	522.238579261984	752.396621562574	1493.45417761196	196.130145580081	117.389146385806	83.1264258095016
XM_027353513.1	28.5897032442692	9.40495776953217	38.2510535468541	106.852265692374	111.642824534753	37.3789968405141
XM_027353522.1	248.730418225142	144.836349650795	171.298196318521	51.317206549627	71.4185715773788	65.2737706020918
XM_027353532.1	22315.2163722603	36794.0757859638	23419.6233063826	5691.28909898328	7635.21993380689	8186.00030807259
XM_027353549.1	75.2862185432423	105.33552701876	49.8926785393749	18.9803366690401	4.9254187294744	30.6842511377355
XM_027353668.1	147.713466762058	227.599978022679	184.602910595687	333.913330288669	814.335896606434	429.021620453065
XM_027353672.1	2181.39435753774	3944.43928854179	2276.76923068014	802.094968124991	696.125847099048	1040.47506130685
XM_027353705.1	495.554856234	1248.97839179387	806.598303053228	145.515914462641	137.911724425283	162.905478767614
XM_027353710.1	68.6152877862461	13.166940877345	83.1544642322916	16.8714103724801	9.85083745894879	25.6631918606515
XM_027353727.1	524.144559478269	694.085883391474	432.403214007916	134.971282979841	127.239983844755	97.631708165522
XM_027353742.1	7578.17733994763	16402.2463500641	11708.1485639067	2962.33847123463	2655.62159830828	2530.61387565033
XM_027353779.1	14093.7707093166	34841.6065530089	24921.3929304178	5410.09892610862	4207.94940121429	5473.51250749678
XM_027353813.1	131.512634923638	84.6446199257895	172.961285603166	257.991983612508	593.512956901665	331.947807762775
XM_027353814.1	121.982733842215	114.740484788292	138.036410625604	276.972320281548	595.154763144823	283.41090141763
XM_027353818.1	148.6664568702	110.97850168048	148.014946333479	262.912811637815	376.794532804791	561.800743558175
XM_027353848.1	2741.75254112542	4044.13184089883	3399.35449781608	921.600791596725	728.141068840632	764.874696542461
XM_027353853.1	82.9101394083808	237.004935792211	113.090071355917	41.4755504990136	38.5824467142161	49.0948018203768
XM_027353887.1	906.293592843334	1348.67094415091	1152.52087425956	421.785259312002	412.093367032691	307.958302327818
XM_027353948.1	175.350179898185	385.603268550819	161.319660610646	54.8320837105603	65.6722497263253	59.1369203745447
XM_027353992.1	63.8503372455346	63.9537128328188	71.5128392397708	21.0892629656001	18.0598686747395	20.6421325835675
XM_027354011.1	1253.18199220713	966.829658707907	2045.59982011437	2990.4574885221	6765.06262493308	3995.08949813316
XM_027354045.1	553.687252830681	1294.12218908763	898.068213708749	158.872447674188	176.494171139499	214.789757964148
XM_027354055.1	541.298381424831	1361.83788502826	1027.78917791112	154.654595081068	157.613399343181	203.631848459517
XM_027354129.1	230.623606170438	285.910716193778	197.907624872854	66.7826660577337	40.2242529573742	58.0211294240816
XM_027354133.1	189.645031520319	795.659427302422	222.853964142541	73.8124203796004	33.6570279847417	13.9473868807889
XM_027354134.1	125.794694274785	553.011516848492	141.362589194896	63.2677888968004	22.1643842826348	18.4105506826413
XM_027354141.1	67.6622976781038	82.7636283718831	28.2725178389791	29.5249681518402	0.820903121579066	20.084237108336
XM_027354265.1	62.8973471373923	84.6446199257895	76.5021070937082	18.9803366690401	0	6.1368502275471
XM_027354316.1	1753.50179898185	3824.05582909178	3179.82671224283	815.451501336538	903.814336858552	952.885471695495
XM_027354359.1	11.4358812977077	0	6.65235713858333	25.3071155587201	39.4033498357952	64.7158751268603
XM_027354380.1	160.102338167908	319.768564164094	199.5707141575	160.981373970748	25.4479967689511	40.7263696919035
XM_027354443.1	57799.8030489391	122516.503872142	188986.813950014	20107.9092622675	34997.5627822803	21752.9024747535
XM_027354446.1	331.640557633523	528.558626647708	184.602910595687	132.159381251094	53.3587029026393	79.7790529581122
XM_027354450.1	11614.0904479303	19547.2642281957	35305.7224237464	5208.34497707104	11125.7000067611	5159.97525041664
XM_027354465.1	19.0598021628462	11.2859493234386	8.31544642322916	39.3666242024536	42.6869623221114	49.6526972956083
XM_027354473.1	15869.1912807857	27910.1526768637	23098.647074446	5307.46451300936	5015.71807284809	7396.57821061995
XM_027354502.1	27.6367131361269	124.145442557825	217.864696288604	190.506342122588	1471.05839386969	4618.81663944204
XM_027354504.1	70.5212680025308	126.026434111731	49.8926785393749	23.1981892621601	164.180624315813	710.200939969768
XM_027354506.1	1066.39593101124	1405.10069076811	1002.84283864144	403.507898075149	99.329277711067	100.979081016911
XM_027354580.1	73152.4736911117	160668.655560026	238363.934811148	28979.4592164633	49600.6084120503	29363.1546523872
XM_027354585.1	3201.09377325001	5159.55983236535	3781.86503328462	714.926014533844	725.678359475894	719.127267573473
XM_027354597.1	374.525112499927	395.008226320351	420.761589015395	891.372848012698	2421.66420865825	1134.75939662098
XM_027354601.1	411.691726717477	308.482614840655	468.991178270125	120.208798903921	112.463727656332	169.600224470392
XM_027354611.1	578.464995642381	302.839640178936	808.261392337874	1359.55448584902	2411.8133711993	1246.89638714252
XM_027354629.1	173.4441996819	238.885927346117	134.710232056312	42.1785259312002	70.5976684557997	39.0526832662088
XM_027354646.1	195.362972169173	494.700778677392	167.972017749229	104.743339395814	119.851855750544	75.3158891562598
XM_027354647.1	30.4956834605538	9.40495776953217	4.98926785393749	76.6243221083471	83.7321184010647	155.652837589604
XM_027354652.1	1098.79759468808	2580.72041195963	1754.55919530135	454.825104624776	417.018785762166	439.063739007233
XM_027354659.1	625.161510941354	1542.41307420328	1062.71405288869	279.784222010295	344.779311063208	297.358288298418
XM_027354684.1	3174.41005022203	5834.83580021776	2709.17244468806	933.551373943899	1314.26589764808	1651.92850216063
XM_027354685.1	3771.93484802725	6995.40758897803	3422.63774780112	1198.57311187827	1443.96859085758	1742.86546462338
XM_027354693.1	561.311173695819	805.064385071954	1024.46299934183	207.377752495068	391.570788993215	163.463374242845
XM_027354704.1	328.781587309096	778.730503317264	2223.55037357148	228.467015460668	353.809245400577	157.326524015298
XM_027354755.1	32.4016636768385	11.2859493234386	9.97853570787499	96.3076342095739	79.6276027931694	47.4211153946821
XM_027354760.1	71.4742581106731	167.408248297673	113.090071355917	695.945677864804	115.747340142648	356.495208672963
XM_027354773.1	1560.9977971371	1098.49906748136	477.306624693354	42.1785259312002	28.7316092552673	63.0421887011656
XM_027354780.1	76.2392086513846	129.788417219544	86.4806428015832	32.3368698805868	33.6570279847417	31.8000420881986
XM_027354816.1	61338.2553204715	105508.57824172	72454.1477748803	22296.2717826646	21891.023543149	17999.3817173956
XM_027354826.1	149.619446978342	564.29746617193	548.819463933124	328.992502263362	34.4779311063208	26.221087335883
XM_027354830.1	54.3204361641115	82.7636283718831	89.8068213708749	35.1487716093335	19.7016749178976	23.4316099597253
XM_027354919.1	326.875607092811	827.636283718831	439.0555711465	300.873484975895	1602.40289332234	2734.24572410985
XM_027354954.1	436.469469529177	361.150378350035	355.901106914208	133.565332115467	99.329277711067	142.821241659278
XM_027354955.1	311.627765362535	253.933859777369	239.484856989	76.6243221083471	70.5976684557997	108.789617670153
XM_027355002.1	19.0598021628462	237.004935792211	39.9141428315	18.9803366690401	228.21106779898	1588.88631345947
XM_027355023.1	163.914298600477	393.127234766445	282.725178389791	61.861838032427	43.5078654436905	44.0737425432928
XM_027355035.1	54578.6964834181	89157.1186636111	68928.3984914311	9209.68113707757	6553.26961956568	4964.15393861037
XM_027355057.1	97.2049910305154	18.8099155390643	79.8282856629999	191.912292986961	263.50990202688	196.937102756739
XM_027355059.1	106.734892111938	33.8578479703158	58.2081249626041	163.090300267308	257.763580175827	166.810747094235
XM_027355103.1	29.5426933524115	30.0958648625029	0	41.4755504990136	101.791987075804	63.0421887011656
XM_027355167.1	89729.7366222471	188789.479290927	265284.361061711	32747.4075329839	54355.2792922363	39475.5680364343
XM_027355175.1	321.157666443958	395.008226320351	48.2295892547291	8.43570518624005	56.6423153889556	39.6105787414403
XM_027355197.1	74461.8820996992	125836.453964787	189003.44484286	35040.5133927768	59270.0262811302	34190.0663040906
XM_027355228.1	2279.5523386764	4809.69540333875	2230.20273071006	681.88616922107	270.898030121092	421.768979275055
XM_027355231.1	120861.064484932	142225.533373973	144268.006175172	45743.3143478188	18540.0970008632	21110.764782762
XM_027355292.1	8038.47156218036	23177.5779272351	14166.1945266132	1434.06988166081	6069.75768095561	1312.72805321985
XM_027355294.1	3723.332352512	11699.767465298	6008.74158542539	491.379827098483	1873.30092344343	466.400617293579
XM_027355297.1	113742.228377109	217213.142662007	406222.862489021	61402.7950752091	107091.737628719	65056.7492622268
XM_027355317.1	1631.51906513963	4678.0259945653	2354.9344270585	539.182156487176	381.719951534266	613.68502275471
XM_027355398.1	141.042536005062	216.31402869924	118.079339209854	66.7826660577337	40.2242529573742	40.1684742166719
XM_027355437.1	1925.9930085556	3239.06745582688	3164.85890868102	5668.09090972113	11952.3494501912	12715.5536714776
XM_027355445.1	15699.5590415364	24157.5745268203	12581.2704383457	8879.98565938202	5000.12091353809	4077.65802846743
XM_027355485.1	264.931250063561	295.31567396331	261.105017689396	99.8225113705072	58.2841216321137	61.368502275471
XM_027355486.1	101.016951463085	112.859493234386	88.1437320862291	50.6142311174403	20.5225780394767	36.263205890051
XM_027355501.1	60614.9358283915	162820.509897695	134372.624931529	27015.3458589337	37355.1965474554	28784.0591490968
XM_027355505.1	231.576596278581	203.147087821895	199.5707141575	487.161974505363	1035.1588363112	424.000561175981
XM_027355548.1	7982.24514579997	4634.76318882545	9236.79788692295	17251.7200812931	28532.9506998452	27037.846311622
XM_027355579.1	26.6837230279846	84.6446199257895	56.5450356779583	68.8915923542937	175.67326801792	525.537537668124
XM_027355580.1	29.5426933524115	99.692552357041	46.5664999700833	59.752911735867	155.971593100023	517.169105539651
XM_027355585.1	147.713466762058	152.360315866421	148.014946333479	56.9410100071203	53.3587029026393	41.284265167135
XM_027355590.1	102.922931679369	95.9305692492281	118.079339209854	61.1588626002403	22.1643842826348	13.3894914055573
XM_027355599.1	28.5897032442692	0	14.9678035618125	30.9309190162135	95.2247621031717	25.1052963854199
XM_027355617.1	6638.52909331931	17160.2859462884	14571.9883120668	3043.1806459361	4412.35427848748	4242.79508913597
XM_027355633.1	649.939253753054	1004.44948978604	530.52548180202	243.229499536588	153.508883735285	230.410831270632
XM_027355643.1	50.5084757315423	173.051222959392	159.656571326	32.3368698805868	18.0598686747395	24.5474009101884
XM_027355658.1	803.370661163965	1217.00153537746	904.720570847332	348.675814364589	270.077126999513	373.789968405141
XM_027355697.1	40.9785746501192	24.4528902007836	39.9141428315	99.1195359383206	114.926437021069	95.9580217398273
XM_027355698.1	42.8845548664038	15.0479324312515	58.2081249626041	115.990946310801	110.821921413174	94.2843353141327
XM_027355708.1	249.683408333285	116.621476342199	364.216553337437	623.539208349577	1020.38258012278	637.116632714435
XM_027355720.1	176.303170006327	383.722276996913	209.549249865375	81.5451501336538	50.075090416323	85.3580077104278
XM_027355789.1	1707.75827379101	3874.84260104725	2240.18126641794	837.243739734325	843.88840898328	841.306376649184
XM_027355791.1	870.079968733927	2183.83119408537	681.866606704791	264.318762502188	140.37443379002	325.253062059996
XM_027355869.1	1747.78385833299	2428.36009609321	876.448053008353	343.052010907095	112.463727656332	224.273981043085
XM_027355911.1	102.922931679369	210.671054037521	84.8175535169374	37.9606733380802	27.9107061336882	37.9368923157457
XM_027355927.1	419.315647582615	387.484260104725	209.549249865375	93.4957324808272	58.2841216321137	112.694885996774
XM_027355965.1	1935.52290963703	3250.35340515032	2883.79681957587	592.608289333363	605.826503725351	393.316310038246
XM_027355983.1	85.7691097328077	77.1206537101638	116.416249925208	30.2279435840268	25.4479967689511	22.8737144844937
XM_027356015.1	8.57691097328077	5.6429746617193	0	23.9011646943468	31.1943186200045	42.9579515928297
XM_027356021.1	31566.8443421058	65776.3936485541	100660.142042474	12387.1300905613	20020.1853290703	12703.8378664977
XM_027356031.1	14692.24849723	28882.6253102333	46904.1070948664	6417.46272043212	11798.8405664559	6479.9559448145
XM_027356080.1	36.2136241094077	82.7636283718831	106.437714217333	13.3565332115467	16.4180624315813	12.2737004550942
XM_027356085.1	1882.15546358106	4138.18141859416	2411.47946273646	932.848398511712	948.143105423821	1035.45400202976
XM_027356172.1	725.225472296296	677.156959406316	503.916053247687	227.061064596295	107.538308926858	42.4000561175981
XM_027356186.1	84.8161196246654	67.7156959406316	93.1329999401666	26.0100909909068	19.7016749178976	18.4105506826413
XM_027356205.1	3884.38768078805	4636.64418037936	4515.28740781343	1706.82434934924	1397.99801604915	781.053665324176
XM_027356206.1	2715.06881809743	3129.96994570031	3193.13142652	1349.71282979841	1166.50333576385	612.011336329015
XM_027356209.1	48.6024955152577	116.621476342199	84.8175535169374	32.3368698805868	12.313546823686	23.9895054349568
XM_027356210.1	73.3802383269577	156.122298974234	104.774624932687	35.1487716093335	12.313546823686	31.8000420881986
XM_027356229.1	629.926461482065	680.918942514129	658.583356719749	277.675295713735	164.180624315813	160.116001391456
XM_027356238.1	11.4358812977077	16.9289239851579	0	40.7725750668269	27.0898030121092	41.284265167135
