ID	adj.P.Val
XM_027357979.1	1.64782582347234e-05
XM_027359012.1	1.64782582347234e-05
XM_027365112.1	1.64782582347234e-05
XM_027377579.1	1.64998168121356e-05
XM_027375752.1	1.6543189247518e-05
XM_027369886.1	1.66046667683633e-05
XM_027364345.1	1.66775594843449e-05
XM_027368913.1	1.678701021574e-05
XM_027373397.1	1.68290892282229e-05
XM_027379017.1	1.68824629164341e-05
XM_027350839.1	1.68889199802597e-05
XM_027377359.1	1.68889199802597e-05
XM_027361299.1	1.69018408540245e-05
XM_027362052.1	1.72090171902043e-05
XM_027373705.1	1.7220469048294e-05
XM_027360794.1	1.72605013947621e-05
XM_027362105.1	1.72605013947621e-05
XM_027374765.1	1.73209639492806e-05
XM_027364351.1	1.73245386694488e-05
XM_027361687.1	1.73257942055038e-05
XM_027382402.1	1.75273349852259e-05
XM_027371380.1	1.7672302735452e-05
XM_027376308.1	1.77276290132114e-05
XM_027367576.1	1.77484231139392e-05
XM_027364713.1	1.78135925276019e-05
XM_027364341.1	1.78543588877015e-05
XM_027364413.1	1.78986588056536e-05
XM_027369668.1	1.79233513981739e-05
XM_027377789.1	1.79932573595778e-05
XM_027353225.1	1.80113500884039e-05
XM_027363115.1	1.81396623892874e-05
XM_027374265.1	1.82599100844819e-05
XM_027373401.1	1.82756443689805e-05
XM_027371721.1	1.830116304045e-05
XM_027381786.1	1.84053662914303e-05
XM_027356844.1	1.84106595487551e-05
XR_003477454.1	1.84279266233532e-05
XM_027367219.1	1.84394983940443e-05
XM_027364289.1	1.84705744529111e-05
XM_027365244.1	1.85027074240553e-05
XM_027354093.1	1.85501030602184e-05
XM_027362336.1	1.85501030602184e-05
XM_027367022.1	1.85567041237301e-05
XM_027367611.1	1.86795382998742e-05
XM_027364826.1	1.87748587411867e-05
XM_027356843.1	1.87844651629812e-05
XR_003476371.1	1.87844651629812e-05
XM_027356554.1	1.87847100536325e-05
XM_027379280.1	1.88787392873698e-05
XM_027353243.1	1.89172988168863e-05
XM_027368918.1	1.89979194320153e-05
XM_027377315.1	1.89979702717301e-05
XM_027351602.1	1.90844776049026e-05
XR_003477354.1	1.9256713593641e-05
XM_027368384.1	1.92758287670595e-05
XM_027357013.1	1.93732603685938e-05
XM_027364346.1	1.96647592900119e-05
XM_027358641.1	1.97233725870971e-05
XM_027360673.1	1.97652439228812e-05
XM_027352907.1	1.97899088790288e-05
XM_027379712.1	1.99020562389914e-05
XM_027376559.1	1.99103813620573e-05
XM_027371841.1	1.9955924989176e-05
XM_027361617.1	2.00060561377804e-05
XM_027374819.1	2.00060561377804e-05
XM_027366840.1	2.00247933985587e-05
XM_027367176.1	2.00284584407444e-05
XM_027354163.1	2.02962038794227e-05
XM_027351867.1	2.03070983645381e-05
XR_003476135.1	2.03081048337195e-05
XR_003477752.1	2.03621802637674e-05
XM_027366410.1	2.0446003895267e-05
XM_027367052.1	2.0446003895267e-05
XM_027362108.1	2.04991969769566e-05
XM_027354383.1	2.05041827531254e-05
XR_003477524.1	2.06402081018249e-05
XR_003477154.1	2.06569334860952e-05
XM_027379583.1	2.06569726916874e-05
XM_027370242.1	2.07745899761532e-05
XR_003477203.1	2.08445082263793e-05
XM_027363761.1	2.08445828751201e-05
XM_027355574.1	2.08836355673334e-05
XM_027366055.1	2.10069716893848e-05
XM_027352262.1	2.10100066304932e-05
XM_027362282.1	2.10120069682607e-05
XM_027355718.1	2.10815655197276e-05
XM_027378659.1	2.10815655197276e-05
XM_027375136.1	2.11888933691621e-05
XM_027378869.1	2.12563640972291e-05
XM_027356159.1	2.12722891298363e-05
XM_027381965.1	2.12722891298363e-05
XR_003475513.1	2.12996312044914e-05
XM_027374548.1	2.14818501379861e-05
XM_027352480.1	2.17222183536055e-05
XR_003476134.1	2.17222183536055e-05
XM_027361834.1	2.17918925841595e-05
XM_027370029.1	2.18087301094778e-05
XM_027379373.1	2.1841391932302e-05
XM_027372106.1	2.18474869729484e-05
XM_027351371.1	2.18533232698089e-05
XM_027357141.1	2.18717788955408e-05
XM_027366101.1	2.18717788955408e-05
XM_027371895.1	2.19373294234524e-05
XM_027370007.1	2.19446552833741e-05
XM_027370902.1	2.19446552833741e-05
XM_027359935.1	2.20262778284964e-05
XM_027354506.1	2.20294101048191e-05
XM_027368383.1	2.20317728902351e-05
XM_027363278.1	2.21628129728776e-05
XM_027361623.1	2.22394736052285e-05
XM_027369995.1	2.23778487408389e-05
XM_027360829.1	2.24353094794577e-05
XM_027371599.1	2.24353094794577e-05
XM_027365273.1	2.24672182736964e-05
XM_027381409.1	2.25266385223119e-05
XM_027370852.1	2.25290637042583e-05
XM_027373403.1	2.26663160989066e-05
XM_027374608.1	2.28019005497028e-05
XM_027369005.1	2.28270927780655e-05
XM_027359740.1	2.28387727429291e-05
XM_027380246.1	2.29076905730832e-05
XM_027362871.1	2.29609756670197e-05
XM_027379580.1	2.30540091558985e-05
XM_027353468.1	2.3069327566339e-05
XM_027351319.1	2.31786842629478e-05
XM_027376575.1	2.32603362213555e-05
XM_027362008.1	2.33294323494715e-05
XM_027354928.1	2.345876872412e-05
XM_027380592.1	2.35329068453206e-05
XM_027381553.1	2.35770136052898e-05
XM_027370401.1	2.3621365046513e-05
XM_027364008.1	2.36728227891885e-05
XM_027373086.1	2.36917704264912e-05
XR_003477389.1	2.37068018927641e-05
XM_027374882.1	2.37235057141668e-05
XM_027366914.1	2.37807928673461e-05
XM_027357052.1	2.38010335610135e-05
XM_027375662.1	2.38010335610135e-05
XM_027364737.1	2.39702628499112e-05
XM_027365203.1	2.39702628499112e-05
XM_027383026.1	2.39702628499112e-05
XR_003476348.1	2.39702628499112e-05
XM_027364003.1	2.39762225923999e-05
XM_027352650.1	2.40010483709887e-05
XM_027369673.1	2.40010483709887e-05
XM_027356080.1	2.40042225455375e-05
XM_027374905.1	2.40059241091779e-05
XM_027373399.1	2.41146768534376e-05
XM_027380851.1	2.41368829402373e-05
XM_027371897.1	2.42041430114819e-05
XM_027375137.1	2.44743157095563e-05
XM_027351830.1	2.44831376266992e-05
XM_027358107.1	2.44831376266992e-05
XM_027353106.1	2.45401097280708e-05
XM_027373880.1	2.45525938384585e-05
XM_027360676.1	2.45767732336882e-05
XM_027352885.1	2.45836788702911e-05
XM_027354076.1	2.46698876239114e-05
XM_027366620.1	2.47832736381331e-05
XM_027376318.1	2.47832736381331e-05
XM_027380960.1	2.48035713924473e-05
XM_027381654.1	2.48035713924473e-05
XM_027363555.1	2.49559057471412e-05
XM_027355482.1	2.50280600201716e-05
XM_027370052.1	2.50496730568329e-05
XM_027369583.1	2.50534200152228e-05
XM_027357014.1	2.51220378747355e-05
XM_027375531.1	2.51511640388411e-05
XM_027381962.1	2.51511640388411e-05
XM_027383609.1	2.51511640388411e-05
XM_027381963.1	2.51907778584698e-05
XM_027370834.1	2.52298232111707e-05
XM_027370833.1	2.52739173931815e-05
XM_027352191.1	2.52932311891422e-05
XM_027357596.1	2.52932311891422e-05
XM_027370850.1	2.52932311891422e-05
XM_027362855.1	2.54141354485011e-05
XM_027368002.1	2.54141354485011e-05
XM_027357238.1	2.54884965439872e-05
XM_027360561.1	2.54884965439872e-05
XM_027363417.1	2.55368526810444e-05
XM_027377783.1	2.56507427595709e-05
XM_027360563.1	2.57343955389582e-05
XM_027368003.1	2.57632673640152e-05
XM_027373402.1	2.57839361928827e-05
XR_003476842.1	2.58215846346784e-05
XM_027351385.1	2.58450823541308e-05
XM_027369487.1	2.58450823541308e-05
XM_027381824.1	2.58450823541308e-05
XM_027360678.1	2.60024469014969e-05
XM_027368950.1	2.6129362174467e-05
XM_027369670.1	2.61423898012443e-05
XM_027382684.1	2.6296580968379e-05
XM_027362441.1	2.63752797965308e-05
XM_027380781.1	2.63832953654639e-05
XM_027359087.1	2.63858241603287e-05
XM_027378050.1	2.64674812721142e-05
XM_027365044.1	2.64725692168541e-05
XM_027370240.1	2.64725692168541e-05
XM_027371712.1	2.64725692168541e-05
XM_027376663.1	2.64725692168541e-05
XR_003476608.1	2.66425347889384e-05
XM_027378342.1	2.66809385706887e-05
XM_027383333.1	2.69329704161417e-05
XM_027352001.1	2.70845212717544e-05
XM_027379538.1	2.72955437885231e-05
XM_027379507.1	2.72956647163513e-05
XM_027354094.1	2.74023231006397e-05
XM_027369667.1	2.74962193639401e-05
XM_027360990.1	2.75304637647256e-05
XM_027373475.1	2.75304637647256e-05
XM_027353003.1	2.78067856344449e-05
XM_027359376.1	2.78067856344449e-05
XM_027364103.1	2.78067856344449e-05
XM_027369064.1	2.78067856344449e-05
XM_027381782.1	2.78067856344449e-05
XM_027357633.1	2.78945469748134e-05
XM_027375299.1	2.78945469748134e-05
XM_027382097.1	2.79458603926425e-05
XM_027378430.1	2.82672292733211e-05
XM_027378797.1	2.8336719340219e-05
XM_027351245.1	2.84302652172439e-05
XM_027365317.1	2.84302652172439e-05
XM_027377658.1	2.86078545002349e-05
XM_027367320.1	2.86762053144134e-05
XM_027372639.1	2.86762053144134e-05
XM_027376506.1	2.87353690321754e-05
XM_027382927.1	2.87511550243646e-05
XM_027382028.1	2.91991532978543e-05
XR_003475619.1	2.92884879391153e-05
XM_027366957.1	2.93172475440464e-05
XM_027370511.1	2.95282701009362e-05
XM_027363711.1	2.96648611281074e-05
XM_027379493.1	2.96648611281074e-05
XM_027382226.1	2.96648611281074e-05
XR_003477565.1	2.97014023172978e-05
XM_027372588.1	2.98027368704384e-05
XM_027381964.1	2.98027368704384e-05
XM_027367060.1	2.98123702417022e-05
XM_027359501.1	2.99711619792857e-05
XM_027367023.1	2.99711619792857e-05
XM_027358935.1	3.00503905471896e-05
XM_027364097.1	3.0059481273126e-05
XM_027381720.1	3.01599120372606e-05
XM_027362184.1	3.02147896804281e-05
XM_027356375.1	3.03004235131553e-05
XM_027373414.1	3.03004235131553e-05
XM_027355522.1	3.03381412505451e-05
XR_003476225.1	3.03396619215587e-05
XM_027360556.1	3.03503833325871e-05
XM_027361210.1	3.03503833325871e-05
XM_027376680.1	3.03596155521206e-05
XM_027369199.1	3.04240436223027e-05
XM_027355623.1	3.04703158026339e-05
XM_027369072.1	3.04703158026339e-05
XM_027360677.1	3.05530173045347e-05
XM_027371639.1	3.06350547901713e-05
XM_027357249.1	3.08340677792449e-05
XM_027359687.1	3.08499978371721e-05
XM_027373933.1	3.09674467888911e-05
XM_027379768.1	3.10318960706602e-05
XM_027364752.1	3.13170689223517e-05
XM_027352193.1	3.13617341405969e-05
XM_027357825.1	3.16141301576402e-05
XM_027380808.1	3.17532091774368e-05
XM_027377095.1	3.18475381013101e-05
XM_027378153.1	3.18475381013101e-05
XM_027365546.1	3.20773400831372e-05
XM_027359082.1	3.20965778247915e-05
XM_027358344.1	3.21306684086169e-05
XM_027375994.1	3.215918380793e-05
XM_027375773.1	3.2354598015833e-05
XM_027381692.1	3.2354598015833e-05
XR_003476978.1	3.2354598015833e-05
XM_027381299.1	3.24359272708606e-05
XM_027355591.1	3.2478766027394e-05
XM_027355334.1	3.25915186322441e-05
XM_027367121.1	3.26064431895048e-05
XM_027372164.1	3.26817116913207e-05
XM_027365045.1	3.29333928855229e-05
XM_027359474.1	3.29958479639883e-05
XM_027378606.1	3.31264067138635e-05
XM_027360557.1	3.32010302944208e-05
XM_027369509.1	3.32434107730331e-05
XM_027363281.1	3.34317894331819e-05
XM_027363528.1	3.3441413207776e-05
XR_003477681.1	3.35228247210533e-05
XM_027374783.1	3.35845577907559e-05
XM_027367066.1	3.36243378957678e-05
XM_027367924.1	3.36975710696745e-05
XM_027364456.1	3.38093607190113e-05
XM_027370155.1	3.39229651464969e-05
XM_027352008.1	3.39752669611425e-05
XM_027372962.1	3.39752669611425e-05
XM_027382828.1	3.40164615281629e-05
XM_027368381.1	3.42069230766139e-05
XM_027362847.1	3.44233114151387e-05
XM_027372638.1	3.45125576867171e-05
XM_027352264.1	3.45276139858991e-05
XM_027364024.1	3.45853613480236e-05
XM_027365128.1	3.48813558661076e-05
XM_027360558.1	3.50682123287663e-05
XM_027368006.1	3.50996153214002e-05
XM_027353694.1	3.51453991073051e-05
XM_027378966.1	3.51453991073051e-05
XM_027366741.1	3.51715137886429e-05
XR_003476996.1	3.53129019737451e-05
XM_027363554.1	3.54126881718851e-05
XM_027368010.1	3.54126881718851e-05
XM_027378332.1	3.54126881718851e-05
XM_027351758.1	3.55075906852718e-05
XM_027356896.1	3.55246797714609e-05
XR_003477963.1	3.5554955873324e-05
XM_027372337.1	3.55923573053244e-05
XM_027357251.1	3.56614993298169e-05
XM_027362166.1	3.5715834085232e-05
XM_027372720.1	3.57946499785004e-05
XM_027354610.1	3.58508288324683e-05
XM_027368861.1	3.59516833571468e-05
XM_027378077.1	3.60537711074937e-05
XM_027383405.1	3.60537711074937e-05
XM_027382489.1	3.61172151347261e-05
XM_027369001.1	3.62148748249168e-05
XM_027370151.1	3.62370161589555e-05
XM_027372983.1	3.62370161589555e-05
XM_027360670.1	3.6401801832935e-05
XM_027351026.1	3.64811322644189e-05
XM_027351106.1	3.65570043587257e-05
XM_027364392.1	3.65570043587257e-05
XM_027367210.1	3.65570043587257e-05
XM_027361288.1	3.68361397648096e-05
XM_027370228.1	3.68861590804193e-05
XM_027350939.1	3.69512137499693e-05
XM_027370105.1	3.69783375299158e-05
XM_027359500.1	3.7260948712377e-05
XR_003475991.1	3.7260948712377e-05
XR_003477416.1	3.72839516097453e-05
XR_003475662.1	3.75158990581927e-05
XM_027362399.1	3.75668308832937e-05
XM_027365800.1	3.75668308832937e-05
XM_027377673.1	3.75668308832937e-05
XM_027365545.1	3.77439361550154e-05
XM_027376109.1	3.78150778222155e-05
XM_027372215.1	3.78346957704538e-05
XM_027361512.1	3.81944280938637e-05
XM_027370247.1	3.82041632800887e-05
XM_027380490.1	3.82258725071019e-05
XM_027354203.1	3.82994994915635e-05
XM_027381784.1	3.8513011538353e-05
XM_027379992.1	3.85179628539575e-05
XM_027357248.1	3.85313310778333e-05
XM_027381646.1	3.85313310778333e-05
XM_027358062.1	3.86098442691861e-05
XM_027366645.1	3.86098442691861e-05
XM_027376578.1	3.86723707928704e-05
XM_027374760.1	3.88043132629942e-05
XM_027355533.1	3.88653560489276e-05
XM_027358948.1	3.88653560489276e-05
XM_027353871.1	3.89449807541396e-05
XM_027365987.1	3.9149704958602e-05
XR_003475914.1	3.92019729850765e-05
XM_027362994.1	3.92501163583792e-05
XM_027369638.1	3.95117601901621e-05
XM_027371582.1	3.95117601901621e-05
XM_027371746.1	3.96232452582688e-05
XM_027375532.1	3.96232452582688e-05
XM_027375658.1	3.96232452582688e-05
XM_027359374.1	3.97026541131487e-05
XM_027364004.1	3.97026541131487e-05
XM_027368951.1	3.97339915321406e-05
XM_027362622.1	3.98805440995304e-05
XM_027379315.1	3.98805440995304e-05
XR_003476557.1	4.00147137041715e-05
XM_027357403.1	4.0059956784932e-05
XM_027361625.1	4.01282817538189e-05
XM_027369502.1	4.06588416725513e-05
XM_027370399.1	4.06588416725513e-05
XR_003477414.1	4.06818825228215e-05
XM_027383410.1	4.08081439578837e-05
XM_027357533.1	4.09242263385454e-05
XM_027355437.1	4.11445125918132e-05
XM_027381448.1	4.12943467705966e-05
XM_027360672.1	4.14017185770896e-05
XM_027374114.1	4.14017185770896e-05
XM_027378242.1	4.14512495018324e-05
XM_027367019.1	4.1576942024264e-05
XM_027359019.1	4.16802498177056e-05
XM_027359178.1	4.16802498177056e-05
XR_003476976.1	4.16802498177056e-05
XM_027354706.1	4.17031450097578e-05
XM_027374844.1	4.17127443413445e-05
XM_027368400.1	4.18101133106549e-05
XM_027375659.1	4.18180429520523e-05
XM_027383750.1	4.18490270474782e-05
XM_027369641.1	4.19719331654934e-05
XM_027350794.1	4.19782106530112e-05
XM_027381783.1	4.20489657807062e-05
XM_027374176.1	4.20670447798515e-05
XM_027376561.1	4.20670447798515e-05
XM_027381577.1	4.2070764933864e-05
XM_027365126.1	4.20890637711684e-05
XM_027365078.1	4.22855514376737e-05
XM_027364347.1	4.2299285313971e-05
XM_027376488.1	4.24825109282297e-05
XM_027353163.1	4.26560858273451e-05
XM_027382186.1	4.27275260905254e-05
XM_027354887.1	4.28761618052733e-05
XM_027363971.1	4.32322962020565e-05
XM_027364006.1	4.32322962020565e-05
XM_027379199.1	4.32322962020565e-05
XM_027354210.1	4.33873314692062e-05
XM_027362612.1	4.33873314692062e-05
XM_027359117.1	4.352070947193e-05
XM_027368129.1	4.36648192872267e-05
XM_027365704.1	4.3826203009784e-05
XM_027351132.1	4.40381446388718e-05
XM_027360321.1	4.4078071998263e-05
XM_027357247.1	4.41842623225408e-05
XM_027365483.1	4.41976084942116e-05
XR_003477560.1	4.44667382185604e-05
XM_027374892.1	4.47401786593307e-05
XM_027361261.1	4.48652846949901e-05
XM_027375236.1	4.50327781622383e-05
XM_027362732.1	4.50569197296182e-05
XM_027368008.1	4.52543304443817e-05
XM_027370216.1	4.53658701224692e-05
XM_027379570.1	4.54075952696878e-05
XM_027362066.1	4.55137360555708e-05
XM_027378320.1	4.55145005852571e-05
XM_027381435.1	4.55545664890498e-05
XM_027364535.1	4.56734647345713e-05
XR_003477412.1	4.57770609819239e-05
XM_027358415.1	4.57790744327675e-05
XM_027364391.1	4.62283590249998e-05
XM_027360560.1	4.62406922793859e-05
XM_027351948.1	4.64316313539028e-05
XM_027360674.1	4.64316313539028e-05
XM_027368011.1	4.65051748823973e-05
XR_003476112.1	4.65896368508208e-05
XR_003475501.1	4.67511100230063e-05
XM_027382096.1	4.67577358689118e-05
XM_027356823.1	4.67796386111809e-05
XM_027363879.1	4.67796386111809e-05
XM_027357554.1	4.67826630055199e-05
XM_027355701.1	4.6803546630547e-05
XM_027365121.1	4.69145813009553e-05
XM_027361791.1	4.70453345637602e-05
XM_027356376.1	4.72141494526676e-05
XM_027360300.1	4.72310037005135e-05
XM_027351619.1	4.73028847403725e-05
XM_027375365.1	4.73066731607745e-05
XM_027376294.1	4.73066731607745e-05
XM_027361775.1	4.73886649904149e-05
XM_027364813.1	4.74206973882636e-05
XM_027378080.1	4.77206534018666e-05
XM_027372126.1	4.7755918861984e-05
XM_027355666.1	4.8018519805875e-05
XM_027370154.1	4.80542987004035e-05
XM_027368955.1	4.82238475532501e-05
XM_027357252.1	4.83026606986646e-05
XM_027366618.1	4.84097451377255e-05
XM_027352189.1	4.85995821967223e-05
XM_027376588.1	4.87065038023128e-05
XM_027378166.1	4.89668264530799e-05
XM_027360662.1	4.90212524141766e-05
XM_027361202.1	4.90825382366244e-05
XM_027370798.1	4.90825382366244e-05
XM_027362631.1	4.91485012667219e-05
XM_027368005.1	4.91485012667219e-05
XM_027372637.1	4.93170307906756e-05
XM_027365822.1	4.93423737428196e-05
XM_027362330.1	4.97272411007272e-05
XR_003476602.1	4.9861361376173e-05
XM_027355340.1	4.98918894288089e-05
XM_027356111.1	4.98918894288089e-05
XM_027374574.1	4.98918894288089e-05
XM_027351483.1	4.99155327972734e-05
XR_003476287.1	5.02171071533314e-05
XM_027351212.1	5.02792460173685e-05
XM_027372587.1	5.02792460173685e-05
XM_027350896.1	5.05070691585279e-05
XM_027362183.1	5.06873750341607e-05
XM_027366619.1	5.06873750341607e-05
XM_027358769.1	5.06988976491066e-05
XM_027365475.1	5.09244913788703e-05
XM_027367683.1	5.09431403934989e-05
XM_027367612.1	5.15013602565226e-05
XM_027368729.1	5.15492622119305e-05
XM_027373817.1	5.19058477567406e-05
XM_027351204.1	5.20575791123354e-05
XM_027378143.1	5.21809672608481e-05
XM_027362230.1	5.24091028494389e-05
XM_027376560.1	5.24091028494389e-05
XM_027360671.1	5.24272804298717e-05
XM_027357587.1	5.25631473077473e-05
XM_027366644.1	5.29080974410189e-05
XM_027378336.1	5.29080974410189e-05
XM_027378165.1	5.32952679117513e-05
XM_027379297.1	5.33047119296487e-05
XM_027377675.1	5.3536394231501e-05
XM_027377660.1	5.35860617948421e-05
XM_027353516.1	5.3631453556298e-05
XR_003476271.1	5.36587526779538e-05
XM_027359413.1	5.37716871084054e-05
XM_027367073.1	5.38614589729241e-05
XM_027383639.1	5.38659072555498e-05
XM_027371177.1	5.41583774417366e-05
XM_027351123.1	5.4249131698306e-05
XM_027353097.1	5.43674322323939e-05
XM_027358699.1	5.44578694948212e-05
XM_027355035.1	5.44949625645162e-05
XM_027365077.1	5.48687236581507e-05
XM_027375507.1	5.48925439799841e-05
XM_027370004.1	5.49269726208125e-05
XM_027378051.1	5.49269726208125e-05
XR_003476032.1	5.49328432454554e-05
XM_027357599.1	5.50033632893579e-05
XM_027374305.1	5.50304405839776e-05
XM_027378584.1	5.50304405839776e-05
XM_027370338.1	5.51791249957777e-05
XM_027357254.1	5.52093817567656e-05
XM_027371753.1	5.52093817567656e-05
XM_027382318.1	5.53938908247724e-05
XM_027382540.1	5.56571001457641e-05
XR_003476002.1	5.59440182938835e-05
XM_027378162.1	5.59956111995872e-05
XM_027352018.1	5.61229955888299e-05
XM_027380458.1	5.61229955888299e-05
XM_027374281.1	5.61726548602248e-05
XM_027351486.1	5.63116764826135e-05
XM_027365348.1	5.63116764826135e-05
XM_027366617.1	5.63787383075291e-05
XR_003476288.1	5.670949355602e-05
XM_027383297.1	5.71215786220486e-05
XM_027364007.1	5.731633065464e-05
XM_027380050.1	5.74108691152595e-05
XM_027361286.1	5.74329547847364e-05
XM_027365174.1	5.76750381137504e-05
XM_027371050.1	5.76993391049309e-05
XM_027366896.1	5.77597875700431e-05
XM_027378333.1	5.77597875700431e-05
XM_027378853.1	5.77597875700431e-05
XM_027379183.1	5.77597875700431e-05
XM_027382074.1	5.77597875700431e-05
XM_027360997.1	5.77674185936253e-05
XM_027371601.1	5.79971605854314e-05
XM_027351097.1	5.80011600962672e-05
XM_027361679.1	5.80011600962672e-05
XM_027357250.1	5.80405793076454e-05
XM_027364868.1	5.83634059079733e-05
XM_027362630.1	5.83665462506494e-05
XM_027372007.1	5.85014301720619e-05
XM_027373474.1	5.86435733429934e-05
XM_027380567.1	5.86770061677957e-05
XM_027373405.1	5.87279603871596e-05
XM_027351653.1	5.8775831397677e-05
XM_027361285.1	5.89785700688231e-05
XM_027355687.1	5.90032754820219e-05
XM_027358239.1	5.94193497138464e-05
XM_027361574.1	5.94761419953919e-05
XM_027365043.1	5.94976554679614e-05
XM_027365839.1	5.96516380012232e-05
XM_027359654.1	5.97060425896806e-05
XM_027380511.1	5.97060425896806e-05
XM_027364348.1	5.98838277306398e-05
XM_027362739.1	6.00748601863213e-05
XM_027377713.1	6.00908079362256e-05
XM_027374107.1	6.02470269454135e-05
XM_027360215.1	6.02935867186662e-05
XM_027370321.1	6.03224135658983e-05
XM_027375903.1	6.03224135658983e-05
XM_027380508.1	6.03597934732636e-05
XM_027358510.1	6.03958182996566e-05
XM_027352207.1	6.04014507424547e-05
XM_027362619.1	6.05185952020626e-05
XM_027375392.1	6.05630924023108e-05
XM_027351591.1	6.05960860517661e-05
XM_027363709.1	6.05960860517661e-05
XM_027373750.1	6.05960860517661e-05
XM_027380691.1	6.06588801234762e-05
XM_027383181.1	6.10629761700116e-05
XM_027352225.1	6.12342392660952e-05
XM_027359262.1	6.1468197709236e-05
XM_027373724.1	6.1656219131171e-05
XM_027356845.1	6.18560489616166e-05
XM_027365129.1	6.18935360083295e-05
XM_027382687.1	6.18935360083295e-05
XR_003476847.1	6.19976647167367e-05
XM_027367053.1	6.20918117799233e-05
XM_027374007.1	6.22360798815412e-05
XM_027383554.1	6.23938097996049e-05
XM_027367820.1	6.24917703948227e-05
XM_027353954.1	6.2684651010928e-05
XM_027381801.1	6.27044731295201e-05
XM_027355468.1	6.27443647633673e-05
XM_027365354.1	6.27443647633673e-05
XM_027372102.1	6.27443647633673e-05
XM_027379935.1	6.30955032793827e-05
XM_027374052.1	6.33212298030791e-05
XM_027360002.1	6.33585856674603e-05
XM_027366428.1	6.3364945427784e-05
XM_027370398.1	6.3364945427784e-05
XM_027366616.1	6.40009426522842e-05
XM_027378331.1	6.4048969176212e-05
XM_027382153.1	6.40590006640077e-05
XM_027356751.1	6.41547189252542e-05
XM_027375571.1	6.4253365161963e-05
XR_003476799.1	6.42880235618127e-05
XM_027370786.1	6.47486037931995e-05
XM_027363730.1	6.49975128313865e-05
XM_027356689.1	6.52521235980596e-05
XM_027364543.1	6.53477503577654e-05
XM_027355341.1	6.54402985555752e-05
XM_027361626.1	6.54402985555752e-05
XM_027378156.1	6.56164972598517e-05
XM_027371147.1	6.56176792771041e-05
XM_027356922.1	6.56668258402653e-05
XM_027374527.1	6.56668258402653e-05
XM_027366420.1	6.58539930936891e-05
XM_027376455.1	6.61180455770985e-05
XM_027377449.1	6.63577184530396e-05
XM_027378870.1	6.70745285272568e-05
XM_027352866.1	6.74799645311231e-05
XM_027356418.1	6.74799645311231e-05
XM_027375393.1	6.74799645311231e-05
XM_027355959.1	6.75815927618122e-05
XM_027376444.1	6.75815927618122e-05
XM_027353566.1	6.769604733785e-05
XM_027355683.1	6.76996906088135e-05
XM_027376450.1	6.79118988505698e-05
XM_027359380.1	6.80081056508171e-05
XM_027361287.1	6.82800513551474e-05
XM_027357081.1	6.84530486483902e-05
XM_027370324.1	6.93934628632158e-05
XM_027377066.1	6.95979923813971e-05
XM_027364865.1	6.96633377053432e-05
XM_027371738.1	6.98844823315352e-05
XM_027371714.1	7.00898724637871e-05
XM_027366351.1	7.033491105264e-05
XM_027352367.1	7.05065063981231e-05
XM_027352857.1	7.05065063981231e-05
XM_027380016.1	7.05488391153257e-05
XR_003475661.1	7.05568714569229e-05
XM_027374004.1	7.07257178995972e-05
XM_027353474.1	7.13676866862789e-05
XM_027366196.1	7.14028599725682e-05
XM_027378413.1	7.19979512095294e-05
XR_003477328.1	7.2102201640442e-05
XM_027357926.1	7.2384630336567e-05
XM_027350982.1	7.25886957102475e-05
XM_027356477.1	7.28025874377919e-05
XM_027366573.1	7.28031642919496e-05
XM_027355858.1	7.29106361184002e-05
XM_027359960.1	7.29106361184002e-05
XM_027364009.1	7.30661034146469e-05
XR_003476975.1	7.30772640948495e-05
XM_027367677.1	7.31176878622668e-05
XM_027358102.1	7.3244181613132e-05
XM_027357644.1	7.41701857504998e-05
XM_027382822.1	7.41787887566859e-05
XM_027359023.1	7.42946159568598e-05
XM_027369237.1	7.42946159568598e-05
XM_027382522.1	7.44972488492084e-05
XM_027357523.1	7.46802661926293e-05
XM_027351631.1	7.47108060440435e-05
XM_027366648.1	7.47239388212859e-05
XM_027380457.1	7.49192504343347e-05
XM_027363848.1	7.55688376194007e-05
XM_027354149.1	7.56690652670045e-05
XM_027369491.1	7.56902635199898e-05
XM_027356601.1	7.60084186645264e-05
XM_027361700.1	7.60323748889356e-05
XM_027354875.1	7.60804080068761e-05
XM_027378617.1	7.60804080068761e-05
XM_027367856.1	7.63186413269256e-05
XM_027377671.1	7.65033765057361e-05
XM_027375364.1	7.69410880378916e-05
XM_027377670.1	7.69410880378916e-05
XM_027380463.1	7.73669764349187e-05
XM_027379714.1	7.73705875782974e-05
XR_003476374.1	7.74904477979383e-05
XM_027354150.1	7.76155219627202e-05
XR_003476449.1	7.76426774807332e-05
XM_027360559.1	7.77016619055539e-05
XM_027358172.1	7.77427903871357e-05
XM_027357582.1	7.82383504261561e-05
XM_027369479.1	7.86649807974409e-05
XM_027379537.1	7.86649807974409e-05
XM_027368070.1	7.86663308606344e-05
XM_027363442.1	7.93494420104374e-05
XM_027370248.1	7.94236358456272e-05
XM_027377672.1	7.94236358456272e-05
XR_003477621.1	7.94236358456272e-05
XM_027378055.1	8.02879387621736e-05
XM_027356973.1	8.03505843560895e-05
XR_003476731.1	8.09317867469531e-05
XR_003477410.1	8.10570721388395e-05
XM_027366317.1	8.11812230608918e-05
XM_027365245.1	8.1214494197064e-05
