ID	edgeR_logFC	limma_logFC	NOISeq_log2FC_SigInv	DESeq2_log2FoldChange
XM_027361191.1	-4.90749536108884	-5.61409076140884	-4.98197138684163	-4.98924240201819
XM_027361192.1	1.94233127536644	1.97198959242766	1.92076853305287	1.96713109189643
XM_027361197.1	4.68027225808088	5.17539223293756	4.70730240655015	4.72013691860916
XM_027361198.1	4.6990532127108	5.04275205194044	4.72169345894455	4.7622066579639
XM_027361202.1	11.3978566795498	6.74057265387444	7.67757864355849	9.2533583026813
XM_027361208.1	-1.66289076660044	-1.5876745274308	-1.71599863156284	-1.66754615669381
XM_027361218.1	-1.38792599641951	-1.60124037314652	-1.45622929153197	-1.43080240081337
XM_027361219.1	-1.51409037119792	-1.70165842022543	-1.58463444184179	-1.56276938476035
XM_027361221.1	6.39163099230273	5.8705460642922	6.40622733940208	6.44922131525181
XM_027361230.1	7.1092535898189	6.98753481118651	7.14351664821021	7.17466749453194
XM_027361232.1	7.32596867817895	6.30718799379442	6.61783156634743	7.47982668166682
XM_027361234.1	5.82859409806206	6.45551475919245	5.85076139509733	5.93598926190479
XM_027361237.1	6.74573411636157	6.16142425212095	6.7727443162327	6.81586627828617
XM_027361238.1	1.43415972045296	1.766212573629	1.46003091860796	1.48796483121321
XM_027361241.1	5.16833462669462	5.47343187386028	5.05454665847411	5.24977654649776
XM_027361245.1	7.17858385579267	6.7531139682451	7.20989732343014	7.24791499175378
XM_027361250.1	0.974632187489824	2.58902029231725	0.870822091749208	0.937400547820917
XM_027361251.1	1.39648486009466	3.07173835393696	1.29832066479659	1.37746450714631
XM_027361261.1	6.19727841743445	8.7595583150533	6.37545621800802	6.37923051570905
XM_027361274.1	1.65650801675923	1.70700688905099	1.59954583004943	1.65171565767899
XM_027361275.1	3.8845074918902	3.97278443952358	3.8362380371132	3.89314283695789
XM_027361276.1	4.13414825279449	3.91210983457018	4.12380903402122	4.16059858954306
XM_027361277.1	3.8852392259184	3.6185290468815	3.890061050959	3.93421319993447
XM_027361279.1	8.97914744372267	5.29280471098237	5.19098531091411	6.7560071589358
XM_027361285.1	7.10723185275182	7.2326327894011	7.05973342218324	7.23390183866266
XM_027361286.1	7.87309268596137	7.34632814327201	7.49296038509394	7.95031869647525
XM_027361287.1	6.60275058116992	6.6500842286602	6.5995826798407	6.77229280881807
XM_027361288.1	6.45796893232621	6.69197699060828	6.4237356141693	6.58811654935148
XM_027361290.1	5.41868113137777	6.97336410026492	5.28245053663833	5.49119043601026
XM_027361299.1	4.77283554096467	4.37917773275763	4.30568072901847	4.88802367288154
XM_027361301.1	6.08396901277313	6.25147165545728	5.68083454185778	6.17796025945985
XM_027361302.1	1.10519733526293	1.7148299662389	1.10743500457515	1.11092676264629
XM_027361306.1	1.35948991791854	1.93359405673719	1.35395269876657	1.3258108687963
XM_027361318.1	-3.16549281492551	-3.1076589561961	-3.23011770900205	-3.19236208134092
XM_027361319.1	-2.20432962879283	-2.23465041587278	-2.21412846269837	-2.18448461839195
XM_027361320.1	-3.21208095890282	-3.19511004077893	-3.26731458908191	-3.23885062257546
XM_027361321.1	-3.06703776947223	-3.14328486838133	-3.13150230149794	-3.09772057283754
XM_027361324.1	1.97644548737653	2.46431397653279	1.84284026488701	1.94801331463657
XM_027361325.1	2.04117480967654	1.98979429381737	1.94788809331992	2.01511757649694
XM_027361326.1	1.94153731508188	1.87032061669107	1.83906216277206	1.9591143615791
XM_027361329.1	5.82590508782708	6.30658023195559	5.80359977742708	5.86021892820597
XM_027361330.1	4.97868542775172	5.34000815544089	4.96423438833933	5.01016422902835
XM_027361332.1	4.62303168180347	5.20188876823128	4.62167218332525	4.66618353215079
XM_027361344.1	2.91577832726783	3.11030152921515	2.84253028627951	2.88618034886828
XM_027361345.1	10.0564485518108	8.98446317002623	8.99828652254336	10.0373051412859
XM_027361370.1	-1.85501027492259	-1.96333538576806	-1.84944928983303	-1.81173423003498
XM_027361378.1	1.4878238258728	1.5350998314175	1.47114566808166	1.49465122052212
XM_027361399.1	1.45878258907134	1.5055473687571	1.43448565504696	1.46699689250709
XM_027361400.1	1.61376176128522	1.72466290261985	1.56667814152606	1.6106550292107
XM_027361401.1	-2.43626343899275	-2.54565209417449	-2.45614636752328	-2.43254107854501
XM_027361417.1	-3.43850425502285	-3.49834162438723	-3.4724362452394	-3.40264165097148
XM_027361423.1	-1.69845524489165	-1.58165725081548	-1.73040010061458	-1.71156986962214
XM_027361424.1	-1.99960788274029	-1.42773755891733	-2.00870456596399	-2.00026075175471
XM_027361425.1	-2.67780657994725	-2.84612487223553	-2.81772898383416	-2.7801950994525
XM_027361432.1	2.53106503008625	2.38282340777586	2.46433941391484	2.51409542182603
XM_027361433.1	2.54502137039113	2.55377428920351	2.47836579232351	2.53488508192321
XM_027361434.1	2.44834034206298	2.7998899268703	2.41152305372368	2.42315665529308
XM_027361437.1	-5.26694358507735	-5.63165115105216	-5.39732654710127	-5.36747083238089
XM_027361438.1	-6.15641301679308	-7.12060891016192	-6.28761456994171	-6.26687082834857
XM_027361439.1	-5.51593884135418	-5.56766069206523	-5.56778651408715	-5.55357390447208
XM_027361441.1	-9.24276970184952	-9.72095084883524	-9.30803217669116	-9.29426276462249
XM_027361442.1	-4.21739322636885	-4.14684110311771	-4.31450395079391	-4.27058006307138
XM_027361443.1	-4.05392814268319	-3.95785760900055	-4.15158300833234	-4.10702985902193
XM_027361444.1	-6.21821734915014	-7.32695747342114	-6.34327788819545	-6.33941196499097
XM_027361448.1	-5.46791710133516	-5.39648089891821	-5.49568147789543	-5.49616249064072
XM_027361452.1	1.53798907997351	1.53598420857189	1.5038523505458	1.5435113455075
XM_027361453.1	1.3937287722714	1.6334214750545	1.32459717332458	1.37548302055853
XM_027361454.1	2.59182271107618	3.02821577770916	2.50496972193445	2.58198337941339
XM_027361456.1	5.65592641303201	4.69107484342174	4.54914580145242	5.58435734792198
XM_027361468.1	10.1306241723873	6.2338391318725	6.37851562994092	7.9516846676667
XM_027361473.1	7.28871164279405	7.03350797371147	7.03858548814439	7.36718986446172
XM_027361474.1	9.06525731003482	8.06603863666468	7.95895326265814	9.04499538318438
XM_027361479.1	-1.97983756332984	-1.58772969011215	-1.97638819068375	-1.96573235322664
XM_027361480.1	-2.24994952796296	-1.93196487021688	-2.25305182495594	-2.24667015841218
XM_027361496.1	2.12063881631701	2.11474742758997	2.07370970427491	2.11427258088931
XM_027361500.1	-1.79244711289287	-1.35682313504393	-1.88862162387303	-1.84851635311494
XM_027361504.1	4.57514142764369	4.61204710270189	4.32378276297397	4.54373325787915
XM_027361509.1	3.14732360812927	3.15547014734045	3.1203176086115	3.16940550220985
XM_027361510.1	1.07972287796893	2.27938825153498	1.00780276237279	1.0526873312372
XM_027361522.1	10.5816715639793	6.60353153982439	6.84477420229631	8.42165958760565
XM_027361534.1	-3.57243527163807	-3.5526258718428	-3.58903929703967	-3.57329046860356
XM_027361539.1	7.24832549246705	7.04738933694048	6.43961003759357	7.38453533097094
XM_027361541.1	2.37843071354267	2.5986621919372	2.31645250144809	2.34573858721129
XM_027361550.1	-3.32520953464156	-3.31058668056363	-3.33520924486064	-3.31049829108507
XM_027361553.1	-4.3630148035556	-4.98017747526934	-4.46676475574857	-4.44754245580826
XM_027361563.1	2.75976495864935	2.52557636334232	2.49984262454993	2.79885176499651
XM_027361568.1	-6.70813832602246	-7.91958294936511	-6.76022331301971	-6.79600255987174
XM_027361571.1	1.52628801798512	3.527192850943	1.55550507451335	1.5516744900003
XM_027361574.1	3.90386084852512	3.97144196671231	3.85141638889292	3.91706361222905
XM_027361575.1	9.62856961797135	5.74308500077733	5.87830368303494	7.44974686262826
XM_027361576.1	9.58687376379427	5.7424952327032	5.82508321532862	7.39023904025597
XM_027361580.1	-1.76643260104539	-1.15253797386314	-1.8042274553756	-1.7836079785026
XM_027361587.1	-1.66399098546026	-1.78682735286273	-1.71589093942485	-1.67679385063386
XM_027361614.1	7.68560672162835	8.29202663117736	7.54625005731396	7.80729244498857
XM_027361616.1	6.14816273932386	6.25951496673416	5.76322849680355	6.2761532609413
XM_027361617.1	-1.76546079314442	-1.77472155595172	-1.85348903466557	-1.82217550906746
XM_027361621.1	5.05078381556871	5.06880134206486	5.06814074498102	5.10667407156867
XM_027361623.1	5.27429617513255	5.51581346805871	5.28747335525214	5.29954408149473
XM_027361625.1	7.16346593812057	6.66345518261512	7.20392890953062	7.27552395595211
XM_027361626.1	6.09995931545334	5.83536236224621	6.16474260093531	6.22028252407183
XM_027361627.1	1.5987604574474	1.57030557480726	1.5584669319143	1.58510916645715
XM_027361639.1	2.98575510257615	3.4959401507963	2.84123267434303	2.97872134544156
XM_027361656.1	-3.53753360425828	-4.41842837566337	-3.59729975461276	-3.575217296974
XM_027361669.1	2.93014631976323	2.66494475240474	2.93902397757432	2.98240905967591
XM_027361670.1	1.78777100920192	1.90037455173064	1.73744506562336	1.78920850255625
XM_027361672.1	-4.58923007901195	-4.12565757302947	-4.63622399346661	-4.65122980823658
XM_027361673.1	-3.84635514944935	-3.48001317633655	-3.88921876729278	-3.90223500431909
XM_027361674.1	-4.47252246622491	-3.96293031044791	-4.51352673168456	-4.52822037494058
XM_027361675.1	-3.30349550110375	-3.07392800442038	-3.34846639605392	-3.36394426968921
XM_027361679.1	8.26722501387067	8.81189095416165	8.27779627255266	8.41523056787861
XM_027361680.1	2.87259755997676	3.07557837576026	2.84722853027153	2.87788341705202
XM_027361685.1	1.84943716722953	2.02192362462262	1.82120980828614	1.83871115125084
XM_027361690.1	9.22089223714179	9.17347081949798	9.13946322080182	9.27743555124065
XM_027361700.1	7.33204851421127	8.69315176580098	7.38559145658597	7.45758116173795
XM_027361707.1	1.35425005904842	1.82900911395204	1.34329975367068	1.30408861203223
XM_027361709.1	7.10923841034091	8.73510965876854	7.21969943419095	7.25888591466678
XM_027361716.1	2.39346776551024	2.4000908567584	2.39146013587471	2.42401283667948
XM_027361726.1	2.93469116897947	3.12342937539686	2.92538253750346	2.97474431003085
XM_027361728.1	10.5912981444009	6.74548081731014	6.84091310329745	8.4132432341416
XM_027361729.1	7.44457576539452	6.8863602112416	6.57256077878884	7.62496431142622
XM_027361735.1	-1.57101902750899	-1.50850879661531	-1.57312707354536	-1.5415422286192
XM_027361737.1	7.32265044804238	11.0000898346287	7.43488440948405	7.4176914250639
XM_027361738.1	7.20403856542369	10.6826761150743	7.30896077812699	7.31267586685045
XM_027361739.1	6.74777167457079	9.8779047094699	6.83604677484926	6.82670226511167
XM_027361741.1	7.5869846219805	10.7904427411957	7.68582617944099	7.69170124602933
XM_027361743.1	8.16706538970035	9.14522908369328	8.24942631071129	8.32305694997948
XM_027361753.1	8.02795655006418	6.84918773478002	7.03801417892395	8.01060788218319
XM_027361758.1	-2.30494008037854	-2.26691627889798	-2.31378700147738	-2.28130572587227
XM_027361761.1	-1.81271798456676	-1.64648434696422	-1.8127475667176	-1.79168925609473
XM_027361762.1	4.82298304022232	3.46619183690566	4.96334261294531	5.01690056320167
XM_027361763.1	-2.96952398765428	-2.80798738349321	-2.9895922519102	-2.97189309006997
XM_027361775.1	8.66005750678945	7.96614666811244	8.01633652621826	8.72065078781378
XM_027361782.1	2.11352639031449	2.98369825725752	2.05283896711994	2.04387108841994
XM_027361790.1	-2.14638108873123	-2.14616789522535	-2.20160235492246	-2.18070831103363
XM_027361791.1	8.61495025218556	7.87872897760003	8.20749691186917	8.7950467551268
XM_027361793.1	1.94845934001586	2.04245525540899	1.89107123529456	1.92120891878193
XM_027361794.1	3.62959290955215	3.918301019869	3.60982295210859	3.64517932167964
XM_027361795.1	-2.86592445687985	-2.73482802130139	-2.87819262318596	-2.87480698322725
XM_027361796.1	-3.25820822383039	-3.06774163568793	-3.27596797428797	-3.2726658600564
XM_027361798.1	8.32494575630331	8.93493759646461	8.16970410612674	8.43488425267436
XM_027361799.1	12.1250428973314	8.11715691797498	8.38136566803734	9.95019256338388
XM_027361800.1	7.62327717301654	7.59850829186896	7.23726064526549	7.78168611307752
XM_027361801.1	8.84261493249898	7.69645962413405	7.71696270131184	8.95024119573346
XM_027361804.1	1.40941439050492	2.03034666615515	1.40832608989627	1.38375085823569
XM_027361812.1	1.02038797663492	1.66860501624723	0.99247448184526	0.993551067762752
XM_027361813.1	1.52363813667325	2.09755102677511	1.55647927235259	1.46923403402635
XM_027361814.1	1.03542881446441	1.50454226741982	0.984017366719498	0.997475563051517
XM_027361815.1	2.35571491788289	3.44432671464486	2.24306310111231	2.32762194720035
XM_027361817.1	1.49785793337373	2.09967368603843	1.43472766786067	1.46219615378556
XM_027361818.1	1.33783195811759	2.15725893874929	1.29621800349811	1.30560662162505
XM_027361823.1	6.96070672555065	7.56132962273845	6.98782074922136	7.03461557006917
XM_027361824.1	7.01727119698877	7.43364967462833	7.05634636288783	7.07674888691358
XM_027361826.1	-2.69895288930332	-2.33185598650486	-2.71263231660991	-2.70001120536722
XM_027361827.1	-2.61117883208805	-2.14696195577001	-2.62627287205845	-2.61389562884425
XM_027361828.1	-2.46516081674966	-2.01933041611236	-2.4742537599512	-2.4646382867456
XM_027361831.1	1.88566876872084	1.91759491409816	1.83274057810184	1.8494909115216
XM_027361832.1	1.93498407574162	2.3945837803986	1.88927576524555	1.88766254095034
XM_027361833.1	-2.48355503363216	-2.86396505341095	-2.57952703587659	-2.55963660832981
XM_027361834.1	2.15996105490482	2.27582225842521	2.11267916344582	2.17529536167454
XM_027361835.1	-2.37571585204379	-2.52972375103985	-2.41870207528341	-2.39405549441427
XM_027361840.1	3.99908725386141	3.9662802057599	3.8185586049661	3.98756440885461
XM_027361850.1	-2.00307896666066	-1.98099246050735	-2.0019787859578	-1.96757931786597
XM_027361851.1	2.97873804577533	2.87623245669609	2.88618984363283	2.93598044315171
XM_027361853.1	2.96301058037626	2.93486641752516	2.89942278335814	2.99475607679837
XM_027361859.1	-1.73043492599623	-1.52609967858714	-1.76697590231856	-1.75221518456469
XM_027361876.1	2.18733666967023	2.19294249691723	2.16778749815215	2.20804137170294
XM_027361884.1	3.70771896310398	1.73511200635558	3.59878338212939	3.58076033247443
XM_027361885.1	8.50250249106972	7.76441272455879	8.28832832975568	8.70518013985507
XM_027361890.1	2.44388155167156	2.64467638620213	2.43842620330761	2.46196563793091
XM_027361891.1	2.35385842311024	2.36826858796658	2.32690844683957	2.35486098638509
XM_027361892.1	1.8544709459659	1.82686816292715	1.83643901348165	1.86405562338446
XM_027361893.1	2.08646923974685	2.10925897101058	2.04325103392398	2.10526147900177
XM_027361895.1	2.25142635269498	2.28821972733396	2.2335217270679	2.27488306718625
XM_027361896.1	1.76930302341092	1.74481171508383	1.74000188613949	1.7802897794162
XM_027361897.1	2.62458816361227	2.60248751032619	2.60595179340033	2.65195634732022
XM_027361898.1	1.86603161362733	1.90740276923242	1.84755327465261	1.87800019062741
XM_027361899.1	1.68227557549561	1.70048364363447	1.67112308429867	1.7045902359693
XM_027361900.1	2.09639016614846	2.18547964666494	2.09010150316061	2.10961764986902
XM_027361901.1	1.78873309822886	1.77489903737878	1.76532951049953	1.80554985241248
XM_027361908.1	1.7482048610493	2.19160622921079	1.69684286700406	1.7508427943823
XM_027361909.1	2.39696451387357	2.37633069857027	2.32836264312337	2.4200256052745
XM_027361910.1	3.00595776901922	2.99594321036289	3.06799773433272	3.03280986954238
XM_027361911.1	2.52420036788511	3.25821180139557	2.53650109779855	2.5084491144521
XM_027361914.1	3.54069444592785	3.96552604243384	3.48185476986781	3.53620286206198
XM_027361917.1	-1.92104101706853	-1.63459503839239	-1.93794045737857	-1.93025800267277
XM_027361918.1	-2.76933009344537	-2.47582789785811	-2.79072032643057	-2.78332118189239
XM_027361919.1	-2.56271278880663	-2.27281251637119	-2.57921215246612	-2.57146331420504
XM_027361920.1	-2.53076196198464	-2.24319944539545	-2.54590517556548	-2.5354690160049
XM_027361925.1	-2.01413271661862	-2.02571768013393	-2.05578913557874	-2.02439323951253
XM_027361933.1	9.25721621636439	9.48159298805273	9.21562595621152	9.43814465920005
XM_027361934.1	8.80973127414877	10.9710014050145	8.98103268835043	8.98617197146032
XM_027361940.1	3.6077201191924	1.58588910800743	3.48747113833335	3.49447132792687
XM_027361942.1	-1.80322452671512	-1.71256254614331	-1.81170011127486	-1.78635182724786
XM_027361944.1	2.72912645279377	3.53391218398633	2.52406781322744	2.76790635273284
XM_027361947.1	-4.50999026655644	-4.66874513378954	-4.55338859335138	-4.51893282872234
XM_027361954.1	3.85716518576922	3.95540823567017	3.83108069124235	3.83477716228244
XM_027361955.1	-2.00990360212652	-1.46244558754183	-1.9817308857751	-1.97455230854978
XM_027361960.1	1.87769830843435	2.7798436868391	1.776473452965	1.8253582899548
XM_027361961.1	-1.91277540703392	-1.40992667622049	-1.88110457154729	-1.87410218841948
XM_027361966.1	7.21783794669704	7.95148625947406	7.17821922127337	7.25126533445599
XM_027361968.1	-2.06871803416813	-1.45527966541506	-2.03904669694865	-2.03215165305936
XM_027361972.1	2.90390094078953	2.01092049975638	2.83817992554102	2.86786609799791
XM_027361980.1	-2.86584145710498	-3.04376749876524	-2.91462751093582	-2.8979874570338
XM_027361985.1	1.74985056665794	1.7315388610206	1.70121291885688	1.75007219115506
XM_027362003.1	7.16621640676591	7.13952432769859	7.01477541001068	7.32018907857669
XM_027362011.1	2.07809982395242	2.470384447945	2.05322612159453	2.08332377100744
XM_027362013.1	1.73430843553083	2.15083250003691	1.64780318604573	1.72133505916263
XM_027362014.1	-1.73454747221603	-1.38553126431356	-1.77626633908426	-1.75922450617492
XM_027362021.1	-5.56464069635059	-7.11910118094523	-5.67603472031256	-5.62023709512134
XM_027362026.1	10.8138138948713	6.7363285577835	7.07707674358834	8.65327244020202
XM_027362028.1	8.37277846861477	6.3490269759188	6.74897116492285	8.08603135684395
XM_027362034.1	1.73184185512952	2.22970671826682	1.79388625477608	1.71945137321188
XM_027362035.1	-5.48268653761252	-6.7739316421909	-5.55084152230429	-5.56656258684204
XM_027362036.1	-4.37694416763052	-6.45357352067182	-4.42904850504003	-4.47217323634119
XM_027362037.1	-3.64720047208199	-5.81857339386422	-3.73405288617115	-3.75716230487513
XM_027362041.1	1.73812637199964	2.23448559340804	1.75006671028069	1.76774866472641
XM_027362044.1	11.229268493665	7.30414330263918	7.47132566378272	9.04722952609353
XM_027362045.1	1.10645985636758	1.60560403214891	1.07566747396161	1.10074751019249
XM_027362048.1	1.21712551503969	1.88009270957376	1.1527236176829	1.21343853341006
XM_027362049.1	-13.4593402947262	-15.0393599067994	-13.5475193855286	-13.5080963308672
XM_027362052.1	6.76082586201382	7.04916576053564	6.88843897926327	6.91267360159433
XM_027362057.1	9.36634922162172	8.43598174275347	8.15153761885618	9.39110561743523
XM_027362058.1	8.49582956961362	8.33620984943147	7.95319050237192	8.59645867420828
XM_027362059.1	9.74136385783564	8.83212288776426	8.51843532885109	9.75719788419215
XM_027362060.1	7.15895567429276	7.5969194859187	6.81984400576845	7.28869614293257
XM_027362061.1	6.71990529373451	6.47006091846864	6.26126867190235	6.80539802679796
XM_027362064.1	1.8373660097268	2.483665351073	1.81473365022064	1.83596000860504
XM_027362065.1	2.07415670873875	2.30061430375956	2.00344059900317	2.06707220230846
XM_027362066.1	2.75377732756299	3.2206483453877	2.72885809579554	2.75110005626969
XM_027362067.1	2.58104885066692	2.83801573713696	2.61520416944919	2.58889574235224
XM_027362074.1	4.3965962666548	4.87657311505108	4.32575354207059	4.35780825084127
XM_027362075.1	7.66505592842501	6.7520427063203	6.43576566722655	7.67597262256804
XM_027362084.1	6.58103866647367	6.59020544033255	6.322393104627	6.65525387964895
XM_027362098.1	9.35231266170275	5.46623785856632	5.53432769579677	7.10345650175559
XM_027362099.1	10.8416909643408	7.0423959317153	7.03689011060206	8.60486032514062
XM_027362100.1	4.47391426839466	4.62514447742162	3.8834311353299	4.55336790982359
XM_027362104.1	-2.70566568493564	-2.50385465777457	-2.71849823188126	-2.71422771341241
XM_027362105.1	7.60569154581191	8.0547443654962	7.41411201174105	7.71198066624208
XM_027362106.1	2.98576252307191	3.08587775271369	2.96943230813409	3.01333572549491
XM_027362107.1	3.919837747199	4.02499818948534	3.92295099202256	3.96881267003286
XM_027362108.1	5.63273918462718	5.87579149735305	5.63460414053264	5.70139549339666
XM_027362112.1	6.38616278787533	6.6128874041923	6.19459175184014	6.4348127240222
XM_027362113.1	8.77136777477358	7.6763426571454	7.65625700385876	8.68729869241358
XM_027362115.1	8.787562755923	9.56805823454025	8.61146336352566	8.82923715172307
XM_027362123.1	1.73218279844164	1.59325997576749	1.67113562175688	1.71343276045559
XM_027362124.1	1.83486903543148	1.75395133118886	1.7699851733418	1.81632743514952
XM_027362126.1	-3.266369831873	-3.24521331009157	-3.35744218348855	-3.31379318641841
XM_027362128.1	6.14339274679623	6.68876659842308	6.12799610960114	6.15341311402576
XM_027362129.1	2.02585747860956	3.81888051334228	2.02645579779714	2.08841767703744
XM_027362138.1	6.26586001923127	6.76535366476098	6.25337519759054	6.30198811509631
XM_027362140.1	2.82538366942062	3.39783076154015	2.77982669234436	2.83220740359006
XM_027362141.1	2.86895505196483	3.18803158151249	2.8930599368052	2.89460236344764
XM_027362142.1	5.90912153852411	6.04394910121483	5.87024623820895	5.94032292999664
XM_027362143.1	5.37565751113801	5.62453504851064	5.4460077164165	5.41371637749763
XM_027362151.1	2.42228995362554	2.37482485576876	2.42374290340294	2.44848676484484
XM_027362157.1	-2.56705870445411	-2.14775622589504	-2.66389164159574	-2.60559043976286
XM_027362158.1	-3.24344691143437	-3.24531189251528	-3.3269537827829	-3.28962768132376
XM_027362159.1	2.17735989092335	2.10674771948785	2.17126836816068	2.20255066479341
XM_027362165.1	2.20966696677187	2.16193270757015	2.20116263402035	2.24568865353563
XM_027362166.1	9.95234993579214	5.295718390264	6.24753338313774	7.8270740468832
XM_027362167.1	-1.79353643780616	-1.89285698523723	-1.82076621204425	-1.82902423231748
XM_027362168.1	-1.83762083877721	-1.95389546238258	-1.8547287338977	-1.85129143294012
XM_027362169.1	-1.84564902814081	-1.91847500571407	-1.8730617810312	-1.87725304498328
XM_027362170.1	-1.8951371833479	-1.84917961701182	-1.91823443901005	-1.92414755538425
XM_027362179.1	-2.73321960277925	-2.63653622662251	-2.74223713897583	-2.71826647764254
XM_027362182.1	2.37285652466768	1.71076183810145	2.29998329515574	2.29277145279269
XM_027362191.1	1.4661743244312	1.1325125018693	1.5235404033967	1.56579143889099
XM_027362198.1	1.6286519941292	1.61752668328843	1.61080145026195	1.64272674199408
XM_027362200.1	1.50114620095543	1.11264586003004	1.55829411579401	1.60070004959085
XM_027362201.1	2.85351673707205	2.79208840080108	2.82158809279007	2.8674302314676
XM_027362202.1	2.89827780607557	2.83575437019148	2.8713332204015	2.91536284861411
XM_027362209.1	4.4476853746602	4.89333820748735	4.37869245307718	4.52372131684144
XM_027362210.1	-3.49135511759955	-4.2342684148079	-3.58446474663147	-3.57428948942842
XM_027362211.1	1.9319859882602	2.75293361189991	1.88453356558251	1.93853333895142
XM_027362213.1	1.61362233145751	1.12818539909111	1.64207479150663	1.69339861609053
XM_027362219.1	-2.16302938107495	-3.1174322011078	-2.23604240247781	-2.20442926258095
XM_027362224.1	2.59053467010772	2.60994780205597	2.58835311665696	2.62777125389414
XM_027362225.1	-2.01987702256197	-2.14765620936263	-2.08937642943217	-2.05799160543364
XM_027362226.1	-1.77052199976582	-1.60286427303058	-1.77296352236616	-1.75386967008608
XM_027362229.1	-2.58926160700944	-2.72008079390601	-2.64427353485896	-2.61199098967569
XM_027362231.1	1.57340258312354	1.64912746141861	1.54258867332936	1.54687433960364
XM_027362235.1	2.59258119649648	2.89836029953089	2.32463768185771	2.69964241272036
XM_027362237.1	-10.9649100195787	-11.3075344076192	-11.1111312505684	-11.0840738165409
XM_027362243.1	1.31431542976895	2.42440042432877	1.23109309063814	1.2875177304374
XM_027362247.1	6.23234422800367	6.81577793142249	6.17795984381815	6.34465861124667
XM_027362259.1	-3.31862669606193	-3.15029949593253	-3.30243164898639	-3.30050658282113
XM_027362260.1	-2.96607097143571	-2.9007668961884	-2.95418524941805	-2.94800768177076
XM_027362261.1	-3.18622005559955	-3.07773523062628	-3.17567319903826	-3.17150401078795
XM_027362273.1	8.02429795514312	6.73825681723344	6.94023249991417	8.18004914996095
XM_027362282.1	7.79045315000008	8.33889223440076	7.82933081018833	7.95326936229256
XM_027362288.1	2.09163274256341	3.30277741777445	1.99138476954026	2.06149280971989
XM_027362289.1	1.46239413904762	1.99629816714897	1.45147984780817	1.45938280135948
XM_027362290.1	1.87396105192835	2.55912410523031	1.83792332770171	1.84497395644065
XM_027362291.1	1.53554930856423	2.39847424051183	1.47493773213726	1.50370760715813
XM_027362299.1	7.60961788223649	10.0330843813035	7.70441339604642	7.7307987436971
XM_027362301.1	-1.61798532267099	-1.62125828312257	-1.66342365753144	-1.62767253637862
XM_027362302.1	10.6727611497513	6.49565294343623	6.94689416114851	8.525309168644
XM_027362305.1	8.41527894317682	7.1276765439356	7.2392314064238	8.64058746694319
XM_027362331.1	-1.74679745434937	-1.73028280339837	-1.87284231491873	-1.81987315540509
XM_027362336.1	-1.57363631082503	-1.60073795157596	-1.67062242065765	-1.63832143115464
XM_027362342.1	4.96146494107984	5.01608421676714	4.82643485483168	5.06342414155259
XM_027362345.1	-7.70112275566883	-7.83077064473617	-7.7273569879515	-7.74079919476297
XM_027362346.1	7.04885364752502	10.1648463047861	7.18671548320937	7.18156960141571
XM_027362347.1	7.20937989320483	9.51907903501759	7.32005076053315	7.34022741730702
XM_027362349.1	6.91788985787723	8.32150885108089	6.85227197749565	7.02492105682812
XM_027362353.1	-3.78394987661428	-3.84240935250106	-3.85381792890517	-3.81543666747796
XM_027362356.1	6.20666919298976	6.73600409976864	6.33739854091791	6.3569196492475
XM_027362357.1	-3.69729525419712	-3.70899820605681	-3.72348540563459	-3.6803031322797
XM_027362358.1	2.86506661909566	3.19061082182925	2.68191209053803	2.96197608387076
XM_027362359.1	2.42396816007003	2.81749208755744	2.37974475759534	2.41837242045063
XM_027362370.1	5.95087046335987	6.14752174828401	5.82564300151568	6.01077520842276
XM_027362375.1	4.2945119550319	4.29944344628981	4.15021953671384	4.24834427400359
XM_027362384.1	5.06593310876479	5.1900538426867	5.05224769623622	5.09454910754465
XM_027362412.1	7.66054393242876	6.98447096584363	6.80408071771787	7.78565293554434
XM_027362415.1	-2.46524201357985	-2.40650051945064	-2.45227443645675	-2.42168103677193
XM_027362417.1	2.511929470416	2.56706950002689	2.45081380047591	2.49955798035879
XM_027362422.1	8.220325003737	8.95948214739026	8.24057466348703	8.37714227283238
XM_027362423.1	-1.93329159068146	-1.93727077439258	-1.95605487319621	-1.92110609711282
XM_027362424.1	-1.84173289900266	-1.85168454902552	-1.852639093104	-1.82390936887817
XM_027362426.1	1.05250471630846	1.64487057623622	1.00961960580973	1.01473463104033
XM_027362428.1	9.18143541074871	8.461917280896	8.42746507256466	9.22875112215535
XM_027362429.1	6.93643611616496	7.84518216252211	6.94728932369554	7.01181013256009
XM_027362430.1	7.07422702319949	8.68337980126876	7.08256568165618	7.14993736617837
XM_027362434.1	1.76114397282881	3.15060492912657	1.65299880771004	1.72432080499478
XM_027362435.1	1.29529037961688	1.86397032983941	1.27111454814784	1.29633438346482
XM_027362436.1	5.59059463221056	5.00038317439743	4.71667661719608	5.76340757899108
XM_027362461.1	-8.72262424712543	-9.92967897067517	-8.85236229243552	-8.8781066526234
XM_027362471.1	3.5164821315953	3.6312585191447	3.17947532716288	3.54655460093518
XM_027362472.1	4.24670252196177	4.09272604490079	4.07301971578729	4.1901445190464
XM_027362476.1	1.56773968365017	1.5691555685165	1.50126908728964	1.52348416488206
XM_027362487.1	1.44181177834532	1.56204256730722	1.38688825713131	1.42757561096515
