ID	hep_mean	hep_wssv_mean	theta	prob	log2FC	lminusProb	log2FC_SigInv	hep_1	hep_2	hep_3	hep_wssv_1	hep_wssv_2	hep_wssv_3	hep_1_normalized	hep_2_normalized	hep_3_normalized	hep_wssv_1_normalized	hep_wssv_2_normalized	hep_wssv_3_normalized	Expression
XM_027377495.1	3.01474922463252	1897.45987632228	-3.29365723161209	0.999999999999997	-9.29781566374044	3.33066907387547e-15	9.29781566374044	10	0	2	1671	1196	1260	7.26338936519848	0.423909575472851	1.35694873322623	1636.75256477543	1428.25535860661	2627.3717055848	Down_hep_Up_hep_wssv
XM_027377496.1	39.4647059115718	701.953100020885	-2.37479379741234	0.999107195083444	-4.1527397386636	0.000892804916556411	4.1527397386636	64	36	61	892	480	316	46.4856919372703	30.5214894340453	41.3869363634	873.718305074615	573.212852952485	658.928142035554	Down_hep_Up_hep_wssv
XM_027377497.1	7.5698213819911	4847.43808782764	-4.30270714561336	1	-9.32274749812001	0	9.32274749812001	12	0	20	4690	2771	3184	8.71606723823817	0.423909575472851	13.5694873322623	4593.87763542594	3309.11003235695	6639.32659570001	Down_hep_Up_hep_wssv
XM_027377498.1	12.1288789572691	123.214730954269	-1.37847077888004	0.998059531720574	-3.34465663100467	0.0019404682794264	3.34465663100467	9	12	29	122	82	73	6.53705042867863	10.1738298113484	19.6757566317803	119.499588810654	97.9238623793828	152.22074167277	Down_hep_Up_hep_wssv
XM_027377589.1	63558.840717957	189291.394892946	-2.36728617215408	0.998293172458552	-1.57444411223365	0.00170682754144824	1.57444411223365	86238	77270	92159	145618	134847	126705	62638.0172075986	65510.9857935744	62527.519152698	142633.533798605	161033.403296008	264207.247584224	Down_hep_Up_hep_wssv
XM_027377624.1	757.341162177097	2750.0939784739	-1.36483066801295	0.997545128160807	-1.8604656727078	0.00245487183919268	1.8604656727078	945	1098	965	1362	2418	1932	686.390295011256	930.905427738381	654.727763781655	1334.08557344353	2887.55974674814	4028.63661523003	Down_hep_Up_hep_wssv
XM_027377625.1	50.040197268116	157.879348806328	-0.787233326309553	0.987628218566956	-1.65766309176486	0.0123717814330435	1.65766309176486	75	72	51	125	109	106	54.4754202389886	61.0429788680905	34.6021926972688	122.438103289604	130.16708535796	221.03285777142	Down_hep_Up_hep_wssv
XM_027377629.1	1085.78154679892	3972.76389945599	-1.56403757993701	0.999997428884196	-1.87140918677385	2.57111580426184e-06	1.87140918677385	914	1849	1512	2307	3892	2403	663.873787979141	1567.6176100986	1025.85324231903	2259.71763431293	4647.80088268973	5010.77318136531	Down_hep_Up_hep_wssv
XM_027377631.1	1351.03819581939	4072.95103458453	-1.64750071254783	0.99895094883951	-1.5920060078926	0.00104905116048959	1.5920060078926	1480	1969	1929	2904	3998	2206	1074.98162604937	1669.35590821209	1308.7770531967	2844.48201562408	4774.38538771674	4599.98570041276	Down_hep_Up_hep_wssv
XM_027377637.1	244.254169600956	1707.03104992502	-1.24042546795085	0.997024383894544	-2.80503420501	0.00297561610545638	2.80503420501	339	373	251	697	619	1774	246.228899480228	316.236543302747	170.297066019892	682.714863942832	739.205741619975	3699.17254421226	Down_hep_Up_hep_wssv
XM_027377638.1	2891.90121224449	90.7096378079306	1.9533986556352	1	4.99461861644134	0	-4.99461861644134	6043	1217	4797	26	4	116	4389.26619338944	1031.79590670092	3254.64153664311	25.4671254842376	4.77677377460404	241.88501416495	Up_hep_Down_hep_wssv
XM_027377666.1	368.096161472093	88.3986028607307	0.811957485595124	0.989268353039557	2.05798723216869	0.0107316469604426	-2.05798723216869	531	261	733	177	28	28	385.685975292039	221.280798396828	497.321710727413	173.372354258079	33.4374164222283	58.3860379018845	Up_hep_Down_hep_wssv
XM_027377680.1	397.405349215768	87.8592951259792	1.11851871118306	0.995853124017375	2.17734446170696	0.00414687598262475	-2.17734446170696	714	420	468	83	102	29	518.606000675171	356.084043397195	317.526003574938	81.2989005842971	121.807731252403	60.4712535412376	Up_hep_Down_hep_wssv
XM_027377681.1	76.3129383965282	0.70981898488681	3.03436385935481	1	6.7483327064037	0	-6.7483327064037	120	84	104	0	0	0	87.1606723823817	71.216808679439	70.5613341277639	0.489752413158416	0.597096721825505	1.04260781967651	Up_hep_Down_hep_wssv
XM_027377689.1	152.181779163758	37.3271432434761	0.930714030863615	0.989866076586704	2.02749862997829	0.0101339234132961	-2.02749862997829	237	173	203	26	48	14	172.142327955204	146.672713113606	137.730296422462	25.4671254842376	57.3212852952485	29.1930189509423	Up_hep_Down_hep_wssv
XM_027377709.1	695.929852227919	2916.37478242518	-1.53529699333532	0.999987787505723	-2.06716233296219	1.22124942767421e-05	2.06716233296219	873	1004	888	2646	1470	2111	634.093891581827	851.210427549485	602.485237552446	2591.76977043434	1755.46436216698	4401.89021467422	Down_hep_Up_hep_wssv
XM_027377718.1	50.1000485145651	360.856329810849	-1.16271196738102	0.995112216245877	-2.84854065584629	0.00488778375412324	2.84854065584629	68	51	85	214	167	323	49.3910476833496	43.2387766982308	57.6703211621147	209.614032831802	199.430305089719	673.524651511025	Down_hep_Up_hep_wssv
XM_027377733.1	55.0879617775353	18.4491297576754	0.56482412031181	0.970086428568554	1.57818431880519	0.029913571431446	-1.57818431880519	83	59	81	13	6	17	60.2861317311474	50.0213299057964	54.9564236956623	12.7335627421188	7.16516066190606	35.4486658690013	Up_hep_Down_hep_wssv
XM_027377789.1	17420.851732463	337086.040962888	-3.44732767866822	0.999999999999997	-4.2742298188836	3.21964677141295e-15	4.2742298188836	7344	38604	20928	206968	393677	162288	5334.23314980176	32729.2105031079	14199.1115444793	202726.154893142	470126.492316199	338405.475679323	Down_hep_Up_hep_wssv
XM_027377853.1	454.859052588647	11.2729664337094	2.82194159427032	1	5.33448045618285	0	-5.33448045618285	771	368	726	12	8	6	560.007320056803	311.997447548018	492.572390161121	11.754057915802	9.55354754920808	12.5112938361181	Up_hep_Down_hep_wssv
XM_027377882.1	296.694339118367	9.98206121354397	1.8683424252191	0.999999999504135	4.89349583947471	4.95864904692667e-10	-4.89349583947471	404	278	532	19	6	2	293.440930354018	235.693723962905	360.948363038177	18.6105917000198	7.16516066190606	4.17043127870604	Up_hep_Down_hep_wssv
XM_027377980.1	709.406709174513	248.142561460732	0.967290039666571	0.992680360096545	1.51544376675563	0.00731963990345508	-1.51544376675563	870	875	1112	273	265	77	631.914874772267	741.841757077489	754.463495673783	267.404817584495	316.461262567518	160.561604230182	Up_hep_Down_hep_wssv
XM_027377998.1	64.5826002543733	9.97312384800195	0.999078536270108	0.995633712061611	2.69502815754011	0.00436628793838867	-2.69502815754011	104	57	103	8	15	2	75.5392493980642	48.325691603905	69.8828597611508	7.83603861053466	17.9129016547652	4.17043127870604	Up_hep_Down_hep_wssv
XM_027378142.1	288.459260495812	849.92355431626	-1.10410278515732	0.992990898144276	-1.55896550562974	0.00700910185572423	1.55896550562974	427	366	361	963	563	448	310.146725893975	310.301809246127	244.929246347334	943.26314774311	672.330908775519	934.176606430153	Down_hep_Up_hep_wssv
XM_027378153.1	39.1175499485258	149.969494635969	-1.03952654930563	0.993126592897177	-1.93878115345883	0.00687340710282269	1.93878115345883	60	43	55	188	130	53	43.5803361911909	36.4562234906652	37.3160901637213	184.146907347565	155.245147674631	110.51642888571	Down_hep_Up_hep_wssv
XM_027378162.1	220.904295387431	31.111993197682	1.38665898099633	0.993503951177654	2.82787874197319	0.00649604882234578	-2.82787874197319	353	332	184	28	29	15	256.397644591506	281.475958113973	124.839283456813	27.4261351368713	34.6316098658793	31.2782345902953	Up_hep_Down_hep_wssv
XM_027378182.1	126.3471075081	43.4134051889721	0.713817114551361	0.986173056021282	1.54118014485603	0.0138269439787181	-1.54118014485603	198	127	188	62	39	11	143.81510943093	107.673032170104	127.553180923266	60.7292992316436	46.5735443023894	22.9373720328832	Up_hep_Down_hep_wssv
XM_027378291.1	611.184292321076	3655.17179152992	-1.91109813861349	0.997498287521451	-2.58025984270107	0.00250171247854891	2.58025984270107	784	854	796	3079	1986	2675	569.449726231561	724.037554907629	540.065595824039	3015.89536022953	2371.66817909091	5577.95183526933	Down_hep_Up_hep_wssv
XM_027378321.1	9.47880091735898	76.7880727937797	-1.54008369696378	0.99999485108084	-3.01810576720862	5.14891915992521e-06	3.01810576720862	13	12	13	90	44	43	9.44240617475802	10.1738298113484	8.82016676597049	88.1554343685149	52.5445115206444	89.6642724921798	Down_hep_Up_hep_wssv
XM_027378329.1	100.897929237384	731.211207029039	-1.4965037534034	0.998760953060909	-2.85739161644298	0.0012390469390906	2.85739161644298	130	80	207	925	722	204	94.4240617475802	67.8255320756561	140.444193888915	906.04196434307	862.207666316029	425.383990428016	Down_hep_Up_hep_wssv
XM_027378331.1	114.429444224178	749.266462260942	-1.37655704787903	0.997999525054136	-2.7110205521994	0.00200047494586375	2.7110205521994	163	70	244	991	701	211	118.393246652735	59.3473405661991	165.5477454536	970.689282879981	837.129603999358	439.980499903487	Down_hep_Up_hep_wssv
XM_027378332.1	93.5552266718969	683.588879623204	-1.51743924989901	0.999821820096689	-2.86923876774945	0.000178179903311482	2.86923876774945	141	63	184	778	695	220	102.413790049299	53.4126065095792	124.839283456813	762.054754874496	829.964443337452	458.747440657664	Down_hep_Up_hep_wssv
XM_027378333.1	90.1796571454787	726.788578489993	-1.51713279699542	0.999814697479526	-3.01066181763453	0.000185302520473773	3.01066181763453	135	69	168	964	747	165	98.0557564301794	58.4995214152534	113.983693591003	944.242652569427	892.062502407304	344.060580493248	Down_hep_Up_hep_wssv
XM_027378334.1	100.170860148009	631.319740240796	-1.4045787107314	0.997111751784029	-2.65590797486931	0.00288824821597067	2.65590797486931	127	88	197	757	656	177	92.2450449380207	74.6080852832218	133.659450222784	741.485153521842	783.390899035063	369.083168165484	Down_hep_Up_hep_wssv
XM_027378335.1	100.839903373073	671.681616233195	-1.41376653872748	0.996484794526052	-2.73571090234147	0.00351520547394779	2.73571090234147	137	81	198	791	733	175	99.5084343032191	68.6733512266019	134.337924589397	774.788317616615	875.34379419619	364.912736886778	Down_hep_Up_hep_wssv
XM_027378336.1	141.472420678924	827.374230851149	-1.30943863137151	0.998623109961644	-2.54801919004086	0.00137689003835595	2.54801919004086	203	61	332	892	830	296	147.446804113529	51.7169682076878	225.253489715554	873.718305074615	991.180558230338	617.223829248494	Down_hep_Up_hep_wssv
XM_027378345.1	692.046141209789	204.078465104005	1.2193284976395	0.995244362602058	1.76174427731554	0.00475563739794249	-1.76174427731554	1064	749	985	196	200	87	772.824628457118	635.016544058331	668.297251113918	191.982945958099	238.838688730202	181.413760623713	Up_hep_Down_hep_wssv
XM_027378360.1	267.2327481701	2240.9188333496	-1.92603696170764	0.996416017692603	-3.06792167547319	0.00358398230739665	3.06792167547319	223	280	593	1294	2389	1248	161.973582843926	237.389362264797	402.335299401577	1267.47924525398	2852.92813688226	2602.34911791257	Down_hep_Up_hep_wssv
XM_027378385.1	311.202117951624	4413.41344090846	-1.53975132734246	0.999994521494264	-3.82597111877573	5.47850573573427e-06	3.82597111877573	111	726	350	1925	8382	645	80.6236219537031	615.51670358658	237.46602831459	1885.5467906599	10009.7294446828	1344.9640873827	Down_hep_Up_hep_wssv
XM_027378389.1	575.087124543084	9914.13347624709	-1.637714686248	0.998382238502814	-4.10763423914697	0.00161776149718595	4.10763423914697	225	1286	695	2875	19822	1561	163.426260716966	1090.29542811617	471.539684796114	2816.07637566089	23671.3024400503	3255.02161303006	Down_hep_Up_hep_wssv
XM_027378409.1	84.295165051034	5.88912592347887	1.32539089564611	0.999462194356721	3.83932445713808	0.000537805643278655	-3.83932445713808	135	117	82	6	9	0	98.0557564301794	99.1948406606471	55.6348980622754	5.877028957901	10.7477409928591	1.04260781967651	Up_hep_Down_hep_wssv
XM_027378441.1	642.347114329564	205.655498503431	1.08262370221196	0.99343776760706	1.64312347295753	0.00656223239294018	-1.64312347295753	890	695	1019	201	137	123	646.441653502665	589.234309907263	691.365379578764	196.880470089683	163.604501780188	256.481523640421	Up_hep_Down_hep_wssv
XM_027378499.1	401.997740622781	1320.87960608623	-1.20035367998811	0.997330620054599	-1.7162396775241	0.00266937994540095	1.7162396775241	545	473	603	1032	909	895	395.854720403317	401.018458397317	409.120043067708	1010.84898075897	1085.52184027877	1866.26799722095	Down_hep_Up_hep_wssv
XM_027378559.1	164.377592513188	673.213770960585	-1.00995164010793	0.996596289271543	-2.03405103976593	0.00340371072845669	2.03405103976593	105	202	362	1008	496	211	76.265588334584	171.259468491032	245.607720713947	987.340864927367	592.319948050901	439.980499903487	Down_hep_Up_hep_wssv
XM_027378560.1	61.3847459002065	234.528266379629	-0.826351948777612	0.98730859531348	-1.93380971742789	0.0126914046865195	1.93380971742789	56	66	129	376	176	60	40.6749804451115	55.9560639624163	87.5231932930918	368.293814695129	210.178046082578	125.112938361181	Down_hep_Up_hep_wssv
XM_027378580.1	40.9419223327846	3263.72047494335	-2.59629379714223	1	-6.31679484877205	4.44089209850063e-16	6.31679484877205	68	37	62	2694	5558	247	49.3910476833496	31.369308584991	42.0654107300131	2638.78600209755	6637.32715981231	515.048262920196	Down_hep_Up_hep_wssv
XM_027378663.1	1034.40667388285	321.296060882691	1.07668991799703	0.993561496788683	1.68682828994196	0.006438503211317	-1.68682828994196	1239	1456	1428	366	369	79	899.933942348091	1234.42468377694	968.861395523527	358.498766431961	440.657380707223	164.732035508889	Up_hep_Down_hep_wssv
XM_027378688.1	248.654804261945	14.7716561934544	1.45861690522648	0.990412581611289	4.07324081093623	0.00958741838871147	-4.07324081093623	331	317	349	13	2	14	240.41818798807	268.758670849787	236.787553947977	12.7335627421188	2.38838688730202	29.1930189509423	Up_hep_Down_hep_wssv
XM_027378730.1	45.6434956263262	163.850466789574	-0.865536986008615	0.986626747548418	-1.84389859256763	0.0133732524515822	1.84389859256763	58	51	76	241	76	79	42.1276583181512	43.2387766982308	51.5640518625967	236.060663142357	90.7587017174768	164.732035508889	Down_hep_Up_hep_wssv
XM_027378754.1	46.0311449941809	196.258912239742	-0.944710137668249	0.994067273221715	-2.092075934972	0.00593272677828482	2.092075934972	61	45	82	284	75	106	44.3066751277107	38.1518617925566	55.6348980622754	278.17937067398	89.5645082738258	221.03285777142	Down_hep_Up_hep_wssv
XM_027378827.1	95.7420625444864	3.81158426822345	1.25498693862187	0.994958595218594	4.65069020863833	0.00504140478140602	-4.65069020863833	179	91	118	10	0	0	130.014669637053	77.1515427360589	80.0599752603475	9.79504826316833	0.597096721825505	1.04260781967651	Up_hep_Down_hep_wssv
XM_027378838.1	97.1088074956894	33.604210683794	0.774236081868855	0.988743189608213	1.53096013267032	0.0112568103917869	-1.53096013267032	169	94	131	39	21	18	122.751280271854	79.695000188896	88.880142026318	38.2006882263565	25.0780623166712	37.5338815083544	Up_hep_Down_hep_wssv
XM_027378858.1	283.261873434887	80.0655719309559	0.880317227479751	0.990107010629307	1.82288250598768	0.00989298937069272	-1.82288250598768	345	233	592	54	87	40	250.586933099347	197.541862170349	401.656825034964	52.893260621109	103.894829597638	83.4086255741208	Up_hep_Down_hep_wssv
XM_027378859.1	270.225971411574	76.7155549484211	0.880909849536312	0.990139112505982	1.81657530343759	0.0098608874940177	-1.81657530343759	318	198	607	73	63	40	230.975781813312	167.868191887249	411.83394053416	71.5038523211288	75.2341869500136	83.4086255741208	Up_hep_Down_hep_wssv
XM_027378881.1	7.29893665778767	227.034849513813	-2.23856170042344	0.999999999877922	-4.95908365490415	1.22078347430943e-10	4.95908365490415	11	6	13	293	227	59	7.98972830171832	5.08691490567421	8.82016676597049	286.994914110832	271.081911708779	123.027722721828	Down_hep_Up_hep_wssv
XM_027378888.1	9211.78867760242	30998.2253759547	-3.90975310446205	1	-1.75063240412841	0	1.75063240412841	11110	14006	11336	35281	22248	15283	8069.62558473551	11874.5550281455	7691.18541992626	34557.9097772842	26568.4157343477	31868.3506162322	Down_hep_Up_hep_wssv
XM_027378932.1	191.313388950235	23.547813081645	1.2707359951301	0.994656411103657	3.02227285728059	0.00534358889634312	-3.02227285728059	294	157	335	10	30	12	213.543647336835	133.107606698475	227.288912815393	9.79504826316833	35.8258033095303	25.0225876722362	Up_hep_Down_hep_wssv
XM_027378933.1	198.834963448065	31.2930890519475	0.944962114246908	0.990831941473535	2.66765548066674	0.00916805852646541	-2.66765548066674	319	171	324	14	13	31	231.702120749831	144.977074811715	219.825694782649	13.7130675684357	15.5245147674631	64.6416848199436	Up_hep_Down_hep_wssv
XM_027378980.1	51.665140536909	7.67369707777173	0.744332602988123	0.98772106088873	2.75119747449714	0.0122789391112702	-2.75119747449714	81	43	88	20	2	0	58.8334538581077	36.4562234906652	59.7057442619541	19.5900965263367	2.38838688730202	1.04260781967651	Up_hep_Down_hep_wssv
XM_027379014.1	436.050780206828	43.8378203004442	1.33298103227106	0.999246103288862	3.3142481818884	0.000753896711137791	-3.3142481818884	586	648	491	71	3	28	425.634616800631	549.386809812815	333.130914007039	69.5448426684951	3.58258033095303	58.3860379018845	Up_hep_Down_hep_wssv
XM_027379043.1	168.378735482094	46.3486846853913	1.03641445734646	0.996328677593595	1.86110964947098	0.00367132240640489	-1.86110964947098	207	212	258	36	45	24	150.352159859608	179.737660000489	175.046386586184	35.262173747406	53.7387049642955	50.0451753444725	Up_hep_Down_hep_wssv
XM_027379077.1	84.6586754227956	15.5408177085723	0.898489566810518	0.990142030907829	2.44559550051403	0.00985796909217129	-2.44559550051403	108	87	150	26	2	9	78.4446051441436	73.7602661322761	101.771154991967	25.4671254842376	2.38838688730202	18.7669407541772	Up_hep_Down_hep_wssv
XM_027379078.1	151.772181258375	44.1087238220279	0.847268927539394	0.988075295365958	1.78277145413617	0.011924704634042	-1.78277145413617	204	131	289	59	24	22	148.173143050049	111.064308773887	196.07909195119	57.7907847526931	28.6606426476242	45.8747440657664	Up_hep_Down_hep_wssv
XM_027379085.1	57.5740062217599	5.92285808326936	0.810394342987513	0.989291101381386	3.28105218058517	0.0107088986186136	-3.28105218058517	97	47	92	0	0	8	70.4548768424252	39.847500094448	62.4196417284065	0.489752413158416	0.597096721825505	16.6817251148242	Up_hep_Down_hep_wssv
XM_027379099.1	68.7337112165508	363.155141762535	-0.915040352867482	0.989886668510137	-2.40149624308647	0.0101133314898628	2.40149624308647	28	140	99	637	196	111	20.3374902225557	118.694681132398	67.1689622946983	623.944574363822	234.061914955598	231.458935968185	Down_hep_Up_hep_wssv
XM_027379114.1	6152.32786516535	570.117944415521	2.48795845728756	0.999999724460812	3.43180007234617	2.75539187799545e-07	-3.43180007234617	8126	10807	5000	738	331	284	5902.23019816028	9162.3815642702	3392.37183306557	722.874561821822	395.278029848484	592.201241576258	Up_hep_Down_hep_wssv
XM_027379147.1	1541.00011297615	231.905927159097	1.47542536091572	0.991878153468986	2.73225536898593	0.00812184653101422	-2.73225536898593	2912	1528	1787	447	78	79	2115.0989831458	1295.46766264503	1212.43369313764	437.838657363624	93.1470886047788	164.732035508889	Up_hep_Down_hep_wssv
XM_027379151.1	5640.68590367795	136.582069823908	2.40393514646309	0.981389199639477	5.36803059652905	0.0186108003605228	-5.36803059652905	10518	2305	10801	39	30	161	7639.63293431576	1954.22314292984	7328.20163378825	38.2006882263565	35.8258033095303	335.719717935836	Up_hep_Down_hep_wssv
XM_027379154.1	3290.12845127972	108.852361335126	1.87457879542553	0.99999999993652	4.91769930054698	6.34796659682024e-11	-4.91769930054698	5813	1065	6994	4	10	149	4222.20823798987	902.927395757172	4745.24972009212	3.91801930526733	11.9419344365101	310.6971302636	Up_hep_Down_hep_wssv
XM_027379155.1	4274.96235810028	165.597662047249	1.88214073508847	0.999999999996092	4.6901575071023	3.90820709128548e-12	-4.6901575071023	8346	1241	8417	9	14	226	6062.02476419465	1052.14356632362	5710.71874378258	8.81554343685149	16.7187082111141	471.258734493782	Up_hep_Down_hep_wssv
XM_027379156.1	5004.69018784795	131.64660762312	2.11638671963899	0.988862210214001	5.24853851227355	0.0111377897859991	-5.24853851227355	9106	1834	10089	6	8	182	6614.04235594973	1554.90032283442	6845.12788475971	5.877028957901	9.55354754920808	379.50924636225	Up_hep_Down_hep_wssv
XM_027379168.1	66.8769122697843	714.446615114199	-1.50386527306183	0.999281394354919	-3.41724606993876	0.000718605645081305	3.41724606993876	57	155	41	751	531	371	41.4013193816313	131.411968396584	27.8174490311377	735.608124563941	634.116718578686	773.61500219997	Down_hep_Up_hep_wssv
XM_027379184.1	8.13817211719591	223.096739415953	-2.01249860273056	0.999977131549715	-4.77682082553744	2.28684502853183e-05	4.77682082553744	14	8	11	153	304	75	10.1687451112779	6.78255320756561	7.46321803274426	149.864238426475	363.034806869907	156.391172951476	Down_hep_Up_hep_wssv
XM_027379189.1	139.611379402877	47.576964398654	0.862419174468615	0.988593978638284	1.55308140702309	0.011406021361716	-1.55308140702309	172	165	227	41	37	28	124.930297081414	139.890159906041	154.013681221177	40.1596978789901	44.1851574150874	58.3860379018845	Up_hep_Down_hep_wssv
XM_027379199.1	3592.32039607651	158918.909993838	-2.43215214255963	0.999999982269558	-5.46723096447968	1.77304415593937e-08	5.46723096447968	2476	6977	4515	94477	38520	162197	1798.41520682314	5915.23421614816	3063.31176525821	92540.6774759354	46000.3314494369	338215.721056142	Down_hep_Up_hep_wssv
XM_027379214.1	5536.19506052837	192512.912955148	-2.18447555026107	1	-5.11991663340678	1.11022302462516e-16	5.11991663340678	1366	13149	6586	133288	33433	195211	992.178987286112	11147.974015785	4468.43217851397	130556.239290118	39925.4694015842	407057.030173742	Down_hep_Up_hep_wssv
XM_027379243.1	5967.99305827599	28268.1735504332	-2.70280908913199	1	-2.24386090884239	0	2.24386090884239	8473	7215	8302	21332	20166	19100	6154.26980913267	6117.01517407324	5632.69419162208	20894.7969549907	24082.1049846663	39827.6187116427	Down_hep_Up_hep_wssv
XM_027379272.1	87.508065281015	18.6468986168395	0.70716591577143	0.985008151049187	2.23048029171636	0.0149918489508132	-2.23048029171636	113	96	146	6	7	20	82.0762998267428	81.3906384907874	99.0572575255147	5.877028957901	8.35935410555707	41.7043127870604	Up_hep_Down_hep_wssv
XM_027379280.1	1425.75213227052	4263.88325532094	-1.48164857936509	0.997578099327269	-1.58044474747945	0.0024219006727314	1.58044474747945	912	2756	1884	3310	4321	2105	662.421110106101	2336.58958000635	1278.24570669911	3242.16097510872	5160.10987001601	4389.37892083811	Down_hep_Up_hep_wssv
XM_027379286.1	14772.922205558	46452.1958381065	-2.29156540651814	0.999940876964873	-1.65279156446361	5.91230351273397e-05	1.65279156446361	20434	18224	20673	37243	31272	31427	14842.0098288466	15450.6562068345	14026.1005809929	36479.6982465178	37344.8173698544	65532.0718979473	Down_hep_Up_hep_wssv
XM_027379287.1	6919.90399905055	31210.7778444382	-2.5416608352949	1	-2.17322038461561	1.11022302462516e-16	2.17322038461561	9856	8495	9431	24074	20902	21624	7158.79655833962	7202.22368728374	6398.69175152828	23580.5991887514	24961.0313591934	45090.7029853697	Down_hep_Up_hep_wssv
XM_027379288.1	267.164508271553	1516.42185612999	-1.49632877734564	0.998747170693489	-2.5048708858486	0.00125282930651072	2.5048708858486	156	466	432	1709	1608	458	113.308874097096	395.083724340697	293.100926376865	1673.97374817547	1920.26305739082	955.028762823683	Down_hep_Up_hep_wssv
XM_027379297.1	117.739107977687	376.072637823188	-0.852859303616266	0.986353653364857	-1.6754177404672	0.013646346635143	1.6754177404672	137	148	189	584	237	131	99.5084343032191	125.477234339964	128.231655289879	572.03081856903	283.023846145289	273.163248755246	Down_hep_Up_hep_wssv
XM_027379367.1	104.418291815004	532.397981928696	-1.24236182679153	0.997073427203685	-2.35013063982099	0.00292657279631459	2.35013063982099	117	122	184	444	652	184	84.9816555728222	103.433936415376	124.839283456813	434.900142884674	778.614125260459	383.679677640956	Down_hep_Up_hep_wssv
XM_027379380.1	190.67167440265	30.2978341534739	1.10439889256976	0.994429095351937	2.65380396606855	0.00557090464806309	-2.65380396606855	268	165	350	52	16	10	194.658834987319	139.890159906041	237.46602831459	50.9342509684753	19.1070950984162	20.8521563935302	Up_hep_Down_hep_wssv
XM_027379384.1	8975.078673388	34257.9422926268	-2.26654764560287	0.999999648412375	-1.93244200795268	3.51587624902727e-07	1.93244200795268	11956	11132	12975	22129	26447	23746	8684.1083250313	9437.92278832755	8803.20490680516	21675.4623015652	31582.8340042383	49515.5305720768	Down_hep_Up_hep_wssv
XM_027379386.1	8956.58964454392	34342.3415761898	-2.28666436093353	0.99997494784462	-1.93896699624848	2.50521553801786e-05	1.93896699624848	12158	11140	12667	22191	26685	23702	8830.82879020831	9444.70534153512	8594.23480188832	21736.1916007968	31867.0520438272	49423.7810839453	Down_hep_Up_hep_wssv
XM_027379395.1	187.922712017193	51.8070923174124	0.988478037774533	0.995052162486764	1.85891791949942	0.0049478375132358	-1.85891791949942	280	169	320	64	34	25	203.374902225557	143.281436509824	217.111797316197	62.6883088842773	40.6025770841343	52.1303909838255	Up_hep_Down_hep_wssv
XM_027379396.1	181.00829081222	50.6442116272127	1.04300049301504	0.995974773989934	1.83758648835392	0.00402522601006583	-1.83758648835392	233	188	316	58	36	25	169.236972209125	159.390000377792	214.397899849744	56.8112799263763	42.9909639714364	52.1303909838255	Up_hep_Down_hep_wssv
XM_027379397.1	215.802355211395	67.3110502402126	0.995926316926622	0.995495518061272	1.68079533808448	0.00450448193872832	-1.68079533808448	302	236	336	74	63	26	219.354358828994	200.085319623186	227.967387182006	72.4833571474456	75.2341869500136	54.2156066231785	Up_hep_Down_hep_wssv
XM_027379398.1	233.528600374478	61.9217701203289	0.963545479868883	0.992248144894334	1.91508062976206	0.00775185510566623	-1.91508062976206	371	206	378	74	32	36	269.471745448863	174.650745094815	256.463310579757	72.4833571474456	38.2141901968323	75.0677630167087	Up_hep_Down_hep_wssv
XM_027379399.1	321.635999885322	46.7714959667164	1.23845771974319	0.996136484593806	2.7817274140734	0.00386351540619445	-2.7817274140734	433	307	575	79	30	13	314.504759513094	260.28047934033	390.122760802541	77.3808812790298	35.8258033095303	27.1078033115893	Up_hep_Down_hep_wssv
XM_027379400.1	444.211787181195	54.8027766735263	1.55280070736943	0.998425093949014	3.01892677868922	0.00157490605098609	-3.01892677868922	618	455	734	82	32	22	448.877462769266	385.757713680294	498.000185094026	80.3193957579803	38.2141901968323	45.8747440657664	Up_hep_Down_hep_wssv
XM_027379402.1	142.355105315455	34.9289554202996	1.09551459807709	0.993706537417279	2.02699883024235	0.00629346258272079	-2.02699883024235	241	130	209	40	27	16	175.047683701283	110.216489622941	141.801142622141	39.1801930526733	32.2432229785773	33.3634502296483	Up_hep_Down_hep_wssv
XM_027379403.1	159.454055766111	20.9536749425508	1.43762575934965	0.991034192492324	2.92786559640025	0.00896580750767595	-2.92786559640025	186	164	301	24	12	12	135.099042192692	139.042340755095	204.220784350547	23.508115831604	14.3303213238121	25.0225876722362	Up_hep_Down_hep_wssv
XM_027379404.1	91.9800906523052	12.3301979818526	1.15585819019289	0.997070369055386	2.89912565479043	0.00292963094461363	-2.89912565479043	131	86	159	14	16	2	95.1504006841	72.9124469813304	107.877424291485	13.7130675684357	19.1070950984162	4.17043127870604	Up_hep_Down_hep_wssv
XM_027379420.1	108.667397091328	352.531861464892	-0.877522588584957	0.986582365291441	-1.69783449162422	0.0134176347085585	1.69783449162422	146	141	148	254	239	251	106.045484731898	119.542500283344	100.414206258741	248.794225884475	285.412233032591	523.389125477608	Down_hep_Up_hep_wssv
XM_027379432.1	166.083562831713	30.3677338333622	1.00316985467975	0.995792011496912	2.45129814016747	0.00420798850308823	-2.45129814016747	240	154	285	12	42	14	174.321344764763	130.564149245638	193.365194484738	11.754057915802	50.1561246333424	29.1930189509423	Up_hep_Down_hep_wssv
