ID	logFC	logCPM	PValue	FDR	gills_1	gills_2	gills_3	gills_wssv_1	gills_wssv_2	gills_wssv_3	gills_1_normalized	gills_2_normalized	gills_3_normalized	gills_wssv_1_normalized	gills_wssv_2_normalized	gills_wssv_3_normalized	Expression
XR_003477966.1	10.6566459420965	10.3698610307078	3.06217457933929e-36	4.08776751152723e-33	152	276	322	6221	18687	6486	1.39523671541865	1.74433028421347	1.7701245170352	2870.90592079959	3725.16259830587	1340.78468106626	Down_gills_Up_gills_wssv
XR_003476653.1	9.56521055327145	8.79652193277984	4.59838834448804e-36	5.70003080930325e-33	172	121	214	2181	4837	3367	1.57882049376321	0.764724508658804	1.17641815728426	1006.50149706862	964.23243367076	696.025596847068	Down_gills_Up_gills_wssv
XR_003476946.1	10.0024787729721	11.9421474070431	1.03703454503409e-35	1.19977983296811e-32	672	1221	1656	26030	27451	29534	6.1684149523772	7.71676549646611	9.10349751618102	12012.4869182468	5472.22338984826	6105.26283851538	Down_gills_Up_gills_wssv
XR_003476942.1	9.94611749005742	11.9693143392948	1.27552265284341e-35	1.38346375734028e-32	666	1355	1761	25996	28400	30859	6.11333981887383	8.56365048952627	9.68071203260554	11996.7963859679	5661.40192603878	6379.16658541837	Down_gills_Up_gills_wssv
XR_003476963.1	9.98490513303476	12.0360162190851	1.51626747198339e-35	1.54784151228234e-32	676	1489	1677	27434	29275	32310	6.20513170804611	9.41053548258644	9.21894041946592	12660.4136041177	5835.82892199948	6679.11702825327	Down_gills_Up_gills_wssv
XR_003476939.1	9.90878848698885	11.6188699870012	2.16912934433573e-35	2.09128170231124e-32	600	1059	1347	20995	21402	23696	5.50751335033678	6.69291946007994	7.40483765356028	9688.90368223556	4266.38464862965	4898.43259367036	Down_gills_Up_gills_wssv
XR_003476926.1	9.91798417001982	11.9721826243666	3.5118508207523e-35	3.20761363912292e-32	649	1405	1828	25839	28527	31316	5.95729360728095	8.87965235260843	10.0490298668955	11924.3430457387	5686.71875859536	6473.63753812378	Down_gills_Up_gills_wssv
XM_027355517.1	10.5600680662638	13.5720476995328	4.51374076970256e-35	3.91657286587091e-32	1263	3879	2229	55562	160946	74013	11.5933156024589	24.5154245379132	12.2534395915263	25641.0986612228	32083.8026193041	15299.9532222875	Down_gills_Up_gills_wssv
XR_003477366.1	10.6216658675856	12.8830601119368	8.77406847358781e-35	7.25072306145918e-32	678	2240	1521	32348	105434	45243	6.22349008588056	14.1568834660803	8.36136456649235	14928.1570046657	21017.7553052807	9352.62431783543	Down_gills_Up_gills_wssv
XR_003476970.1	10.0862836806099	11.429541297792	1.01285645072327e-34	7.98959583902347e-32	442	799	1109	18794	18786	19927	4.05720150141476	5.04970977205276	6.0964847496647	8673.17246029698	3744.89776699171	4119.30563361197	Down_gills_Up_gills_wssv
XM_027357325.1	10.2472596104147	9.09294132587049	1.11192205177853e-34	8.38969360285419e-32	102	190	101	2451	7296	3340	0.936277269557253	1.20080707971217	0.555225391989301	1131.10278281302	1454.42212860489	690.444162004516	Down_gills_Up_gills_wssv
XR_003476944.1	9.84072248482114	11.5946810936657	1.69019005491559e-34	1.22214825887522e-31	543	870	1769	18367	22132	27337	4.98429958205479	5.49843241762942	9.72469028147598	8476.11783432344	4411.90659954543	5651.09941817888	Down_gills_Up_gills_wssv
XM_027371512.1	10.987389233474	9.67331611163999	1.08202883696102e-33	7.51101137464864e-31	80	177	101	4011	11283	3864	0.734335113378238	1.11864659531081	0.555225391989301	1851.02132266953	2249.21119477097	798.765341911812	Down_gills_Up_gills_wssv
XR_003476659.1	9.53457935983667	8.50263260988588	1.37416039053322e-33	9.17199208358209e-31	168	112	125	1525	4203	3066	1.5421037380943	0.707844173304017	0.68716013860062	703.76652133409	837.847616026091	633.802934343068	Down_gills_Up_gills_wssv
XM_027365653.1	10.4037328333941	7.33482794498726	1.58580788820463e-33	9.89900402979765e-31	25	52	28	712	2230	953	0.229479722930699	0.328641937605436	0.153923871046539	328.578205370408	444.539658276989	197.003977961169	Down_gills_Up_gills_wssv
XR_003476921.1	9.84769080485238	11.5725388797987	1.5971655689428e-33	9.89900402979765e-31	559	964	1561	20385	20873	22682	5.13116660473043	6.09251592022386	8.58125581084454	9407.39707370192	4160.93107050026	4688.81870736121	Down_gills_Up_gills_wssv
XM_027358241.1	11.2949259483937	13.3067696522717	1.77544015584553e-33	1.0624478780877e-30	460	1886	1462	40380	151670	57596	4.22242690192487	11.9195902754587	8.03702498107285	18634.8145124397	30234.6771169825	11906.2341182072	Down_gills_Up_gills_wssv
XM_027372170.1	10.2643080550531	12.9219518055296	2.91625221777621e-33	1.68695469957628e-30	948	2842	2030	32455	112943	43710	8.70187109353212	17.9615458975894	11.1594806508741	14977.5360327199	22514.6379483309	9035.72285066389	Down_gills_Up_gills_wssv
XM_027359025.1	9.56447986388562	12.6150614357551	4.31079895371253e-33	2.41321306589443e-30	1342	3906	2299	29357	77824	41274	12.3184715269199	24.6860655439776	12.6382492691426	13547.8516503639	15513.8360384522	8532.15339598036	Down_gills_Up_gills_wssv
XR_003476677.1	8.39441781263553	11.6289073230101	4.57483890125703e-33	2.48099232163795e-30	1637	4040	2864	12839	36759	27550	15.0263322575022	25.5329505370377	15.7442130956174	5925.02188026779	7327.72793659365	5695.13073749234	Down_gills_Up_gills_wssv
XM_027380075.1	10.7958505292265	10.9061433505825	5.73466174010523e-33	3.0157369647814e-30	121	493	407	7616	27909	11762	1.11068185898458	3.11577836999	2.23739341128362	3514.67923047897	5563.52346316255	2431.43839326261	Down_gills_Up_gills_wssv
XM_027380316.1	8.91095485427243	11.7810688975899	6.11569126163276e-33	3.03233446155357e-30	1612	2095	2863	16986	45933	19732	14.7968525345715	13.2404780631421	15.7387158145086	7838.80533205302	9156.52023481476	4078.99527086021	Down_gills_Up_gills_wssv
XR_003476923.1	9.83874118246019	11.6934471268193	6.02041673427169e-33	3.03233446155357e-30	524	1316	1554	21950	22584	25257	4.80989499262746	8.3171690363222	8.54277484308291	10129.6230447759	4502.01060203028	5221.12221549343	Down_gills_Up_gills_wssv
XM_027372172.1	10.3642128027502	12.9330699585352	6.85008250068704e-33	3.30212032547008e-30	865	2763	1849	32870	113417	44080	7.93999841340219	17.4622629539196	10.1644727701804	15169.0528237715	22609.1275438571	9112.20917998775	Down_gills_Up_gills_wssv
XR_003476928.1	9.90146643197047	12.035780529288	1.00246775485607e-32	4.70184470750599e-30	631	1475	2036	28020	29051	31191	5.79206820677085	9.32205496092344	11.1924643375269	12930.8445428074	5791.17561103354	6447.79756200086	Down_gills_Up_gills_wssv
XR_003476650.1	9.69347697823248	8.85637756150006	1.42323179094195e-32	6.49967486842279e-30	190	127	148	2022	5915	3229	1.74404589427331	0.802644732228662	0.813597604103134	933.125184352479	1179.12649269434	667.49826320736	Down_gills_Up_gills_wssv
XM_027365185.1	11.0853171257489	9.83697852014813	1.64313074321026e-32	7.31151049171049e-30	51	218	122	4247	12374	5131	0.468138634778626	1.37776812303818	0.670668295274205	1959.932076135	2466.69674059169	1060.67933989376	Down_gills_Up_gills_wssv
XM_027374657.1	9.46532779203759	11.9280002303729	2.1844996498742e-32	9.47745173097921e-30	915	2200	1950	16396	56431	21928	8.39895785926359	13.9040819756146	10.7196981621697	7566.52844838934	11249.2454960667	4532.95197138773	Down_gills_Up_gills_wssv
XM_027376794.1	10.735684034633	8.05795575833459	3.87950372248006e-32	1.64207091707119e-29	23	73	47	1169	3886	1384	0.211121345096243	0.46136272009994	0.258372212113833	539.477418648886	774.655207203757	286.100215633009	Down_gills_Up_gills_wssv
XM_027373751.1	10.0765411633587	10.0066546996212	5.70730482692864e-32	2.35820399920285e-29	128	413	349	4772	14179	5516	1.17493618140518	2.61017538905856	1.91855110697293	2202.21235397133	2826.51471511633	1140.26646635237	Down_gills_Up_gills_wssv
XM_027375641.1	9.20581142666077	9.57783888665018	6.7835779851269e-32	2.73772586869517e-29	315	457	359	3399	10694	4254	2.89144450892681	2.88825702857085	1.97352391806098	1568.5917416489	2131.79690834714	879.386067415333	Down_gills_Up_gills_wssv
XM_027363923.1	10.4498023541834	10.5170865003221	7.20357279725372e-32	2.8411545982623e-29	141	535	291	7180	18710	8443	1.29426563732914	3.38121993497901	1.59970880266224	3313.47122831395	3729.74753648541	1745.33534724675	Down_gills_Up_gills_wssv
XR_003476666.1	9.71787263597244	8.76324432638111	7.49913785358232e-32	2.88749688505136e-29	165	98	175	2533	4292	2816	1.51456617134262	0.619363651641015	0.962024194040868	1168.94465477984	855.589333329523	582.122982097221	Down_gills_Up_gills_wssv
XR_003476670.1	8.04934798964121	12.720652310242	7.65384676226591e-32	2.88749688505136e-29	4662	10788	7519	26563	76804	61824	42.7933787321168	68.1805619786048	41.3340566571045	12258.4590860311	15310.5039974466	12780.245470589	Down_gills_Up_gills_wssv
XM_027383657.1	8.92415069406747	7.51972817530758	1.98016587096185e-31	7.31144649461106e-29	88	125	121	685	2724	1169	0.807768624716061	0.790004657705376	0.6651710141654	316.118076795968	543.016156567945	241.655456701581	Down_gills_Up_gills_wssv
XM_027375643.1	9.23499705918036	9.58683639462212	2.70930128097869e-31	9.79525300627169e-29	349	417	329	3360	10800	4378	3.20353693211256	2.63545553810513	1.80860548479683	1550.59377815249	2152.92749300066	905.019323729273	Down_gills_Up_gills_wssv
XM_027351335.1	10.183730929337	10.3175744928551	3.52349915656563e-31	1.23654588288628e-28	309	407	213	6253	16871	6791	2.83636937542344	2.5722551654887	1.17092087617546	2885.67348059152	3363.15182726057	1403.83422280619	Down_gills_Up_gills_wssv
XM_027356386.1	11.8382325427821	15.6314229299131	3.56271142931393e-31	1.23654588288628e-28	1419	7489	4146	209422	760570	271970	13.0252690735465	47.3307590524445	22.7917274771054	96645.3720857888	151615.931791807	56221.5864492121	Down_gills_Up_gills_wssv
XR_003476655.1	9.806379425708	8.97481112484362	5.20375414270322e-31	1.77070489004846e-28	189	106	176	3044	4651	3320	1.73486670535609	0.669923949734159	0.967521475149673	1404.76412520719	927.154237957971	686.309765824848	Down_gills_Up_gills_wssv
XM_027358612.1	12.2277903604988	4.8960055074206	5.53852085014995e-31	1.8483748237212e-28	0	4	1	163	353	172	0	0.025280149046572	0.00549728110880496	75.2222576901356	70.3688337990032	35.5558071451428	Down_gills_Up_gills_wssv
XM_027383358.1	10.4620889080639	12.7300376102213	8.12995877651356e-31	2.66202461523804e-28	561	2398	1558	28016	97705	40301	5.14952498256489	15.1554493534199	8.56476396751813	12928.9985978334	19477.0167318176	8331.01502183952	Down_gills_Up_gills_wssv
XM_027354659.1	8.982287339606	10.1082820659681	8.63907943364727e-31	2.77634415725027e-28	441	814	705	3488	17386	7431	4.04802231249753	5.14451033097741	3.8755831817075	1609.6640173202	3465.81457345459	1536.13490055556	Down_gills_Up_gills_wssv
XM_027382190.1	11.8814515458484	11.6835137799463	1.20238839259331e-30	3.79386330273896e-28	81	470	274	14916	46960	16870	0.743514302295466	2.97041751297221	1.50625502381256	6883.52880801265	9361.24769178807	3487.36317754976	Down_gills_Up_gills_wssv
XR_003476680.1	8.16985108700549	13.1004371207729	1.69496246900131e-30	5.25256762268727e-28	4561	13660	9850	33192	95809	87552	41.8662806514768	86.3317089940435	54.1482189217289	15317.6513941778	19099.058349713	18098.7327161136	Down_gills_Up_gills_wssv
XM_027379219.1	8.20617288715614	6.57827079198672	2.63987954236811e-30	8.03727536460635e-28	48	144	106	497	796	899	0.440601068026943	0.910085365676593	0.582711797533326	229.358663018389	158.678730039679	185.841108276066	Down_gills_Up_gills_wssv
XM_027378492.1	10.4918878969682	8.31132606238696	2.7370632592586e-30	8.18948203468512e-28	76	63	42	1568	4187	1687	0.697618357709326	0.398162347483509	0.230885806569808	723.610429804494	834.658093814239	348.736317754976	Down_gills_Up_gills_wssv
XM_027372558.1	8.8631327340403	7.59870358019041	2.82819618846103e-30	8.31873163636488e-28	87	85	210	990	2277	1220	0.798589435798833	0.537203167239656	1.15442903284904	456.871381062787	453.908879774307	252.198166959733	Down_gills_Up_gills_wssv
XM_027383359.1	10.5581554898533	12.7371827371933	2.97755673868446e-30	8.61208660718834e-28	510	2327	1411	28533	97640	40197	4.68138634778626	14.7067267078433	7.7566636445238	13167.5869857217	19464.0592978319	8309.51616170525	Down_gills_Up_gills_wssv
XM_027380540.1	11.5473169936487	12.0774609326431	5.91998897075459e-30	1.68418833767992e-27	130	774	467	20589	58717	22827	1.19329455923964	4.89170884051169	2.56723027781192	9501.54026737547	11704.9484820852	4718.7930796638	Down_gills_Up_gills_wssv
XM_027378722.1	8.57681432610235	9.95138064349779	7.41842017979382e-30	2.07643973871197e-27	571	811	937	4153	14535	5384	5.24131687173717	5.12555021919248	5.15095239895025	1916.55236924621	2897.48158433006	1112.97945156656	Down_gills_Up_gills_wssv
XM_027367288.1	11.1263140973348	12.3659695385159	9.19772340861236e-30	2.53360781004855e-27	230	1280	719	26033	68371	29108	2.11121345096243	8.08964769490305	3.95254511723077	12013.8713769773	13629.4264466619	6017.20019988846	Down_gills_Up_gills_wssv
XR_003476673.1	7.90957101134127	12.4897753691604	1.05737150675816e-29	2.86712892629393e-27	4207	10437	6977	20823	69812	52453	38.6168477747781	65.9622288997681	38.3545302961322	9609.52804835394	13916.6827908669	10843.0741406057	Down_gills_Up_gills_wssv
XM_027366244.1	7.29341104939926	7.3051489094829	1.17842223489966e-29	3.14620607145365e-27	220	312	369	634	1968	1258	2.01942156179015	1.97185162563262	2.02849672914903	292.582278377582	392.311232057899	260.053519701102	Down_gills_Up_gills_wssv
XR_003476679.1	7.84147555708629	12.4224681162113	1.21316762145224e-29	3.18989559131549e-27	4130	10441	7110	20060	64779	51400	37.9100502281515	65.9875090488146	39.0856686836033	9257.41404456515	12913.3787101009	10625.3981817461	Down_gills_Up_gills_wssv
XM_027353906.1	13.1067054919873	5.19367484703872	1.69725195698811e-29	4.39613588978681e-27	1	1	1	121	592	230	0.00917918891722797	0.00632003726164301	0.00549728110880496	55.8398354632295	118.012321838555	47.5455560661793	Down_gills_Up_gills_wssv
XM_027382723.1	11.0002260666246	13.479723767931	4.17973150711895e-29	1.06669206727268e-26	559	3041	1653	58407	145475	60742	5.13116660473043	19.2192333126564	9.0870056728546	26954.0270239739	28999.7339855807	12556.574637269	Down_gills_Up_gills_wssv
XM_027356240.1	10.8668342901091	15.408197554747	5.09936499251814e-29	1.28252724753855e-26	2421	12644	6821	217600	565429	230418	22.2228163686089	79.9105511362142	37.4969544431586	100419.406585113	112715.522170359	47631.9649463343	Down_gills_Up_gills_wssv
XM_027369971.1	11.5462697518192	6.91571226724324	6.78387770920351e-29	1.68182019665025e-26	1	24	13	855	798	840	0.00917918891722797	0.151680894279432	0.0714646544144645	394.570738190588	159.07742031616	173.644639546046	Down_gills_Up_gills_wssv
XM_027364183.1	10.7143327911133	5.03576112612015	2.72190966609242e-28	6.65296061202364e-26	0	11	7	165	455	156	0	0.0695204098780731	0.0384809677616347	76.1452301771311	90.702037899565	32.2482902014085	Down_gills_Up_gills_wssv
XM_027366243.1	7.30705960738127	7.3566663601381	3.37699389622937e-28	8.13949334377284e-26	265	316	319	616	2140	1298	2.43248506306541	1.99713177467919	1.75363267370878	284.275525994623	426.598595835317	268.322312060438	Down_gills_Up_gills_wssv
XM_027363841.1	9.2365481996659	8.41732709750667	5.4489089896624e-28	1.29534748776166e-25	65	232	241	1483	4839	1940	0.596647279619818	1.46624864470118	1.324844747222	684.384099107184	964.631123947242	401.036429427773	Down_gills_Up_gills_wssv
XM_027382463.1	10.7009881738066	11.896998770883	6.59415100893759e-28	1.54641752174463e-25	216	1282	663	18074	50017	22057	1.98270480612124	8.10228776942633	3.64469737513769	8340.90236497859	9970.6457793902	4559.61882674659	Down_gills_Up_gills_wssv
XM_027380183.1	7.72452924588901	9.13505812675906	7.05364652275602e-28	1.63211975674544e-25	539	1081	746	2620	7025	3630	4.94758282638588	6.83196027983609	4.1009717071685	1209.09395796414	1400.39959614164	750.392906609699	Down_gills_Up_gills_wssv
XM_027354652.1	8.21666682653721	10.113749680184	1.05520872984666e-27	2.40948582865249e-25	919	1182	1159	3487	17490	7410	8.43567461493251	7.47028404326203	6.37134880510495	1609.2025310767	3486.54646783163	1531.79378456691	Down_gills_Up_gills_wssv
XM_027375659.1	10.3471177765569	6.30933920199037	1.2444513850902e-27	2.80470251127992e-25	8	26	22	368	1190	342	0.0734335113378238	0.164320968802718	0.120940184393709	169.826937607177	237.220714506555	70.6981746723187	Down_gills_Up_gills_wssv
XR_003476669.1	7.67622458677567	12.8433248747324	2.95154375054897e-27	6.56680644192651e-25	6959	15819	9219	28841	94215	57035	63.8779756749894	99.9766694419307	50.6794345420729	13309.724748719	18781.3021993572	11790.2643053675	Down_gills_Up_gills_wssv
XM_027367809.1	10.7706439983321	7.49611759037404	3.20259670874916e-27	6.94723291045413e-25	5	50	45	1087	1916	976	0.0458959445861399	0.31600186308215	0.247377649896223	501.63554668207	381.945284869377	201.758533567787	Down_gills_Up_gills_wssv
XM_027378215.1	10.0180727452166	9.64184960760415	3.17711468795241e-27	6.94723291045413e-25	284	200	137	4189	9877	4301	2.60688965249274	1.2640074523286	0.75312751190628	1933.16587401213	1968.9319304044	889.101898437552	Down_gills_Up_gills_wssv
XM_027373268.1	8.330921010952	9.63392857055501	4.45369896726269e-27	9.54191257751564e-25	597	1014	523	3233	10991	5183	5.4799757835851	6.40851778330601	2.87507801990499	1491.98502522827	2191.00241440466	1071.4287699609	Down_gills_Up_gills_wssv
XM_027363840.1	8.79009561558794	8.40285503336452	4.99629121773993e-27	1.05738582673974e-24	105	331	276	1410	4982	1860	0.963814836308937	2.09193233360384	1.51724958603017	650.695603331847	993.137478715676	384.498844709102	Down_gills_Up_gills_wssv
XM_027364360.1	7.87649712987197	6.79174650546264	7.6399842890953e-27	1.5974010524453e-24	79	199	152	318	1557	999	0.72515592446101	1.25768741506696	0.835586728538354	146.752625432289	310.380380240929	206.513089174405	Down_gills_Up_gills_wssv
XR_003477060.1	9.07124225448327	8.39445769891138	8.03486995125149e-27	1.65996587064308e-24	207	201	106	1550	4333	2121	1.90009210586619	1.27032748959024	0.582711797533326	715.303677421535	863.762483997396	438.452714853766	Down_gills_Up_gills_wssv
XM_027366246.1	7.04161281671463	7.26871844986943	9.21634049436049e-27	1.88165144634273e-24	293	390	333	589	1996	1212	2.6895023527478	2.46481453204077	1.83059460923205	271.815397420183	397.892895928641	250.544408487866	Down_gills_Up_gills_wssv
XM_027375657.1	9.60469517561867	6.3189481954645	1.13423211849833e-26	2.28877490516511e-24	25	33	32	361	1230	333	0.229479722930699	0.208561229634219	0.175912995481759	166.596533902693	245.194520036187	68.8376963914682	Down_gills_Up_gills_wssv
XM_027362418.1	7.9117381355629	8.79805106289324	1.45119616073276e-26	2.89471933027083e-24	485	465	666	2159	5897	2371	4.45190662485557	2.938817326664	3.6611892184641	996.348799711673	1175.53828020601	490.132667099613	Down_gills_Up_gills_wssv
XM_027363716.1	11.064429075469	10.1125825445022	1.65759790775964e-26	3.26885841946146e-24	42	289	160	5417	15161	5417	0.385525934523575	1.82649076861483	0.879564977408794	2499.87098102739	3022.2716408688	1119.80120526301	Down_gills_Up_gills_wssv
XM_027366245.1	6.8073255979074	7.28663889176591	1.70353198812224e-26	3.32169596874982e-24	350	393	475	619	1974	1216	3.21271612102979	2.4837746438257	2.61120852668236	285.659984725116	393.507302887343	251.3712877238	Down_gills_Up_gills_wssv
XM_027360908.1	12.2263054992605	15.1878975722775	3.3138761764333e-26	6.3898896850915e-24	574	4733	2099	220804	436057	169741	5.26885443848886	29.9127363593564	11.5387930473816	101898.00850928	86925.8429458695	35088.8270966493	Down_gills_Up_gills_wssv
XM_027367658.1	6.58820317971252	4.66886778366931	3.47426332861336e-26	6.62553470381936e-24	45	100	98	101	253	271	0.413063501275259	0.632003726164301	0.538733548662886	46.6101105932742	50.4343199749229	56.0210682344982	Down_gills_Up_gills_wssv
XM_027383193.1	11.5141242539753	5.99079812866884	3.67906581569511e-26	6.93983784408402e-24	0	14	6	300	965	256	0	0.0884805216630021	0.0329836866528298	138.445873049329	192.368058402374	52.9202710997474	Down_gills_Up_gills_wssv
XM_027368042.1	7.30861013696348	11.1233265002431	3.7405831932281e-26	6.98000868121295e-24	2315	5791	4740	11568	24695	14715	21.2498223433827	36.5993357821747	26.0571124557355	5338.47286478214	4922.82818885661	3041.88198919056	Down_gills_Up_gills_wssv
XM_027375658.1	10.2637875918159	6.33208435113373	4.39487818058149e-26	8.11369318572459e-24	7	30	24	385	1198	333	0.0642543224205958	0.18960111784929	0.131934746611319	177.672203746639	238.815475612481	68.8376963914682	Down_gills_Up_gills_wssv
XR_003476378.1	9.01831777250313	5.68869478601809	4.89624700852041e-26	8.94415479851192e-24	23	33	32	113	840	439	0.211121345096243	0.208561229634219	0.175912995481759	52.1479455152474	167.449916122274	90.7499961437074	Down_gills_Up_gills_wssv
XM_027367859.1	11.4742631613252	7.91552609975256	6.3710472034783e-26	1.15169951217878e-23	5	51	24	1192	3368	1108	0.0458959445861399	0.322321900343793	0.131934746611319	550.091602249335	671.394425595022	229.045548353594	Down_gills_Up_gills_wssv
XM_027351643.1	11.5845058014782	7.96578082309635	7.64593619905175e-26	1.36791316286953e-23	1	48	30	1235	3409	1221	0.00917918891722797	0.303361788558864	0.164918433264149	569.935510719739	679.567576262895	252.404886768717	Down_gills_Up_gills_wssv
XR_003476366.1	7.24539805019683	4.19306348578529	9.43691340611063e-26	1.67110403315963e-23	20	50	41	67	163	230	0.183583778344559	0.31600186308215	0.225388525461003	30.9195783143502	32.4932575332508	47.5455560661793	Down_gills_Up_gills_wssv
XM_027357773.1	13.3941417903774	4.34789870117445	1.01328351818783e-25	1.7762143610739e-23	0	1	0	69	339	119	0	0.00632003726164301	0	31.8425508013457	67.5780018636319	24.5996572690232	Down_gills_Up_gills_wssv
XR_003476365.1	7.45061849909449	4.0076488296338	1.06820578058297e-25	1.85376431162368e-23	15	37	33	54	153	205	0.13768783375842	0.233841378680791	0.181410276590564	24.9202571488793	30.4998061508427	42.3775608415946	Down_gills_Up_gills_wssv
XM_027351167.1	9.30335561362416	7.7231400040468	1.58740769065804e-25	2.72751218452273e-23	46	166	96	1081	2865	959	0.422242690192487	1.04912618543274	0.527738986445276	498.866629221083	571.123821059898	198.244296815069	Down_gills_Up_gills_wssv
XM_027355578.1	8.77450993238883	3.93901581789441	2.38929809488082e-25	4.06508619005508e-23	6	12	14	72	217	85	0.0550751335033678	0.0758404471397161	0.0769619355232695	33.227009531839	43.2578949982541	17.571183763588	Down_gills_Up_gills_wssv
XM_027369261.1	12.3864163233366	11.030798252615	2.42815405257441e-25	4.09108596392004e-23	39	213	115	14953	22094	6042	0.357988367771891	1.34616793672996	0.632187327512571	6900.60379902207	4404.33148429228	1249.00108587763	Down_gills_Up_gills_wssv
XR_003475422.1	7.39047094942369	18.052126562843	3.15952430639148e-25	5.27215238587671e-23	260278	741416	470538	984665	3571520	2199590	2389.14093299826	4685.77674637831	2586.67965837487	454409.351953726	711965.14812979	454698.824641771	Down_gills_Up_gills_wssv
XR_003475976.1	7.74285809566649	12.1685595893694	4.39660203684018e-25	7.26653635688804e-23	2353	8343	9827	20534	53622	35460	21.5986315222374	52.7280708738876	54.0217814562264	9476.15852398309	10689.2850027483	7330.28442655094	Down_gills_Up_gills_wssv
XM_027351384.1	8.02079281262052	11.1242674316821	4.55451852951815e-25	7.45652024162811e-23	2822	2217	2086	10631	28572	13267	25.9036711244173	14.0115226090625	11.4673283929671	4906.06025462473	5695.6892898162	2742.55170578261	Down_gills_Up_gills_wssv
XM_027373896.1	11.0488745345917	14.4808898113899	4.60829500193382e-25	7.47405153865043e-23	725	6335	3279	105603	303994	134467	6.65491196499028	40.0374360525085	18.0255847557715	48734.3317720944	60599.7259543744	27796.9925545692	Down_gills_Up_gills_wssv
XM_027360292.1	8.80966004163362	8.01247027325306	5.80564494415457e-25	9.24322590466592e-23	59	234	258	1059	3805	1455	0.54157214611645	1.47888871922446	1.41829852607168	488.713931864132	758.508251006252	300.77732207083	Down_gills_Up_gills_wssv
XM_027368458.1	8.11971446171853	3.40060891310823	5.76518847065352e-25	9.24322590466592e-23	8	17	9	37	146	91	0.0734335113378238	0.107440633447931	0.0494755299792446	17.0749910094173	29.1043901831571	18.8115026174883	Down_gills_Up_gills_wssv
XM_027364362.1	7.77609685621223	6.70721486469611	9.98570289728883e-25	1.57538080072318e-22	67	201	175	275	1488	978	0.615005657454274	1.27032748959024	0.962024194040868	126.908716961885	296.625565702314	202.171973185754	Down_gills_Up_gills_wssv
