ID	hep_1_normalized	hep_2_normalized	hep_3_normalized	hep_4_normalized	hep_5_normalized	hep_6_normalized	gills_1_normalized	gills_2_normalized	gills_3_normalized	gills_4_normalized	gills_5_normalized	gills_6_normalized
XM_027350592.1	39.4646300195475	42.1690174849278	60.6824291248641	50.4349903782892	21.450009409158	35.6943277660189	178.019636839843	34.4606507898299	27.6009324600388	52.9675372655364	55.1926516202469	54.2884963559727
XM_027350593.1	48.5086077323605	39.2269930092351	43.7835248116108	58.1942196672567	21.450009409158	51.2533937153092	213.623564207811	38.1528633744545	39.0093178768548	63.1781468588928	63.220673674101	70.3739767577425
XM_027350594.1	50.9751471085822	26.4782202812337	44.5516568258496	50.4349903782892	37.852957780867	30.2028927250929	118.679757893228	28.7172089915249	37.1692557128522	61.9018206597232	74.2592039981504	48.9266695553829
XM_027350595.1	36.1759108512519	47.0723916110822	56.0736370394313	69.8330636007081	21.450009409158	31.1181318985806	296.699394733071	32.8196674188856	37.9052805784533	52.9675372655364	68.2381874577598	52.2778113057515
XM_027350596.1	128.260047563529	244.188031482489	208.93190787295	267.693410469381	170.338310013901	169.319247095218	47.4719031572914	42.2553218018152	31.2810567880439	22.9738715850519	6.02101654039057	9.38319690103233
XM_027350597.1	309.139601819789	284.395699316955	262.701148869665	537.326628261004	449.188432332955	445.721477488493	1341.08126419348	600.599913765606	649.173931460112	648.373709178132	634.213742254474	551.597932110686
XM_027350603.1	1571.18558265323	1780.90548261928	1712.16625973825	2062.01518354313	1955.73615201146	1446.993133284	1151.19365156432	1845.69604646958	1414.63979168519	1868.54155558422	1961.8478894106	1923.55536471163
XM_027350604.1	314.072680572232	226.535884628333	389.442931219064	269.633217791623	377.267812549308	202.267857340774	332.30332210104	475.885177573841	537.666164321555	601.787802908443	751.62356479209	610.578026917175
XM_027350605.1	386.424502274736	291.260423093571	484.691300984674	399.60030838183	378.52957780867	228.809793371916	332.30332210104	535.370824770571	579.251569228014	555.201896638755	791.763675061361	646.100129471083
XM_027350606.1	217.877644899585	227.516559453564	304.180277638559	279.332254402832	302.823662246936	136.370636849662	450.983079994268	448.398706110524	560.114922722387	520.741089261177	756.641078575749	574.385696013193
XM_027350607.1	254.875735542911	222.613185327409	314.934125837902	292.910905658526	345.723681065252	203.183096514262	415.3791526263	502.961403194422	664.630453637734	656.669829472734	993.467729164445	789.528996386863
XM_027350608.1	212.122386355068	189.27024126956	215.845096001099	131.906897912449	157.720657420279	80.5410472669145	35.6039273679685	107.074164954114	89.4270211705256	132.737924713633	104.364286700103	130.694528264379
XM_027350614.1	152.103261533673	109.835580425858	152.09013881928	77.5922928896756	104.726516527065	179.386878003582	1352.9492399828	322.042986547815	361.756221442908	676.452885559862	758.648084089212	603.205515066364
XM_027350615.1	155.391980701968	108.854905600628	172.829703203727	87.2913295008851	129.96182171431	155.590659492903	1329.21328840416	284.300369016096	377.580756053331	708.999203638686	721.518482090137	577.736837763562
XM_027350616.1	156.214160494042	106.893555950166	149.017610762324	50.4349903782892	137.532413270483	150.099224451977	1614.04470734791	290.454056657137	359.180134413305	652.202687775641	653.280294632377	573.715467663119
XM_027350617.1	184.168273424555	195.154290220945	168.220911118294	304.549749591977	372.220751511859	289.215578822102	415.3791526263	351.170441382076	440.142869629418	437.141723215571	452.579743286025	388.732443042768
XM_027350619.1	2307.03649655938	2717.44994071476	2219.13338913585	2682.75352666054	2727.93649074115	2117.86344745046	1341.08126419348	2278.50541055613	2413.79354673859	2377.15754595329	2624.15970885356	2353.84196545897
XM_027350620.1	180.879554256259	374.617783238196	185.119815431547	403.479923026313	227.117746685202	444.806238315005	2456.67098838983	690.443753324806	1962.24229169236	449.904985207267	489.7093452851	430.956829097413
XM_027350627.1	2775.67897804151	3006.74901415787	3534.17539751265	3181.2840084767	3712.11339304369	3247.26858753424	15333.4247198051	5204.78900679252	5820.48463717298	4948.31667418035	5259.35794803117	5607.80060506696
XM_027350629.1	186.634812800777	135.333125881861	195.105531616651	116.388439334513	80.7529765991829	64.9819813176242	130.547733682551	29.9479465197331	82.8027973801163	77.8558981493426	86.3012370789316	54.9587247060465
XM_027350634.1	4.93307875244344	0.980674825230878	5.3769240996715	15.5184585779351	15.1411831123468	53.9991112357722	284.831418943748	345.426999583771	294.777958673214	93.809975638962	60.2101654039057	81.767858708996
XM_027350635.1	375.736164977775	363.830360160656	511.575921483031	436.456647504425	595.553202418974	202.267857340774	3265295.51879534	4704.28907865451	2204.3944724751	712.19001913661	741.588537224772	857.892288094384
XM_027350640.1	1764.3978337906	786.501209835164	785.030918552039	298.730327625251	275.064826540967	841.104800435164	1364.81721577213	2276.04393549972	2964.70815864097	4347.16703437149	6869.97987258565	5919.45678785125
XM_027350641.1	320.650118908823	278.511650365569	267.309940955097	424.817803570974	307.870723284385	264.504121137935	7939.67580305699	228.506934403991	304.714294358828	306.318287800692	186.651512752108	280.825678680896
XM_027350642.1	46.8642481482127	47.0723916110822	61.4505611391028	420.93818892649	59.302967190025	7939.69983000549	818.890329463277	1786.21039927285	7363.19275547275	544.353123945814	921.215530679758	853.200689643868
XM_027350643.1	52.61950669273	41.1883426596969	56.0736370394313	442.276069471151	39.1147230402292	8165.76390585695	890.098184199214	1858.4136675944	7929.19587711994	659.222481871073	1024.57631462313	924.244894751684
XM_027350644.1	30.4206523067345	4.90337412615439	33.0296766122678	13.5786512556932	46.6853145964026	730.360860443157	35.6039273679685	42.2553218018152	78.3866481865101	181.876483381661	517.807422473589	212.462386973375
XM_027350645.1	12.3326968811086	23.5361958055411	28.4208845268351	44.6155684115635	36.5911925215048	681.853184248311	35.6039273679685	37.7426175317184	56.6739146512796	185.067298879585	577.014085120763	190.344851420941
XM_027350646.1	42.7533491878431	18.6328216793867	39.1747327261781	73.7126782451919	27.7588357059691	173.895442962656	4130.05557468435	61.1266305676744	98.9953444233391	102.106095933564	86.3012370789316	140.747953515485
XM_027350647.1	1114.87579805222	846.322374174248	969.382601969347	801.140424085901	773.462103989049	724.869425402231	332.30332210104	676.085148829043	677.510888785752	977.027705464291	855.987851492193	932.957863302643
XM_027350648.1	1124.7419555571	930.660409144104	1060.79031166376	919.468670742656	851.691550069507	639.752182267878	474.719031572914	713.007274675289	686.343187172964	858.967532041108	878.064912140292	1010.7043519112
XM_027350649.1	913.44174899411	858.090472077019	911.0045688872	746.825819063128	770.938573470325	591.244506073032	510.322958940882	636.70154792638	672.358714726545	818.125093667682	825.88276879024	863.924343245048
XM_027350661.1	49.3307875244344	63.7438636400071	51.4648449539986	48.4951830560473	52.9941408932138	50.3381545418216	106.811782103906	31.9991757334134	26.1288827288367	54.2438634647059	30.1050827019529	43.5648427547929
XM_027350662.1	50.1529673165083	53.9371153876983	62.9868251675804	27.1573025113865	52.9941408932138	46.6771978478709	59.3398789466142	20.1020462940674	34.2251562504481	40.2042752738409	43.1506185394658	63.0014649069313
XM_027350663.1	52.61950669273	50.0144160867748	57.6099010679089	48.4951830560473	60.5647324493872	63.1515029706489	154.283685261197	18.4610629231231	23.9208081320336	47.2240693692734	37.1296019990752	40.2137010044243
XM_027350664.1	26.309753346365	24.516870630772	31.4934125837902	3.87961464448378	17.6647136310713	22.8809793371916	94.9438063145828	57.8446638257859	66.6102503368936	44.0332538713495	36.1260992423435	34.8518742038344
XM_027350665.1	86.3288781677602	40.207667834466	65.2912212102968	0	0	1.83047834697533	10954.141653545	92225.3166762822	6007.06694060284	8045.96035956485	32991.1566303134	14198.7875963121
XM_027350666.1	89.6175973360558	36.2849685335425	107.53848199343	44.6155684115635	44.1617840776782	48.5076761948462	59.3398789466142	32.4094215761495	22.8167708336321	42.1187645725952	38.133104755807	38.8732443042768
XM_027350668.1	31.2428320988084	14.7101223784632	35.3340726549841	7.75922928896756	31.5441314840558	62.2362637971612	118.679757893228	45.1270427009677	55.2018649200776	53.6057003651212	68.2381874577598	51.6075829556778
XM_027350671.1	1572.82994223738	3209.74870298067	1440.24752669772	7586.58643728804	10747.7164792475	5057.61167269284	3370.50512416769	4025.33220892632	2715.93175406782	2134.01740501149	3206.19130775798	1769.40284419467
XM_027350674.1	129.082227355603	520.738332197596	177.438495289159	766.223892285547	614.479681309408	239.792663453768	201.755588418488	545.216724996237	273.433237570784	839.18447595398	12430.3886476363	632.025334119535
XM_027350677.1	3578.12645510564	3822.67046874996	4056.50516719503	3831.11946142773	5424.32884999824	5287.33670523824	2563.48277049374	2310.50458628955	3527.03115596016	4541.80677974485	6198.6365283321	4635.29926910997
XM_027350678.1	102.772474009238	148.081898609863	133.654970477549	162.943815068319	528.679643672776	164.74305122778	1091.8537726177	294.146269241762	246.568329976346	118.698336522768	213.746087183865	140.077725165411
XM_027350687.1	33.7093714750302	35.3042937083116	35.3340726549841	44.6155684115635	39.1147230402292	35.6943277660189	35.6039273679685	53.3319595556891	46.3695665328652	42.1187645725952	33.1155909721482	24.1282206026546
XM_027350688.1	330.51627641371	257.917479035721	341.050614322021	118.328246656755	229.641277203926	175.725921309632	83.0758305252599	59.0754013539941	104.147518482546	171.02771068872	196.686540319425	166.216630818287
XM_027350689.1	213.766745939216	128.468402105245	202.018719744801	73.7126782451919	113.558873342601	187.624030564971	189.887612629166	58.665155511258	111.875779571357	210.593822862976	235.823147831964	199.0578199719
XM_027350694.1	122.504789019012	129.449076930476	118.292330192773	145.485549168142	177.908901570075	355.112799313214	142.415709471874	94.7667896720321	101.939443885743	183.790972680415	150.525413509764	146.109780316075
XM_027350697.1	886.309815855671	992.442923133649	824.973783292456	589.701425961535	609.432620271959	401.789997161085	213.623564207811	630.958106128075	566.371134079996	802.171016178063	931.250558247076	977.192934407509
XM_027350699.1	2922.02698103066	4286.52966108417	3486.55121262985	7578.82720799907	5583.31127267788	2969.95111796747	17695.1519018804	2520.96070361315	4806.97839724035	1723.67853197848	2267.91623021378	1993.2591131193
XM_027350703.1	21049.4470366761	22007.3237530061	20217.2346147648	24614.2151119274	18709.4552658232	15376.0181145928	6218.81931360517	15198.7879816859	12446.5484897463	13492.0442514213	14823.7427224416	11430.0742821575
XM_027350704.1	13260.93786636	12488.8938993152	12423.7671982981	11165.5309468243	10772.9517844347	7075.71405023314	6076.4036041333	11039.3053821849	9168.66175079208	7239.32220168969	6991.40370615019	5438.23283249831
XM_027350705.1	9741.18617649164	9917.56450755987	8748.25551016553	9745.59198694326	10396.9457371448	5953.63082353726	4984.5498315156	10192.1477169349	7766.90239425491	5918.96274864879	5944.75033087896	4633.95881240982
XM_027350741.1	644.588956985943	711.969923117618	654.448476131445	1313.24955715776	1204.98582269093	1058.01648455174	6100.13955571194	1162.22647247129	979.281083682176	1326.74108403675	1283.48002585992	1164.18664407808
XM_027350742.1	23.8432139701433	3.92269930092351	18.4351683417309	11.6388439334513	42.9000188183159	39.3552844599696	213.623564207811	94.7667896720321	121.07609039137	87.4283446431143	74.2592039981504	50.2671262555303
XM_027350743.1	224.455083236176	235.361958055411	268.846204983575	335.586666747847	449.188432332955	374.332821956455	593.398789466142	710.135553776137	646.229831997708	634.972284086852	541.891488635152	621.971908868428
XM_027350744.1	1474.99054698059	1026.76654201673	1116.86394870319	847.695799819706	860.523906885043	766.055188209176	854.494256831245	961.616255373348	1131.63823086159	841.737128352319	702.451929712234	1025.44937561282
XM_027350745.1	170.191216959299	185.347541968636	141.336290619937	147.425356490384	158.982422679641	196.776422299848	4830.2661462544	422.142972175416	392.301253365351	312.69991879654	222.777611994451	327.741663186058
XM_027350746.1	446.443627096131	373.637108412965	348.731934464409	302.609942269735	312.917784321834	367.010908568554	178.019636839843	222.35324676295	192.47050235467	445.437843510173	309.078849073383	438.329340948224
XM_027350748.1	3.28871916829562	0	3.07252805695514	0	5.04706103744893	0	486.587007362237	121.022523607141	111.875779571357	126.99445681737	121.423833564543	183.642567920204
XM_027350749.1	567.304056530995	647.24538465238	722.812225398697	283.211869047316	203.14420675732	335.892776669973	11.8679757893228	518.960991061128	724.248467751418	209.955659763391	123.430839078007	227.207410674997
XM_027350750.1	130.726586939751	187.308891619098	159.771458961667	279.332254402832	198.097145719871	192.20022643241	130.547733682551	253.942176653627	243.992242946743	292.916862709412	238.833656102159	229.888324075292
XM_027350751.1	157.85852007819	215.748461550793	192.033003559696	263.813795824897	200.620676238595	237.046945933305	189.887612629166	296.607744298179	258.344727825963	248.245445738478	284.994782911821	202.408961722269
XM_027350752.1	185.812633008703	217.709811201255	214.308831972621	294.850712980767	238.473634019462	173.895442962656	142.415709471874	281.018402274208	231.111807798725	216.337290759239	283.991280155089	217.824213773965
XM_027350753.1	148.814542365377	211.82576224987	165.916515075578	238.596300635753	219.547155129029	152.84494197244	166.15166105052	266.249551935709	241.416155917139	291.640536510242	325.134893181091	249.32494622743
XM_027350754.1	122.504789019012	176.521468541558	126.7417823494	261.873988502655	222.070685647753	183.963073871021	142.415709471874	284.300369016096	232.951869962727	275.686459020623	292.019302208943	189.004394720794
XM_027350755.1	14832.1234490133	16371.3855324043	13092.0420506859	8385.78705405169	11270.0872966235	11738.8576391528	1720.85648945181	4482.3460777343	3334.19264117268	3857.05777389038	8975.32865620888	4496.56200064471
XM_027350756.1	1570.36340286116	1558.29229729187	1935.69267588174	1194.921310501	1225.17406684073	1362.79112932313	178.019636839843	1860.46489680808	1761.67551581608	1747.9287297627	1431.99843385622	1765.38147409423
XM_027350757.1	8794.0350560225	13099.8543154341	7547.66517191031	10831.8840873987	10693.4605730949	5427.36829878185	4130.05557468435	2711.31477464269	2135.5761475414	1809.19238732284	1773.18937114502	1853.18138795388
XM_027350760.1	861.644422093454	844.361024523786	807.306746964964	1284.15244732413	945.062179262313	478.670087734049	807.022353673954	774.5441510857	705.479833678591	669.43309146443	692.416902144916	707.090909327793
XM_027350761.1	799.980937687911	694.317776263462	702.840793028489	1208.4999617567	912.256282518895	402.705236334573	866.362232620568	652.290889950351	676.03883905455	687.939821352388	631.203233984279	730.548901580374
XM_027350762.1	791.759139767172	852.206423125633	853.394667819291	1268.6339887462	967.773953930833	485.076761948462	688.342595780725	749.929400521536	784.234494297902	831.526518758963	784.739155764238	698.377940776835
XM_027350767.1	4047.59111637984	4970.06001427009	5015.13392096503	3569.24547292508	4360.66073635588	3091.67792804133	12841.1498040473	10585.5734801188	6348.58247824172	4772.82182179454	4277.9322519475	5019.34011370222
XM_027350769.1	308.317422027715	369.714409112041	334.90555820811	164.883622390561	195.573615201146	190.369748085434	249.22749157578	191.995054400481	167.445656924235	310.785429497786	209.732076156938	300.262300833034
XM_027350771.1	254.053555750837	283.415024491724	288.817637353783	172.642851679528	200.620676238595	190.369748085434	367.907249469008	194.046283614161	165.605594760233	298.02216750609	223.781114751183	313.666867834509
XM_027350773.1	292.696005978311	328.526066452344	298.035221524649	616.858728472921	793.650348138845	545.482547398648	249.22749157578	109.125394167795	181.798141803455	307.594613999862	319.1138766407	414.871348695644
XM_027350774.1	438.221829175392	407.960727296045	492.372621127061	486.891637882715	405.026648255277	489.652957815901	35.6039273679685	217.020050807381	384.57299227654	368.85827156	424.481666097535	399.456096643948
XM_027350775.1	512.218010462044	394.231279742813	553.055050251926	543.146050227729	399.979587217828	520.771089714481	59.3398789466142	224.814721819366	444.191006390224	414.167851630519	420.467655070608	372.646962640998
XM_027350776.1	432.466570630875	595.269618915143	446.284700272734	349.16531800354	242.258929797549	512.533937153092	106.811782103906	223.173738448422	84.6428595441189	445.437843510173	473.653301177392	426.935458996971
