XR_003475420.1	-2.60865870712666	0.363083171930028	-7.18474142786596	6.7334498187288e-13	1.42293638081078e-10	Up_hemocytes_Down_hemocytes_wssv
XR_003475479.1	-1.56298994732771	0.472236681983799	-3.30975971786395	0.000933760924077759	0.00694161638851391	Up_hemocytes_Down_hemocytes_wssv
XR_003475515.1	-1.65913340876985	0.439870225077307	-3.77187023394971	0.00016202851972871	0.00171833935682773	Up_hemocytes_Down_hemocytes_wssv
XR_003475547.1	-1.73874870464883	0.364628543268715	-4.76854798327582	1.85558479698746e-06	4.40739727813386e-05	Up_hemocytes_Down_hemocytes_wssv
XR_003475568.1	2.80709822104353	0.723050919412381	3.88229673136277	0.000103474502477095	0.00118954288047668	Down_hemocytes_Up_hemocytes_wssv
XR_003475635.1	-2.31023067293642	0.451097299023026	-5.12135780449108	3.03343438223865e-07	9.83983116766804e-06	Up_hemocytes_Down_hemocytes_wssv
XR_003475675.1	-2.15666002667591	0.379211106593867	-5.68722800881906	1.29118015522372e-08	6.92323090692717e-07	Up_hemocytes_Down_hemocytes_wssv
XR_003475689.1	1.64314674957297	0.386198911576214	4.25466437195979	2.09362814703761e-05	0.000328443629617144	Down_hemocytes_Up_hemocytes_wssv
XR_003475707.1	-1.62057111621608	0.390475317208143	-4.15025238420444	3.3210887376071e-05	0.000468341954459411	Up_hemocytes_Down_hemocytes_wssv
XR_003475769.1	2.38674049900071	0.425601209332568	5.60792696699246	2.04764392770142e-08	1.00769326168046e-06	Down_hemocytes_Up_hemocytes_wssv
XR_003475784.1	2.19148086585466	0.466405278491188	4.69866222986168	2.61871131724701e-06	5.86150804187532e-05	Down_hemocytes_Up_hemocytes_wssv
XR_003475806.1	2.2085288856918	0.389010875180858	5.67729342956033	1.36842623285614e-08	7.17674633800831e-07	Down_hemocytes_Up_hemocytes_wssv
XR_003475874.1	-1.60318523868048	0.292745140724241	-5.47638548231494	4.34101484392887e-08	1.96164727381314e-06	Up_hemocytes_Down_hemocytes_wssv
XR_003476013.1	2.01816270738152	0.490352102590575	4.11574192650421	3.85935945536745e-05	0.00052918888715296	Down_hemocytes_Up_hemocytes_wssv
XR_003476037.1	-1.58256460387077	0.34349412441865	-4.60725378214022	4.08021901650038e-06	8.52220163766141e-05	Up_hemocytes_Down_hemocytes_wssv
XR_003476104.1	2.34403430704577	0.477847273985412	4.90540479073096	9.32348579670433e-07	2.49040314620573e-05	Down_hemocytes_Up_hemocytes_wssv
XR_003476115.1	-1.61318733151543	0.560642665136791	-2.87738952425576	0.00400980287133618	0.0214602857583244	Up_hemocytes_Down_hemocytes_wssv
XR_003476117.1	2.00243136515505	0.384744662987271	5.20457216900056	1.94444048992938e-07	6.78194413599156e-06	Down_hemocytes_Up_hemocytes_wssv
XR_003476118.1	1.7226360892052	0.396651819177028	4.34294261596814	1.40586864922997e-05	0.000239364129021737	Down_hemocytes_Up_hemocytes_wssv
