#rname	numreads
XM_027352539.1	147
XM_027352540.1	668
XM_027352541.1	202
XM_027352542.1	5205
XM_027352545.1	10
XM_027352547.1	313
XM_027352549.1	481
XM_027352550.1	4
XM_027352553.1	2
XM_027352555.1	2053
XM_027352556.1	385
XM_027352557.1	6
XM_027352558.1	12
XM_027352559.1	562491
XM_027352560.1	2
XM_027352561.1	11
XM_027352562.1	12
XM_027352563.1	6
XM_027352564.1	10
XM_027352565.1	109
XM_027352566.1	1605
XM_027352567.1	3809
XM_027352568.1	184
XM_027352569.1	192
XM_027352570.1	16
XM_027352571.1	2
XM_027352572.1	14
XM_027352573.1	8
XM_027352576.1	2
XM_027352578.1	7061
XM_027352579.1	36
XM_027352580.1	126
XM_027352581.1	124
XM_027352582.1	99
XM_027352583.1	102
XM_027352584.1	55
XM_027352587.1	197
XM_027352588.1	639
XM_027352589.1	320
XM_027352590.1	1041
XM_027352592.1	294
XM_027352593.1	289
XM_027352594.1	116
XM_027352595.1	21500
XM_027352596.1	24804
XM_027352597.1	53
XM_027352598.1	68
XM_027352599.1	38
XM_027352600.1	58
XM_027352601.1	290
XM_027352605.1	275
XM_027352606.1	860
XM_027352607.1	41
XM_027352608.1	1099
XM_027352618.1	2
XM_027352622.1	2
XM_027352623.1	4
XM_027352634.1	12
XM_027352650.1	2174
XM_027352651.1	2628
XM_027352663.1	42
XM_027352664.1	99
XM_027352665.1	4906
XM_027352667.1	95
XM_027352671.1	2
XM_027352674.1	42
XM_027352675.1	39
XM_027352676.1	20
XM_027352678.1	1134
XM_027352679.1	10
XM_027352681.1	64
XM_027352682.1	54
XM_027352683.1	259
XM_027352684.1	82
XM_027352685.1	66
XM_027352688.1	2
XM_027352690.1	4475
XM_027352691.1	375
XM_027352692.1	451
XM_027352693.1	39
XM_027352694.1	31
XM_027352695.1	91
XM_027352696.1	270
XM_027352697.1	266
XM_027352699.1	274
XM_027352700.1	3638
XM_027352701.1	692
XM_027352702.1	562
XM_027352703.1	546
XM_027352704.1	537
XM_027352705.1	469
XM_027352706.1	7
XM_027352707.1	249
XM_027352708.1	2465
XM_027352709.1	11553
XM_027352712.1	221
XM_027352713.1	2
XM_027352714.1	1
XM_027352715.1	12
XM_027352716.1	13
XM_027352718.1	255
XM_027352719.1	79
XM_027352721.1	2565
XM_027352726.1	14
XM_027352727.1	13
XM_027352728.1	11
XM_027352729.1	1388
XM_027352730.1	1267
XM_027352731.1	1347
XM_027352732.1	263
XM_027352733.1	218
XM_027352734.1	17
XM_027352735.1	8
XM_027352736.1	2
XM_027352737.1	112
XM_027352738.1	131
XM_027352739.1	79
XM_027352744.1	1
XM_027352746.1	134
XM_027352749.1	2
XM_027352755.1	45968
XM_027352756.1	1
XM_027352758.1	2
XM_027352759.1	62
XM_027352760.1	104
XM_027352761.1	411
XM_027352762.1	1473
XM_027352763.1	1284
XM_027352764.1	35
XM_027352765.1	338
XM_027352766.1	16
XM_027352767.1	293
XM_027352768.1	223
XM_027352769.1	207
XM_027352770.1	36
XM_027352772.1	285
XM_027352773.1	183
XM_027352775.1	92
XM_027352776.1	32
XM_027352777.1	12
XM_027352778.1	26
XM_027352782.1	4442
XM_027352783.1	3143
XM_027352785.1	4
XM_027352787.1	4
XM_027352788.1	4
XM_027352795.1	11
XM_027352797.1	56
XM_027352799.1	19
XM_027352801.1	151
XM_027352807.1	89
XM_027352811.1	48
XM_027352812.1	30
XM_027352813.1	652
XM_027352814.1	547
XM_027352816.1	4
XM_027352817.1	219
XM_027352818.1	224
XM_027352819.1	142
XM_027352821.1	685
XM_027352822.1	140
XM_027352823.1	2
XM_027352825.1	5
XM_027352826.1	210
XM_027352827.1	30
XM_027352828.1	77
XM_027352829.1	616
XM_027352830.1	228
XM_027352831.1	710
XM_027352833.1	216
XM_027352835.1	10
XM_027352840.1	435
XM_027352841.1	206
XM_027352842.1	58
XM_027352843.1	153
XM_027352845.1	2
XM_027352846.1	18
XM_027352847.1	3
XM_027352848.1	12
XM_027352849.1	2
XM_027352850.1	8
XM_027352852.1	2
XM_027352853.1	60240
XM_027352854.1	2
XM_027352855.1	2
XM_027352856.1	177
XM_027352858.1	660
XM_027352859.1	492
XM_027352860.1	622
XM_027352861.1	547
XM_027352862.1	811
XM_027352863.1	663
XM_027352864.1	364
XM_027352865.1	354
XM_027352866.1	49
XM_027352868.1	394
XM_027352873.1	927
XM_027352874.1	730
XM_027352876.1	189
XM_027352878.1	9
XM_027352879.1	33
XM_027352880.1	50099
XM_027352883.1	7437
XM_027352885.1	6
XM_027352887.1	139
XM_027352889.1	590
XM_027352890.1	10
XM_027352891.1	10
XM_027352892.1	14
XM_027352893.1	4
XM_027352896.1	253
XM_027352897.1	241
XM_027352898.1	37
XM_027352899.1	49
XM_027352900.1	1176
XM_027352901.1	26
XM_027352902.1	32
XM_027352903.1	16
XM_027352904.1	4
XM_027352915.1	4
XM_027352917.1	8
XM_027352918.1	14
XM_027352919.1	12
XM_027352921.1	220
XM_027352922.1	8
XM_027352923.1	12
XM_027352924.1	6
XM_027352925.1	27
XM_027352928.1	2
XM_027352929.1	2
XM_027352930.1	18
XM_027352932.1	465
XM_027352934.1	128
XM_027352935.1	108
XM_027352936.1	90
XM_027352937.1	24
XM_027352938.1	6
XM_027352940.1	573
XM_027352941.1	4
XM_027352942.1	2
XM_027352945.1	2
XM_027352946.1	7
XM_027352947.1	18
XM_027352948.1	10
XM_027352949.1	18
XM_027352950.1	14
XM_027352951.1	28
XM_027352952.1	179
XM_027352953.1	12
XM_027352954.1	54
XM_027352955.1	54
XM_027352956.1	47
XM_027352957.1	88
XM_027352967.1	50
XM_027352968.1	517
XM_027352971.1	8
XM_027352972.1	42
XM_027352974.1	29
XM_027352977.1	118
XM_027352978.1	104
XM_027352979.1	168
XM_027352980.1	286
XM_027352984.1	412
XM_027352985.1	354
XM_027352987.1	135
XM_027352989.1	2
XM_027352992.1	25
XM_027352995.1	72
XM_027352996.1	89
XM_027352997.1	6
XM_027352999.1	2
XM_027353002.1	5
XM_027353003.1	245
XM_027353004.1	179
XM_027353005.1	224
XM_027353006.1	217
XM_027353007.1	210
XM_027353008.1	218
XM_027353009.1	270
XM_027353011.1	2
XM_027353014.1	1867
XM_027353015.1	12
XM_027353017.1	18
XM_027353021.1	1198
XM_027353022.1	2
XM_027353023.1	45
XM_027353024.1	10
XM_027353025.1	10
XM_027353026.1	8
XM_027353027.1	6
XM_027353028.1	8
XM_027353029.1	14
XM_027353030.1	12
XM_027353031.1	8
XM_027353032.1	8
XM_027353033.1	7
XM_027353034.1	12
XM_027353035.1	9
XM_027353036.1	6
XM_027353037.1	19163
XM_027353038.1	9
XM_027353042.1	4
XM_027353043.1	18
XM_027353044.1	24
XM_027353045.1	26087
XM_027353046.1	292
XM_027353047.1	210
XM_027353048.1	56
XM_027353049.1	2
XM_027353050.1	10
XM_027353052.1	6
XM_027353053.1	17
XM_027353054.1	9
XM_027353055.1	38
XM_027353056.1	1636
XM_027353057.1	333
XM_027353058.1	26
XM_027353059.1	4
XM_027353061.1	22
XM_027353062.1	8
XM_027353063.1	12
XM_027353064.1	14
XM_027353065.1	541
XM_027353066.1	1
XM_027353067.1	304
XM_027353068.1	2
XM_027353070.1	4
XM_027353071.1	30
XM_027353072.1	233
XM_027353074.1	20
XM_027353075.1	4
XM_027353076.1	7
XM_027353079.1	136
XM_027353081.1	282
XM_027353083.1	10
XM_027353084.1	299
XM_027353085.1	82
XM_027353086.1	67
XM_027353088.1	1
XM_027353093.1	61
XM_027353094.1	70
XM_027353098.1	249
XM_027353099.1	2
XM_027353100.1	20
XM_027353101.1	294
XM_027353102.1	128
XM_027353103.1	56
XM_027353104.1	42
XM_027353105.1	150
XM_027353113.1	44
XM_027353114.1	2729
XM_027353116.1	267
XM_027353117.1	254
XM_027353118.1	372
XM_027353125.1	4
XM_027353126.1	60
XM_027353127.1	26
XM_027353128.1	24
XM_027353129.1	12
XM_027353130.1	238
XM_027353131.1	162
XM_027353132.1	106
XM_027353133.1	287
XM_027353134.1	304
XM_027353136.1	364
XM_027353139.1	49
XM_027353140.1	14
XM_027353145.1	4
XM_027353148.1	15
XM_027353152.1	55
XM_027353153.1	8
XM_027353154.1	10
XM_027353156.1	4
XM_027353157.1	2
XM_027353161.1	6
XM_027353162.1	2
XM_027353163.1	6030
XM_027353166.1	247
XM_027353172.1	153
XM_027353177.1	49
XM_027353178.1	12
XM_027353180.1	34
XM_027353181.1	14
XM_027353182.1	2
XM_027353184.1	298
XM_027353185.1	10
XM_027353187.1	159
XM_027353194.1	1
XM_027353202.1	2
XM_027353204.1	2
XM_027353205.1	8
XM_027353209.1	81
XM_027353210.1	4
XM_027353214.1	31
XM_027353215.1	50
XM_027353216.1	124
XM_027353217.1	36
XM_027353218.1	52
XM_027353219.1	43
XM_027353221.1	8
XM_027353222.1	3
XM_027353223.1	56
XM_027353224.1	136
XM_027353225.1	2
XM_027353228.1	20
XM_027353230.1	37
XM_027353232.1	68
XM_027353233.1	447
XM_027353234.1	262
XM_027353235.1	48
XM_027353236.1	100
XM_027353237.1	9
XM_027353238.1	1466
XM_027353239.1	128
XM_027353240.1	525
XM_027353243.1	16
XM_027353245.1	4694
XM_027353246.1	74
XM_027353247.1	95
XM_027353248.1	97
XM_027353249.1	17
XM_027353257.1	849
XM_027353258.1	42
XM_027353260.1	294
XM_027353261.1	214
XM_027353262.1	227
XM_027353264.1	343
XM_027353268.1	111
XM_027353270.1	73
XM_027353271.1	79
XM_027353272.1	3355
XM_027353273.1	20
XM_027353275.1	2
XM_027353277.1	866
XM_027353278.1	141
XM_027353279.1	368
XM_027353280.1	8
XM_027353282.1	4
XM_027353283.1	2
XM_027353284.1	4
XM_027353285.1	2
XM_027353288.1	230
XM_027353289.1	246
XM_027353292.1	19
XM_027353293.1	16
XM_027353294.1	12
XM_027353295.1	20
XM_027353296.1	12
XM_027353297.1	16
XM_027353298.1	1256
XM_027353300.1	315
XM_027353305.1	3391
XM_027353306.1	1046
XM_027353307.1	80
XM_027353309.1	4060
XM_027353310.1	340
XM_027353311.1	7
XM_027353312.1	3
XM_027353313.1	12
XM_027353314.1	17
XM_027353315.1	10
XM_027353316.1	12
XM_027353317.1	12
XM_027353318.1	16
XM_027353320.1	12
XM_027353321.1	94
XM_027353322.1	1330
XM_027353324.1	737
XM_027353325.1	3505
XM_027353328.1	2
XM_027353330.1	2
XM_027353331.1	4
XM_027353332.1	54
XM_027353333.1	36
XM_027353334.1	86
XM_027353335.1	36
XM_027353336.1	68
XM_027353337.1	50
XM_027353338.1	2
XM_027353339.1	4
XM_027353341.1	41
XM_027353342.1	2
XM_027353343.1	4
XM_027353344.1	2
XM_027353346.1	30
XM_027353347.1	42
XM_027353348.1	12
XM_027353349.1	252
XM_027353350.1	1806
XM_027353351.1	324
XM_027353352.1	146
XM_027353354.1	241
XM_027353358.1	1
XM_027353362.1	17
XM_027353363.1	2328
XM_027353364.1	112
XM_027353367.1	537
XM_027353368.1	50
XM_027353369.1	10
XM_027353370.1	250
XM_027353371.1	42
XM_027353372.1	476
XM_027353373.1	3152
XM_027353374.1	985
XM_027353375.1	174
XM_027353377.1	634
XM_027353378.1	2
XM_027353382.1	14
XM_027353383.1	2968
XM_027353384.1	4
XM_027353385.1	2
XM_027353388.1	2
XM_027353391.1	2597
XM_027353392.1	341
XM_027353393.1	89
XM_027353394.1	110
XM_027353399.1	86
XM_027353402.1	2
XM_027353403.1	312
XM_027353404.1	53
XM_027353405.1	1892
XM_027353408.1	2
XM_027353414.1	153
XM_027353415.1	138
XM_027353416.1	128
XM_027353417.1	283
XM_027353418.1	635
XM_027353419.1	12
XM_027353420.1	674
XM_027353421.1	691
XM_027353422.1	642
XM_027353423.1	717
XM_027353424.1	641
XM_027353425.1	647
XM_027353426.1	597
XM_027353427.1	69
XM_027353429.1	15
XM_027353430.1	182
XM_027353431.1	30
XM_027353432.1	44
XM_027353434.1	16
XM_027353436.1	1641
XM_027353437.1	9
XM_027353438.1	187
XM_027353440.1	419
XM_027353441.1	95
XM_027353442.1	92
XM_027353443.1	6
XM_027353445.1	2141
XM_027353448.1	121
XM_027353449.1	5
XM_027353450.1	90
XM_027353451.1	66
XM_027353452.1	4
XM_027353453.1	4
XM_027353454.1	2
XM_027353455.1	75
XM_027353456.1	366
XM_027353457.1	406
XM_027353458.1	352
XM_027353459.1	406
XM_027353460.1	475
XM_027353461.1	408
XM_027353462.1	615
XM_027353463.1	420
XM_027353464.1	429
XM_027353465.1	357
XM_027353466.1	22
XM_027353467.1	27
XM_027353468.1	27
XM_027353470.1	54
XM_027353471.1	637
XM_027353472.1	338
XM_027353474.1	491
XM_027353475.1	300
XM_027353476.1	75
XM_027353477.1	2
XM_027353481.1	2
XM_027353482.1	2
XM_027353483.1	6
XM_027353484.1	1
XM_027353485.1	2
XM_027353487.1	2
XM_027353488.1	67
XM_027353490.1	1622
XM_027353491.1	277
XM_027353493.1	460
XM_027353494.1	41
XM_027353495.1	50
XM_027353496.1	52
XM_027353497.1	61
XM_027353498.1	36
XM_027353499.1	206
XM_027353500.1	2
XM_027353502.1	123
XM_027353503.1	84
XM_027353504.1	11
XM_027353505.1	23
XM_027353506.1	53
XM_027353507.1	324
XM_027353508.1	81
XM_027353509.1	139
XM_027353513.1	3
XM_027353518.1	3449
XM_027353519.1	4
XM_027353522.1	8
XM_027353525.1	34
XM_027353530.1	2
XM_027353531.1	2
XM_027353532.1	8
XM_027353533.1	4
XM_027353534.1	156
XM_027353535.1	18
XM_027353536.1	2775
XM_027353537.1	84
XM_027353544.1	79
XM_027353545.1	227
XM_027353546.1	2
XM_027353548.1	267
XM_027353549.1	2
XM_027353553.1	53
XM_027353554.1	237
XM_027353559.1	11
XM_027353560.1	122
XM_027353561.1	104
XM_027353562.1	6
XM_027353563.1	18
XM_027353566.1	526
XM_027353569.1	563
XM_027353570.1	458
XM_027353571.1	701
XM_027353572.1	730
XM_027353573.1	872
XM_027353574.1	487
XM_027353575.1	8
XM_027353576.1	2
XM_027353577.1	1856
XM_027353578.1	186
XM_027353579.1	254
XM_027353580.1	270
XM_027353581.1	1725
XM_027353582.1	4
XM_027353584.1	1585
XM_027353586.1	16
XM_027353587.1	17
XM_027353588.1	15
XM_027353589.1	77
XM_027353590.1	96
XM_027353593.1	1594
XM_027353594.1	4
XM_027353595.1	2
XM_027353596.1	2
XM_027353598.1	8
XM_027353602.1	4
XM_027353603.1	1832
XM_027353606.1	2
XM_027353607.1	2
XM_027353609.1	1
XM_027353610.1	1533
XM_027353611.1	10
XM_027353612.1	9
XM_027353613.1	11
XM_027353614.1	10
XM_027353617.1	1541
XM_027353627.1	1553
XM_027353638.1	1647
XM_027353645.1	20
XM_027353646.1	33
XM_027353647.1	30
XM_027353648.1	34
XM_027353649.1	40
XM_027353650.1	27
XM_027353651.1	187
XM_027353652.1	107
XM_027353658.1	212
XM_027353662.1	2
XM_027353665.1	10
XM_027353668.1	327
XM_027353669.1	342
XM_027353671.1	107
XM_027353672.1	2
XM_027353673.1	2
XM_027353677.1	4
XM_027353679.1	12
XM_027353680.1	1014
XM_027353684.1	3892
XM_027353685.1	16
XM_027353686.1	4
XM_027353687.1	36
XM_027353688.1	10
XM_027353689.1	21
XM_027353691.1	161
XM_027353692.1	78
XM_027353693.1	83
XM_027353694.1	78
XM_027353695.1	97
XM_027353696.1	119
XM_027353697.1	80
XM_027353698.1	64
XM_027353699.1	87
XM_027353700.1	114
XM_027353701.1	81
XM_027353702.1	43
XM_027353703.1	26
XM_027353705.1	834
XM_027353707.1	58
XM_027353710.1	186
XM_027353712.1	177
XM_027353713.1	195
XM_027353714.1	20
XM_027353715.1	46
XM_027353718.1	278
XM_027353719.1	74
XM_027353720.1	15
XM_027353721.1	22
XM_027353722.1	113
XM_027353723.1	26
XM_027353724.1	29
XM_027353725.1	1
XM_027353727.1	228
XM_027353729.1	5
XM_027353732.1	186
XM_027353733.1	19
XM_027353734.1	685
XM_027353735.1	242
XM_027353736.1	269
XM_027353737.1	229
XM_027353738.1	195
XM_027353739.1	25
XM_027353740.1	28
XM_027353741.1	8
XM_027353742.1	1912
XM_027353743.1	8
XM_027353744.1	2
XM_027353747.1	453
XM_027353748.1	120
XM_027353750.1	73
XM_027353751.1	12
XM_027353753.1	13
XM_027353755.1	24
XM_027353756.1	26
XM_027353763.1	757
XM_027353764.1	1
XM_027353765.1	75
XM_027353766.1	4
XM_027353771.1	4
XM_027353775.1	1761
XM_027353776.1	347
XM_027353779.1	4
XM_027353780.1	555
XM_027353781.1	486
XM_027353782.1	37
XM_027353783.1	38
XM_027353784.1	20
XM_027353785.1	2
XM_027353788.1	53
XM_027353789.1	2146
XM_027353790.1	1855
XM_027353791.1	1675
XM_027353793.1	41928
XM_027353794.1	26
XM_027353795.1	19
XM_027353796.1	20
XM_027353797.1	14
XM_027353798.1	15
XM_027353799.1	12
XM_027353800.1	12
XM_027353801.1	13
XM_027353802.1	10
XM_027353803.1	2803
XM_027353806.1	121
XM_027353807.1	313
XM_027353808.1	2
XM_027353809.1	17
XM_027353810.1	10
XM_027353811.1	8
XM_027353812.1	140
XM_027353813.1	92
XM_027353814.1	92
XM_027353815.1	361
XM_027353818.1	35
XM_027353820.1	229
XM_027353824.1	3723
XM_027353828.1	97
XM_027353829.1	760
XM_027353830.1	55
XM_027353832.1	39
XM_027353833.1	126
XM_027353836.1	133
XM_027353837.1	3701
XM_027353838.1	105
XM_027353839.1	668
XM_027353840.1	766
XM_027353841.1	2
XM_027353843.1	154
XM_027353844.1	170
XM_027353845.1	180
XM_027353846.1	3935
XM_027353847.1	4
XM_027353848.1	1475
XM_027353849.1	1
XM_027353852.1	1
XM_027353854.1	3907
XM_027353855.1	1
XM_027353856.1	4
XM_027353857.1	116
XM_027353858.1	2
XM_027353860.1	10
XM_027353861.1	2
XM_027353862.1	3
XM_027353863.1	5
XM_027353864.1	2
XM_027353865.1	52
XM_027353866.1	13
XM_027353867.1	86
XM_027353868.1	34
XM_027353870.1	53
XM_027353871.1	2
XM_027353873.1	254
XM_027353883.1	5
XM_027353884.1	2
XM_027353885.1	2
XM_027353887.1	2
XM_027353888.1	188
XM_027353889.1	2704
XM_027353890.1	1550
XM_027353891.1	1554
XM_027353892.1	1514
XM_027353894.1	61
XM_027353895.1	4
XM_027353897.1	20
XM_027353898.1	23
XM_027353899.1	16
XM_027353900.1	18
XM_027353901.1	720
XM_027353903.1	222
XM_027353904.1	56
XM_027353905.1	192
XM_027353906.1	2
XM_027353910.1	7509
XM_027353911.1	58
XM_027353912.1	3203
XM_027353913.1	322
XM_027353914.1	5571
XM_027353915.1	1
XM_027353916.1	58
XM_027353918.1	70
XM_027353919.1	68
XM_027353921.1	218
XM_027353923.1	734
XM_027353924.1	2
XM_027353925.1	14
XM_027353927.1	143
XM_027353928.1	146
XM_027353929.1	135
XM_027353930.1	8
XM_027353931.1	28
XM_027353932.1	443
XM_027353933.1	2
XM_027353934.1	161
XM_027353937.1	1812
XM_027353938.1	523
XM_027353939.1	408
XM_027353940.1	2
XM_027353948.1	8
XM_027353950.1	6
XM_027353951.1	81544
XM_027353952.1	2
XM_027353953.1	90
XM_027353954.1	46
XM_027353955.1	12
XM_027353956.1	452
XM_027353957.1	429
XM_027353959.1	2
XM_027353960.1	2
XM_027353961.1	4
XM_027353962.1	3
XM_027353966.1	1
XM_027353967.1	23
XM_027353968.1	117
XM_027353970.1	973
XM_027353971.1	14
XM_027353973.1	121
XM_027353978.1	6
XM_027353980.1	2
XM_027353983.1	13
XM_027353984.1	10
XM_027353985.1	11
XM_027353986.1	12
XM_027353987.1	12
XM_027353988.1	13
XM_027353989.1	26
XM_027353990.1	26
XM_027353991.1	4
XM_027353992.1	16
XM_027353993.1	20
XM_027353994.1	6
XM_027353995.1	2
XM_027353996.1	6
XM_027353997.1	4
XM_027353998.1	8
XM_027353999.1	166
XM_027354000.1	177
XM_027354001.1	166
XM_027354002.1	132
XM_027354004.1	60
XM_027354005.1	42
XM_027354006.1	53
XM_027354007.1	46
XM_027354008.1	74
XM_027354009.1	151
XM_027354010.1	2
XM_027354011.1	1923
XM_027354012.1	610
XM_027354013.1	53
XM_027354014.1	14
XM_027354015.1	17
XM_027354016.1	22
XM_027354017.1	1065
XM_027354021.1	16
XM_027354024.1	181
XM_027354025.1	182
XM_027354026.1	179
XM_027354027.1	307
XM_027354028.1	296
XM_027354029.1	254
XM_027354030.1	30
XM_027354031.1	20
XM_027354032.1	3126
XM_027354033.1	166
XM_027354034.1	18
XM_027354035.1	4
XM_027354036.1	8
XM_027354037.1	225
XM_027354038.1	158
XM_027354039.1	7383
XM_027354040.1	10
XM_027354041.1	193
XM_027354042.1	197
XM_027354044.1	784
XM_027354045.1	29
XM_027354046.1	644
XM_027354047.1	4
XM_027354050.1	2
XM_027354055.1	29
XM_027354056.1	2
XM_027354057.1	2
XM_027354060.1	2
XM_027354063.1	25
XM_027354064.1	11
XM_027354065.1	430
XM_027354066.1	6
XM_027354067.1	149
XM_027354068.1	456
XM_027354069.1	161
XM_027354070.1	8
XM_027354071.1	17
XM_027354072.1	29
XM_027354073.1	47
XM_027354074.1	18
XM_027354075.1	18
XM_027354076.1	214
XM_027354078.1	13
XM_027354079.1	405
XM_027354081.1	136
XM_027354082.1	24
XM_027354083.1	39
XM_027354088.1	10
XM_027354090.1	173
XM_027354091.1	182
XM_027354092.1	772
XM_027354093.1	182
XM_027354094.1	198
XM_027354095.1	194
XM_027354096.1	20
XM_027354097.1	223
XM_027354098.1	157
XM_027354099.1	6
XM_027354100.1	6
XM_027354101.1	481
XM_027354102.1	487
XM_027354103.1	446
XM_027354104.1	14
XM_027354105.1	424
XM_027354107.1	2
XM_027354108.1	37
XM_027354109.1	11
XM_027354111.1	151
XM_027354112.1	141
XM_027354113.1	137
XM_027354114.1	130
XM_027354115.1	138
XM_027354116.1	169
XM_027354117.1	119
XM_027354118.1	138
XM_027354119.1	13
XM_027354120.1	504
XM_027354123.1	34
XM_027354124.1	724
XM_027354125.1	12
XM_027354126.1	13
XM_027354128.1	62
XM_027354129.1	30
XM_027354132.1	24
XM_027354133.1	755
XM_027354134.1	753
XM_027354135.1	78
XM_027354136.1	36864
XM_027354137.1	101
XM_027354138.1	2
XM_027354140.1	1366
XM_027354141.1	101
XM_027354143.1	28
XM_027354144.1	94
XM_027354145.1	210
XM_027354146.1	9
XM_027354150.1	515
XM_027354152.1	176
XM_027354153.1	51
XM_027354154.1	99
XM_027354156.1	114
XM_027354158.1	4
XM_027354159.1	32
XM_027354160.1	26
XM_027354161.1	1410
XM_027354162.1	1073
XM_027354164.1	291
XM_027354166.1	6
XM_027354170.1	170
XM_027354171.1	15
XM_027354172.1	4
XM_027354173.1	43
XM_027354174.1	19
XM_027354175.1	16
XM_027354176.1	397
XM_027354177.1	6
XM_027354178.1	9
XM_027354180.1	86
XM_027354181.1	170
XM_027354182.1	264
XM_027354184.1	14
XM_027354196.1	599
XM_027354197.1	2
XM_027354198.1	71
XM_027354199.1	16
XM_027354200.1	2
XM_027354202.1	7066
XM_027354203.1	1212
XM_027354204.1	859
XM_027354205.1	493
XM_027354206.1	398
XM_027354207.1	10
XM_027354208.1	766
XM_027354209.1	227
XM_027354210.1	36
XM_027354211.1	3507
XM_027354214.1	46
XM_027354215.1	2
XM_027354216.1	88
XM_027354217.1	2
XM_027354218.1	394
XM_027354219.1	91
XM_027354221.1	2
XM_027354222.1	74969
XM_027354223.1	19
XM_027354226.1	6
XM_027354228.1	1
XM_027354232.1	124
XM_027354233.1	156
XM_027354234.1	132
XM_027354235.1	94
XM_027354236.1	2
XM_027354237.1	395
XM_027354238.1	52
XM_027354240.1	1337
XM_027354241.1	166
XM_027354242.1	137
XM_027354243.1	163
XM_027354245.1	131
XM_027354246.1	127
XM_027354247.1	136
XM_027354251.1	6
XM_027354252.1	6
XM_027354254.1	585
XM_027354255.1	132
XM_027354256.1	173
XM_027354257.1	6677
XM_027354258.1	402
XM_027354259.1	3834
XM_027354263.1	342
XM_027354265.1	1
XM_027354266.1	2
XM_027354267.1	29
XM_027354268.1	2
XM_027354269.1	30
XM_027354270.1	2
XM_027354273.1	2
XM_027354274.1	26
XM_027354275.1	7782
XM_027354276.1	23
XM_027354278.1	55
XM_027354280.1	4
XM_027354281.1	53
XM_027354285.1	41
XM_027354286.1	83
XM_027354287.1	77
XM_027354288.1	315
XM_027354289.1	367
XM_027354290.1	3650
XM_027354295.1	4
XM_027354296.1	2
XM_027354297.1	2824
XM_027354298.1	5
XM_027354299.1	27
XM_027354300.1	27
XM_027354301.1	1184
XM_027354302.1	16
XM_027354303.1	5502
XM_027354304.1	22
XM_027354305.1	108
XM_027354306.1	28
XM_027354307.1	14
XM_027354308.1	12
XM_027354309.1	368
XM_027354310.1	421
XM_027354311.1	402
XM_027354312.1	380
XM_027354313.1	841
XM_027354314.1	1157
XM_027354315.1	4339
XM_027354316.1	4238
XM_027354318.1	8
XM_027354320.1	2582
XM_027354321.1	2
XM_027354323.1	367
XM_027354325.1	7
XM_027354326.1	129
XM_027354328.1	28
XM_027354329.1	35
XM_027354330.1	570
XM_027354331.1	18
XM_027354332.1	86
XM_027354333.1	100
XM_027354334.1	87
XM_027354336.1	2
XM_027354337.1	2
XM_027354338.1	6
XM_027354339.1	6
XM_027354340.1	919
XM_027354341.1	162
XM_027354345.1	340
XM_027354346.1	90
XM_027354347.1	147
XM_027354348.1	2
XM_027354349.1	2376
XM_027354350.1	2780
XM_027354351.1	1847
XM_027354353.1	2
XM_027354354.1	184
XM_027354356.1	165
XM_027354357.1	2052
XM_027354358.1	88
XM_027354359.1	10
XM_027354360.1	130
XM_027354361.1	2
XM_027354364.1	24
XM_027354365.1	40
XM_027354366.1	58
XM_027354367.1	32
XM_027354368.1	143
XM_027354371.1	2
XM_027354372.1	2
XM_027354373.1	2
XM_027354374.1	157
XM_027354375.1	414
XM_027354376.1	130
XM_027354377.1	8
XM_027354378.1	4
XM_027354380.1	61
XM_027354381.1	34
XM_027354382.1	46
XM_027354383.1	249
XM_027354384.1	322
XM_027354385.1	9
XM_027354387.1	242
XM_027354388.1	1
XM_027354390.1	197
XM_027354392.1	66
XM_027354393.1	54
XM_027354394.1	55
XM_027354395.1	58
XM_027354397.1	859
XM_027354400.1	2
XM_027354401.1	73
XM_027354402.1	67
XM_027354403.1	96
XM_027354404.1	114
XM_027354405.1	84
XM_027354406.1	84
XM_027354407.1	107
