ID	logFC
XM_027356801.1	10.8067748149498
XM_027356802.1	11.8999700097734
XR_003477589.1	20.4672913180453
XM_027356798.1	10.2153242184521
XM_027367224.1	17.6255082628678
XM_027370962.1	17.8898024549774
XM_027356797.1	10.3308545786753
XM_027362706.1	15.9357466513376
XM_027367223.1	17.8342777634962
XM_027367236.1	22.3197209972711
XM_027368553.1	20.0061070208539
XM_027356800.1	11.7206511464498
XM_027365860.1	7.00908474368357
XM_027367225.1	17.3100498635031
XM_027367243.1	18.9172454692825
XM_027381668.1	19.0056577001477
XR_003476719.1	21.2128613105203
XR_003477591.1	23.0567472053372
XM_027356799.1	12.3933477592439
XR_003477592.1	19.2616957318042
XM_027353008.1	8.00611014785416
XM_027354936.1	8.00759289066329
XM_027373336.1	13.7263022269502
XM_027373337.1	13.3245307176674
XM_027378454.1	16.150225887635
XR_003476140.1	20.4728436209277
XR_003476141.1	19.9173014226164
XM_027365861.1	7.24048209840784
XM_027372676.1	14.3830093698127
XM_027368554.1	20.36396972134
XR_003477590.1	23.518637721285
XM_027365885.1	22.0290687293977
XM_027367239.1	15.6892314422672
XM_027368558.1	20.9671348685969
XM_027354939.1	7.97285331148924
XM_027368559.1	19.3943375319576
XR_003476216.1	6.82818681587866
XM_027363007.1	7.12709264306687
XM_027354137.1	19.6200854973482
XM_027354938.1	8.09030678879861
XM_027381155.1	7.26763488912358
XM_027358642.1	12.0205548690336
XM_027354940.1	7.89414659668511
XM_027367222.1	17.2478196374233
XM_027375602.1	14.8046043298188
XR_003475816.1	19.1006666086794
XM_027363210.1	8.45760228939826
XM_027367241.1	17.0516195260687
XM_027382986.1	10.5403587015021
XM_027354937.1	8.41135626141334
XM_027363208.1	8.78257545182214
XM_027354132.1	16.8089661041117
XM_027368571.1	7.72738917706562
XM_027381154.1	7.06388954793829
XM_027367246.1	16.6919894977689
XM_027358886.1	19.7437624893825
XM_027367149.1	13.659566094899
XM_027368572.1	7.67858694447803
XM_027373383.1	14.4945570753205
XM_027381156.1	7.09469067928086
XM_027362996.1	7.20407200233375
XM_027363213.1	8.45487801477474
XR_003476212.1	6.84954912448639
XM_027373314.1	4.93960381425378
XM_027362345.1	9.079322004163
XM_027381854.1	7.44394382619156
XM_027363209.1	8.610515845473
XM_027363228.1	7.84809361132061
XM_027365884.1	21.188952803017
XR_003475609.1	15.7627300690858
XM_027363226.1	7.54638481741278
XM_027367238.1	21.9773703072235
XM_027367242.1	17.4992130385309
XM_027381851.1	8.05360187788275
XM_027361448.1	7.73543430886124
XM_027356793.1	7.12793872722753
XM_027381865.1	6.46781449927369
XM_027373343.1	10.8448270531399
XM_027363232.1	7.49905654091609
XM_027373331.1	11.6267990023399
XM_027356467.1	24.5666626625971
XM_027375601.1	14.3296840975942
XM_027363211.1	8.79535522312166
XM_027359148.1	7.7145858104869
XM_027373333.1	11.5770082518058
XM_027373338.1	11.5697065380908
XM_027373332.1	11.44376032256
XR_003477731.1	10.7150490464651
XR_003476718.1	21.8097742436374
XR_003476287.1	11.9941871776677
XM_027363216.1	7.71246072361731
XM_027373339.1	11.4915178627786
XM_027373341.1	11.1972411462078
XM_027360043.1	11.3549699186291
XM_027373334.1	11.5826204001071
XM_027363219.1	7.64853208045759
XM_027355187.1	10.8767421766071
XM_027363230.1	7.52010528924662
XM_027381853.1	7.15642664182174
XM_027373345.1	9.63552781052494
XM_027361534.1	6.32874535435515
XM_027366660.1	25.4628929117738
XM_027373312.1	11.3094259292502
XM_027357161.1	4.64744478547456
XM_027371195.1	8.91549031074684
XM_027373316.1	10.6644483812473
XM_027373330.1	11.534392649934
XM_027373346.1	9.20351959828612
XM_027371495.1	14.4192702924348
XR_003476717.1	22.0456180815468
XM_027363224.1	7.82196740992
XR_003476574.1	23.0398685507381
XM_027373335.1	11.5873169258066
XM_027371198.1	9.05162338385426
XM_027373317.1	10.6299015022823
XM_027363252.1	6.47710191390335
XM_027361148.1	12.8592381174778
XM_027383361.1	7.18599488403473
