ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	ovary_1	ovary_2	ovary_3	ovary_4	ovary_5	muscle_1	muscle_2	muscle_3	muscle_4	muscle_5	ovary_1_normalized	ovary_2_normalized	ovary_3_normalized	ovary_4_normalized	ovary_5_normalized	muscle_1_normalized	muscle_2_normalized	muscle_3_normalized	muscle_4_normalized	muscle_5_normalized	Expression
XM_027355925.1	5.4870304013208	0.249608961954794	6.00572329419466	6.17437875036544e-05	0.000299847219245563	2.08024428325956	6	19	20	22	39	150	117	128	112	437	0.0573786683341179	0.163480324798595	0.171292336782174	0.1563759397593	0.367612301654946	1.96905340710905	11.8754598783112	9.97172113648734	10.5580389927993	20.6605558270452	Down_ovary_Up_muscle
XM_027355931.1	2.67368367845651	1.2222054887653	6.7027134612084	2.1925935095505e-05	0.000132140673644193	2.9872788563394	71	104	141	177	87	441	31	48	65	301	0.678980908620396	0.894839672581781	1.20761097431433	1.25811551533619	0.82005821138411	5.7890170169006	3.14648936946707	3.73939542618275	6.12743334403529	14.2307260959739	Down_ovary_Up_muscle
XM_027355940.1	-2.05850543547575	2.84503459643625	-4.70266072741609	0.000512603994827025	0.00162374048138774	-0.235976667842199	1436	2102	1738	2825	2101	519	11	23	22	170	13.7326279546322	18.0860864592971	14.8853040663709	20.0800922645465	19.8039345071036	6.8129247885973	1.11649622787541	1.79179364171257	2.07390051644271	8.03728716383909	Up_ovary_Down_muscle
XM_027355944.1	-3.05521722850959	5.69870978838884	-8.99930566595735	1.10883404404794e-06	1.23843011089153e-05	5.88913169650888	15551	19391	18015	18623	19529	3120	162	141	125	367	148.715945210645	166.844577798397	154.291572356543	132.372233006248	184.079503564601	40.9563108678682	16.4429444468924	10.9844740644118	11.7835256616063	17.351084641935	Up_ovary_Down_muscle
XM_027355949.1	8.7477978531158	0.747144383578232	6.36766495081291	3.57707935798673e-05	0.000195236909032578	2.62741281411611	2	8	20	10	12	350	676	804	721	1032	0.0191262227780393	0.0688338209678293	0.171292336782174	0.0710799726178638	0.113111477432291	4.59445794992111	68.613768185798	62.6348733885611	67.9673760161453	48.791060900482	Down_ovary_Up_muscle
XM_027355954.1	5.28394776116627	5.61572720849388	9.52628900432838	6.05709577531628e-07	7.69521569526566e-06	6.46792171541658	711	1287	831	1236	712	5473	4984	8563	6720	3491	6.79937219759298	11.0736409481995	7.11719659329934	8.78548461556796	6.71128099431593	71.8441953140521	505.874290884641	667.092563216728	633.482339567956	165.048055817425	Down_ovary_Up_muscle
XM_027355957.1	-4.80683448247714	0.390714463926293	-6.59916049545286	2.54660690568954e-05	0.000149487086060464	2.9559761563969	611	824	842	1231	1015	165	2	2	0	2	5.84306105869101	7.08988355968642	7.21140737852954	8.74994462925903	9.56734579948128	2.16595874781995	0.202999314159166	0.155808142757615	0	0.0945563195745775	Up_ovary_Down_muscle
XM_027355965.1	-1.76058955127935	3.10920218036352	-5.01511129406228	0.000302013861302541	0.00105976701170749	0.242338697540111	2409	2088	2046	1669	1596	588	60	28	50	74	23.0375353361484	17.9656272726034	17.5232060528164	11.8632474299215	15.0438264984947	7.71868935586746	6.08997942477497	2.18131399860661	4.71341026464253	3.49858382425937	Up_ovary_Down_muscle
XM_027355986.1	-4.79652403194718	1.09209867718997	-5.35517692673365	0.000172428206253451	0.000679070286958306	1.09080963217513	1205	1423	1531	2375	1415	494	0	2	6	2	11.5235492237687	12.2438159046526	13.1124283806754	16.8814934967426	13.3377283805576	6.48474922074579	0	0.155808142757615	0.565609231757103	0.0945563195745775	Up_ovary_Down_muscle
XM_027355990.1	-4.55213416138591	0.0320829256415648	-5.49147123962161	0.000138364692218281	0.000568850391671172	1.31889264204708	418	502	416	1290	796	135	2	2	0	1	3.99738056061022	4.31932226573129	3.56288060506922	9.16931646770443	7.50306133634197	1.77214806639814	0.202999314159166	0.155808142757615	0	0.0472781597872888	Up_ovary_Down_muscle
XM_027356011.1	-4.45238187893608	1.35359066882926	-5.15603179056412	0.00023894933148711	0.000883808172011981	0.759839347432167	1986	1601	1877	1637	1400	493	6	4	0	5	18.992339218593	13.7753684211868	16.0757858070071	11.6357915175443	13.1963390337673	6.47162219803173	0.608997942477497	0.311616285515229	0	0.236390798936444	Up_ovary_Down_muscle
XM_027356012.1	-4.21527926412113	1.3909068310847	-4.63445479497506	0.000576358384205312	0.00179039736941692	-0.115014355879287	2002	1610	1773	1482	1347	552	8	0	2	10	19.1453490008174	13.8528064697756	15.1850656557397	10.5340519419674	12.6967633417747	7.24611653816129	0.811997256636662	0	0.188536410585701	0.472781597872888	Up_ovary_Down_muscle
XM_027356013.1	-5.51769527541601	1.02241672926227	-5.81774509504423	8.25699712185687e-05	0.000377171146217982	1.81648825269429	2207	1634	2167	1746	1624	526	2	2	0	1	21.1057868355664	14.0593079326791	18.5595246903486	12.410563219079	15.30775327917	6.90481394759572	0.202999314159166	0.155808142757615	0	0.0472781597872888	Up_ovary_Down_muscle
XM_027356016.1	3.42176417081054	2.41084377640756	10.1308480551823	3.12390537006956e-07	4.48710505825799e-06	7.21582586533349	187	147	135	438	148	1250	139	173	174	642	1.78830182974668	1.26482146028386	1.15622327327968	3.11330280066243	1.39504155499826	16.4087783925754	14.108452334062	13.4774043485337	16.402667720956	30.3525785834394	Down_ovary_Up_muscle
XM_027356019.1	-1.91653409680185	2.76207562213649	-5.28582504764708	0.000193054619355204	0.000743027908792318	0.742907732239838	2127	1511	2209	1287	1090	352	30	38	40	56	20.3407379244448	13.0009879352988	18.9192385975911	9.14799247591907	10.2742925334331	4.62071199534923	3.04498971238748	2.96035471239468	3.77072821171402	2.64757694808817	Up_ovary_Down_muscle
XM_027356025.1	3.50229795898041	-0.0691792888543685	8.24936030315731	2.75076642349597e-06	2.49303537833912e-05	5.09255328257871	16	27	44	49	27	157	30	56	45	83	0.153009782224315	0.232314145766424	0.376843140920783	0.348291865827532	0.254500824222655	2.06094256610747	3.04498971238748	4.36262799721321	4.24206923817828	3.92408726234497	Down_ovary_Up_muscle
XM_027356027.1	2.99602419307313	0.0645159340385585	7.95522206447659	3.99391189045055e-06	3.39279834562513e-05	4.74295923818693	41	30	51	60	31	179	43	51	19	73	0.392087566949806	0.25812682862936	0.436795458794544	0.426479835707183	0.292204650033418	2.3497370658168	4.36448525442206	3.97310764031918	1.79109590056416	3.45130566447208	Down_ovary_Up_muscle
XM_027356028.1	2.55606335310496	0.231259137708786	6.76682445263733	1.99996021368679e-05	0.000122187350281448	3.16310845978634	46	39	57	97	49	180	16	64	28	81	0.439903123894904	0.335564877218168	0.488183159829197	0.689475734393279	0.461871866181855	2.36286408853086	1.62399451327332	4.98586056824367	2.63950974819982	3.82953094277039	Down_ovary_Up_muscle
