ID	logFC	logCPM	PValue	FDR	muscle_1	muscle_2	muscle_3	muscle_4	muscle_5	muscle_6	hemocytes_1	hemocytes_2	hemocytes_3	hemocytes_4	hemocytes_5	hemocytes_6	muscle_1_normalized	muscle_2_normalized	muscle_3_normalized	muscle_4_normalized	muscle_5_normalized	muscle_6_normalized	hemocytes_1_normalized	hemocytes_2_normalized	hemocytes_3_normalized	hemocytes_4_normalized	hemocytes_5_normalized	hemocytes_6_normalized	Expression
XM_027350598.1	-7.51793741726214	4.16069649297917	1.68935707293358e-05	4.54556401646993e-05	9	277	285	3395	499	317	27	34	0	0	0	0	0.765697594338631	19.8056372433524	25.8904887566376	128.406217676965	24.4531205346212	14.1268506767293	0.358701457210361	0.811047994023026	0	0	0	0	Up_muscle_Down_hemocytes
XM_027350614.1	4.470373316535	3.93728530213846	5.65845989873256e-15	3.80911685029356e-14	16	14	0	59	25	43	1985	874	1279	4793	5273	3877	1.36124016771312	1.00100693648712	0	2.23150717023296	1.22510623920948	1.91626050189072	26.3711997245395	20.8487043169448	28.478628040087	34.6684979303281	33.4055339397087	31.0036339192866	Down_muscle_Up_hemocytes
XM_027350615.1	4.36136403018342	3.90868375830071	3.08514386990629e-33	7.43513862583631e-32	13	20	11	41	14	54	1810	807	1302	4636	5377	3858	1.10600763626691	1.43000990926732	0.999282022186011	1.55070837253477	0.686059493957309	2.406466676793	24.0462828722501	19.2504626816642	28.9907534856867	33.5328930534115	34.0643952197636	30.851694521694	Down_muscle_Up_hemocytes
XM_027350616.1	3.94115682236817	3.76730635565055	2.65856587321504e-28	4.47065275683743e-27	18	10	13	71	28	50	1646	769	1234	3917	4593	3413	1.53139518867726	0.71500495463366	1.18096966258347	2.68537303536509	1.37211898791462	2.22820988591945	21.8675036506761	18.3439972765796	27.4766434726093	28.3322567062581	29.0975948008879	27.2931138938677	Down_muscle_Up_hemocytes
XM_027350640.1	6.61436885448489	7.97277724934402	4.70957020962079e-57	3.93910914853054e-55	38	60	42	144	91	202	32820	20919	29776	65325	71847	57186	3.23294539831867	4.29002972780196	3.81544044834659	5.44639038158554	4.45938671072251	9.00196793911456	436.021549097927	499.009205499049	663.0020551381	472.505659774397	455.165446039494	457.305599512077	Down_muscle_Up_hemocytes
XM_027350644.1	-10.2406289080394	6.97106906309538	1.86307165162476e-45	8.66971924576074e-44	3106	4158	2550	5483	3325	7657	22	23	11	14	5	11	264.25074755731	297.299060136676	231.651741506757	207.378878209955	162.939129814861	341.228061929704	0.292275261430664	0.548650113603812	0.244929560938981	0.101264129151803	0.0316760230795645	0.0879649143957061	Up_muscle_Down_hemocytes
XM_027350645.1	-10.26862391719	6.92468136137619	5.52550092773384e-33	1.29981315022445e-31	3059	4126	2411	5460	3164	7211	26	25	4	10	16	2	260.252104564653	295.011044281848	219.024450499134	206.508968635118	155.049445634352	321.352429747303	0.345416218054421	0.596358819134578	0.0890652948869022	0.0723315208227167	0.101363273854606	0.0159936207992193	Up_muscle_Down_hemocytes
XM_027350647.1	-1.63428707502491	3.60247267278617	1.07269319134087e-09	4.54394398198911e-09	234	389	171	456	276	367	529	223	200	832	1002	789	19.9081374528044	27.8136927352494	15.5342932539825	17.2469028750209	13.5251728808727	16.3550605626487	7.02789151349188	5.31952066668044	4.45326474434511	6.01798253245003	6.34787502514472	6.30948340529201	Up_muscle_Down_hemocytes
XM_027350648.1	-1.66455436848167	3.65156613219445	1.54506544446631e-11	7.80584385820585e-11	204	375	202	444	338	424	516	210	232	869	1075	750	17.3558121383423	26.8126857987622	18.3504516801431	16.7930370098887	16.5634363541122	18.8952198325969	6.85518340446467	5.00941408073045	5.16578710344033	6.28560915949408	6.81034496210636	5.99760779970724	Up_muscle_Down_hemocytes
XM_027350649.1	-1.6081109546063	3.43675167621249	2.99317637735932e-09	1.2249337416395e-08	220	334	153	354	248	358	478	166	213	705	866	802	18.7170523060554	23.8811654847642	13.8991044904054	13.3890430213978	12.153053892958	15.9539827831832	6.35034431653898	3.9598225590536	4.74272695272754	5.09937221800153	5.48628719738057	6.41344194048694	Up_muscle_Down_hemocytes
XM_027350653.1	-10.5395344364591	3.43317399432957	9.40918988240919e-34	2.37026383711005e-32	354	411	451	245	113	341	0	2	0	5	0	0	30.1174387106528	29.3867036354434	40.9705629096265	9.26642807978095	5.53748020122685	15.1963914219706	0	0.0477087055307662	0	0.0361657604113583	0	0	Up_muscle_Down_hemocytes
XM_027350660.1	-7.53457198408639	6.2615303588751	1.8819753596723e-18	1.59811802771907e-17	2484	3777	2291	2468	1286	1585	94	91	44	23	37	23	211.332536037462	270.057371365133	208.123192075286	93.3450795955077	63.0194649449357	70.6342533836464	1.24881248065829	2.17074610164986	0.979718243755924	0.166362497892248	0.234402570788777	0.183926639191022	Up_muscle_Down_hemocytes
XM_027350661.1	3.36972916700699	0.189419433642591	1.54037588470672e-07	5.2692302049163e-07	2	4	0	2	0	12	179	36	74	358	355	221	0.17015502096414	0.286001981853464	0	0.0756443108553547	0	0.534770372620667	2.37805780891313	0.858756699553792	1.64770795540769	2.58946844545326	2.24899763864908	1.76729509831373	Down_muscle_Up_hemocytes
XM_027350662.1	3.43094235128966	0.183209128456084	5.92933183682386e-09	2.34407350991149e-08	0	4	2	3	0	10	172	43	65	328	348	267	0	0.286001981853464	0.181687640397457	0.113466466283032	0	0.445641977183889	2.28506113482156	1.02573716891147	1.44731104191216	2.37247388298511	2.20465120633769	2.13514837669578	Down_muscle_Up_hemocytes
XM_027350665.1	-3.93494124291311	1.80884048151168	4.88284323819535e-05	0.000123746907236665	3	14	33	151	589	14	18	39	22	45	50	36	0.25523253144621	1.00100693648712	2.99784606655803	5.71114546957928	28.8635029957754	0.623898768057445	0.239134304806907	0.930319757849942	0.489859121877962	0.325491843702225	0.316760230795645	0.287885174385947	Up_muscle_Down_hemocytes
XM_027350671.1	-2.75844099900943	5.79287576138023	0.000119030259705687	0.000287347714290449	1164	2486	2639	320	410	710	2177	729	822	1046	1109	819	99.0302222011297	177.750231721928	239.736841504444	12.1030897368567	20.0917423230355	31.6405803800561	28.9219656424798	17.3898231659643	18.3029180992584	7.56587707805617	7.0257419190474	6.5493877172803	Up_muscle_Down_hemocytes
XM_027350674.1	1.95178797221596	-0.185003380422953	4.46904795277502e-06	1.29565941666656e-05	6	8	3	3	5	8	123	78	50	155	164	116	0.510465062892421	0.572003963706928	0.272531460596185	0.113466466283032	0.245021247841896	0.356513581747111	1.63408441618053	1.86063951569988	1.11331618608628	1.12113857275211	1.03897355700971	0.927630006354719	Down_muscle_Up_hemocytes
XM_027350690.1	-9.55976080695172	4.53897681557816	3.58533676262231e-18	2.98513692591267e-17	946	451	722	552	959	745	21	4	0	0	0	0	80.4833249160384	32.246723453978	65.5892381834818	20.8778297960779	46.9950753360757	33.2003273001997	0.278990022274725	0.0954174110615325	0	0	0	0	Up_muscle_Down_hemocytes
XM_027350702.1	-9.10173773650827	3.38745179139686	9.17279312549735e-89	3.00985214428178e-86	219	290	218	561	559	405	2	4	0	9	6	0	18.6319747955734	20.7351436843761	19.8039528033228	21.218229194927	27.393375508724	18.0485000759475	0.0265704783118786	0.0954174110615325	0	0.065098368740445	0.0380112276954774	0	Up_muscle_Down_hemocytes
XM_027350717.1	5.46634782086564	1.408556528613	5.99381372605513e-07	1.93352241624218e-06	0	1	0	3	9	0	689	432	385	96	146	65	0	0.071500495463366	0	0.113466466283032	0.441038246115413	0	9.15352977844217	10.3050803946455	8.57253463286433	0.69438259989808	0.924939873923283	0.519792675974627	Down_muscle_Up_hemocytes
XM_027350718.1	5.4521321183412	1.7810324769406	1.92092540518794e-06	5.84591733892748e-06	0	1	0	1	15	0	486	675	595	197	177	126	0	0.071500495463366	0	0.0378221554276773	0.735063743525688	0	6.45662622978649	16.1016881166336	13.2484626144267	1.42493096020752	1.12133121701658	1.00759811035082	Down_muscle_Up_hemocytes
XM_027350736.1	-7.36762576739747	5.42408119913606	1.82880888926142e-24	2.36396639958368e-23	1413	1987	1140	1697	799	980	58	54	23	15	33	33	120.214522311165	142.071484485708	103.56195502655	64.1841977607684	39.154395405135	43.6729137640211	0.770543871044479	1.28813504933069	0.512125445599687	0.108497281234075	0.209061752325126	0.263894743187118	Up_muscle_Down_hemocytes
XM_027350776.1	5.6994082187749	4.16115310955414	2.56505761586699e-17	2.01380627670245e-16	0	4	9	18	24	22	3125	2306	2624	2628	2954	2111	0	0.286001981853464	0.817594381788554	0.680798797698192	1.1761019896411	0.980412349804556	41.5163723623103	55.0081374769735	58.4268334458078	19.0087236722099	18.7141944354067	16.881266753576	Down_muscle_Up_hemocytes
XM_027350777.1	5.14967175840406	4.2306001175075	1.05759847112827e-22	1.21709421178314e-21	12	4	10	22	27	38	3250	2350	2786	2672	3004	2302	1.02093012578484	0.286001981853464	0.908438201987283	0.832087419408902	1.32311473834624	1.69343951329878	43.1770272568027	56.0577289986503	62.0339778887274	19.3269823638299	19.0309546662023	18.4086575399014	Down_muscle_Up_hemocytes
XM_027350778.1	5.24580565868192	4.42574606217072	5.01317320547018e-25	6.7744010042663e-24	6	8	18	33	16	40	3613	2850	2925	3176	3701	2833	0.510465062892421	0.572003963706928	1.63518876357711	1.24813112911335	0.784067993094068	1.78256790873556	47.9995690704086	67.9849053813419	65.1289968860472	22.9724910132948	23.4465922834936	22.6549638620941	Down_muscle_Up_hemocytes
XM_027350780.1	-4.52661553435368	6.32874282567381	4.13092502424815e-40	1.43650672650281e-38	1702	3227	2301	2710	2039	3098	481	288	328	1005	938	794	144.801922840483	230.732098860282	209.031630277274	102.498041209006	99.9196648699253	138.059884531569	6.3902000340068	6.87005359643034	7.30335418072598	7.26931784268303	5.9424219297263	6.34946745729006	Up_muscle_Down_hemocytes
XM_027350784.1	-2.85484545210859	1.28745808681484	3.43574487133526e-09	1.39534202216685e-08	35	33	31	114	87	204	25	16	9	106	136	122	2.97771286687246	2.35951635029108	2.81615842616058	4.31172571875522	4.26336971244899	9.09109633455134	0.332130978898482	0.38166964424613	0.20039691349553	0.766714120720797	0.861587827764154	0.975610868752377	Up_muscle_Down_hemocytes
XM_027350785.1	-2.97365988893657	1.22540825799997	4.61604916292685e-11	2.24095527837538e-10	43	34	25	102	103	174	33	10	10	106	109	96	3.65833295072902	2.43101684575444	2.27109550496821	3.85785985362309	5.04743770554306	7.75417040299967	0.438412892145996	0.238543527653831	0.222663237217255	0.766714120720797	0.690537303134506	0.767693798362526	Up_muscle_Down_hemocytes
XM_027350786.1	-2.74113767841562	1.05784046299052	3.40541547983198e-08	1.2526329949816e-07	31	43	12	89	84	168	39	7	14	113	126	75	2.63740282494418	3.07452130492474	1.09012584238474	3.36617183306328	4.11635696374386	7.48678521668934	0.518124327081632	0.166980469357682	0.311728532104158	0.817346185296699	0.798235781605025	0.599760779970724	Up_muscle_Down_hemocytes
XM_027350787.1	-2.88564023579968	1.4312459638534	8.21590010837207e-09	3.20252432795728e-08	35	45	26	120	124	211	34	11	10	117	171	118	2.97771286687246	3.21752229585147	2.36193932516694	4.53865865132128	6.07652694647902	9.40304571858006	0.451698131301936	0.262397880419214	0.222663237217255	0.846278793625785	1.0833199893211	0.943623627153939	Up_muscle_Down_hemocytes
XM_027350788.1	-2.65157419175932	0.940764023067829	3.52454892400977e-11	1.73054946255042e-10	25	26	22	84	111	119	44	18	14	81	112	66	2.12693776205175	1.85901288204751	1.99856404437202	3.1770610559249	5.43947170209009	5.30313952848828	0.584550522861329	0.429378349776896	0.311728532104158	0.585885318664005	0.709542916982244	0.527789486374237	Up_muscle_Down_hemocytes
XM_027350813.1	-7.12664905461984	7.95459194476057	3.39791575137837e-72	5.64715946368688e-70	6031	9321	6002	10727	9229	8382	279	87	198	486	571	475	513.102465717365	666.456118214034	545.244608832767	405.718261272695	452.260219266572	373.537105275536	3.70658172450706	2.07532869058833	4.40873209690166	3.51531191198403	3.61740183568626	3.79848493981458	Up_muscle_Down_hemocytes
XM_027350817.1	-6.80446555423243	10.2126296170916	8.22003937328315e-14	5.11136267540838e-13	44855	66446	51058	7293	7426	6038	1682	1178	753	2720	3100	2468	3816.15173267326	4750.92192155881	4638.30377170667	275.836979534051	363.905557294784	269.078625823632	22.3457722602899	28.1004275576213	16.7665417624593	19.6741736637789	19.63913430933	19.7361280662366	Up_muscle_Down_hemocytes
XM_027350818.1	-6.86347965837037	10.2254867399122	7.11364720913097e-14	4.43200308350774e-13	45242	66888	51778	7305	7352	6142	1548	1220	800	2614	2922	2180	3849.07672922982	4782.52514055362	4703.71132224975	276.290845399183	360.279242826724	273.713302386345	20.565550213394	29.1023103737674	17.8130589773804	18.9074595430581	18.5114678876975	17.433046671149	Up_muscle_Down_hemocytes
XM_027350819.1	-11.1345087141064	10.6537098038701	1.80000735888601e-10	8.28288175895877e-10	56905	93358	66372	10017	13009	17094	359	140	15	6	6	9	4841.3357339822	6675.14325546892	6029.48603422999	378.864530919044	637.496282635045	761.78039579814	4.7694008569822	3.33960938715364	0.333994855825883	0.04339891249363	0.0380112276954774	0.0719712935964868	Up_muscle_Down_hemocytes
XM_027350823.1	2.36009113984999	2.76180322192907	1.08622972587674e-13	6.6797125430296e-13	22	15	27	81	49	48	896	266	596	1640	1893	1493	1.87170523060554	1.07250743195049	2.45278314536566	3.06359458964186	2.40120822885058	2.13908149048267	11.9035742837216	6.34525783559191	13.2707289381484	11.8623694149255	11.9925423379231	11.9392379266172	Down_muscle_Up_hemocytes
XM_027350833.1	6.54836337356119	6.61266846081363	8.41143236259483e-33	1.93947927827254e-31	20	26	34	15	22	93	8797	7635	6458	33041	37224	30375	1.7015502096414	1.85901288204751	3.08868988675676	0.56733233141516	1.07809349050434	4.14447038781017	116.870248854798	182.1279833637	143.795918594904	238.990577950338	235.821656622742	242.903115888143	Down_muscle_Up_hemocytes
XM_027350834.1	6.87350908810548	5.48694416495096	3.53479363912993e-26	5.1637847260212e-25	4	8	10	4	17	38	2952	2370	1996	17886	20190	16849	0.340310041928281	0.572003963706928	0.908438201987283	0.151288621710709	0.833072242662447	1.69343951329878	39.2180259883328	56.534816053958	44.4435821485642	129.372158143511	127.907781195281	134.738258423023	Down_muscle_Up_hemocytes
XM_027350835.1	7.08626862786443	5.49124493823514	2.79242669761759e-30	5.38984682494907e-29	4	4	11	7	12	32	3020	2400	2100	17739	20126	16816	0.340310041928281	0.286001981853464	0.999282022186011	0.264755087993741	0.588050994820551	1.42605432698845	40.1214222509366	57.2504466369195	46.7592798156236	128.308884787417	127.502328099863	134.474363679836	Down_muscle_Up_hemocytes
XM_027350838.1	7.36006755957021	8.22172832469826	7.35453350833947e-29	1.2839831556101e-27	33	29	103	44	74	51	20022	13646	16475	119692	135423	109676	2.80755784590832	2.07351436843761	9.35691348046901	1.6641748388178	3.62631446806006	2.27277408363783	265.997058380216	325.516497836418	366.837683315428	865.750439031261	857.932414700772	877.058177387588	Down_muscle_Up_hemocytes
XM_027350844.1	4.96657966888668	0.278645124933199	2.06968584985043e-06	6.27773638789665e-06	0	4	2	0	0	0	159	142	258	80	106	81	0	0.286001981853464	0.181687640397457	0	0	0	2.11235302579435	3.3873180926844	5.74471152020519	0.578652166581734	0.671531689286767	0.647741642368382	Down_muscle_Up_hemocytes
XM_027350881.1	-2.29625183729359	4.85696011755147	1.30504038024155e-13	7.94888231601673e-13	379	667	444	1234	941	1705	540	273	413	1640	2004	1421	32.2443764727046	47.6908304740651	40.3346561682354	46.6725397977538	46.1129988438449	75.9819571098531	7.17402914420721	6.51223830494959	9.19599169707265	11.8623694149255	12.6957500502894	11.3634675778453	Up_muscle_Down_hemocytes
XM_027350893.1	1.75211864253747	1.08098486409193	0.000343867588403725	0.0007732337952561	10	2	2	36	24	39	193	88	142	477	612	473	0.850775104820702	0.143000990926732	0.181687640397457	1.36159759539638	1.1761019896411	1.73800371101717	2.56405115709628	2.09918304335371	3.16181796848503	3.45021354324359	3.87714522493869	3.78249131901536	Down_muscle_Up_hemocytes
XM_027350895.1	-2.03143155561589	5.82547165979999	1.73636041076404e-05	4.66321178941185e-05	1518	1339	1555	1866	1170	1189	1633	1957	1525	1385	1785	1275	129.147660911783	95.739163425447	141.262140409022	70.5761420280459	57.3349719950037	52.9868310871644	21.6947955416489	46.6829683618548	33.9561436756315	10.0179156339463	11.3083402394045	10.1959332595023	Up_muscle_Down_hemocytes
XM_027350896.1	3.40180463345465	2.48972842317505	1.59578373500878e-06	4.90070661312873e-06	7	16	9	24	44	2	965	1072	573	502	457	377	0.595542573374491	1.14400792741386	0.817594381788554	0.907731730264256	2.15618698100869	0.0891283954367778	12.8202557854814	25.5718661644907	12.7586034925487	3.63104234530038	2.89518850947219	3.01479752065284	Down_muscle_Up_hemocytes
XM_027350910.1	4.53921515752867	0.493891140219761	2.15337676946739e-07	7.25750922277434e-07	0	0	1	1	7	3	320	259	127	115	106	66	0	0	0.0908438201987283	0.0378221554276773	0.343029746978655	0.133692593155167	4.25127652990057	6.17827736623423	2.82782311265914	0.831812489461242	0.671531689286767	0.527789486374237	Down_muscle_Up_hemocytes
XM_027350912.1	6.37612296752282	2.85084707157538	1.04886522320157e-09	4.44742487120957e-09	0	0	0	2	0	19	695	243	223	3007	3339	2663	0	0	0	0.0756443108553547	0	0.84671975664939	9.2332412133778	5.7966077219881	4.9653901899448	21.7500883113909	21.1532482125332	21.2955060941605	Down_muscle_Up_hemocytes
XM_027350917.1	3.23204362171825	1.43583655811025	4.3598822558021e-08	1.58369041236161e-07	1	8	5	8	3	31	268	84	112	906	1148	800	0.0850775104820702	0.572003963706928	0.454219100993641	0.302577243421419	0.147012748705138	1.38149012927006	3.56044409379173	2.00376563229218	2.49382825683326	6.55323578653813	7.272814899068	6.39744831968772	Down_muscle_Up_hemocytes
XM_027350924.1	6.11767872305436	5.34611402348303	3.06148132110805e-10	1.36935277210942e-09	0	0	4	48	24	77	5121	1797	1840	15218	17704	13228	0	0	0.363375280794913	1.81546346052851	1.1761019896411	3.43144322431595	68.0337097175651	42.8662719193935	40.970035647975	110.07410838801	112.158462520122	105.781807966036	Down_muscle_Up_hemocytes
XM_027350928.1	-8.72734529614137	4.21829356943952	4.02534993853496e-33	9.62848657260408e-32	798	790	374	332	522	610	6	5	0	16	2	22	67.891853364692	56.4853914160591	33.9755887543244	12.5569556019889	25.580218274694	27.1841606082172	0.0797114349356357	0.119271763826916	0	0.115730433316347	0.0126704092318258	0.175929828791412	Up_muscle_Down_hemocytes
XM_027350939.1	-1.85788986005525	4.07592600415518	1.61144444317619e-08	6.11737007989491e-08	212	411	405	920	382	471	807	212	472	816	843	784	18.0364322221989	29.3867036354434	36.791747180485	34.7963829934632	18.7196233351209	20.9897371253612	10.721187998843	5.05712278626122	10.5097047966545	5.90225209913368	5.34057749121457	6.26949935329397	Up_muscle_Down_hemocytes
XM_027350951.1	-5.78637665628448	11.8619068193542	1.14877972400389e-12	6.40563578565481e-12	162089	147220	167358	56600	15587	32474	6392	7497	4573	19749	22884	17692	13790.1285965283	10526.3029421167	15203.4400608188	2140.73399720654	763.829238022327	1447.17775670696	84.9192486847639	178.836082682077	101.823898379451	142.847520472783	144.974822430551	141.479569589894	Up_muscle_Down_hemocytes
XM_027350963.1	5.66015322622393	1.52578566243342	2.03341949430033e-29	3.70679049409705e-28	1	4	1	3	0	2	296	134	300	847	974	813	0.0850775104820702	0.286001981853464	0.0908438201987283	0.113466466283032	0	0.0891283954367778	3.93243079015803	3.19648327056134	6.67989711651766	6.1264798136841	6.17048929589916	6.50140685488264	Down_muscle_Up_hemocytes
XM_027350964.1	5.62918692881853	1.22459139075749	3.3050272125602e-17	2.57735729671742e-16	0	2	0	8	0	0	239	116	262	640	775	627	0	0.143000990926732	0	0.302577243421419	0	0	3.17517215826949	2.76710492078444	5.83377681509209	4.62921733265387	4.90978357733249	5.01400012055525	Down_muscle_Up_hemocytes
XM_027350965.1	5.11557231004444	1.18032279404123	7.82159244299978e-21	7.7651604726973e-20	4	0	3	3	0	2	266	118	236	608	725	571	0.340310041928281	0	0.272531460596185	0.113466466283032	0	0.0891283954367778	3.53387361547985	2.81481362631521	5.25485239832723	4.39775646602118	4.59302334653685	4.56617873817711	Down_muscle_Up_hemocytes
XM_027350966.1	5.8505345184826	0.941996195154448	1.05670947281652e-19	9.77780992308971e-19	4	0	0	0	0	2	223	104	208	499	591	497	0.340310041928281	0	0	0	0	0.0891283954367778	2.96260833177446	2.48085268759984	4.63139533411891	3.60934288905356	3.74410592800452	3.974414768606	Down_muscle_Up_hemocytes
XM_027350968.1	5.75329838211672	0.216278357145746	1.7574597647694e-26	2.6366017127496e-25	0	0	0	2	0	2	186	75	130	250	297	222	0	0	0	0.0756443108553547	0	0.0891283954367778	2.47105448300471	1.78907645740373	2.89462208382432	1.80828802056792	1.88155577092613	1.77529190871334	Down_muscle_Up_hemocytes
XM_027350970.1	4.60928552164842	0.268297709799871	3.10841749509521e-16	2.2795655406724e-15	0	0	0	7	0	3	190	75	116	286	318	239	0	0	0	0.264755087993741	0	0.133692593155167	2.52419543962846	1.78907645740373	2.58289355172016	2.0686814955297	2.0145950678603	1.91123768550671	Down_muscle_Up_hemocytes
XM_027350971.1	5.7940473146313	0.264059951361319	3.24687633406781e-22	3.57575528804353e-21	0	0	1	3	0	0	180	51	140	262	324	295	0	0	0.0908438201987283	0.113466466283032	0	0	2.39134304806907	1.21657199103454	3.11728532104158	1.89508584555518	2.05260629555578	2.35905906788485	Down_muscle_Up_hemocytes
XM_027350972.1	10.0320328996706	0.308119022767781	5.30148483615896e-28	8.66450848637627e-27	0	0	0	0	0	0	196	54	156	321	320	244	0	0	0	0	0	0	2.6039068745641	1.28813504933069	3.47354650058918	2.32184181840921	2.02726547709213	1.95122173750475	Down_muscle_Up_hemocytes
XM_027350973.1	6.98828212405018	0.508538442205285	2.1227253700354e-35	5.74302675694356e-34	0	0	0	2	0	0	198	90	131	354	428	351	0	0	0	0.0756443108553547	0	0	2.63047735287598	2.14689174888448	2.91688840754605	2.56053583712417	2.71146757561072	2.80688045026299	Down_muscle_Up_hemocytes
XM_027350974.1	6.82318531557399	0.339620398394978	4.46346612957341e-23	5.28390157818233e-22	0	0	0	2	0	0	231	47	162	255	356	253	0	0	0	0.0756443108553547	0	0	3.06889024502197	1.12115457997301	3.60714444291954	1.84445378097928	2.25533284326499	2.02319303110124	Down_muscle_Up_hemocytes
XM_027350975.1	6.34218246839454	0.461928980380835	1.0762265952009e-26	1.64545659961601e-25	2	0	0	0	1	0	180	80	157	304	403	323	0.17015502096414	0	0	0	0.0490042495683792	0	2.39134304806907	1.90834822123065	3.49581282431091	2.19887823301059	2.5530874602129	2.58296975907392	Down_muscle_Up_hemocytes
XM_027350976.1	6.71386462638504	0.316904460406854	5.831831122468e-23	6.82799111383559e-22	2	0	0	0	0	0	187	59	149	249	380	274	0.17015502096414	0	0	0	0	0	2.48433972216065	1.4074068131576	3.31768223453711	1.80105486848565	2.4073777540469	2.19112604949304	Down_muscle_Up_hemocytes
XM_027350977.1	4.90829845724915	0.370819237390023	1.29751005789144e-23	1.58892212543892e-22	0	0	2	2	2	2	200	76	144	266	340	272	0	0	0.181687640397457	0.0756443108553547	0.0980084991367585	0.0891283954367778	2.65704783118786	1.81293081016912	3.20635061592848	1.92401845388426	2.15396956941038	2.17513242869382	Down_muscle_Up_hemocytes
XM_027350978.1	5.56271600946259	0.893700080053005	7.13646850028142e-20	6.66608667139425e-19	0	0	0	2	0	6	328	103	221	398	541	337	0	0	0	0.0756443108553547	0	0.267385186310334	4.35755844314809	2.45699833483446	4.92085754250134	2.87879452874412	3.42734569720888	2.69492510466845	Down_muscle_Up_hemocytes
XM_027350979.1	4.59171551730992	0.149145543114136	1.54500190350647e-13	9.32612705621335e-13	0	2	0	7	0	0	176	52	116	263	293	229	0	0.143000990926732	0	0.264755087993741	0	0	2.33820209144531	1.24042634379992	2.58289355172016	1.90231899763745	1.85621495246248	1.83126958151061	Down_muscle_Up_hemocytes
XM_027351003.1	-1.96955379284928	3.92803894994026	1.99408999853234e-06	6.05561692245333e-06	255	182	84	1177	399	874	522	326	190	912	943	707	21.6947651729279	13.0130901743326	7.63088089669318	44.5166769383762	19.5526955777833	38.9491088058719	6.93489483940031	7.7765190015149	4.23060150712785	6.59663469903176	5.97409795280586	5.65374495252402	Up_muscle_Down_hemocytes
XM_027351009.1	-2.23159176657002	3.2819851450417	2.38912094587149e-08	8.90579107029345e-08	173	117	56	670	305	621	282	165	128	480	539	387	14.7184093133981	8.36555796921382	5.08725393112878	25.3408441365438	14.9462961183557	27.6743667831195	3.74643744197488	3.93596820628821	2.85008943638087	3.4719129994904	3.41467528797705	3.09476562464893	Up_muscle_Down_hemocytes
XM_027351014.1	-1.93857203611615	2.94266694367937	2.43639360236427e-14	1.57229091928672e-13	134	185	134	241	216	377	215	112	153	451	512	456	11.4003864045974	13.2275916607227	12.1730719066296	9.11513945807024	10.5849179067699	16.8007025398326	2.85632641852695	2.67168750972291	3.40674752942401	3.26215158910452	3.2436247633474	3.646545542222	Up_muscle_Down_hemocytes
XM_027351017.1	3.08595814957799	3.71185671123741	3.72355270760447e-06	1.09089523807725e-05	8	20	21	62	155	54	2860	1943	1492	1048	1211	878	0.680620083856561	1.43000990926732	1.90772022417329	2.34497363651599	7.59565868309878	2.406466676793	37.9957839859864	46.3490074231394	33.2213549928145	7.58034338222071	7.67193278987052	7.02119953085727	Down_muscle_Up_hemocytes
XM_027351022.1	1.58945899853708	2.8856442580762	2.89485070034604e-06	8.60120836134857e-06	21	76	24	153	52	90	1125	406	450	1445	1662	1297	1.78662772012347	5.43403765521581	2.18025168476948	5.78678978043463	2.54822097755572	4.010777794655	14.9458940504317	9.68486722274555	10.0198456747765	10.4519047588826	10.5291100716472	10.3718630882937	Down_muscle_Up_hemocytes
XM_027351024.1	1.66226135013638	2.91770211974131	4.50578862888015e-09	1.80301992131893e-08	28	54	31	155	59	80	1021	451	421	1604	1870	1401	2.38217029349796	3.86102675502176	2.81615842616058	5.86243409128999	2.89125072453437	3.56513581747111	13.564229178214	10.7583130971878	9.37412228684645	11.6019759399638	11.8468326317571	11.2035313698531	Down_muscle_Up_hemocytes
XM_027351025.1	1.71435181377598	2.92353168149112	2.23560960951492e-06	6.74322355769426e-06	19	50	21	186	53	92	1114	465	397	1574	1844	1428	1.61647269915933	3.5750247731683	1.90772022417329	7.03492090954799	2.5972252271241	4.09990619009178	14.7997564197164	11.0922740359031	8.83973051752504	11.3849813774956	11.6821173117434	11.4194452506426	Down_muscle_Up_hemocytes
XM_027351027.1	-11.5500861571436	8.9915627494777	6.7031066225148e-13	3.83458450819499e-12	9989	8884	5701	36464	20973	38069	11	75	3	0	4	4	849.839252205399	635.210401696543	517.90061895295	1379.14707551483	1027.76612619762	1696.51444294135	0.146137630715332	1.78907645740373	0.0667989711651766	0	0.0253408184636516	0.0319872415984386	Up_muscle_Down_hemocytes
XM_027351031.1	-2.63118941090569	2.79702196873193	7.92887053949926e-09	3.09346817969427e-08	157	263	205	331	96	95	67	73	145	269	314	231	13.357169145685	18.8046303068652	18.6229831407393	12.5191334465612	4.70440795856441	4.23359878324695	0.890111023447932	1.74136775187297	3.2286169396502	1.94571791013108	1.98925424939665	1.84726320230983	Up_muscle_Down_hemocytes
XM_027351034.1	-12.4525420876428	5.29138915575188	8.8402185595484e-34	2.23132696068128e-32	646	500	323	2789	1468	3871	0	5	0	0	0	0	54.9600717714173	35.750247731683	29.3425539241892	105.485991487792	71.9382383663807	172.508009367884	0	0.119271763826916	0	0	0	0	Up_muscle_Down_hemocytes
