ID	logFC	logCPM	PValue	FDR	muscle_1	muscle_2	muscle_3	muscle_4	muscle_5	muscle_6	hemocytes_1	hemocytes_2	hemocytes_3	hemocytes_4	hemocytes_5	hemocytes_6	muscle_1_normalized	muscle_2_normalized	muscle_3_normalized	muscle_4_normalized	muscle_5_normalized	muscle_6_normalized	hemocytes_1_normalized	hemocytes_2_normalized	hemocytes_3_normalized	hemocytes_4_normalized	hemocytes_5_normalized	hemocytes_6_normalized	Expression
XM_027381851.1	-6.07225528580001	10.8239788736369	2.25445204514136e-22	2.52187262427221e-21	71180	64607	56800	50458	33048	46503	3272	4186	3869	4047	4726	3743	6055.81719611376	4619.43251040168	5159.92898728777	1908.43031856974	1619.4924397358	2072.36888649824	43.4693025182333	99.8543206758937	86.1484064793561	29.2725664769534	29.9401770148043	29.9320613257389	Up_muscle_Down_hemocytes
XM_027381853.1	-5.1033244179053	10.017542049449	8.45299315695493e-20	7.86140649924072e-19	38554	34455	29557	33894	20884	30369	3254	4395	4643	4558	5266	4239	3280.07833912573	2463.54957119027	2685.07079361381	1281.9441360657	1023.40474798603	1353.37012050975	43.2301682134264	104.839880403859	103.382541039972	32.9687071909943	33.3611875073973	33.8984792839453	Up_muscle_Down_hemocytes
XM_027381854.1	-5.15344371998102	10.123603882488	6.88746283058834e-20	6.44289925753209e-19	43882	36682	31320	35365	20741	32912	3541	4656	4548	4751	5686	4523	3733.3713149742	2622.78117458719	2845.22844862417	1337.58052669981	1016.39714029775	1466.69687530762	47.043031851181	111.065866475624	101.267240286408	34.3647055428727	36.0219734460807	36.1695734374344	Up_muscle_Down_hemocytes
XM_027381855.1	-4.16306581623862	9.62478967755365	8.21247552466514e-15	5.46516116948205e-14	29462	24538	20445	26811	15006	24817	4951	6018	7021	6137	7040	5792	2506.55361382275	1754.47915768007	1857.301903963	1014.04980917146	735.357769023099	1105.94969477726	65.7752190610554	143.555494942076	156.331858850235	44.3898543289012	44.5998404960268	46.3175258345391	Up_muscle_Down_hemocytes
XM_027381861.1	1.84597623012005	3.64511577677847	0.000399688267942915	0.000888605066863358	55	37	25	160	116	247	552	509	261	4142	4974	3742	4.67926307651386	2.64551833214454	2.27109550496821	6.05154486842837	5.68449294993199	11.0073568364421	7.33345201407849	12.14186555758	5.81151049137037	29.9597159247693	31.5113077595507	29.9240645153393	Down_muscle_Up_hemocytes
XM_027381863.1	4.03967784654513	6.91643216933526	5.91182467913708e-22	6.34678023648635e-21	172	208	174	252	376	220	16698	18871	12184	19701	21951	17569	14.6333318029161	14.8721030563801	15.8068247145787	9.53118316777469	18.4255978377106	9.80412349804556	221.836923425874	450.155491035545	271.292888225504	142.500329172834	139.064076523904	140.495961910742	Down_muscle_Up_hemocytes
XM_027381865.1	-4.76769815267945	9.22467367221663	2.71503750230162e-18	2.27533300045539e-17	21908	16059	14688	22336	15519	21856	3280	4025	2426	2687	3360	2498	1863.87809964119	1148.22645664619	1334.31403107892	844.795663632601	760.496949051677	973.995105333108	43.5755844314809	96.013769880667	54.0181013489062	19.435479645064	21.2862875094673	19.9760323782249	Up_muscle_Down_hemocytes
XM_027381866.1	-4.03070103342187	9.61768372385206	1.26135150667277e-12	7.008908046414e-12	29207	20232	17739	27723	18737	30848	6271	9227	5535	5425	6160	4842	2484.85884864982	1446.59802421482	1611.47852650524	1048.5436149215	918.192624162722	1374.71637121686	83.3117347468953	220.10411296619	123.244101799751	39.2398500463238	39.0248604340234	38.7205559549099	Up_muscle_Down_hemocytes
XM_027381870.1	7.08830639867769	3.01757110165154	5.34382348189803e-10	2.3331596416871e-09	4	3	0	2	0	2	3302	294	1692	302	352	288	0.340310041928281	0.214501486390098	0	0.0756443108553547	0	0.0891283954367778	43.8678596929115	7.01317971302264	37.6746197371596	2.18441192884604	2.22999202480134	2.30308139508758	Down_muscle_Up_hemocytes
XM_027381871.1	8.20123109545528	2.87953347703414	1.69228656523796e-12	9.31048631786334e-12	0	2	0	1	1	1	2832	298	1619	288	328	239	0	0.143000990926732	0	0.0378221554276773	0.0490042495683792	0.0445641977183889	37.6237972896201	7.10859712408417	36.0491781054737	2.08314779969424	2.07794711401943	1.91123768550671	Down_muscle_Up_hemocytes
XM_027381872.1	4.08032447354544	6.6067957540197	1.17722968412434e-25	1.65005567007001e-24	142	157	126	245	255	196	13455	14732	10087	16215	18200	14482	12.081006488454	11.2255777877485	11.4463213450398	9.26642807978095	12.4960836399367	8.73458275280423	178.752892843163	351.422324939624	224.600407381046	117.285561014035	115.300724009615	115.809808207147	Down_muscle_Up_hemocytes
XM_027381873.1	8.17139400624195	2.2700533828392	1.94642144767662e-09	8.07140481721248e-09	2	0	0	1	0	0	2145	201	900	146	176	124	0.17015502096414	0	0	0.0378221554276773	0	0	28.4968379894898	4.79472490584201	20.039691349553	1.05604020401166	1.11499601240067	0.991604489551597	Down_muscle_Up_hemocytes
XM_027381874.1	9.41902198241163	4.02975113138368	1.79824407992961e-12	9.85108282999112e-12	0	2	2	0	0	0	5781	609	3896	766	874	666	0	0.143000990926732	0.181687640397457	0	0	0	76.801967560485	14.5273008341183	86.7495972198427	5.5405944950201	5.53696883430787	5.32587572614003	Down_muscle_Up_hemocytes
XM_027381875.1	9.14553826794818	2.80111640459845	6.53764190361153e-11	3.1287286252998e-10	0	0	2	0	0	0	2767	296	1438	302	319	278	0	0	0.181687640397457	0	0	0	36.760256744484	7.0608884185534	32.0189735118413	2.18441192884604	2.02093027247621	2.22311329109148	Down_muscle_Up_hemocytes
XM_027381876.1	9.90977942991319	2.43336879379296	6.39447711821701e-13	3.66622417929315e-12	0	0	0	1	0	0	2480	198	954	209	236	207	0	0	0	0.0378221554276773	0	0	32.9473931067294	4.72316184754586	21.2420728305262	1.51172878519478	1.49510828935544	1.6553397527192	Down_muscle_Up_hemocytes
XM_027381877.1	9.16500115380753	3.95976775244407	1.3392494515392e-10	6.23440350358207e-10	2	1	0	0	0	2	5147	600	4299	347	334	274	0.17015502096414	0.071500495463366	0	0	0	0.0891283954367778	68.3791259356195	14.3126116592299	95.7229256796981	2.50990377254827	2.11595834171491	2.19112604949304	Down_muscle_Up_hemocytes
XM_027381878.1	11.0315949042591	3.57262535333911	2.42826783278476e-12	1.31560302523906e-11	0	0	0	0	0	1	4025	458	3202	257	299	265	0	0	0	0	0	0.0445641977183889	53.4730876026556	10.9252935665455	71.2967685569652	1.85892008514382	1.89422618015796	2.11915475589656	Down_muscle_Up_hemocytes
XM_027381879.1	8.40412395016244	2.88189400535467	6.52138501435383e-11	3.1232845819119e-10	0	0	2	0	0	2	2820	289	1620	308	360	258	0	0	0.181687640397457	0	0	0.0891283954367778	37.4643744197488	6.89390794919572	36.0714444291954	2.22781084133967	2.28067366172864	2.06317708309929	Down_muscle_Up_hemocytes
XM_027381880.1	12.2469105583774	2.42966642082925	2.09964905450166e-13	1.25031218941172e-12	0	0	0	0	0	0	2072	210	1177	202	261	202	0	0	0	0	0	0	27.5270155311062	5.00941408073045	26.207463020471	1.46109672061888	1.65348840475327	1.61535570072115	Down_muscle_Up_hemocytes
XM_027381881.1	8.4708064360151	3.247608840298	4.61687912968498e-09	1.84631881945558e-08	0	0	0	2	4	0	4994	361	1520	159	206	153	0	0	0	0.0756443108553547	0.196016998273517	0	66.3464843447608	8.6114213483033	33.8448120570228	1.1500711810812	1.30505215087806	1.22351199114028	Down_muscle_Up_hemocytes
XM_027381882.1	10.3311571269904	3.051812802286	1.28203466374032e-10	5.98111468898465e-10	0	0	1	0	0	0	3183	350	1958	183	203	176	0	0	0.0908438201987283	0	0	0	42.2869162333547	8.34902346788409	43.5974618471386	1.32366683105572	1.28604653703032	1.4074386303313	Down_muscle_Up_hemocytes
XM_027381884.1	3.85399633296037	6.56500395816524	5.33128576232023e-19	4.72796007625862e-18	144	177	189	214	347	142	13243	13934	9776	15530	17710	13883	12.2511615094181	12.6555876970158	17.1694820175596	8.09394126152295	17.0044746002276	6.32811607601123	175.936422142104	332.386551432848	217.675580703589	112.330851837679	112.196473747817	111.019718777781	Down_muscle_Up_hemocytes
XM_027381885.1	9.06403413698263	4.05552105206425	3.91313395551929e-13	2.28301390606991e-12	0	0	0	1	2	4	5882	616	4127	578	700	586	0	0	0	0.0378221554276773	0.0980084991367585	0.178256790873556	78.1437767152349	14.694281303476	91.8931179995613	4.18076190355303	4.43464323113903	4.68613089417125	Down_muscle_Up_hemocytes
XM_027381886.1	9.08152393183729	2.94026534041697	4.09010928751945e-11	1.99394775437663e-10	0	0	0	1	0	2	3013	292	1772	192	242	179	0	0	0	0.0378221554276773	0	0.0891283954367778	40.0284255768451	6.96547100749187	39.4559256348977	1.38876519979616	1.53311951705092	1.43142906153013	Down_muscle_Up_hemocytes
XM_027381887.1	7.483168208906	2.67260945936659	6.65309073153433e-08	2.37289860901463e-07	4	1	0	1	0	0	3130	274	1073	142	149	111	0.340310041928281	0.071500495463366	0	0.0378221554276773	0	0	41.58279855809	6.53609265771497	23.8917653534115	1.02710759568258	0.943945487771021	0.887645954356671	Down_muscle_Up_hemocytes
XM_027381888.1	9.36836107971021	3.47289735380844	9.3567570118587e-11	4.4167620612599e-10	0	0	2	1	0	0	3865	480	2820	287	313	276	0	0	0.181687640397457	0.0378221554276773	0	0	51.3474493377053	11.4500893273839	62.791032895266	2.07591464761197	1.98291904478074	2.20711967029226	Down_muscle_Up_hemocytes
XM_027381889.1	7.74858701014702	2.35277603342076	1.2988303721756e-09	5.47287858832109e-09	1	0	2	0	1	0	2332	212	900	172	181	166	0.0850775104820702	0	0.181687640397457	0	0.0490042495683792	0	30.9811777116504	5.05712278626122	20.039691349553	1.24410215815073	1.14667203548023	1.3274705263352	Down_muscle_Up_hemocytes
XM_027381893.1	8.6608114265787	2.52900273507745	8.08553916600898e-11	3.83793192534929e-10	0	0	0	1	0	2	2099	284	1344	153	170	151	0	0	0	0.0378221554276773	0	0.0891283954367778	27.8857169883166	6.7746361853688	29.9259390819991	1.10667226858757	1.07698478470519	1.20751837034106	Down_muscle_Up_hemocytes
XM_027381894.1	7.5104600999091	1.90177836220423	3.76443861587287e-08	1.37599317244573e-07	0	0	1	0	0	3	1396	189	838	83	99	68	0	0	0.0908438201987283	0	0	0.133692593155167	18.5461938616912	4.50847267265741	18.659179278806	0.600351622828549	0.627185256975377	0.543783107173456	Down_muscle_Up_hemocytes
XM_027381895.1	8.383554748605	2.41962276894879	9.37127383818858e-10	3.99480983701863e-09	0	2	0	1	0	0	1861	236	1318	133	188	128	0	0.143000990926732	0	0.0378221554276773	0	0	24.723830069203	5.62962725263042	29.3470146652343	0.962009226942132	1.19101846779162	1.02359173115004	Down_muscle_Up_hemocytes
XM_027381896.1	8.34283801782432	2.35470551495926	1.90066623566685e-09	7.89189676113845e-09	1	0	0	0	0	2	1787	249	1250	91	131	133	0.0850775104820702	0	0	0	0	0.0891283954367778	23.7407223716635	5.9397338385804	27.8329046521569	0.658216839486722	0.829911804684589	1.06357578314808	Down_muscle_Up_hemocytes
XM_027381897.1	8.00869272628538	2.41522998518071	4.58921615032136e-10	2.01399859655907e-09	0	2	0	1	1	0	1830	287	1278	134	169	123	0	0.143000990926732	0	0.0378221554276773	0.0490042495683792	0	24.3119876553689	6.84619924366495	28.4563617163652	0.969242379024404	1.07064958008928	0.983607679151987	Down_muscle_Up_hemocytes
XM_027381898.1	12.9855651143256	3.15727012173148	3.5268211286485e-11	1.73054946255042e-10	0	0	0	0	0	0	3147	438	2284	117	148	126	0	0	0	0	0	0	41.8086476237409	10.4482065112378	50.8562833804211	0.846278793625785	0.937610283155108	1.00759811035082	Down_muscle_Up_hemocytes
XM_027381900.1	8.30823523360852	1.81045321206513	1.57924398676602e-09	6.60012583234642e-09	0	0	1	1	0	0	1322	173	767	95	114	81	0	0	0.0908438201987283	0.0378221554276773	0	0	17.5630861641517	4.12680302841128	17.0782702945635	0.687149447815809	0.72221332621407	0.647741642368382	Down_muscle_Up_hemocytes
XM_027381901.1	8.98950514556246	1.51715443289747	4.00937840570531e-09	1.61244548893183e-08	0	0	0	1	0	0	952	142	717	71	61	38	0	0	0	0.0378221554276773	0	0	12.6475476764542	3.3873180926844	15.9649541084772	0.513553797841289	0.386447481570687	0.303878795185167	Down_muscle_Up_hemocytes
XM_027381902.1	8.94655576108219	1.67422385192939	2.45814978484705e-09	1.01180259879986e-08	1	0	0	0	0	0	1115	168	738	91	103	66	0.0850775104820702	0	0	0	0	0	14.8130416588723	4.00753126458436	16.4325469066335	0.658216839486722	0.652526075439028	0.527789486374237	Down_muscle_Up_hemocytes
XM_027381907.1	2.693540091368	1.07170054401441	6.81985195735803e-07	2.18293260375965e-06	3	5	1	29	7	21	157	68	81	692	818	656	0.25523253144621	0.35750247731683	0.0908438201987283	1.09684250740264	0.343029746978655	0.935848152086167	2.08578254748247	1.62209598804605	1.80357222145977	5.005341240932	5.18219737581675	5.24590762214393	Down_muscle_Up_hemocytes
XM_027381912.1	1.80143384915663	0.662236843989387	3.7079784448673e-06	1.08658118064957e-05	5	12	5	12	10	29	129	63	88	405	431	404	0.425387552410351	0.858005945560391	0.454219100993641	0.453865865132128	0.490042495683792	1.29236173383328	1.71379585111617	1.50282422421914	1.95943648751185	2.92942659332003	2.73047318945846	3.2307114014423	Down_muscle_Up_hemocytes
XM_027381913.1	2.54184481246128	-0.518381859878315	0.00128635886584845	0.00264825199585949	0	0	0	17	7	0	86	52	75	107	132	98	0	0	0	0.642976642270515	0.343029746978655	0	1.14253056741078	1.24042634379992	1.66997427912942	0.773947272803069	0.836247009300502	0.783687419161746	Down_muscle_Up_hemocytes
XM_027381929.1	-2.00935139673745	2.88967489651155	2.26772264764129e-09	9.35225482496475e-09	179	147	196	296	110	255	141	185	121	413	483	338	15.2288743762906	10.5105728331148	17.8053887589507	11.1953580065925	5.39046745252172	11.3638704181892	1.87321872098744	4.41305526159588	2.69422517032879	2.9872918099782	3.05990382948593	2.70292191506806	Up_muscle_Down_hemocytes
XM_027381945.1	1.98563331707126	3.90159579727784	7.17341670436518e-12	3.72557684925979e-11	46	62	44	222	167	152	1664	882	1138	3599	3907	2919	3.91356548217523	4.43303071872869	3.99712808874404	8.39651850494437	8.18370967791933	6.77375805319512	22.106637955483	21.0395391390679	25.3390763953237	26.0321143440957	24.7516444343717	23.3426895564606	Down_muscle_Up_hemocytes
XM_027381946.1	1.79495599028378	4.64075228046158	4.33972134337916e-13	2.517471170953e-12	141	170	113	262	248	231	3053	1608	2384	4669	5306	4038	11.9959289779719	12.1550842287722	10.2653516824563	9.90940472205146	12.153053892958	10.2943296729478	40.5598351430826	38.3577992467361	53.0829157525937	33.7715870721264	33.6145956920338	32.2911203936238	Down_muscle_Up_hemocytes
XM_027381947.1	2.07478975024643	3.8223138172616	5.71954171147126e-14	3.58965057781745e-13	63	100	43	190	105	80	1492	1034	1241	3028	3415	2601	5.35988316037042	7.1500495463366	3.90628426854532	7.18620953125869	5.14544620467982	3.56513581747111	19.8215768206614	24.6654007594061	27.6325077386614	21.9019845051186	21.6347237633425	20.7997038493847	Down_muscle_Up_hemocytes
XM_027381948.1	2.29811611535357	1.80291075971843	2.98472206973016e-05	7.79181728403444e-05	8	14	2	55	11	51	190	161	128	1246	1294	942	0.680620083856561	1.00100693648712	0.181687640397457	2.08021854852225	0.539046745252172	2.27277408363783	2.52419543962846	3.84055079522668	2.85008943638087	9.0125074945105	8.19775477299129	7.53299539643229	Down_muscle_Up_hemocytes
XM_027381949.1	8.22685989294912	7.51187661851573	7.28996624254201e-18	5.93445916067494e-17	5	8	8	56	41	30	29192	23455	46356	9316	10602	8481	0.425387552410351	0.572003963706928	0.726750561589826	2.11804070394993	2.00917423230355	1.33692593155167	387.82270144018	559.503844112061	1032.17770244431	67.3840447984429	67.1658393379085	67.8209489990894	Down_muscle_Up_hemocytes
XM_027381957.1	-9.21631711370247	8.64587993049046	3.84118255304315e-49	2.24454854480791e-47	11868	12805	10982	4689	14707	21955	75	106	49	173	178	137	1009.69989440121	915.563844408401	997.646833422434	177.348086800379	720.705498402153	978.406960907229	0.996392936695446	2.52856139313061	1.09104986236455	1.251335310233	1.1276664216325	1.09556302474652	Up_muscle_Down_hemocytes
XM_027381970.1	2.31447192556626	5.37042157061172	1.96683479423717e-12	1.07378775007905e-11	170	203	124	243	442	265	6759	4283	3079	6865	8061	6411	14.4631767819519	14.5146005790633	11.2646337046423	9.19078376892559	21.6598783092236	11.8095123953731	89.7949314549936	102.168192894136	68.5580107391929	49.655589044795	51.0680844088738	51.2675514718975	Down_muscle_Up_hemocytes
XM_027382010.1	-1.71524732507293	2.63945520786569	1.05578113801358e-06	3.30257424178924e-06	144	173	174	131	111	153	183	89	165	454	501	345	12.2511615094181	12.3695857151623	15.8068247145787	4.95470236102573	5.43947170209009	6.81832225091351	2.43119876553689	2.1230373961191	3.67394341408471	3.28385104535134	3.17393751257236	2.75889958786533	Up_muscle_Down_hemocytes
XM_027382012.1	-1.7638766845023	2.67464806451625	2.42769841272045e-07	8.14131461938774e-07	109	242	145	181	105	173	203	77	150	414	535	394	9.27344864254565	17.3031199021346	13.1723539288156	6.8458101324096	5.14544620467982	7.70960620528128	2.69690354865567	1.8367851629345	3.33994855825883	2.99452496206047	3.3893344695134	3.1507432974462	Up_muscle_Down_hemocytes
XM_027382015.1	-1.57779679882992	6.65527631939537	6.06572267022454e-06	1.72725974657017e-05	1466	2298	2000	4287	3282	2521	4590	2793	3721	4249	5006	3838	124.723630366715	164.308138574815	181.687640397457	162.143580318453	160.831947083421	112.346342448058	60.9792477257613	66.625207273715	82.8529905685407	30.7336631975723	31.71403430726	30.6917583137018	Up_muscle_Down_hemocytes
XM_027382016.1	-1.66952102037501	7.29221957434238	0.000384568262426091	0.000858231375439475	4103	5479	3933	2411	3113	2008	6017	4388	5110	6942	7972	6355	349.073025507934	391.751214643782	357.288744841598	91.1892167361301	152.550228906365	89.484909018525	79.9372840012867	104.672899934501	113.780914218018	50.2125417551299	50.5042511980576	50.8197300895193	Up_muscle_Down_hemocytes
XM_027382017.1	2.06708242637978	2.41020941523172	8.45962963846091e-07	2.67435475502431e-06	14	15	12	54	46	96	476	305	181	1526	1786	1348	1.19108514674898	1.07250743195049	1.09012584238474	2.04239639309458	2.25419548014544	4.27816298096534	6.3237738382271	7.27557759344185	4.03020459363232	11.0377900775466	11.3146754440204	10.7797004186738	Down_muscle_Up_hemocytes
XM_027382021.1	1.95004615352143	1.88468022398796	0.000443085573981704	0.000979168211249935	8	6	2	50	37	84	349	173	164	1044	1179	880	0.680620083856561	0.429002972780196	0.181687640397457	1.89110777138387	1.81315723403003	3.74339260834467	4.63654846542281	4.12680302841128	3.65167709036299	7.55141077389162	7.4692062421613	7.03719315165649	Down_muscle_Up_hemocytes
XM_027382022.1	1.58442763585025	1.95277333963804	0.00320320458968047	0.006153942221009	12	6	4	89	34	98	320	185	175	1002	1149	890	1.02093012578484	0.429002972780196	0.363375280794913	3.36617183306328	1.66614448532489	4.36729137640211	4.25127652990057	4.41305526159588	3.89660665130197	7.24761838643621	7.27915010368392	7.11716125565259	Down_muscle_Up_hemocytes
XM_027382023.1	1.74096073302297	1.94013874629694	0.00185647965443564	0.00371266918859398	4	6	6	90	41	78	361	180	141	1061	1174	928	0.340310041928281	0.429002972780196	0.54506292119237	3.40399398849096	2.00917423230355	3.47600742203434	4.79597133529408	4.29378349776896	3.1395516447633	7.67437435929024	7.43753021908174	7.42104005083775	Down_muscle_Up_hemocytes
XM_027382024.1	1.74633045156289	1.92119511185645	0.000773697164460136	0.00165181892118725	2	11	10	76	41	74	341	178	162	987	1159	935	0.17015502096414	0.786505450097025	0.908438201987283	2.87448381250348	2.00917423230355	3.29775063116078	4.5302665521753	4.2460747922382	3.60714444291954	7.13912110520214	7.34250214984305	7.47701772363502	Down_muscle_Up_hemocytes
XM_027382026.1	4.94621444372456	0.132284272530407	2.97450746800323e-11	1.47081808609109e-10	0	0	0	2	0	5	71	37	45	415	490	332	0	0	0	0.0756443108553547	0	0.222820988591945	0.943251980071689	0.882611052319175	1.00198456747765	3.00175811414274	3.10425026179732	2.6549410526704	Down_muscle_Up_hemocytes
XM_027382049.1	-3.41239038884463	2.44306664367727	3.16914755460248e-10	1.4160468315729e-09	63	103	50	368	158	465	103	89	32	70	77	58	5.35988316037042	7.36455103272669	4.54219100993641	13.9185531973853	7.74267143180392	20.7223519390508	1.36837963306175	2.1230373961191	0.712522359095217	0.506320645759017	0.487810755425293	0.46381500317736	Up_muscle_Down_hemocytes
XM_027382057.1	7.55952933298776	1.13525586296429	5.48632041047249e-15	3.70297691417809e-14	0	2	0	0	0	0	53	68	349	585	886	626	0	0.143000990926732	0	0	0	0	0.704117675264782	1.62209598804605	7.77094697888221	4.23139396812893	5.61299128969882	5.00600331015564	Down_muscle_Up_hemocytes
XM_027382070.1	-2.98118511006664	1.76656308104289	6.2280274882999e-05	0.00015590780079768	83	148	167	60	21	19	90	54	52	44	41	58	7.06143337001182	10.5820733285782	15.1709179731876	2.26932932566064	1.02908924093596	0.84671975664939	1.19567152403454	1.28813504933069	1.15784883352973	0.318258691619953	0.259743389252429	0.46381500317736	Up_muscle_Down_hemocytes
XM_027382092.1	3.02185628041502	1.22089684640462	7.85796195566444e-05	0.000194128067850652	0	0	2	47	12	6	380	153	308	400	453	342	0	0	0.181687640397457	1.77764130510084	0.588050994820551	0.267385186310334	5.04839087925693	3.64971597310362	6.85802770629147	2.89326083290867	2.86984769100854	2.7349091566665	Down_muscle_Up_hemocytes
XM_027382094.1	4.02428749282387	1.10533776098447	1.4428756769904e-12	7.97257341901817e-12	0	6	0	4	12	4	310	204	135	508	551	517	0	0.429002972780196	0	0.151288621710709	0.588050994820551	0.178256790873556	4.11842413834118	4.86628796413816	3.00595370243295	3.67444125779401	3.49069774336801	4.13435097659819	Down_muscle_Up_hemocytes
XM_027382100.1	1.88079198122109	2.42847535808493	9.52279810838135e-09	3.69170697948973e-08	24	24	36	61	34	59	510	161	439	1346	1518	1283	2.04186025156968	1.71601189112078	3.27037752715422	2.30715148108832	1.66614448532489	2.62928766538495	6.77547196952904	3.84055079522668	9.77491611383751	9.73582270273767	9.61684060695577	10.2599077426992	Down_muscle_Up_hemocytes
XM_027382112.1	3.38032752500902	0.221594853125065	2.56418816850947e-10	1.15909275847459e-09	0	4	0	3	3	11	119	104	77	286	310	257	0	0.286001981853464	0	0.113466466283032	0.147012748705138	0.490206174902278	1.58094345955677	2.48085268759984	1.71450692657287	2.0686814955297	1.963913430933	2.05518027269968	Down_muscle_Up_hemocytes
XM_027382113.1	3.3310286732394	0.410243544671092	2.29457676797777e-16	1.70027208452875e-15	2	2	0	9	4	8	178	116	98	312	319	257	0.17015502096414	0.143000990926732	0	0.340399398849096	0.196016998273517	0.356513581747111	2.36477256975719	2.76710492078444	2.1820997247291	2.25674344966876	2.02093027247621	2.05518027269968	Down_muscle_Up_hemocytes
XM_027382114.1	2.86804581071089	0.526078970336686	5.51160613437413e-06	1.58046462512066e-05	4	0	0	17	2	17	186	113	91	302	374	326	0.340310041928281	0	0	0.642976642270515	0.0980084991367585	0.757591361212612	2.47105448300471	2.69554186248829	2.02623545867702	2.18441192884604	2.36936652635142	2.60696019027275	Down_muscle_Up_hemocytes
XM_027382130.1	1.64966401035064	1.25512246369025	1.11445432448837e-06	3.47168256827596e-06	11	30	11	20	26	15	309	142	182	437	494	400	0.935852615302772	2.14501486390098	0.999282022186011	0.756443108553547	1.27411048877786	0.668462965775834	4.10513889918524	3.3873180926844	4.05247091735405	3.16088745995272	3.12959108026097	3.19872415984386	Down_muscle_Up_hemocytes
XM_027382141.1	6.08834505197966	1.19593445276467	9.84322244764711e-22	1.03922857300372e-20	0	0	0	4	0	3	305	99	99	851	958	627	0	0	0	0.151288621710709	0	0.133692593155167	4.05199794256148	2.36158092377293	2.20436604845083	6.15541242201319	6.06912602204455	5.01400012055525	Down_muscle_Up_hemocytes
XM_027382142.1	-2.11324380202822	5.045935522936	2.07481240030993e-09	8.5815689356064e-09	672	1067	680	1403	536	1071	570	389	357	2313	2676	1988	57.1720870439512	76.2910286594115	61.7737977351352	53.0644840650313	26.2662777686513	47.7282557563945	7.57258631888539	9.27934322573403	7.94907756865602	16.7302807662944	16.9530075521829	15.897659074424	Up_muscle_Down_hemocytes
XM_027382143.1	-1.69785578155167	4.45173283920872	3.03565368564951e-07	1.00849585190179e-06	379	657	386	1008	347	706	474	342	321	1833	1994	1792	32.2443764727046	46.9758255194314	35.0657145967091	38.1247326710988	17.0044746002276	31.4623235891826	6.29720335991522	8.15818864576103	7.1474899146739	13.258367766804	12.6323980041303	14.3302842361005	Up_muscle_Down_hemocytes
XM_027382145.1	-3.30200420134659	0.608860390967143	5.96800320759634e-14	3.74375181605933e-13	23	24	16	107	58	105	31	8	5	38	52	43	1.95678274108761	1.71601189112078	1.45350112317965	4.04697063076148	2.842246474966	4.67924076043084	0.411842413834118	0.190834822123065	0.111331618608628	0.274859779126323	0.329430640027471	0.343862847183215	Up_muscle_Down_hemocytes
XM_027382148.1	-1.86040916763945	3.38355782417095	2.31437875290558e-08	8.6422833092888e-08	211	298	295	220	284	229	392	249	192	542	608	485	17.9513547117168	21.3071476480831	26.7989269586248	8.32087419408901	13.9172068774197	10.2052012775111	5.2078137491282	5.9397338385804	4.2751341545713	3.92036842859125	3.85180440647504	3.87845304381068	Up_muscle_Down_hemocytes
XM_027382149.1	-2.40994514242505	4.71151104067879	3.22039879957905e-09	1.31204850169415e-08	567	1175	715	773	341	492	530	303	396	1218	1446	1095	48.2389484433338	84.013082169455	64.9533314420907	29.2365261455946	16.7104491028173	21.9255852774474	7.04117675264782	7.22786888791108	8.81746419380331	8.80997923620689	9.16070587461005	8.75650738757257	Up_muscle_Down_hemocytes
XM_027382161.1	5.68778602890782	6.51675137211048	5.21788947606688e-11	2.52451159263621e-10	11	23	35	62	185	82	18368	18559	12910	4829	5346	4236	0.935852615302772	1.64451139565742	3.17953370695549	2.34497363651599	9.06578617015016	3.65426421290789	244.023272816293	442.712932972745	287.458239247477	34.9288914052899	33.8680038766703	33.8744888527465	Down_muscle_Up_hemocytes
XM_027382176.1	7.46336490708407	5.15488455205961	9.52389601211776e-29	1.65145389250774e-27	3	4	5	16	9	7	6157	5637	5972	3395	3955	3145	0.25523253144621	0.286001981853464	0.454219100993641	0.605154486842837	0.441038246115413	0.311949384028722	81.7972174831182	134.466986538465	132.974485266145	24.5565513193123	25.0557342559355	25.1499687067723	Down_muscle_Up_hemocytes
XM_027382186.1	1.61601412063301	2.70483492287373	0.000701410882352059	0.00150954213456881	54	64	30	37	95	26	895	693	659	649	841	659	4.59418556603179	4.57603170965542	2.72531460596185	1.39941975082406	4.65540370899603	1.15866914067811	11.8902890445657	16.5310664664105	14.6735073326171	4.69431570139431	5.32790708198274	5.26989805334276	Down_muscle_Up_hemocytes
XM_027382193.1	-5.32940890534446	5.57863333970667	4.52147816766095e-56	3.61633475697232e-54	1389	1642	1304	1663	1306	1780	204	83	96	344	344	300	118.172662059595	117.403813550847	118.460341539142	62.8982444762274	63.9995499363033	79.3242719387323	2.71018878781161	1.9799112795268	2.13756707728565	2.48820431630145	2.17931038787404	2.39904311988289	Up_muscle_Down_hemocytes
XM_027382201.1	2.994705720587	2.79484823301372	1.71950578381989e-16	1.28832058053531e-15	28	20	22	47	22	14	1172	697	495	1271	1599	1297	2.38217029349796	1.43000990926732	1.99856404437202	1.77764130510084	1.07809349050434	0.623898768057445	15.5703002907608	16.626483877472	11.0218302422541	9.19333629656729	10.1299921808447	10.3718630882937	Down_muscle_Up_hemocytes
