ID	hemocyte_1_normalized	hemocyte_2_normalized	hemocyte_3_normalized	hemocyte_4_normalized	hemocyte_5_normalized	hep_1_normalized	hep_2_normalized	hep_3_normalized	hep_4_normalized	hep_5_normalized
XM_027350592.1	1.84203108835461	1.80447674631548	2.01937451677478	1.36194149908715	2.70858298376351	0.895440669142932	0.655155315239692	2.08289878289293	1.36473667939461	1.23968062509178
XM_027350593.1	2.54700594932983	1.94482493769557	1.54569407456835	1.90671809872201	3.26033136934496	1.10011282208989	0.655155315239692	1.50285102056832	1.67748883508921	1.78005423090101
XM_027350594.1	1.86477221290219	1.3834321721752	1.54569407456835	2.17910639853944	3.08477506484177	1.33036899415521	1.15615643865828	1.52921682794671	1.76278487755137	1.04896052892381
XM_027350595.1	1.56913759378355	1.7443275214383	1.57062462415816	1.90671809872201	2.50794720718843	1.04894478385315	0.655155315239692	1.92470393862258	1.25100862277839	1.08074721161847
XM_027350596.1	0.386599117308991	0.240596899508731	0.299166595077745	0	0.827622578372183	5.14238784279227	5.20270397396226	7.1714996069225	4.43539420803249	5.88053629851227
XM_027350597.1	26.0158464824404	23.3378992523469	23.1355500193456	43.990710420515	22.2454917277614	18.1902375931607	13.7197230720783	9.01710612340991	10.6904373219245	15.4801144722999
XM_027350602.1	0	0	0.0498610991796241	0	0	5.83315635898824	2.27377432936128	2.13563039764972	1.81964890585948	4.19584211569524
XM_027350603.1	35.5671187924272	34.5256550795028	34.1797834876323	49.4725249543408	58.4100904554186	42.8276480041505	59.7347493306778	58.7693846464348	54.333579048398	50.2547453402589
XM_027350604.1	4.18436691675614	3.26810788499359	3.96395738478012	2.7238829981743	24.728359462878	12.3059131959357	11.5230258386275	13.3674643408445	10.8610294068488	7.02485687552006
XM_027350605.1	4.36629591313684	3.62900323425669	4.3379156286273	3.23461106033199	25.0543925998124	11.9989049665153	11.5615643865828	16.6368244557651	13.3630466524056	7.94667067366523
XM_027350606.1	1.4781730955932	2.12527261232712	1.2465274794906	1.7705239488133	8.95337152966271	10.6941199914784	9.24925150926624	10.4408597218431	7.53448375082441	4.73621572150448
XM_027350607.1	2.31959470385395	1.92477519606984	2.04430506636459	1.39599003656433	9.53019938731605	10.4126957811764	10.5595621397456	10.8099810251405	8.81392438775686	7.05664355821472
XM_027350608.1	10.0060948009386	9.60382623872349	8.70076180684441	10.0783670932449	6.29494749004297	6.29366870311889	4.8173184944095	7.40879187332802	7.33545965174603	2.79722807713016
XM_027350614.1	108.998209956588	105.722287592461	96.6557407597014	192.850916270741	166.352138252809	1.2536169368001	3.19869948028791	5.22042986092153	5.25992261850006	6.23018980815354
XM_027350615.1	105.427853402617	107.807460721537	96.182060317495	186.3476456126	168.2330986582	1.73971330004912	3.96947043939343	5.9323066601381	5.37365067511628	5.40373605809236
XM_027350616.1	89.0769848529011	92.0884632869666	85.0879657500286	159.994077605263	126.801810795447	1.04894478385315	4.20070172712508	5.11496663140796	5.40208268927034	5.21301596192439
