ID	hemocytes_mean	hemocytes_wssv_mean	theta	prob	log2FC	lminusProb	log2FC_SigInv	hemocytes_1	hemocytes_2	hemocytes_3	hemocytes_wssv_1	hemocytes_wssv_2	hemocytes_wssv_3	hemocytes_1_normalized	hemocytes_2_normalized	hemocytes_3_normalized	hemocytes_wssv_1_normalized	hemocytes_wssv_2_normalized	hemocytes_wssv_3_normalized	Expression
XM_027359738.1	207.619058470592	61.2833792371746	1.05604685714444	0.996339914072821	1.76037112605556	0.00366008592717926	-1.76037112605556	195	140	105	119	57	89	190.595264418346	258.745629356935	173.516281636494	85.2971034361681	47.2194699842545	51.333564291101	Up_hemocytes_Down_hemocytes_wssv
XM_027359739.1	190.347480472906	62.6970039250394	0.959979450886493	0.996706644231743	1.60216706551409	0.00329335576825662	-1.60216706551409	194	142	72	86	67	123	189.617852805944	262.441995490606	118.982593122168	61.6432848362224	55.5035875253517	70.9441394135441	Up_hemocytes_Down_hemocytes_wssv
XM_027359769.1	143162.759268719	35881.8588292935	1.97015381018901	0.998644350545473	1.99632972023228	0.00135564945452693	-1.99632972023228	66853	72906	138818	40143	59158	51778	65342.8985238957	134743.634670691	229401.74461157	28773.7951532613	49007.1825496232	29864.5987849958	Up_hemocytes_Down_hemocytes_wssv
XM_027359770.1	117233.076767129	32032.3201434295	1.87968756353385	0.999978150981902	1.87177947356259	2.18490180984299e-05	-1.87177947356259	56436	58722	113770	35410	54038	44991	55161.2017575064	108529.0060507	188009.022493181	25381.2641401236	44765.7143685814	25949.9819215835	Up_hemocytes_Down_hemocytes_wssv
XM_027359967.1	30629.9433305098	10265.1688690891	2.09127950213929	0.999562860010798	1.57718533679308	0.000437139989201807	-1.57718533679308	20625	24051	16508	11243	12623	21290	20159.1145057866	44450.6509404546	27280.0645452881	8058.78431876335	10457.0415721271	12279.6807163769	Up_hemocytes_Down_hemocytes_wssv
XM_027360025.1	61380.9928935265	11045.5467496235	2.89682079312658	1	2.47432714968096	0	-2.47432714968096	32724	39982	47360	16582	15023	15267	31984.8176042356	73894.055378207	78264.1056981369	11885.6854552819	12445.2297819904	8805.7250115982	Up_hemocytes_Down_hemocytes_wssv
XM_027360041.1	4090.34623540254	1301.66431272891	2.14051121586552	0.999999980259842	1.65186552942541	1.97401580637191e-08	-1.65186552942541	3043	2287	3068	2043	1633	1886	2974.26353653859	4226.79467385222	5069.9804958168	1464.38640605119	1352.79639446118	1087.81013767434	Up_hemocytes_Down_hemocytes_wssv
XM_027360042.1	3675.45275402661	1207.13577263786	2.1455956188239	0.999999995753365	1.60633402429163	4.24663459952512e-09	-1.60633402429163	2867	1999	2741	1784	1473	1946	2802.23909275588	3694.51795060367	4529.60121872029	1278.73976916071	1220.25051380363	1122.41703494924	Up_hemocytes_Down_hemocytes_wssv
XM_027360064.1	81.1457112414942	25.2832529919316	1.12073912724078	0.99443756270648	1.68233275128877	0.0055624372935198	-1.68233275128877	66	53	49	37	31	41	64.509166418517	97.9537025422683	80.9742647636973	26.5209481272119	25.6807643774015	23.6480464711814	Up_hemocytes_Down_hemocytes_wssv
XM_027360065.1	95.5283894278344	32.7971506462936	1.09505819056114	0.996492447399113	1.54235905982547	0.00350755260088687	-1.54235905982547	99	58	50	50	40	51	96.7637496277755	107.194617876445	82.626800779283	35.839119090827	33.1364701643891	29.4158626836646	Up_hemocytes_Down_hemocytes_wssv
XM_027360068.1	83.4215531319976	21.4873359196941	0.907679725322069	0.993276138339221	1.95693354926818	0.0067238616607791	-1.95693354926818	86	64	29	26	40	22	84.0573986665524	118.283716277456	47.9235444519841	18.63634192723	33.1364701643891	12.6891956674632	Up_hemocytes_Down_hemocytes_wssv
XM_027360096.1	82893.9180792031	18168.9379906947	2.23198946056575	1	2.18979216143099	0	-2.18979216143099	39018	45850	76129	20905	29075	26763	38136.6462926924	84739.1936143963	125805.914330521	14984.3356918747	24086.0717507403	15436.406529469	Up_hemocytes_Down_hemocytes_wssv
XM_027360097.1	45519.0688617306	11467.1688545747	1.9884763697951	0.999787549187221	1.9889617998589	0.000212450812778875	-1.9889617998589	22010	23666	43149	12272	19477	16419	21512.829588963	43739.1004597231	71305.2765365056	8796.35338965257	16134.9757347952	9470.17743927627	Up_hemocytes_Down_hemocytes_wssv
XM_027360133.1	254.582281120964	803.083709446017	-1.21413005375328	0.995920479093265	-1.65741836349703	0.00407952090673458	1.65741836349703	185	133	204	758	1309	1355	180.821148294328	245.808347889089	337.117347179475	543.321045416937	1084.39098612963	781.539096791482	Down_hemocytes_Up_hemocytes_wssv
XM_027360173.1	718.190292574285	222.014032731369	1.25482065989945	0.997861208375021	1.69371528576293	0.00213879162497888	-1.69371528576293	888	461	263	342	208	431	867.941511812774	852.012393811051	434.616972099029	245.139574581256	172.309644854823	248.592878758029	Up_hemocytes_Down_hemocytes_wssv
XM_027360175.1	70.6379451452845	20.9338836918834	1.00344765463434	0.995502003792549	1.75460338784955	0.00449799620745117	-1.75460338784955	82	40	35	39	17	36	80.1477522169453	73.9273226734101	57.8387605454981	27.954512890845	14.0829998198654	20.7641383649398	Up_hemocytes_Down_hemocytes_wssv
XM_027360177.1	78045.9810284532	26075.2935440736	2.07109912822077	0.997760293034446	1.5816408485938	0.00223970696555365	-1.5816408485938	44997	43694	66203	29656	41666	38927	43980.5903232426	80754.5109222995	109402.841839817	21256.8983151513	34516.6041467359	22452.3781703336	Up_hemocytes_Down_hemocytes_wssv
XM_027360285.1	78672.610697622	24657.1431048111	1.66153997817808	1	1.6738558074243	0	-1.6738558074243	39677	71459	39435	36159	20769	53483	38780.7605452651	132069.31377298	65167.7577746205	25918.1341441042	17205.2837211049	30848.0114492242	Up_hemocytes_Down_hemocytes_wssv
XM_027360304.1	78.8185999186221	22.3644824117532	0.9725777589924	0.996981231677108	1.81732675264066	0.00301876832289227	-1.81732675264066	67	63	33	37	26	33	65.4865780309187	116.435533210621	54.5336885143268	26.5209481272119	21.5387056068529	19.0337935011948	Up_hemocytes_Down_hemocytes_wssv
XM_027360305.1	70.4885077733541	22.1072594192333	0.862221245818236	0.989872728912949	1.67286787517877	0.0101272710870515	-1.67286787517877	75	22	59	41	23	31	73.3058709301329	40.6600274703755	97.4996249195539	29.3880776544781	19.0534703445237	17.8802302586981	Up_hemocytes_Down_hemocytes_wssv
XM_027360324.1	1303.96899762296	349.157367566158	1.21688507510269	0.999559674336196	1.90096024888356	0.000440325663803587	-1.90096024888356	938	1279	382	524	355	655	916.812092432863	2363.82614248229	631.268757953722	375.593968071866	294.086172708953	377.791961917654	Up_hemocytes_Down_hemocytes_wssv
XM_027360361.1	210.049806849996	46.7405486622591	1.15066075370774	0.995913458230764	2.1679848848468	0.00408654176923595	-2.1679848848468	148	108	173	98	42	61	144.656918635462	199.603771218207	285.888730696319	70.2446734180208	34.7932936726085	35.1836788961479	Up_hemocytes_Down_hemocytes_wssv
XM_027360455.1	11474.8633997003	3218.86146325926	2.20663045446709	1	1.83385458841644	0	-1.83385458841644	8709	8973	5645	5906	2979	5124	8512.27773240704	16583.7466587127	9328.56580798105	4233.31674700848	2467.83861549288	2955.42902727642	Up_hemocytes_Down_hemocytes_wssv
XM_027360461.1	49801.9065657313	11797.2714312888	2.30698668011668	1	2.07774775407808	2.22044604925031e-16	-2.07774775407808	27351	27577	43391	12952	20875	15283	26733.1850108009	50967.3444341157	71705.1902522774	9283.76540928781	17293.0953670406	8814.95351753817	Up_hemocytes_Down_hemocytes_wssv
XM_027360477.1	63489.7449406146	6977.86761561759	2.95453723105537	1	3.18566545011393	1.11022302462516e-16	-3.18566545011393	43271	54046	29221	12895	6106	11499	42293.5778802371	99886.902030178	48288.7549114286	9242.90881352427	5058.282170594	6632.41186273451	Up_hemocytes_Down_hemocytes_wssv
XM_027360478.1	69784.7296496273	7531.63850497446	3.00608442340485	1	3.21187571739729	0	-3.21187571739729	47181	59116	32666	13775	6793	12299	46115.257284728	109257.190179033	53981.7414851212	9873.67730952283	5627.40104566738	7093.83715973317	Up_hemocytes_Down_hemocytes_wssv
XM_027360479.1	2002571.60257671	395859.864375766	2.77750628963504	1	2.33879212031175	0	-2.33879212031175	1354581	1618285	1024392	605966	487266	606082	1323983.19933881	2990886.93431349	1692844.67407783	434345.752779841	403656.88177803	349576.958569428	Up_hemocytes_Down_hemocytes_wssv
XM_027360481.1	224975.398694902	25709.6356731413	2.7838833283232	1	3.12938617854798	0	-3.12938617854798	141857	198210	102839	42188	21053	51057	138652.679100478	366328.365677415	169945.151306814	30239.6151240762	17440.5526592721	29448.7392360758	Up_hemocytes_Down_hemocytes_wssv
XM_027360509.1	19244.5789473177	3534.04477252251	3.31642620607685	1	2.44505988422607	0	-2.44505988422607	13886	13028	12153	7180	3236	4811	13572.337649811	24078.1289947297	20083.2701974125	5146.49750144275	2680.74043629908	2774.8963798257	Up_hemocytes_Down_hemocytes_wssv
XM_027360583.1	93.0149325579656	16.0950666613246	1.02997872775526	0.995845275829011	2.53084379208315	0.00415472417098917	-2.53084379208315	54	50	81	21	6	49	52.7802270696957	92.4091533417626	133.855417262438	15.0524300181473	4.97047052465836	28.262299441168	Up_hemocytes_Down_hemocytes_wssv
XM_027360587.1	174.999280999928	39.9437290727049	0.880679015197822	0.992306961327038	2.13130806310521	0.00769303867296167	-2.13130806310521	107	71	175	17	45	122	104.58304252699	131.220997745303	289.19380272749	12.1853004908812	37.2785289349377	70.3673577922958	Up_hemocytes_Down_hemocytes_wssv
XM_027360589.1	803.034742095005	191.609722234191	1.22689185900519	0.999258422983425	2.06729164017926	0.000741577016574624	-2.06729164017926	464	358	783	143	229	490	453.518988154422	661.64953792702	1293.93570020357	102.499880599765	189.706291691128	282.62299441168	Up_hemocytes_Down_hemocytes_wssv
XM_027360632.1	143038.069518376	25255.4504435031	2.31181921727324	1	2.50173249245731	0	-2.50173249245731	53803	86853	130712	27750	39157	40635	52587.6769820526	160520.243903842	216006.287669233	19890.711095409	32438.1190556746	23437.5211794257	Up_hemocytes_Down_hemocytes_wssv
XM_027360635.1	94.8946838568689	307.22848285512	-1.05154875814429	0.995318423309334	-1.69491280044604	0.0046815766906656	1.69491280044604	129	42	49	290	485	541	126.086097999829	77.6236888070806	80.9742647636973	207.866890726796	401.779700743218	312.038857095345	Down_hemocytes_Up_hemocytes_wssv
XM_027360636.1	63.8492438424819	255.860902637894	-1.13602964804583	0.99475857481838	-2.00261827066663	0.00524142518162007	2.00261827066663	75	30	38	222	472	377	73.3058709301329	55.4454920050576	62.7963685922551	159.125688763272	391.010347939791	217.446671210619	Down_hemocytes_Up_hemocytes_wssv
XM_027360637.1	84.1487593273963	297.63148004483	-1.03705047058919	0.995952830808004	-1.82251322023798	0.00404716919199577	1.82251322023798	101	34	55	267	553	422	98.718572852579	62.8382242723986	90.8894808572113	191.380895945016	458.111700022679	243.401844166794	Down_hemocytes_Up_hemocytes_wssv
XM_027360639.1	38.0466092732801	129.271682220024	-0.993862900680192	0.991719025545811	-1.76456648718077	0.00828097445418852	1.76456648718077	34	25	21	117	220	211	33.2319948216603	46.2045766708813	34.7032563272989	83.8635386725351	182.25058590414	121.700922083397	Down_hemocytes_Up_hemocytes_wssv
XM_027360722.1	113.392511786216	26.4537224043187	0.999482942557221	0.995591951509026	2.09978272187651	0.00440804849097376	-2.09978272187651	105	57	80	62	15	39	102.628219302186	105.346434809609	132.202881246853	44.4405076726254	12.4261763116459	22.4944832286847	Up_hemocytes_Down_hemocytes_wssv
XM_027360726.1	14334.9370915185	3303.90255174994	3.76915870841581	1	2.11729253300177	1.11022302462516e-16	-2.11729253300177	11988	8481	9448	6631	2801	4921	11717.2104094724	15674.4405898298	15613.1602752533	4752.98397382547	2320.38132326135	2838.34235816301	Up_hemocytes_Down_hemocytes_wssv
XM_027360727.1	7689.06417660114	1472.79340247198	3.09391011115823	1	2.38425295170701	0	-2.38425295170701	6711	5147	4233	3182	1027	2231	6559.40933082829	9512.59824500104	6995.1849539741	2280.80153894023	850.77887147069	1286.79979700502	Up_hemocytes_Down_hemocytes_wssv
XM_027360756.1	2298.26941740639	773.044048565735	1.60000052898185	1	1.57192540223395	0	-1.57192540223395	1586	1691	1343	1229	808	1333	1550.17481726921	3125.27756601841	2219.35586893154	880.925547252526	669.35669732066	768.849901124019	Up_hemocytes_Down_hemocytes_wssv
XM_027360790.1	3713.36706433876	1067.34872115153	2.17933330346876	0.999999999999983	1.79869632545418	1.65423230669148e-14	-1.79869632545418	3112	2446	2165	2138	1065	1365	3041.70493779432	4520.65578147903	3577.74047374295	1532.48073232376	882.25851812686	787.306913003966	Up_hemocytes_Down_hemocytes_wssv
XM_027360825.1	989.116715761158	235.980716678601	1.70317508797262	0.999999998487103	2.06747179540988	1.51289714089842e-09	-2.06747179540988	761	714	547	322	310	382	743.810237037749	1319.60270972037	903.937200525356	230.803926944926	256.807643774016	220.330579316861	Up_hemocytes_Down_hemocytes_wssv
XM_027360834.1	159.443386765963	56.2216426898974	0.716476877683682	0.987877354887916	1.50384674789983	0.0121226451120841	-1.50384674789983	214	75	79	127	22	103	209.166085053979	138.613730012644	130.550345231267	91.0313624907005	18.225058590414	59.4085069885776	Up_hemocytes_Down_hemocytes_wssv
XM_027360837.1	86.2457694294909	18.814873978472	0.917354447028713	0.993290321940986	2.19658006441194	0.00670967805901357	-2.19658006441194	115	30	55	44	5	36	112.402335426204	55.4454920050576	90.8894808572113	31.5384247999277	4.14205877054864	20.7641383649398	Up_hemocytes_Down_hemocytes_wssv
XM_027360855.1	1661.1038848443	398.164215866805	1.7409981369634	0.999980561088556	2.06070682880155	1.94389114435145e-05	-2.06070682880155	1074	1067	1187	736	505	431	1049.7400717195	1972.01133231321	1961.56025050018	527.551833016973	418.347935825412	248.592878758029	Up_hemocytes_Down_hemocytes_wssv
XM_027360856.1	2458.35693273336	515.113937518573	2.01228754534892	0.999923338362915	2.25473091716664	7.66616370854178e-05	-2.25473091716664	1498	1722	1651	943	622	614	1464.16259537786	3182.5712410903	2728.33696173192	675.925786052996	515.27211105625	354.143915446472	Up_hemocytes_Down_hemocytes_wssv
XM_027360937.1	0.746355115803781	75.3072372854713	-3.00892907459992	1	-6.65678248109614	0	6.65678248109614	0	0	0	42	102	193	0.488705806200886	0.924091533417626	0.82626800779283	30.1048600362946	84.4979989191922	111.318852900927	Down_hemocytes_Up_hemocytes_wssv
XM_027360943.1	330.783921203161	72.274956834955	1.2466034286279	0.99811028789268	2.19432136227715	0.00188971210732025	-2.19432136227715	332	263	110	103	64	156	324.500655317388	486.072146577671	181.778961714423	73.8285853271035	53.0183522630225	89.9779329147389	Up_hemocytes_Down_hemocytes_wssv
XM_027360944.1	389.402126394249	127.372585395702	0.986172417734388	0.996338493956873	1.61220596469733	0.00366150604312654	-1.61220596469733	360	304	154	223	104	236	351.868180464638	561.847652317917	254.490546400192	159.842471145088	86.1548224274116	136.120462614605	Up_hemocytes_Down_hemocytes_wssv
XM_027360966.1	252.083173498401	60.7933127797283	1.21526685123476	0.999571637333149	2.0519152797019	0.000428362666851312	-2.0519152797019	260	193	88	90	65	111	254.127019224461	356.699331899204	145.423169371538	64.5104143634885	53.8467640171323	64.0227599585642	Up_hemocytes_Down_hemocytes_wssv
XM_027360972.1	164.454992798576	637.426568680964	-1.37532287898198	0.99649082315739	-1.95456634499964	0.00350917684260965	1.95456634499964	246	68	77	733	902	1109	240.443256650836	125.676448544797	127.245273200096	525.401485871523	747.227402206974	639.650817964394	Down_hemocytes_Up_hemocytes_wssv
XM_027361114.1	362.60164504847	126.430256681271	0.855851687242336	0.989708514927166	1.52004370662863	0.0102914850728338	-1.52004370662863	524	138	194	258	71	235	512.163684898529	255.049263223265	320.591987023618	184.929854508667	58.8172345417906	135.543680993357	Up_hemocytes_Down_hemocytes_wssv
XM_027361127.1	55549.9593814141	12193.6880530505	1.92682400148853	0.99901246993592	2.18765131309882	0.000987530064079922	-2.18765131309882	26740	25046	57018	14667	21305	14596	26135.9865156234	46289.5930919557	94224.2985366632	10513.0471941032	17649.3124213077	8418.70454374057	Up_hemocytes_Down_hemocytes_wssv
XM_027361128.1	241520.774318281	41440.5385879938	2.18824812355762	1	2.54303262881278	0	-2.54303262881278	107642	115402	245724	51095	68276	53984	105210.540782152	213284.022278922	406067.759893771	36623.9957989161	56560.6409235957	31136.9790414697	Up_hemocytes_Down_hemocytes_wssv
XM_027361146.1	158724.307934937	45392.7936704381	2.04620679141138	0.997669766415832	1.80598790167736	0.00233023358416828	-1.80598790167736	81119	86940	142935	49823	73783	68212	79286.6525864194	160681.035830657	236205.235387736	35712.2486092454	61122.704453478	39343.4279485908	Up_hemocytes_Down_hemocytes_wssv
XM_027361154.1	678.255416099687	4356.54279985537	-1.90057197521502	1	-2.68328314857662	3.33066907387547e-16	2.68328314857662	693	164	638	3024	8856	6182	677.346247394428	303.102022960981	1054.31797794365	2167.54992261321	7336.41449439575	3565.66398255715	Down_hemocytes_Up_hemocytes_wssv
XM_027361177.1	5.79296723484204	52.3393821322777	-1.12338974996502	0.995330445846159	-3.17552248320664	0.00466955415384096	3.17552248320664	5	0	7	55	96	66	4.88705806200886	0.924091533417626	11.5677521090996	39.4230309999096	79.5275283945338	38.0675870023895	Down_hemocytes_Up_hemocytes_wssv
XM_027361178.1	2.53827640520703	65.5794710737709	-1.48344502099958	0.999999101676918	-4.69132318093692	8.98323082254571e-07	4.69132318093692	6	0	0	60	125	87	5.86446967441063	0.924091533417626	0.82626800779283	43.0069429089923	103.551469263716	50.1800010486044	Down_hemocytes_Up_hemocytes_wssv
XM_027361199.1	4.32418266574025	59.840085978363	-1.52891575312884	0.998712349661654	-3.79061287509153	0.00128765033834566	3.79061287509153	8	1	2	97	91	60	7.81929289921418	1.84818306683525	3.30507203117132	69.5278910362043	75.3854696239852	34.6068972748996	Down_hemocytes_Up_hemocytes_wssv
XM_027361236.1	1059.67719080298	306.134666805509	1.44448068795986	0.999466927229605	1.79138651332603	0.000533072770394827	-1.79138651332603	1093	509	708	652	227	456	1068.31089235514	940.725181019143	1169.99549903465	467.342112944383	188.049468182908	263.012419289237	Up_hemocytes_Down_hemocytes_wssv
XM_027361251.1	300.778626269387	101.965770994309	1.08070270136754	0.996298083695738	1.56061711729661	0.00370191630426175	-1.56061711729661	332	183	145	151	91	212	324.500655317388	338.217501230851	239.617722259921	108.234139654297	75.3854696239852	122.277703704645	Up_hemocytes_Down_hemocytes_wssv
XM_027361274.1	3433.61988002081	1087.52984107626	1.89818203188985	0.999978542591344	1.65867534609603	2.14574086563335e-05	-1.65867534609603	2201	2091	2593	1495	1386	1808	2151.2829588963	3864.55079275251	4285.02588841362	1071.58966081573	1148.17869119608	1042.82117121697	Up_hemocytes_Down_hemocytes_wssv
XM_027361330.1	137.43679382571	25.830485499834	1.26235276129361	0.997853025283947	2.41162162111733	0.00214697471605341	-2.41162162111733	137	80	79	44	13	61	133.905390899043	147.85464534682	130.550345231267	31.5384247999277	10.7693528034265	35.1836788961479	Up_hemocytes_Down_hemocytes_wssv
XM_027361332.1	114.880436812723	21.2002843147606	1.09540046660622	0.99649186402235	2.43797762201825	0.00350813597764998	-2.43797762201825	119	69	61	48	6	42	116.311981875811	127.524631611632	100.804696950725	34.4055543271939	4.97047052465836	24.2248280924297	Up_hemocytes_Down_hemocytes_wssv
XM_027361337.1	52.4225917028785	190.558391046068	-1.16360631851399	0.996226119637776	-1.86197255170917	0.00377388036222415	1.86197255170917	45	30	35	179	295	345	43.9835225580798	55.4454920050576	57.8387605454981	128.30404634516	244.38146746237	198.989659330673	Down_hemocytes_Up_hemocytes_wssv
XM_027361344.1	110.140894287003	27.7897498299384	1.48106923392371	0.998769177430123	1.98672547536609	0.00123082256987661	-1.98672547536609	118	52	72	40	34	46	115.334570263409	96.1055194754331	118.982593122168	28.6712952726616	28.1659996397307	26.531954577423	Up_hemocytes_Down_hemocytes_wssv
XM_027361469.1	66.4316203354065	15.5619859165024	1.02325443246435	0.995732186833565	2.09384392449962	0.00426781316643454	-2.09384392449962	48	44	43	14	15	42	46.9157573952851	81.3200549407511	71.0590486701834	10.0349533454315	12.4261763116459	24.2248280924297	Up_hemocytes_Down_hemocytes_wssv
XM_027361735.1	116590.575873849	31469.2244979418	1.78612305312219	0.997821387607964	1.88943764727112	0.00217861239203554	-1.88943764727112	57747	51730	119648	34346	51144	47541	56442.5883813652	95606.5100473876	197722.629192793	24618.6076858709	42368.2907521879	27420.7750557667	Up_hemocytes_Down_hemocytes_wssv
XM_027361742.1	12078.60907094	4090.43802842796	1.95027316755744	0.997331326404255	1.56212707975388	0.00266867359574485	-1.56212707975388	6813	9019	7811	5049	5398	7248	6659.10531529328	16668.7630797871	12907.9588177396	3619.03424579171	4471.76664868431	4180.51319080787	Up_hemocytes_Down_hemocytes_wssv
XM_027361754.1	145.984682586067	39.8195924811853	1.08220456701679	0.9963169980203	1.87426664103393	0.00368300197969951	-1.87426664103393	108	111	77	64	38	73	105.560454139391	205.148320418713	127.245273200096	45.8740724362585	31.4796466561696	42.1050583511278	Up_hemocytes_Down_hemocytes_wssv
XM_027361761.1	88094.3436555468	21646.7563848098	1.88023332471779	0.999980145549966	2.02489852646181	1.98544500341624e-05	-2.02489852646181	39821	43695	87505	21647	38505	30386	38921.507817451	80756.3591053663	144605.164043823	15516.1882191826	31897.9945919951	17526.0863432516	Up_hemocytes_Down_hemocytes_wssv
XM_027361794.1	1844.35513205019	384.789216711351	1.80360782367371	0.997351291035314	2.26097619972726	0.00264870896468561	-2.26097619972726	1072	1505	1031	541	493	621	1047.7852484947	2781.51551558705	1703.76463206882	387.779268562748	408.406994776096	358.181386795211	Up_hemocytes_Down_hemocytes_wssv
XM_027361848.1	83377.4519857215	17550.8230539125	2.15783389852899	0.999999999926493	2.24811859610765	7.35066452151045e-11	-2.24811859610765	37001	44767	79411	20001	28111	26056	36165.207070478	82737.6113530137	131229.537533673	14336.3644187126	23287.4828197785	15028.6219232464	Up_hemocytes_Down_hemocytes_wssv
XM_027361942.1	66725.2592653028	18229.0715896708	1.8067401762241	0.997349440331386	1.87199191956708	0.00265055966861449	-1.87199191956708	30491	33222	65943	18704	30785	27355	29802.2574737424	61400.3378464007	108973.182475765	13406.6976694965	25502.655850268	15777.861249248	Up_hemocytes_Down_hemocytes_wssv
XM_027361994.1	1330.31196153063	4290.06252994024	-1.71784874112721	0.999999994013732	-1.68923407487613	5.98626848091754e-09	1.68923407487613	1056	688	1021	3483	7494	7222	1032.14666269627	1271.54994998265	1687.23927191296	2496.55303586701	6208.1176852983	4165.51686865541	Down_hemocytes_Up_hemocytes_wssv
XM_027362000.1	1280.15179199477	4233.06867537586	-1.73373685362352	0.999999999973204	-1.72538900879862	2.67958988331429e-11	1.72538900879862	1092	609	997	3320	7343	7345	1067.33348074274	1125.54348770267	1647.5784075389	2379.71750763091	6083.02751042773	4236.46100806896	Down_hemocytes_Up_hemocytes_wssv
XM_027362049.1	2043.30192783186	70.3467180699741	1.67507373320676	0.999999999999951	4.86027547088631	4.90718576884319e-14	-4.86027547088631	459	2567	567	252	20	24	448.631930092414	4744.28593256609	936.987920837069	180.629160217768	16.5682350821945	13.8427589099598	Up_hemocytes_Down_hemocytes_wssv
XM_027362052.1	7913.41550659673	1689.70173429372	2.56426206381271	1	2.22753190540237	0	-2.22753190540237	5040	4713	6114	2857	2375	1827	4926.15452650493	8710.48679399454	10103.6051992907	2047.84726484985	1967.4779160106	1053.78002202069	Up_hemocytes_Down_hemocytes_wssv
XM_027362072.1	165.376495873481	42.54375520412	1.28106803703182	0.99824416126635	1.95873491990783	0.0017558387336496	-1.95873491990783	182	64	121	65	47	73	177.888913457123	118.283716277456	199.956857885865	46.590854818075	38.9353524431572	42.1050583511278	Up_hemocytes_Down_hemocytes_wssv
XM_027362078.1	318.823782441767	80.1597068924802	1.04432962230217	0.996113420935093	1.99181011181415	0.00388657906490686	-1.99181011181415	315	249	114	123	140	63	307.884657906558	460.197583641978	188.389105776765	88.1642329634343	115.977645575362	36.3372421386446	Up_hemocytes_Down_hemocytes_wssv
XM_027362108.1	2215.24924967299	643.329658735218	1.74896113160688	0.999925289563032	1.78383892698615	7.47104369676066e-05	-1.78383892698615	1577	1561	1343	868	1005	824	1541.3781127576	2885.01376732983	2219.35586893154	622.167107416756	832.553812880276	475.268055908621	Up_hemocytes_Down_hemocytes_wssv
XM_027362109.1	3319.07102574786	820.33535156867	1.4908707839936	0.999272422050782	2.01649379591029	0.000727577949218405	-2.01649379591029	2382	3189	1050	1064	737	1886	2328.19446074102	5893.85580013762	1735.16281636494	762.656454252798	610.539462778869	1087.81013767434	Up_hemocytes_Down_hemocytes_wssv
XM_027362128.1	1682.0682690923	460.968146314463	2.0756909579213	0.998248469178493	1.86749729405419	0.00175153082150714	-1.86749729405419	1767	908	993	836	444	721	1727.08631911393	1678.15022468641	1640.96826347656	599.230071198627	367.814818824719	415.859548920043	Up_hemocytes_Down_hemocytes_wssv
XM_027362174.1	5514.65635233849	1208.66007975483	2.55942283784738	1	2.18986242455672	1.11022302462516e-16	-2.18986242455672	3522	3574	3931	1910	1295	2053	3442.44369887904	6605.40628086919	6496.11907726723	1369.05434926959	1072.7932215721	1184.13266842281	Up_hemocytes_Down_hemocytes_wssv
XM_027362219.1	3.17211078714683	35.7359453482783	-1.21020330623388	0.995302724924245	-3.49386088971776	0.00469727507575546	3.49386088971776	7	1	0	35	49	72	6.84188128681241	1.84818306683525	0.82626800779283	25.0873833635789	40.5921759513766	41.5282767298795	Down_hemocytes_Up_hemocytes_wssv
XM_027362292.1	617.780476501389	196.684316405592	1.15438544402361	0.996501875212662	1.65121235690766	0.0034981247873378	-1.65121235690766	674	455	214	322	222	304	658.775426758795	840.92329541004	353.642707335331	230.803926944926	183.907409412359	175.341612859491	Up_hemocytes_Down_hemocytes_wssv
XM_027362406.1	695.144009779336	166.854212391958	1.41933826183375	0.998992517645104	2.05872377610154	0.00100748235489634	-2.05872377610154	391	462	514	201	250	259	382.167940449093	853.860576877886	849.403512011029	144.073258745124	207.102938527432	149.386439903317	Up_hemocytes_Down_hemocytes_wssv
XM_027362546.1	760.768689594319	166.972088762408	1.5194278931875	0.999977140234842	2.18785091109859	2.28597651579232e-05	-2.18785091109859	627	568	375	319	172	225	612.837080975911	1049.76798196242	619.701005844623	228.653579799476	142.486821706873	129.775864780873	Up_hemocytes_Down_hemocytes_wssv
XM_027362551.1	106.675996471854	16.6356045799263	1.41741566680892	0.998906486298174	2.68088938349893	0.00109351370182564	-2.68088938349893	119	53	64	26	28	14	116.311981875811	97.9537025422683	105.762304997482	18.63634192723	23.1955291150724	8.07494269747657	Up_hemocytes_Down_hemocytes_wssv
XM_027362555.1	189477.15117243	8763.04913040043	5.17675385391422	0.999999999999989	4.43444712831503	1.08801856413265e-14	-4.43444712831503	151186	129084	110188	19824	11333	4666	147770.952032574	238570.862999362	182089.638485353	14209.4939371311	9388.39040932554	2691.26304474469	Up_hemocytes_Down_hemocytes_wssv
XM_027362556.1	118539.840787512	5053.92128669353	4.51074343420277	0.999999999999998	4.55182501977505	1.66533453693773e-15	-4.55182501977505	88562	85244	67479	11651	6326	2722	86561.5272175258	157546.517349304	111511.477795705	8351.2315305445	5240.53275649814	1569.99957303794	Up_hemocytes_Down_hemocytes_wssv
XM_027362557.1	588.165596924292	26.6303820908302	2.05702237375596	0.997003337245818	4.46507736684929	0.00299666275418153	-4.46507736684929	304	481	350	61	36	11	297.133130170139	888.976055147756	578.387605454981	43.7237252908089	29.8228231479502	6.34459783373159	Up_hemocytes_Down_hemocytes_wssv
