ID	FDR
XR_003476770.1	1.56209048953864e-47
XM_027377480.1	3.20701923378954e-43
XR_003477213.1	3.97846037442011e-42
XM_027377481.1	3.67862906570603e-39
XR_003475955.1	2.00326547836533e-36
XM_027374295.1	1.2966314962948e-33
XR_003477866.1	1.31015862986276e-28
XM_027377478.1	4.19108448083209e-28
XM_027358775.1	4.9574352177174e-28
XM_027372224.1	1.24319389676735e-26
XM_027377476.1	1.27197190015033e-26
XM_027372225.1	2.61562083746197e-26
XM_027364825.1	7.86512358122838e-26
XM_027377495.1	3.87125890320383e-25
XM_027355316.1	5.34524223397616e-25
XM_027364183.1	5.92299885401696e-25
XM_027377477.1	4.18797068708546e-24
XM_027377853.1	1.00128207473321e-23
XM_027357068.1	4.16448819749493e-23
XM_027377415.1	4.16448819749493e-23
XR_003477617.1	1.30363791408374e-22
XM_027377474.1	1.33724993155309e-22
XM_027372959.1	2.53988255236765e-21
XR_003477542.1	4.14267031272822e-21
XM_027352608.1	5.16778470538319e-21
XM_027370963.1	5.16778470538319e-21
XM_027377493.1	5.16778470538319e-21
XR_003477749.1	5.16778470538319e-21
XM_027361885.1	5.35870060658054e-21
XM_027379475.1	1.3474310126641e-20
XM_027357060.1	1.38901901532079e-20
XM_027377294.1	4.4038308140333e-20
XM_027377496.1	6.01274327221128e-20
XM_027374294.1	7.59657030066139e-20
XM_027362231.1	7.85849133446712e-20
XR_003477801.1	2.14449133485035e-19
XM_027370979.1	2.77108430318429e-19
XM_027356531.1	1.18689684668525e-18
XM_027377681.1	2.09556272440093e-18
XM_027379437.1	2.29758206609256e-18
XM_027373288.1	2.29891648146327e-18
XM_027362069.1	3.71123550061281e-18
XM_027370418.1	4.16963156653363e-18
XM_027370978.1	4.38455679599426e-18
XM_027370568.1	9.16153190851391e-18
XM_027377482.1	9.89906668443706e-18
XM_027358979.1	1.66563268848716e-17
XM_027353560.1	2.06353820892782e-17
XM_027354901.1	2.08218399998847e-17
XM_027352607.1	2.80697346883603e-17
XM_027366336.1	7.02192678175023e-17
XM_027370334.1	7.87863939032488e-17
XM_027352913.1	9.33824604997723e-17
XM_027377497.1	1.14837295014346e-16
XR_003477479.1	1.20888062361238e-16
XM_027363102.1	1.47239697215694e-16
XM_027371676.1	3.21393868340254e-16
XR_003475533.1	3.21393868340254e-16
XM_027367606.1	3.81608326796307e-16
XM_027369826.1	4.17155771610336e-16
XM_027365010.1	4.55080800185322e-16
XM_027383657.1	8.77571116374367e-16
XM_027379489.1	1.15008136518422e-15
XR_003475503.1	1.17370248696164e-15
XM_027357077.1	1.19637383120733e-15
XM_027365450.1	3.21638180370466e-15
XR_003475680.1	3.54723933467786e-15
XM_027373544.1	4.52269698440825e-15
XR_003477013.1	6.21975672700921e-15
XM_027365932.1	6.31322688751676e-15
XM_027373547.1	7.63998380734953e-15
XM_027370921.1	8.80479899879249e-15
XM_027373956.1	9.29855422540485e-15
XM_027377882.1	9.88536895128979e-15
