ID	limma	DESeq2	edgeR	NOISeq
XM_027378719.1	1	1	1	1
XM_027378720.1	1	1	1	1
XM_027378721.1	1	1	1	1
XM_027378766.1	1	1	1	1
XM_027378798.1	1	1	1	1
XM_027378817.1	1	1	1	1
XM_027378848.1	1	1	1	1
XM_027378876.1	1	1	1	1
XM_027378881.1	1	1	1	1
XM_027378883.1	1	1	1	1
XM_027378903.1	1	1	1	1
XM_027378935.1	1	1	1	1
XM_027379022.1	1	1	1	1
XM_027379023.1	1	1	1	1
XM_027379024.1	1	1	1	1
XM_027379026.1	1	1	1	1
XM_027379027.1	1	1	1	1
XM_027379036.1	1	1	1	1
XM_027379062.1	1	1	1	1
XM_027379072.1	1	1	1	1
XM_027379080.1	1	1	1	1
XM_027379081.1	1	1	1	1
XM_027379123.1	1	1	1	1
XM_027379126.1	1	1	1	1
XM_027379130.1	1	1	1	1
XM_027379136.1	1	1	1	1
XM_027379137.1	1	1	1	1
XM_027379138.1	1	1	1	1
XM_027379147.1	1	1	1	1
XM_027379223.1	1	1	1	1
XM_027379226.1	1	1	1	1
XM_027379227.1	1	1	1	1
XM_027379252.1	1	1	1	1
XM_027379263.1	1	1	1	1
XM_027379264.1	1	1	1	1
XM_027379278.1	1	1	1	1
XM_027379285.1	1	1	1	1
XM_027379437.1	1	1	1	1
XM_027379462.1	1	1	1	1
XM_027379475.1	1	1	1	1
XM_027379528.1	1	1	1	1
XM_027379583.1	1	1	1	1
XM_027379624.1	1	1	1	1
XM_027379666.1	1	1	1	1
XM_027379675.1	1	1	1	1
XM_027379680.1	1	1	1	1
XM_027379709.1	1	1	1	1
XM_027379728.1	1	1	1	1
XM_027379754.1	1	1	1	1
XM_027379768.1	1	1	1	1
XM_027379770.1	1	1	1	1
XM_027379779.1	1	1	1	1
XM_027379780.1	1	1	1	1
XM_027379781.1	1	1	1	1
XM_027379783.1	1	1	1	1
XM_027379845.1	1	1	1	1
XM_027379857.1	1	1	1	1
XM_027379858.1	1	1	1	1
XM_027379859.1	1	1	1	1
XM_027379877.1	1	1	1	1
XM_027379899.1	1	1	1	1
XM_027379900.1	1	1	1	1
XM_027379911.1	1	1	1	1
XM_027379913.1	1	1	1	1
XM_027379914.1	1	1	1	1
XM_027379937.1	1	1	1	1
XM_027379965.1	1	1	1	1
XM_027379981.1	1	1	1	1
XM_027379982.1	1	1	1	1
XM_027379986.1	1	1	1	1
XM_027379995.1	1	1	1	1
XM_027380004.1	1	1	1	1
XM_027380007.1	1	1	1	1
XM_027380097.1	1	1	1	1
XM_027380100.1	1	1	1	1
XM_027380102.1	1	1	1	1
XM_027380116.1	1	1	1	1
XM_027380139.1	1	1	1	1
XM_027380144.1	1	1	1	1
XM_027380183.1	1	1	1	1
XM_027380184.1	1	1	1	1
XM_027380201.1	1	1	1	1
XM_027380208.1	1	1	1	1
XM_027380214.1	1	1	1	1
XM_027380238.1	1	1	1	1
XM_027380241.1	1	1	1	1
XM_027380245.1	1	1	1	1
XM_027380246.1	1	1	1	1
XM_027380256.1	1	1	1	1
XM_027380306.1	1	1	1	1
XM_027380310.1	1	1	1	1
XM_027380316.1	1	1	1	1
XM_027380373.1	1	1	1	1
XM_027380374.1	1	1	1	1
XM_027380392.1	1	1	1	1
XM_027380429.1	1	1	1	1
XM_027380481.1	1	1	1	1
XM_027380482.1	1	1	1	1
XM_027380489.1	1	1	1	1
XM_027380503.1	1	1	1	1
XM_027380504.1	1	1	1	1
XM_027380505.1	1	1	1	1
XM_027380506.1	1	1	1	1
XM_027380524.1	1	1	1	1
XM_027380564.1	1	1	1	1
XM_027380589.1	1	1	1	1
XM_027380590.1	1	1	1	1
XM_027380601.1	1	1	1	1
XM_027380647.1	1	1	1	1
XM_027380707.1	1	1	1	1
XM_027380712.1	1	1	1	1
XM_027380791.1	1	1	1	1
XM_027380829.1	1	1	1	1
XM_027380831.1	1	1	1	1
XM_027380884.1	1	1	1	1
XM_027380893.1	1	1	1	1
XM_027380936.1	1	1	1	1
XM_027380942.1	1	1	1	1
XM_027380982.1	1	1	1	1
XM_027381022.1	1	1	1	1
XM_027381034.1	1	1	1	1
XM_027381063.1	1	1	1	1
XM_027381064.1	1	1	1	1
XM_027381098.1	1	1	1	1
XM_027381132.1	1	1	1	1
XM_027381140.1	1	1	1	1
XM_027381171.1	1	1	1	1
XM_027381172.1	1	1	1	1
XM_027381182.1	1	1	1	1
XM_027381219.1	1	1	1	1
XM_027381226.1	1	1	1	1
XM_027381232.1	1	1	1	1
XM_027381313.1	1	1	1	1
XM_027381337.1	1	1	1	1
XM_027381338.1	1	1	1	1
XM_027381341.1	1	1	1	1
XM_027381346.1	1	1	1	1
XM_027381351.1	1	1	1	1
XM_027381353.1	1	1	1	1
XM_027381374.1	1	1	1	1
XM_027381376.1	1	1	1	1
XM_027381381.1	1	1	1	1
XM_027381408.1	1	1	1	1
XM_027381409.1	1	1	1	1
XM_027381422.1	1	1	1	1
XM_027381443.1	1	1	1	1
XM_027381447.1	1	1	1	1
XM_027381467.1	1	1	1	1
XM_027381567.1	1	1	1	1
XM_027381569.1	1	1	1	1
XM_027381593.1	1	1	1	1
XM_027381613.1	1	1	1	1
XM_027381617.1	1	1	1	1
XM_027381641.1	1	1	1	1
XM_027381664.1	1	1	1	1
XM_027381670.1	1	1	1	1
XM_027381707.1	1	1	1	1
XM_027381708.1	1	1	1	1
XM_027381709.1	1	1	1	1
XM_027381710.1	1	1	1	1
XM_027381739.1	1	1	1	1
XM_027381750.1	1	1	1	1
XM_027381752.1	1	1	1	1
XM_027381768.1	1	1	1	1
XM_027381769.1	1	1	1	1
XM_027381851.1	1	1	1	1
XM_027381853.1	1	1	1	1
XM_027381854.1	1	1	1	1
XM_027381855.1	1	1	1	1
XM_027381861.1	1	1	1	1
XM_027381865.1	1	1	1	1
XM_027381866.1	1	1	1	1
XM_027381899.1	1	1	1	1
XM_027381912.1	1	1	1	1
XM_027381919.1	1	1	1	1
XM_027381929.1	1	1	1	1
XM_027381936.1	1	1	1	1
XM_027382022.1	1	1	1	1
XM_027382023.1	1	1	1	1
XM_027382024.1	1	1	1	1
XM_027382025.1	1	1	1	1
XM_027382050.1	1	1	1	1
XM_027382075.1	1	1	1	1
XM_027382110.1	1	1	1	1
XM_027382145.1	1	1	1	1
XM_027382149.1	1	1	1	1
XM_027382194.1	1	1	1	1
XM_027382195.1	1	1	1	1
XM_027382215.1	1	1	1	1
XM_027382258.1	1	1	1	1
XM_027382259.1	1	1	1	1
XM_027382336.1	1	1	1	1
XM_027382341.1	1	1	1	1
XM_027382355.1	1	1	1	1
XM_027382356.1	1	1	1	1
XM_027382364.1	1	1	1	1
XM_027382372.1	1	1	1	1
XM_027382373.1	1	1	1	1
XM_027382380.1	1	1	1	1
XM_027382389.1	1	1	1	1
XM_027382411.1	1	1	1	1
XM_027382611.1	1	1	1	1
XM_027382613.1	1	1	1	1
XM_027382615.1	1	1	1	1
XM_027382620.1	1	1	1	1
XM_027382621.1	1	1	1	1
XM_027382633.1	1	1	1	1
XM_027382639.1	1	1	1	1
XM_027382644.1	1	1	1	1
XM_027382656.1	1	1	1	1
XM_027382666.1	1	1	1	1
XM_027382710.1	1	1	1	1
XM_027382711.1	1	1	1	1
XM_027382713.1	1	1	1	1
XM_027382714.1	1	1	1	1
XM_027382715.1	1	1	1	1
XM_027382860.1	1	1	1	1
XM_027382881.1	1	1	1	1
XM_027382902.1	1	1	1	1
XM_027382907.1	1	1	1	1
XM_027382961.1	1	1	1	1
XM_027383009.1	1	1	1	1
XM_027383041.1	1	1	1	1
XM_027383051.1	1	1	1	1
XM_027383058.1	1	1	1	1
XM_027383063.1	1	1	1	1
XM_027383075.1	1	1	1	1
XM_027383104.1	1	1	1	1
XM_027383119.1	1	1	1	1
XM_027383134.1	1	1	1	1
XM_027383147.1	1	1	1	1
XM_027383148.1	1	1	1	1
XM_027383149.1	1	1	1	1
XM_027383150.1	1	1	1	1
XM_027383151.1	1	1	1	1
XM_027383156.1	1	1	1	1
XM_027383159.1	1	1	1	1
XM_027383160.1	1	1	1	1
XM_027383169.1	1	1	1	1
XM_027383175.1	1	1	1	1
XM_027383196.1	1	1	1	1
XM_027383199.1	1	1	1	1
XM_027383205.1	1	1	1	1
XM_027383217.1	1	1	1	1
XM_027383218.1	1	1	1	1
XM_027383219.1	1	1	1	1
XM_027383237.1	1	1	1	1
XM_027383239.1	1	1	1	1
XM_027383252.1	1	1	1	1
XM_027383284.1	1	1	1	1
XM_027383314.1	1	1	1	1
XM_027383315.1	1	1	1	1
XM_027383320.1	1	1	1	1
XM_027383322.1	1	1	1	1
XM_027383333.1	1	1	1	1
XM_027383334.1	1	1	1	1
XM_027383340.1	1	1	1	1
XM_027383341.1	1	1	1	1
XM_027383343.1	1	1	1	1
XM_027383347.1	1	1	1	1
XM_027383353.1	1	1	1	1
XM_027383354.1	1	1	1	1
XM_027383517.1	1	1	1	1
XM_027383528.1	1	1	1	1
XM_027383541.1	1	1	1	1
XM_027383588.1	1	1	1	1
XM_027383603.1	1	1	1	1
XM_027383637.1	1	1	1	1
XM_027383657.1	1	1	1	1
XM_027383659.1	1	1	1	1
XM_027383660.1	1	1	1	1
XM_027383661.1	1	1	1	1
XM_027383663.1	1	1	1	1
XM_027383664.1	1	1	1	1
XM_027383680.1	1	1	1	1
XM_027383714.1	1	1	1	1
XM_027383718.1	1	1	1	1
XM_027383722.1	1	1	1	1
XM_027383746.1	1	1	1	1
XM_027383751.1	1	1	1	1
XM_027383773.1	1	1	1	1
XM_027383817.1	1	1	1	1
XR_003474915.1	1	1	1	1
XR_003474917.1	1	1	1	1
XR_003475382.1	1	1	1	1
XR_003475422.1	1	1	1	1
XR_003475477.1	1	1	1	1
XR_003475501.1	1	1	1	1
XR_003475503.1	1	1	1	1
XR_003475591.1	1	1	1	1
XR_003475592.1	1	1	1	1
XR_003475606.1	1	1	1	1
XR_003475651.1	1	1	1	1
XR_003475680.1	1	1	1	1
XR_003475688.1	1	1	1	1
XR_003475692.1	1	1	1	1
XR_003475725.1	1	1	1	1
XR_003475788.1	1	1	1	1
XR_003475799.1	1	1	1	1
XR_003475818.1	1	1	1	1
XR_003475823.1	1	1	1	1
XR_003475827.1	1	1	1	1
XR_003475830.1	1	1	1	1
XR_003475856.1	1	1	1	1
XR_003475857.1	1	1	1	1
XR_003475869.1	1	1	1	1
XR_003475896.1	1	1	1	1
XR_003475914.1	1	1	1	1
XR_003476032.1	1	1	1	1
XR_003476037.1	1	1	1	1
XR_003476071.1	1	1	1	1
XR_003476109.1	1	1	1	1
XR_003476132.1	1	1	1	1
XR_003476142.1	1	1	1	1
XR_003476151.1	1	1	1	1
XR_003476160.1	1	1	1	1
XR_003476205.1	1	1	1	1
XR_003476256.1	1	1	1	1
XR_003476309.1	1	1	1	1
XR_003476318.1	1	1	1	1
XR_003476320.1	1	1	1	1
XR_003476465.1	1	1	1	1
XR_003476559.1	1	1	1	1
XR_003476574.1	1	1	1	1
XR_003476575.1	1	1	1	1
XR_003476653.1	1	1	1	1
XR_003476655.1	1	1	1	1
XR_003476656.1	1	1	1	1
XR_003476659.1	1	1	1	1
XR_003476667.1	1	1	1	1
XR_003476669.1	1	1	1	1
XR_003476670.1	1	1	1	1
XR_003476672.1	1	1	1	1
XR_003476673.1	1	1	1	1
XR_003476675.1	1	1	1	1
XR_003476677.1	1	1	1	1
XR_003476679.1	1	1	1	1
XR_003476680.1	1	1	1	1
XR_003476715.1	1	1	1	1
XR_003476716.1	1	1	1	1
XR_003476770.1	1	1	1	1
XR_003476775.1	1	1	1	1
XR_003476806.1	1	1	1	1
XR_003476820.1	1	1	1	1
XR_003476825.1	1	1	1	1
XR_003476853.1	1	1	1	1
XR_003476908.1	1	1	1	1
XR_003477009.1	1	1	1	1
XR_003477013.1	1	1	1	1
XR_003477015.1	1	1	1	1
XR_003477060.1	1	1	1	1
XR_003477119.1	1	1	1	1
XR_003477136.1	1	1	1	1
XR_003477145.1	1	1	1	1
XR_003477164.1	1	1	1	1
XR_003477170.1	1	1	1	1
XR_003477171.1	1	1	1	1
XR_003477176.1	1	1	1	1
XR_003477191.1	1	1	1	1
XR_003477192.1	1	1	1	1
XR_003477213.1	1	1	1	1
XR_003477272.1	1	1	1	1
XR_003477337.1	1	1	1	1
XR_003477346.1	1	1	1	1
XR_003477366.1	1	1	1	1
XR_003477367.1	1	1	1	1
XR_003477368.1	1	1	1	1
XR_003477377.1	1	1	1	1
XR_003477417.1	1	1	1	1
XR_003477437.1	1	1	1	1
XR_003477480.1	1	1	1	1
XR_003477511.1	1	1	1	1
XR_003477518.1	1	1	1	1
XR_003477519.1	1	1	1	1
XR_003477520.1	1	1	1	1
XR_003477542.1	1	1	1	1
XR_003477583.1	1	1	1	1
XR_003477590.1	1	1	1	1
XR_003477592.1	1	1	1	1
XR_003477593.1	1	1	1	1
XR_003477617.1	1	1	1	1
XR_003477627.1	1	1	1	1
XR_003477647.1	1	1	1	1
XR_003477648.1	1	1	1	1
XR_003477695.1	1	1	1	1
XR_003477729.1	1	1	1	1
XR_003477801.1	1	1	1	1
XR_003477866.1	1	1	1	1
XR_003477876.1	1	1	1	1
XR_003477939.1	1	1	1	1
XR_003477966.1	1	1	1	1
XR_003477979.1	1	1	1	1
XM_027350607.1	0	1	1	1
XM_027350614.1	0	1	1	1
XM_027350615.1	0	1	1	1
XM_027350646.1	0	1	1	1
XM_027350658.1	0	1	1	1
XM_027350793.1	0	1	1	1
XM_027350882.1	1	0	1	1
XM_027351020.1	0	1	1	1
XM_027351232.1	0	1	1	1
XM_027351279.1	0	1	1	1
XM_027351415.1	0	1	1	1
XM_027351480.1	0	1	1	1
XM_027351591.1	0	1	1	1
XM_027351628.1	0	1	1	1
XM_027351629.1	0	1	1	1
XM_027351630.1	0	1	1	1
XM_027351843.1	0	1	1	1
XM_027351980.1	0	1	1	1
XM_027351988.1	0	1	1	1
XM_027352110.1	0	1	1	1
XM_027352147.1	0	1	1	1
XM_027352202.1	0	1	1	1
XM_027352258.1	0	1	1	1
XM_027352259.1	0	1	1	1
XM_027352352.1	1	1	1	0
XM_027352512.1	1	1	1	0
XM_027352531.1	0	1	1	1
XM_027352667.1	0	1	1	1
XM_027352675.1	0	1	1	1
XM_027352886.1	0	1	1	1
XM_027352987.1	0	1	1	1
XM_027353084.1	0	1	1	1
XM_027353116.1	0	1	1	1
XM_027353225.1	0	1	1	1
XM_027353273.1	0	1	1	1
XM_027353352.1	0	1	1	1
XM_027353433.1	0	1	1	1
XM_027353505.1	0	1	1	1
XM_027353531.1	0	1	1	1
XM_027353746.1	0	1	1	1
XM_027353780.1	0	1	1	1
XM_027353781.1	0	1	1	1
XM_027353839.1	0	1	1	1
XM_027353840.1	0	1	1	1
XM_027353953.1	0	1	1	1
XM_027353970.1	0	1	1	1
XM_027354129.1	0	1	1	1
XM_027354153.1	0	1	1	1
XM_027354254.1	0	1	1	1
XM_027354473.1	0	1	1	1
XM_027354494.1	0	1	1	1
XM_027354495.1	0	1	1	1
XM_027354606.1	0	1	1	1
XM_027354650.1	0	1	1	1
XM_027354943.1	0	1	1	1
XM_027354995.1	0	1	1	1
XM_027355000.1	0	1	1	1
XM_027355231.1	0	1	1	1
XM_027355237.1	0	1	1	1
XM_027355621.1	0	1	1	1
XM_027355641.1	0	1	1	1
XM_027355702.1	0	1	1	1
XM_027355992.1	0	1	1	1
XM_027356016.1	0	1	1	1
XM_027356021.1	1	1	1	0
XM_027356090.1	0	1	1	1
XM_027356267.1	0	1	1	1
XM_027356268.1	0	1	1	1
XM_027356269.1	0	1	1	1
XM_027356274.1	0	1	1	1
XM_027356298.1	0	1	1	1
XM_027356341.1	0	1	1	1
XM_027356385.1	0	1	1	1
XM_027356392.1	0	1	1	1
XM_027356447.1	0	1	1	1
XM_027356448.1	0	1	1	1
XM_027356450.1	0	1	1	1
XM_027356611.1	1	1	1	0
XM_027356727.1	0	1	1	1
XM_027356881.1	0	1	1	1
XM_027356916.1	0	1	1	1
XM_027357116.1	0	1	1	1
XM_027357133.1	0	1	1	1
XM_027357143.1	0	1	1	1
XM_027357166.1	0	1	1	1
XM_027357195.1	0	1	1	1
XM_027357249.1	0	1	1	1
XM_027357250.1	0	1	1	1
XM_027357251.1	0	1	1	1
XM_027357252.1	0	1	1	1
XM_027357392.1	0	1	1	1
XM_027357393.1	0	1	1	1
XM_027357428.1	0	1	1	1
XM_027357634.1	0	1	1	1
XM_027358224.1	0	1	1	1
XM_027358225.1	0	1	1	1
XM_027358246.1	0	1	1	1
XM_027358252.1	0	1	1	1
XM_027358301.1	1	0	1	1
XM_027358357.1	0	1	1	1
XM_027358508.1	0	1	1	1
XM_027358700.1	0	1	1	1
XM_027358776.1	0	1	1	1
XM_027358813.1	0	1	1	1
XM_027358920.1	0	1	1	1
XM_027359018.1	0	1	1	1
XM_027359019.1	0	1	1	1
XM_027359085.1	0	1	1	1
XM_027359086.1	0	1	1	1
XM_027359127.1	0	1	1	1
XM_027359171.1	0	1	1	1
XM_027359256.1	0	1	1	1
XM_027359293.1	0	1	1	1
XM_027359451.1	0	1	1	1
XM_027359676.1	0	1	1	1
XM_027359731.1	0	1	1	1
XM_027359741.1	0	1	1	1
XM_027359976.1	0	1	1	1
XM_027359977.1	0	1	1	1
XM_027360064.1	0	1	1	1
XM_027360200.1	0	1	1	1
XM_027360404.1	1	0	1	1
XM_027360440.1	0	1	1	1
XM_027360452.1	0	1	1	1
XM_027360565.1	0	1	1	1
XM_027360654.1	0	1	1	1
XM_027360948.1	0	1	1	1
XM_027361034.1	0	1	1	1
XM_027361035.1	0	1	1	1
XM_027361038.1	0	1	1	1
XM_027361199.1	0	1	1	1
XM_027361617.1	0	1	1	1
XM_027361660.1	0	1	1	1
XM_027361663.1	0	1	1	1
XM_027361680.1	0	1	1	1
XM_027361935.1	0	1	1	1
XM_027362072.1	0	1	1	1
XM_027362157.1	0	1	1	1
XM_027362198.1	0	1	1	1
XM_027362280.1	0	1	1	1
XM_027362440.1	0	1	1	1
XM_027362478.1	0	1	1	1
XM_027362705.1	1	0	1	1
XM_027362715.1	0	1	1	1
XM_027362845.1	1	1	0	1
XM_027363009.1	1	1	1	0
XM_027363020.1	0	1	1	1
XM_027363028.1	0	1	1	1
XM_027363034.1	0	1	1	1
XM_027363190.1	0	1	1	1
XM_027363317.1	0	1	1	1
XM_027363318.1	0	1	1	1
XM_027363443.1	0	1	1	1
XM_027363761.1	0	1	1	1
XM_027363774.1	1	0	1	1
XM_027363806.1	0	1	1	1
XM_027363909.1	0	1	1	1
XM_027363944.1	0	1	1	1
XM_027363945.1	0	1	1	1
XM_027364132.1	0	1	1	1
XM_027364239.1	0	1	1	1
XM_027364592.1	0	1	1	1
XM_027364642.1	0	1	1	1
XM_027364650.1	0	1	1	1
XM_027364784.1	0	1	1	1
XM_027364916.1	0	1	1	1
XM_027364917.1	0	1	1	1
XM_027364919.1	0	1	1	1
XM_027365018.1	1	1	1	0
XM_027365255.1	0	1	1	1
XM_027365348.1	0	1	1	1
XM_027365435.1	0	1	1	1
XM_027365547.1	0	1	1	1
XM_027365567.1	0	1	1	1
XM_027365614.1	0	1	1	1
XM_027365675.1	1	1	1	0
XM_027365796.1	0	1	1	1
XM_027366047.1	0	1	1	1
XM_027366048.1	1	0	1	1
XM_027366056.1	0	1	1	1
XM_027366270.1	0	1	1	1
XM_027366569.1	0	1	1	1
XM_027366574.1	0	1	1	1
XM_027366617.1	0	1	1	1
XM_027366618.1	0	1	1	1
XM_027366620.1	0	1	1	1
XM_027366699.1	0	1	1	1
XM_027366797.1	0	1	1	1
XM_027367150.1	0	1	1	1
XM_027367212.1	0	1	1	1
XM_027367213.1	0	1	1	1
XM_027367226.1	0	1	1	1
XM_027367231.1	0	1	1	1
XM_027367318.1	0	1	1	1
XM_027367364.1	0	1	1	1
XM_027367457.1	0	1	1	1
XM_027367705.1	0	1	1	1
XM_027367712.1	0	1	1	1
XM_027367818.1	0	1	1	1
XM_027367826.1	0	1	1	1
XM_027367864.1	0	1	1	1
XM_027367923.1	0	1	1	1
XM_027368034.1	0	1	1	1
XM_027368041.1	0	1	1	1
XM_027368084.1	1	1	0	1
XM_027368160.1	0	1	1	1
XM_027368262.1	0	1	1	1
XM_027368273.1	0	1	1	1
XM_027368306.1	0	1	1	1
XM_027368408.1	0	1	1	1
XM_027368489.1	0	1	1	1
XM_027368519.1	0	1	1	1
XM_027368567.1	0	1	1	1
XM_027368745.1	0	1	1	1
XM_027368830.1	1	1	1	0
XM_027368876.1	0	1	1	1
XM_027368913.1	0	1	1	1
XM_027368956.1	0	1	1	1
XM_027368960.1	0	1	1	1
XM_027369082.1	0	1	1	1
XM_027369148.1	0	1	1	1
XM_027369157.1	0	1	1	1
XM_027369358.1	0	1	1	1
XM_027369385.1	0	1	1	1
XM_027369386.1	0	1	1	1
XM_027369387.1	0	1	1	1
XM_027369393.1	0	1	1	1
XM_027369497.1	0	1	1	1
XM_027369503.1	0	1	1	1
XM_027369517.1	0	1	1	1
XM_027369583.1	0	1	1	1
XM_027369757.1	0	1	1	1
XM_027369777.1	0	1	1	1
XM_027369930.1	0	1	1	1
XM_027369978.1	0	1	1	1
XM_027369980.1	0	1	1	1
XM_027369981.1	0	1	1	1
XM_027369983.1	0	1	1	1
XM_027369994.1	0	1	1	1
XM_027370015.1	0	1	1	1
XM_027370051.1	1	0	1	1
XM_027370114.1	0	1	1	1
XM_027370204.1	1	0	1	1
XM_027370240.1	0	1	1	1
XM_027370288.1	0	1	1	1
XM_027370376.1	0	1	1	1
XM_027370429.1	0	1	1	1
XM_027370453.1	0	1	1	1
XM_027370454.1	0	1	1	1
XM_027370470.1	0	1	1	1
XM_027370604.1	0	1	1	1
XM_027370693.1	0	1	1	1
XM_027370838.1	0	1	1	1
XM_027370928.1	0	1	1	1
XM_027371064.1	0	1	1	1
XM_027371183.1	0	1	1	1
XM_027371195.1	1	1	0	1
XM_027371221.1	0	1	1	1
XM_027371431.1	0	1	1	1
XM_027371446.1	0	1	1	1
XM_027371501.1	0	1	1	1
XM_027371581.1	0	1	1	1
XM_027371747.1	0	1	1	1
XM_027371769.1	0	1	1	1
XM_027371772.1	0	1	1	1
XM_027371926.1	0	1	1	1
XM_027372016.1	0	1	1	1
XM_027372059.1	0	1	1	1
XM_027372256.1	0	1	1	1
XM_027372346.1	0	1	1	1
XM_027372386.1	0	1	1	1
XM_027372425.1	0	1	1	1
XM_027372426.1	0	1	1	1
XM_027372507.1	0	1	1	1
XM_027372621.1	0	1	1	1
XM_027372774.1	0	1	1	1
XM_027372790.1	0	1	1	1
XM_027372864.1	1	0	1	1
XM_027372950.1	0	1	1	1
XM_027373023.1	0	1	1	1
XM_027373037.1	0	1	1	1
XM_027373038.1	1	0	1	1
XM_027373066.1	0	1	1	1
XM_027373245.1	1	1	0	1
XM_027373247.1	1	1	0	1
XM_027373259.1	0	1	1	1
XM_027373455.1	0	1	1	1
XM_027373492.1	0	1	1	1
XM_027373655.1	0	1	1	1
XM_027373822.1	0	1	1	1
XM_027373914.1	0	1	1	1
XM_027373933.1	0	1	1	1
XM_027374257.1	0	1	1	1
XM_027374641.1	0	1	1	1
XM_027374877.1	0	1	1	1
XM_027374913.1	0	1	1	1
XM_027374942.1	0	1	1	1
XM_027374951.1	0	1	1	1
XM_027375286.1	0	1	1	1
XM_027375296.1	0	1	1	1
XM_027375317.1	0	1	1	1
XM_027375411.1	0	1	1	1
XM_027375528.1	0	1	1	1
XM_027375529.1	0	1	1	1
XM_027375661.1	0	1	1	1
XM_027375672.1	0	1	1	1
XM_027375674.1	1	1	0	1
XM_027375791.1	0	1	1	1
XM_027375850.1	0	1	1	1
XM_027375853.1	0	1	1	1
XM_027375876.1	0	1	1	1
XM_027375931.1	0	1	1	1
XM_027375963.1	0	1	1	1
XM_027376030.1	0	1	1	1
XM_027376084.1	0	1	1	1
XM_027376274.1	0	1	1	1
XM_027376275.1	0	1	1	1
XM_027376436.1	0	1	1	1
XM_027376584.1	0	1	1	1
XM_027376586.1	0	1	1	1
XM_027376661.1	0	1	1	1
XM_027376667.1	0	1	1	1
XM_027376677.1	0	1	1	1
XM_027376690.1	0	1	1	1
XM_027376790.1	1	0	1	1
XM_027377099.1	0	1	1	1
XM_027377314.1	0	1	1	1
XM_027377321.1	0	1	1	1
XM_027377331.1	0	1	1	1
XM_027377366.1	0	1	1	1
XM_027377377.1	0	1	1	1
XM_027377426.1	1	0	1	1
XM_027377474.1	0	1	1	1
XM_027377482.1	0	1	1	1
XM_027377681.1	0	1	1	1
XM_027377689.1	0	1	1	1
XM_027377708.1	0	1	1	1
XM_027377941.1	0	1	1	1
XM_027377942.1	0	1	1	1
XM_027377943.1	0	1	1	1
XM_027377944.1	0	1	1	1
XM_027378020.1	0	1	1	1
XM_027378034.1	0	1	1	1
XM_027378044.1	0	1	1	1
XM_027378048.1	0	1	1	1
XM_027378092.1	0	1	1	1
XM_027378098.1	0	1	1	1
XM_027378119.1	0	1	1	1
XM_027378137.1	0	1	1	1
XM_027378352.1	0	1	1	1
XM_027378480.1	0	1	1	1
XM_027378499.1	0	1	1	1
XM_027378517.1	0	1	1	1
XM_027378575.1	0	1	1	1
XM_027378576.1	0	1	1	1
XM_027378691.1	0	1	1	1
XM_027378974.1	0	1	1	1
XM_027378976.1	0	1	1	1
XM_027379048.1	0	1	1	1
XM_027379065.1	0	1	1	1
XM_027379289.1	0	1	1	1
XM_027379290.1	0	1	1	1
XM_027379291.1	0	1	1	1
XM_027379292.1	0	1	1	1
XM_027379293.1	0	1	1	1
XM_027379294.1	0	1	1	1
XM_027379397.1	0	1	1	1
XM_027379485.1	0	1	1	1
XM_027379527.1	0	1	1	1
XM_027379553.1	0	1	1	1
XM_027379554.1	0	1	1	1
XM_027379555.1	0	1	1	1
XM_027379556.1	0	1	1	1
XM_027379566.1	0	1	1	1
XM_027379614.1	0	1	1	1
XM_027379755.1	0	1	1	1
XM_027380149.1	0	1	1	1
XM_027380150.1	0	1	1	1
XM_027380217.1	0	1	1	1
XM_027380232.1	0	1	1	1
XM_027380257.1	0	1	1	1
XM_027380278.1	0	1	1	1
XM_027380313.1	0	1	1	1
XM_027380334.1	0	1	1	1
XM_027380335.1	0	1	1	1
XM_027380340.1	0	1	1	1
XM_027380867.1	0	1	1	1
XM_027380996.1	0	1	1	1
XM_027381085.1	0	1	1	1
XM_027381099.1	0	1	1	1
XM_027381105.1	0	1	1	1
XM_027381122.1	0	1	1	1
XM_027381364.1	0	1	1	1
XM_027381478.1	0	1	1	1
XM_027381501.1	0	1	1	1
XM_027381581.1	0	1	1	1
XM_027381711.1	0	1	1	1
XM_027381733.1	0	1	1	1
XM_027381745.1	0	1	1	1
XM_027381834.1	0	1	1	1
XM_027381867.1	0	1	1	1
XM_027382190.1	0	1	1	1
XM_027382347.1	0	1	1	1
XM_027382640.1	0	1	1	1
XM_027382676.1	0	1	1	1
XM_027382698.1	0	1	1	1
XM_027382903.1	0	1	1	1
XM_027382921.1	0	1	1	1
XM_027383081.1	0	1	1	1
XM_027383260.1	0	1	1	1
XM_027383261.1	0	1	1	1
XM_027383313.1	0	1	1	1
XM_027383317.1	0	1	1	1
XM_027383342.1	0	1	1	1
XM_027383410.1	0	1	1	1
XM_027383440.1	0	1	1	1
XM_027383441.1	0	1	1	1
XM_027383539.1	0	1	1	1
XR_003474914.1	0	1	1	1
XR_003475491.1	0	1	1	1
XR_003475758.1	0	1	1	1
XR_003475759.1	0	1	1	1
XR_003475806.1	1	1	1	0
XR_003475816.1	0	1	1	1
XR_003475854.1	0	1	1	1
XR_003475973.1	0	1	1	1
XR_003475974.1	0	1	1	1
XR_003475980.1	0	1	1	1
XR_003476094.1	0	1	1	1
XR_003476257.1	0	1	1	1
