ID	limma	DESeq2	edgeR	NOISeq
XM_027364640.1	1	1	1	1
XM_027364641.1	1	1	1	1
XM_027364645.1	1	1	1	1
XM_027364646.1	1	1	1	1
XM_027364647.1	1	1	1	1
XM_027364648.1	1	1	1	1
XM_027364649.1	1	1	1	1
XM_027364651.1	1	1	1	1
XM_027364654.1	1	1	1	1
XM_027364655.1	1	1	1	1
XM_027364657.1	1	1	1	1
XM_027364664.1	1	1	1	1
XM_027364702.1	1	1	1	1
XM_027364708.1	1	1	1	1
XM_027364713.1	1	1	1	1
XM_027364731.1	1	1	1	1
XM_027364740.1	1	1	1	1
XM_027364741.1	1	1	1	1
XM_027364777.1	1	1	1	1
XM_027364794.1	1	1	1	1
XM_027364797.1	1	1	1	1
XM_027364798.1	1	1	1	1
XM_027364813.1	1	1	1	1
XM_027364824.1	1	1	1	1
XM_027364882.1	1	1	1	1
XM_027364884.1	1	1	1	1
XM_027364889.1	1	1	1	1
XM_027364915.1	1	1	1	1
XM_027364920.1	1	1	1	1
XM_027364921.1	1	1	1	1
XM_027364974.1	1	1	1	1
XM_027364975.1	1	1	1	1
XM_027364980.1	1	1	1	1
XM_027364982.1	1	1	1	1
XM_027364989.1	1	1	1	1
XM_027365098.1	1	1	1	1
XM_027365150.1	1	1	1	1
XM_027365151.1	1	1	1	1
XM_027365164.1	1	1	1	1
XM_027365218.1	1	1	1	1
XM_027365225.1	1	1	1	1
XM_027365246.1	1	1	1	1
XM_027365266.1	1	1	1	1
XM_027365267.1	1	1	1	1
XM_027365268.1	1	1	1	1
XM_027365280.1	1	1	1	1
XM_027365289.1	1	1	1	1
XM_027365398.1	1	1	1	1
XM_027365422.1	1	1	1	1
XM_027365497.1	1	1	1	1
XM_027365498.1	1	1	1	1
XM_027365527.1	1	1	1	1
XM_027365548.1	1	1	1	1
XM_027365549.1	1	1	1	1
XM_027365550.1	1	1	1	1
XM_027365565.1	1	1	1	1
XM_027365576.1	1	1	1	1
XM_027365594.1	1	1	1	1
XM_027365599.1	1	1	1	1
XM_027365608.1	1	1	1	1
XM_027365612.1	1	1	1	1
XM_027365653.1	1	1	1	1
XM_027365699.1	1	1	1	1
XM_027365709.1	1	1	1	1
XM_027365737.1	1	1	1	1
XM_027365739.1	1	1	1	1
XM_027365741.1	1	1	1	1
XM_027365747.1	1	1	1	1
XM_027365755.1	1	1	1	1
XM_027365766.1	1	1	1	1
XM_027365767.1	1	1	1	1
XM_027365785.1	1	1	1	1
XM_027365867.1	1	1	1	1
XM_027365872.1	1	1	1	1
XM_027365875.1	1	1	1	1
XM_027365880.1	1	1	1	1
XM_027365890.1	1	1	1	1
XM_027365938.1	1	1	1	1
XM_027365941.1	1	1	1	1
XM_027365954.1	1	1	1	1
XM_027365955.1	1	1	1	1
XM_027365956.1	1	1	1	1
XM_027365957.1	1	1	1	1
XM_027365958.1	1	1	1	1
XM_027365959.1	1	1	1	1
XM_027366023.1	1	1	1	1
XM_027366046.1	1	1	1	1
XM_027366049.1	1	1	1	1
XM_027366105.1	1	1	1	1
XM_027366189.1	1	1	1	1
XM_027366202.1	1	1	1	1
XM_027366209.1	1	1	1	1
XM_027366258.1	1	1	1	1
XM_027366278.1	1	1	1	1
XM_027366285.1	1	1	1	1
XM_027366290.1	1	1	1	1
XM_027366299.1	1	1	1	1
XM_027366315.1	1	1	1	1
XM_027366317.1	1	1	1	1
XM_027366318.1	1	1	1	1
XM_027366319.1	1	1	1	1
XM_027366324.1	1	1	1	1
XM_027366336.1	1	1	1	1
XM_027366349.1	1	1	1	1
XM_027366369.1	1	1	1	1
XM_027366391.1	1	1	1	1
XM_027366429.1	1	1	1	1
XM_027366475.1	1	1	1	1
XM_027366566.1	1	1	1	1
XM_027366570.1	1	1	1	1
XM_027366571.1	1	1	1	1
XM_027366573.1	1	1	1	1
XM_027366593.1	1	1	1	1
XM_027366629.1	1	1	1	1
XM_027366660.1	1	1	1	1
XM_027366672.1	1	1	1	1
XM_027366673.1	1	1	1	1
XM_027366674.1	1	1	1	1
XM_027366716.1	1	1	1	1
XM_027366725.1	1	1	1	1
XM_027366730.1	1	1	1	1
XM_027366793.1	1	1	1	1
XM_027366807.1	1	1	1	1
XM_027366808.1	1	1	1	1
XM_027366836.1	1	1	1	1
XM_027366839.1	1	1	1	1
XM_027366955.1	1	1	1	1
XM_027367010.1	1	1	1	1
XM_027367074.1	1	1	1	1
XM_027367089.1	1	1	1	1
XM_027367109.1	1	1	1	1
XM_027367130.1	1	1	1	1
XM_027367203.1	1	1	1	1
XM_027367204.1	1	1	1	1
XM_027367205.1	1	1	1	1
XM_027367206.1	1	1	1	1
XM_027367207.1	1	1	1	1
XM_027367208.1	1	1	1	1
XM_027367210.1	1	1	1	1
XM_027367211.1	1	1	1	1
XM_027367214.1	1	1	1	1
XM_027367216.1	1	1	1	1
XM_027367217.1	1	1	1	1
XM_027367220.1	1	1	1	1
XM_027367221.1	1	1	1	1
XM_027367232.1	1	1	1	1
XM_027367233.1	1	1	1	1
XM_027367240.1	1	1	1	1
XM_027367242.1	1	1	1	1
XM_027367245.1	1	1	1	1
XM_027367247.1	1	1	1	1
XM_027367284.1	1	1	1	1
XM_027367294.1	1	1	1	1
XM_027367319.1	1	1	1	1
XM_027367406.1	1	1	1	1
XM_027367447.1	1	1	1	1
XM_027367553.1	1	1	1	1
XM_027367557.1	1	1	1	1
XM_027367592.1	1	1	1	1
XM_027367599.1	1	1	1	1
XM_027367619.1	1	1	1	1
XM_027367678.1	1	1	1	1
XM_027367684.1	1	1	1	1
XM_027367703.1	1	1	1	1
XM_027367715.1	1	1	1	1
XM_027367721.1	1	1	1	1
XM_027367748.1	1	1	1	1
XM_027367773.1	1	1	1	1
XM_027367788.1	1	1	1	1
XM_027367789.1	1	1	1	1
XM_027367793.1	1	1	1	1
XM_027367795.1	1	1	1	1
XM_027367796.1	1	1	1	1
XM_027367830.1	1	1	1	1
XM_027367845.1	1	1	1	1
XM_027367850.1	1	1	1	1
XM_027367868.1	1	1	1	1
XM_027367881.1	1	1	1	1
XM_027367929.1	1	1	1	1
XM_027367937.1	1	1	1	1
XM_027367938.1	1	1	1	1
XM_027367983.1	1	1	1	1
XM_027368039.1	1	1	1	1
XM_027368044.1	1	1	1	1
XM_027368076.1	1	1	1	1
XM_027368104.1	1	1	1	1
XM_027368135.1	1	1	1	1
XM_027368185.1	1	1	1	1
XM_027368186.1	1	1	1	1
XM_027368202.1	1	1	1	1
XM_027368287.1	1	1	1	1
XM_027368298.1	1	1	1	1
XM_027368310.1	1	1	1	1
XM_027368319.1	1	1	1	1
XM_027368335.1	1	1	1	1
XM_027368348.1	1	1	1	1
XM_027368349.1	1	1	1	1
XM_027368407.1	1	1	1	1
XM_027368427.1	1	1	1	1
XM_027368438.1	1	1	1	1
XM_027368451.1	1	1	1	1
XM_027368455.1	1	1	1	1
XM_027368506.1	1	1	1	1
XM_027368508.1	1	1	1	1
XM_027368551.1	1	1	1	1
XM_027368562.1	1	1	1	1
XM_027368570.1	1	1	1	1
XM_027368608.1	1	1	1	1
XM_027368614.1	1	1	1	1
XM_027368618.1	1	1	1	1
XM_027368645.1	1	1	1	1
XM_027368681.1	1	1	1	1
XM_027368721.1	1	1	1	1
XM_027368757.1	1	1	1	1
XM_027368788.1	1	1	1	1
XM_027368883.1	1	1	1	1
XM_027368904.1	1	1	1	1
XM_027368908.1	1	1	1	1
XM_027368941.1	1	1	1	1
XM_027368978.1	1	1	1	1
XM_027368982.1	1	1	1	1
XM_027369030.1	1	1	1	1
XM_027369044.1	1	1	1	1
XM_027369045.1	1	1	1	1
XM_027369065.1	1	1	1	1
XM_027369069.1	1	1	1	1
XM_027369070.1	1	1	1	1
XM_027369074.1	1	1	1	1
XM_027369079.1	1	1	1	1
XM_027369080.1	1	1	1	1
XM_027369119.1	1	1	1	1
XM_027369128.1	1	1	1	1
XM_027369129.1	1	1	1	1
XM_027369130.1	1	1	1	1
XM_027369132.1	1	1	1	1
XM_027369138.1	1	1	1	1
XM_027369201.1	1	1	1	1
XM_027369235.1	1	1	1	1
XM_027369258.1	1	1	1	1
XM_027369259.1	1	1	1	1
XM_027369325.1	1	1	1	1
XM_027369344.1	1	1	1	1
XM_027369356.1	1	1	1	1
XM_027369398.1	1	1	1	1
XM_027369407.1	1	1	1	1
XM_027369434.1	1	1	1	1
XM_027369483.1	1	1	1	1
XM_027369498.1	1	1	1	1
XM_027369551.1	1	1	1	1
XM_027369559.1	1	1	1	1
XM_027369635.1	1	1	1	1
XM_027369636.1	1	1	1	1
XM_027369648.1	1	1	1	1
XM_027369652.1	1	1	1	1
XM_027369682.1	1	1	1	1
XM_027369692.1	1	1	1	1
XM_027369697.1	1	1	1	1
XM_027369700.1	1	1	1	1
XM_027369775.1	1	1	1	1
XM_027369785.1	1	1	1	1
XM_027369911.1	1	1	1	1
XM_027369920.1	1	1	1	1
XM_027369939.1	1	1	1	1
XM_027369959.1	1	1	1	1
XM_027369960.1	1	1	1	1
XM_027369975.1	1	1	1	1
XM_027369979.1	1	1	1	1
XM_027369985.1	1	1	1	1
XM_027369997.1	1	1	1	1
XM_027369999.1	1	1	1	1
XM_027370012.1	1	1	1	1
XM_027370033.1	1	1	1	1
XM_027370040.1	1	1	1	1
XM_027370046.1	1	1	1	1
XM_027370049.1	1	1	1	1
XM_027370052.1	1	1	1	1
XM_027370061.1	1	1	1	1
XM_027370087.1	1	1	1	1
XM_027370088.1	1	1	1	1
XM_027370105.1	1	1	1	1
XM_027370206.1	1	1	1	1
XM_027370216.1	1	1	1	1
XM_027370227.1	1	1	1	1
XM_027370287.1	1	1	1	1
XM_027370301.1	1	1	1	1
XM_027370304.1	1	1	1	1
XM_027370305.1	1	1	1	1
XM_027370311.1	1	1	1	1
XM_027370319.1	1	1	1	1
XM_027370320.1	1	1	1	1
XM_027370324.1	1	1	1	1
XM_027370325.1	1	1	1	1
XM_027370332.1	1	1	1	1
XM_027370333.1	1	1	1	1
XM_027370334.1	1	1	1	1
XM_027370371.1	1	1	1	1
XM_027370372.1	1	1	1	1
XM_027370373.1	1	1	1	1
XM_027370374.1	1	1	1	1
XM_027370385.1	1	1	1	1
XM_027370391.1	1	1	1	1
XM_027370404.1	1	1	1	1
XM_027370469.1	1	1	1	1
XM_027370477.1	1	1	1	1
XM_027370482.1	1	1	1	1
XM_027370496.1	1	1	1	1
XM_027370545.1	1	1	1	1
XM_027370560.1	1	1	1	1
XM_027370568.1	1	1	1	1
XM_027370573.1	1	1	1	1
XM_027370574.1	1	1	1	1
XM_027370575.1	1	1	1	1
XM_027370576.1	1	1	1	1
XM_027370601.1	1	1	1	1
XM_027370654.1	1	1	1	1
XM_027370663.1	1	1	1	1
XM_027370706.1	1	1	1	1
XM_027370717.1	1	1	1	1
XM_027370732.1	1	1	1	1
XM_027370759.1	1	1	1	1
XM_027370767.1	1	1	1	1
XM_027370775.1	1	1	1	1
XM_027370776.1	1	1	1	1
XM_027370777.1	1	1	1	1
XM_027370789.1	1	1	1	1
XM_027370795.1	1	1	1	1
XM_027370813.1	1	1	1	1
XM_027370837.1	1	1	1	1
XM_027370889.1	1	1	1	1
XM_027370916.1	1	1	1	1
XM_027370929.1	1	1	1	1
XM_027370930.1	1	1	1	1
XM_027370931.1	1	1	1	1
XM_027370942.1	1	1	1	1
XM_027370944.1	1	1	1	1
XM_027370990.1	1	1	1	1
XM_027371025.1	1	1	1	1
XM_027371027.1	1	1	1	1
XM_027371041.1	1	1	1	1
XM_027371052.1	1	1	1	1
XM_027371148.1	1	1	1	1
XM_027371158.1	1	1	1	1
XM_027371184.1	1	1	1	1
XM_027371244.1	1	1	1	1
XM_027371265.1	1	1	1	1
XM_027371295.1	1	1	1	1
XM_027371298.1	1	1	1	1
XM_027371308.1	1	1	1	1
XM_027371323.1	1	1	1	1
XM_027371427.1	1	1	1	1
XM_027371429.1	1	1	1	1
XM_027371430.1	1	1	1	1
XM_027371435.1	1	1	1	1
XM_027371437.1	1	1	1	1
XM_027371453.1	1	1	1	1
XM_027371458.1	1	1	1	1
XM_027371468.1	1	1	1	1
XM_027371487.1	1	1	1	1
XM_027371488.1	1	1	1	1
XM_027371489.1	1	1	1	1
XM_027371490.1	1	1	1	1
XM_027371491.1	1	1	1	1
XM_027371492.1	1	1	1	1
XM_027371496.1	1	1	1	1
XM_027371497.1	1	1	1	1
XM_027371498.1	1	1	1	1
XM_027371499.1	1	1	1	1
XM_027371500.1	1	1	1	1
XM_027371502.1	1	1	1	1
XM_027371503.1	1	1	1	1
XM_027371505.1	1	1	1	1
XM_027371551.1	1	1	1	1
XM_027371552.1	1	1	1	1
XM_027371553.1	1	1	1	1
XM_027371554.1	1	1	1	1
XM_027371555.1	1	1	1	1
XM_027371557.1	1	1	1	1
XM_027371564.1	1	1	1	1
XM_027371566.1	1	1	1	1
XM_027371568.1	1	1	1	1
XM_027371609.1	1	1	1	1
XM_027371610.1	1	1	1	1
XM_027371614.1	1	1	1	1
XM_027371625.1	1	1	1	1
XM_027371629.1	1	1	1	1
XM_027371654.1	1	1	1	1
XM_027371675.1	1	1	1	1
XM_027371676.1	1	1	1	1
XM_027371704.1	1	1	1	1
XM_027371720.1	1	1	1	1
XM_027371733.1	1	1	1	1
XM_027371770.1	1	1	1	1
XM_027371803.1	1	1	1	1
XM_027371805.1	1	1	1	1
XM_027371895.1	1	1	1	1
XM_027371900.1	1	1	1	1
XM_027371919.1	1	1	1	1
XM_027371932.1	1	1	1	1
XM_027371933.1	1	1	1	1
XM_027371995.1	1	1	1	1
XM_027371996.1	1	1	1	1
XM_027372008.1	1	1	1	1
XM_027372019.1	1	1	1	1
XM_027372091.1	1	1	1	1
XM_027372103.1	1	1	1	1
XM_027372114.1	1	1	1	1
XM_027372116.1	1	1	1	1
XM_027372117.1	1	1	1	1
XM_027372118.1	1	1	1	1
XM_027372154.1	1	1	1	1
XM_027372156.1	1	1	1	1
XM_027372157.1	1	1	1	1
XM_027372163.1	1	1	1	1
XM_027372166.1	1	1	1	1
XM_027372168.1	1	1	1	1
XM_027372186.1	1	1	1	1
XM_027372187.1	1	1	1	1
XM_027372188.1	1	1	1	1
XM_027372245.1	1	1	1	1
XM_027372314.1	1	1	1	1
XM_027372318.1	1	1	1	1
XM_027372330.1	1	1	1	1
XM_027372343.1	1	1	1	1
XM_027372388.1	1	1	1	1
XM_027372404.1	1	1	1	1
XM_027372475.1	1	1	1	1
XM_027372490.1	1	1	1	1
XM_027372511.1	1	1	1	1
XM_027372535.1	1	1	1	1
XM_027372536.1	1	1	1	1
XM_027372558.1	1	1	1	1
XM_027372561.1	1	1	1	1
XM_027372566.1	1	1	1	1
XM_027372589.1	1	1	1	1
XM_027372592.1	1	1	1	1
XM_027372593.1	1	1	1	1
XM_027372594.1	1	1	1	1
XM_027372622.1	1	1	1	1
XM_027372643.1	1	1	1	1
XM_027372660.1	1	1	1	1
XM_027372706.1	1	1	1	1
XM_027372736.1	1	1	1	1
XM_027372737.1	1	1	1	1
XM_027372744.1	1	1	1	1
XM_027372753.1	1	1	1	1
XM_027372781.1	1	1	1	1
XM_027372789.1	1	1	1	1
XM_027372808.1	1	1	1	1
XM_027372820.1	1	1	1	1
XM_027372831.1	1	1	1	1
XM_027372842.1	1	1	1	1
XM_027372880.1	1	1	1	1
XM_027372885.1	1	1	1	1
XM_027372901.1	1	1	1	1
XM_027372906.1	1	1	1	1
XM_027372907.1	1	1	1	1
XM_027372920.1	1	1	1	1
XM_027372929.1	1	1	1	1
XM_027372961.1	1	1	1	1
XM_027372989.1	1	1	1	1
XM_027372990.1	1	1	1	1
XM_027372991.1	1	1	1	1
XM_027372995.1	1	1	1	1
XM_027373000.1	1	1	1	1
XM_027373004.1	1	1	1	1
XM_027373014.1	1	1	1	1
XM_027373018.1	1	1	1	1
XM_027373019.1	1	1	1	1
XM_027373020.1	1	1	1	1
XM_027373021.1	1	1	1	1
XM_027373022.1	1	1	1	1
XM_027373024.1	1	1	1	1
XM_027373025.1	1	1	1	1
XM_027373026.1	1	1	1	1
XM_027373028.1	1	1	1	1
XM_027373029.1	1	1	1	1
XM_027373030.1	1	1	1	1
XM_027373031.1	1	1	1	1
XM_027373036.1	1	1	1	1
XM_027373039.1	1	1	1	1
XM_027373040.1	1	1	1	1
XM_027373046.1	1	1	1	1
XM_027373049.1	1	1	1	1
XM_027373054.1	1	1	1	1
XM_027373071.1	1	1	1	1
XM_027373082.1	1	1	1	1
XM_027373119.1	1	1	1	1
XM_027373120.1	1	1	1	1
XM_027373121.1	1	1	1	1
XM_027373122.1	1	1	1	1
XM_027373123.1	1	1	1	1
XM_027373124.1	1	1	1	1
XM_027373149.1	1	1	1	1
XM_027373201.1	1	1	1	1
XM_027373205.1	1	1	1	1
XM_027373221.1	1	1	1	1
XM_027373235.1	1	1	1	1
XM_027373236.1	1	1	1	1
XM_027373237.1	1	1	1	1
XM_027373238.1	1	1	1	1
XM_027373260.1	1	1	1	1
XM_027373266.1	1	1	1	1
XM_027373309.1	1	1	1	1
XM_027373417.1	1	1	1	1
XM_027373428.1	1	1	1	1
XM_027373453.1	1	1	1	1
XM_027373456.1	1	1	1	1
XM_027373471.1	1	1	1	1
XM_027373473.1	1	1	1	1
XM_027373474.1	1	1	1	1
XM_027373475.1	1	1	1	1
XM_027373537.1	1	1	1	1
XM_027373543.1	1	1	1	1
XM_027373554.1	1	1	1	1
XM_027373555.1	1	1	1	1
XM_027373573.1	1	1	1	1
XM_027373630.1	1	1	1	1
XM_027373648.1	1	1	1	1
XM_027373670.1	1	1	1	1
XM_027373684.1	1	1	1	1
XM_027373696.1	1	1	1	1
XM_027373703.1	1	1	1	1
XM_027373721.1	1	1	1	1
XM_027373728.1	1	1	1	1
XM_027373755.1	1	1	1	1
XM_027373756.1	1	1	1	1
XM_027373769.1	1	1	1	1
XM_027373770.1	1	1	1	1
XM_027373786.1	1	1	1	1
XM_027373802.1	1	1	1	1
XM_027373857.1	1	1	1	1
XM_027373894.1	1	1	1	1
XM_027373896.1	1	1	1	1
XM_027373902.1	1	1	1	1
XM_027373915.1	1	1	1	1
XM_027373917.1	1	1	1	1
XM_027373918.1	1	1	1	1
XM_027373919.1	1	1	1	1
XM_027373920.1	1	1	1	1
XM_027373932.1	1	1	1	1
XM_027373942.1	1	1	1	1
XM_027374002.1	1	1	1	1
XM_027374011.1	1	1	1	1
XM_027374054.1	1	1	1	1
XM_027374062.1	1	1	1	1
XM_027374071.1	1	1	1	1
XM_027374097.1	1	1	1	1
XM_027374105.1	1	1	1	1
XM_027374112.1	1	1	1	1
XM_027374114.1	1	1	1	1
XM_027374119.1	1	1	1	1
XM_027374164.1	1	1	1	1
XM_027374168.1	1	1	1	1
XM_027374173.1	1	1	1	1
XM_027374174.1	1	1	1	1
XM_027374209.1	1	1	1	1
XM_027374210.1	1	1	1	1
XM_027374211.1	1	1	1	1
XM_027374212.1	1	1	1	1
XM_027374214.1	1	1	1	1
XM_027374221.1	1	1	1	1
XM_027374222.1	1	1	1	1
XM_027374239.1	1	1	1	1
XM_027374249.1	1	1	1	1
XM_027374260.1	1	1	1	1
XM_027374295.1	1	1	1	1
XM_027374404.1	1	1	1	1
XM_027374406.1	1	1	1	1
XM_027374407.1	1	1	1	1
XM_027374470.1	1	1	1	1
XM_027374471.1	1	1	1	1
XM_027374493.1	1	1	1	1
XM_027374524.1	1	1	1	1
XM_027374563.1	1	1	1	1
XM_027374599.1	1	1	1	1
XM_027374625.1	1	1	1	1
XM_027374627.1	1	1	1	1
XM_027374690.1	1	1	1	1
XM_027374700.1	1	1	1	1
XM_027374701.1	1	1	1	1
XM_027374734.1	1	1	1	1
XM_027374785.1	1	1	1	1
XM_027374829.1	1	1	1	1
XM_027374901.1	1	1	1	1
XM_027374946.1	1	1	1	1
XM_027374947.1	1	1	1	1
XM_027374949.1	1	1	1	1
XM_027374996.1	1	1	1	1
XM_027374997.1	1	1	1	1
XM_027375003.1	1	1	1	1
XM_027375004.1	1	1	1	1
XM_027375035.1	1	1	1	1
XM_027375121.1	1	1	1	1
XM_027375123.1	1	1	1	1
XM_027375127.1	1	1	1	1
XM_027375138.1	1	1	1	1
XM_027375140.1	1	1	1	1
XM_027375152.1	1	1	1	1
XM_027375153.1	1	1	1	1
XM_027375155.1	1	1	1	1
XM_027375163.1	1	1	1	1
XM_027375174.1	1	1	1	1
XM_027375177.1	1	1	1	1
XM_027375185.1	1	1	1	1
XM_027375202.1	1	1	1	1
XM_027375204.1	1	1	1	1
XM_027375231.1	1	1	1	1
XM_027375255.1	1	1	1	1
XM_027375267.1	1	1	1	1
XM_027375269.1	1	1	1	1
XM_027375273.1	1	1	1	1
XM_027375277.1	1	1	1	1
XM_027375311.1	1	1	1	1
XM_027375315.1	1	1	1	1
XM_027375346.1	1	1	1	1
XM_027375347.1	1	1	1	1
XM_027375349.1	1	1	1	1
XM_027375350.1	1	1	1	1
XM_027375372.1	1	1	1	1
XM_027375465.1	1	1	1	1
XM_027375496.1	1	1	1	1
XM_027375497.1	1	1	1	1
XM_027375498.1	1	1	1	1
XM_027375499.1	1	1	1	1
XM_027375506.1	1	1	1	1
XM_027375548.1	1	1	1	1
XM_027375556.1	1	1	1	1
XM_027375557.1	1	1	1	1
XM_027375558.1	1	1	1	1
XM_027375559.1	1	1	1	1
XM_027375561.1	1	1	1	1
XM_027375562.1	1	1	1	1
XM_027375563.1	1	1	1	1
XM_027375564.1	1	1	1	1
XM_027375565.1	1	1	1	1
XM_027375566.1	1	1	1	1
XM_027375567.1	1	1	1	1
XM_027375568.1	1	1	1	1
XM_027375569.1	1	1	1	1
XM_027375571.1	1	1	1	1
XM_027375640.1	1	1	1	1
XM_027375673.1	1	1	1	1
XM_027375691.1	1	1	1	1
XM_027375715.1	1	1	1	1
XM_027375747.1	1	1	1	1
XM_027375752.1	1	1	1	1
XM_027375763.1	1	1	1	1
XM_027375768.1	1	1	1	1
XM_027375801.1	1	1	1	1
XM_027375852.1	1	1	1	1
XM_027375879.1	1	1	1	1
XM_027375880.1	1	1	1	1
XM_027375888.1	1	1	1	1
XM_027375889.1	1	1	1	1
XM_027375906.1	1	1	1	1
XM_027375915.1	1	1	1	1
XM_027375928.1	1	1	1	1
XM_027375947.1	1	1	1	1
XM_027375958.1	1	1	1	1
XM_027375982.1	1	1	1	1
XM_027375983.1	1	1	1	1
XM_027375998.1	1	1	1	1
XM_027376036.1	1	1	1	1
XM_027376042.1	1	1	1	1
XM_027376069.1	1	1	1	1
XM_027376101.1	1	1	1	1
XM_027376110.1	1	1	1	1
XM_027376111.1	1	1	1	1
XM_027376112.1	1	1	1	1
XM_027376122.1	1	1	1	1
XM_027376126.1	1	1	1	1
XM_027376161.1	1	1	1	1
XM_027376217.1	1	1	1	1
XM_027376268.1	1	1	1	1
XM_027376303.1	1	1	1	1
XM_027376320.1	1	1	1	1
XM_027376335.1	1	1	1	1
XM_027376336.1	1	1	1	1
XM_027376345.1	1	1	1	1
XM_027376346.1	1	1	1	1
XM_027376347.1	1	1	1	1
XM_027376348.1	1	1	1	1
XM_027376349.1	1	1	1	1
XM_027376350.1	1	1	1	1
XM_027376441.1	1	1	1	1
XM_027376470.1	1	1	1	1
XM_027376471.1	1	1	1	1
XM_027376477.1	1	1	1	1
XM_027376583.1	1	1	1	1
XM_027376585.1	1	1	1	1
XM_027376587.1	1	1	1	1
XM_027376588.1	1	1	1	1
XM_027376592.1	1	1	1	1
XM_027376621.1	1	1	1	1
XM_027376628.1	1	1	1	1
XM_027376633.1	1	1	1	1
XM_027376639.1	1	1	1	1
XM_027376645.1	1	1	1	1
XM_027376651.1	1	1	1	1
XM_027376658.1	1	1	1	1
XM_027376676.1	1	1	1	1
XM_027376678.1	1	1	1	1
XM_027376682.1	1	1	1	1
XM_027376688.1	1	1	1	1
XM_027376689.1	1	1	1	1
XM_027376735.1	1	1	1	1
XM_027376743.1	1	1	1	1
XM_027376762.1	1	1	1	1
XM_027376809.1	1	1	1	1
XM_027376810.1	1	1	1	1
XM_027376811.1	1	1	1	1
XM_027376812.1	1	1	1	1
XM_027376813.1	1	1	1	1
XM_027376818.1	1	1	1	1
XM_027376819.1	1	1	1	1
XM_027376870.1	1	1	1	1
XM_027376871.1	1	1	1	1
XM_027376898.1	1	1	1	1
XM_027376919.1	1	1	1	1
XM_027376937.1	1	1	1	1
XM_027376946.1	1	1	1	1
XM_027376952.1	1	1	1	1
XM_027376957.1	1	1	1	1
XM_027376963.1	1	1	1	1
XM_027376974.1	1	1	1	1
XM_027376975.1	1	1	1	1
XM_027376976.1	1	1	1	1
XM_027376977.1	1	1	1	1
XM_027376978.1	1	1	1	1
XM_027376979.1	1	1	1	1
XM_027376980.1	1	1	1	1
XM_027377003.1	1	1	1	1
XM_027377018.1	1	1	1	1
XM_027377021.1	1	1	1	1
XM_027377057.1	1	1	1	1
XM_027377058.1	1	1	1	1
XM_027377101.1	1	1	1	1
XM_027377104.1	1	1	1	1
XM_027377136.1	1	1	1	1
XM_027377153.1	1	1	1	1
XM_027377165.1	1	1	1	1
XM_027377176.1	1	1	1	1
XM_027377182.1	1	1	1	1
XM_027377193.1	1	1	1	1
XM_027377195.1	1	1	1	1
XM_027377198.1	1	1	1	1
XM_027377276.1	1	1	1	1
XM_027377280.1	1	1	1	1
XM_027377289.1	1	1	1	1
XM_027377291.1	1	1	1	1
XM_027377374.1	1	1	1	1
XM_027377376.1	1	1	1	1
XM_027377417.1	1	1	1	1
XM_027377422.1	1	1	1	1
XM_027377423.1	1	1	1	1
XM_027377425.1	1	1	1	1
XM_027377459.1	1	1	1	1
XM_027377460.1	1	1	1	1
XM_027377476.1	1	1	1	1
XM_027377477.1	1	1	1	1
XM_027377478.1	1	1	1	1
XM_027377479.1	1	1	1	1
XM_027377480.1	1	1	1	1
XM_027377481.1	1	1	1	1
XM_027377490.1	1	1	1	1
XM_027377492.1	1	1	1	1
XM_027377493.1	1	1	1	1
XM_027377495.1	1	1	1	1
XM_027377497.1	1	1	1	1
XM_027377539.1	1	1	1	1
XM_027377571.1	1	1	1	1
XM_027377572.1	1	1	1	1
XM_027377576.1	1	1	1	1
XM_027377587.1	1	1	1	1
XM_027377588.1	1	1	1	1
XM_027377648.1	1	1	1	1
XM_027377660.1	1	1	1	1
XM_027377680.1	1	1	1	1
XM_027377686.1	1	1	1	1
XM_027377687.1	1	1	1	1
XM_027377773.1	1	1	1	1
XM_027377774.1	1	1	1	1
XM_027377775.1	1	1	1	1
XM_027377777.1	1	1	1	1
XM_027377778.1	1	1	1	1
XM_027377788.1	1	1	1	1
XM_027377829.1	1	1	1	1
XM_027377882.1	1	1	1	1
XM_027377900.1	1	1	1	1
XM_027377945.1	1	1	1	1
XM_027377946.1	1	1	1	1
XM_027377969.1	1	1	1	1
XM_027377985.1	1	1	1	1
XM_027377987.1	1	1	1	1
XM_027378012.1	1	1	1	1
XM_027378022.1	1	1	1	1
XM_027378026.1	1	1	1	1
XM_027378066.1	1	1	1	1
XM_027378126.1	1	1	1	1
XM_027378214.1	1	1	1	1
XM_027378245.1	1	1	1	1
XM_027378246.1	1	1	1	1
XM_027378291.1	1	1	1	1
XM_027378320.1	1	1	1	1
XM_027378347.1	1	1	1	1
XM_027378360.1	1	1	1	1
XM_027378454.1	1	1	1	1
XM_027378475.1	1	1	1	1
XM_027378483.1	1	1	1	1
XM_027378484.1	1	1	1	1
XM_027378511.1	1	1	1	1
XM_027378518.1	1	1	1	1
XM_027378521.1	1	1	1	1
XM_027378558.1	1	1	1	1
XM_027378566.1	1	1	1	1
XM_027378659.1	1	1	1	1
XM_027378660.1	1	1	1	1
XM_027378663.1	1	1	1	1
XM_027378686.1	1	1	1	1
XM_027378702.1	1	1	1	1
XM_027378704.1	1	1	1	1
XM_027378706.1	1	1	1	1
