ID	padj
XR_003476574.1	2.53835716791019e-94
XR_003476141.1	1.07194264323225e-93
XM_027381851.1	4.9195570534227e-93
XM_027373330.1	5.46807085759331e-93
XM_027363223.1	5.03803778199915e-92
XM_027371996.1	3.05673922874106e-91
XM_027367222.1	3.07692698321324e-91
XM_027373322.1	3.35215047153087e-91
XM_027366311.1	1.44771026457276e-90
XM_027381865.1	3.36215731482126e-90
XM_027359148.1	5.99763831169858e-90
XM_027371197.1	1.42305898635184e-89
XM_027354360.1	2.00641714731346e-89
XM_027370783.1	2.41071129659752e-89
XM_027373346.1	2.69695383208944e-89
XM_027367243.1	9.94195021540911e-89
XM_027370936.1	1.02163958913374e-88
XM_027373313.1	1.41793518307045e-88
XM_027368559.1	1.79481676009104e-88
XM_027372314.1	8.15793074460914e-88
XM_027365370.1	7.10396991476108e-87
XR_003475816.1	2.12402185031092e-86
XM_027354137.1	1.31644544179656e-85
XM_027359526.1	1.44025508900428e-85
XM_027354133.1	3.11780962362584e-85
XM_027370962.1	3.16312404161517e-85
XM_027381853.1	8.12407001431564e-85
XM_027354376.1	8.46135219005953e-85
XM_027354134.1	8.63866085271147e-85
XM_027357161.1	9.2652641130236e-85
XM_027360238.1	2.62504975507103e-84
XM_027373318.1	9.03581633334121e-84
XM_027354368.1	1.31106134933128e-83
XM_027367224.1	1.62986166739184e-83
XM_027371491.1	1.97094186135033e-83
XM_027367223.1	2.9921351473726e-83
XM_027373320.1	9.39235977233007e-83
XM_027376055.1	9.80168401115639e-83
XM_027373319.1	1.23619806586572e-82
XM_027355870.1	2.2007421138948e-82
XM_027363221.1	3.16545846068948e-82
XM_027363218.1	5.34677599843138e-82
XM_027371490.1	2.22572861910433e-81
XM_027358535.1	7.80816859195816e-81
XM_027363227.1	8.91175939085263e-81
XM_027352549.1	3.39789253275173e-80
XM_027373323.1	7.31669141417744e-80
XM_027367225.1	7.56417363126224e-79
XM_027381855.1	8.15887154629645e-79
XM_027365225.1	9.97622586942756e-79
XR_003475500.1	1.62091241297656e-78
XM_027363229.1	5.06468563946724e-78
XM_027373519.1	7.70182482274417e-78
XM_027366313.1	1.29517085155618e-77
XM_027367423.1	1.83369206067581e-77
XM_027363212.1	2.63227123474586e-77
XM_027381669.1	8.20561224746736e-77
XM_027371152.1	1.26723176872083e-76
XM_027369862.1	7.72193584486682e-76
XM_027353560.1	1.95634626720079e-75
XM_027363217.1	2.40574956505289e-75
XM_027357535.1	1.10026320219672e-74
XM_027383691.1	1.34774306285081e-74
XM_027367242.1	1.09915638482683e-73
XM_027358655.1	1.24095408198415e-73
XM_027372149.1	1.60822079393562e-73
XM_027383361.1	1.6382176683792e-73
XM_027373344.1	7.3038008028892e-73
XM_027362706.1	1.45601619295775e-72
XM_027378245.1	2.02049237216663e-72
XM_027367149.1	7.93878868577658e-72
XM_027367241.1	3.44455345842792e-71
XM_027373324.1	3.94010727151922e-71
XM_027380490.1	2.21689256936153e-70
XM_027361149.1	3.73345888158946e-70
XM_027366312.1	2.59516293396443e-69
XM_027357536.1	2.77844860774892e-69
XM_027360666.1	2.88871513460608e-69
XM_027373327.1	4.70245249642394e-69
XM_027364372.1	7.35172268149259e-69
XM_027367406.1	1.80284603164419e-68
XM_027367246.1	2.20304428730867e-68
XM_027362845.1	3.49234496160077e-68
XM_027368450.1	4.16167892468912e-68
XM_027354132.1	5.91282289374579e-68
XM_027378454.1	5.96254243966821e-68
XM_027366769.1	5.98377407080706e-68
XM_027363538.1	1.70904401339447e-67
XM_027365559.1	4.0036651078583e-67
XM_027376054.1	4.02336291135008e-67
XM_027367001.1	9.21611914311831e-67
XR_003476994.1	8.06822484988926e-66
XM_027370544.1	1.46658638226994e-65
XM_027357870.1	3.40785098439464e-65
XM_027371797.1	4.18685075572803e-65
XM_027379824.1	1.6595092910731e-64
XM_027371798.1	3.63184547285014e-64
XM_027373325.1	3.66482028725774e-64
XM_027360538.1	4.057355819963e-64
XM_027373340.1	6.74538344751886e-64
XM_027369251.1	1.32672639661996e-63
XM_027367239.1	1.53458959427639e-63
XM_027370790.1	1.65346552317224e-63
XM_027374841.1	1.98526782400501e-63
XR_003477752.1	2.31134741006663e-63
XM_027356630.1	4.94098470399084e-63
XM_027376330.1	6.71020769880699e-63
XM_027353808.1	1.95752216368574e-62
XM_027371784.1	5.19772579222632e-62
XM_027375418.1	9.95431633359409e-62
XM_027365226.1	3.90300298463659e-61
XM_027378530.1	5.67828057493448e-61
XM_027383692.1	5.83803430685001e-61
XM_027354624.1	6.05288258694328e-61
XM_027366154.1	6.31692696480768e-61
XM_027382193.1	8.27678080303782e-61
XM_027380772.1	1.1299248905238e-60
XM_027376573.1	1.59640171367596e-60
XM_027354941.1	3.50502783861079e-60
XM_027381957.1	4.17978389214034e-60
XM_027360239.1	5.38929806685931e-60
XR_003476309.1	3.7198390920966e-59
XM_027375035.1	5.63551772504216e-59
XM_027356611.1	8.16353619930596e-59
XM_027363220.1	1.01303432338177e-58
XM_027373328.1	1.07376328505178e-58
XM_027380424.1	1.46731898218748e-58
XM_027380116.1	1.4838839337683e-58
XM_027361148.1	6.01774465919844e-58
XM_027364574.1	1.08880045814331e-57
XM_027375131.1	2.7304034099937e-57
XM_027375602.1	2.75442767861941e-57
XM_027371769.1	4.24163964877886e-57
XM_027363739.1	4.67310724673381e-57
XM_027358624.1	5.8467359555563e-57
XR_003477687.1	1.02333112348849e-56
XM_027371488.1	1.36807742507923e-56
XM_027354135.1	1.83922270439541e-56
XM_027355909.1	2.29689036723368e-56
XM_027373988.1	2.85073498543715e-56
XM_027371429.1	9.34528521124336e-56
XR_003476908.1	3.57420869626089e-55
XM_027364575.1	4.29858956030517e-55
XM_027366461.1	6.9197693309234e-55
XM_027366299.1	1.02038009613013e-54
XM_027369732.1	1.04359754798181e-54
XM_027359025.1	3.35516337574501e-54
XM_027356629.1	3.73556176838784e-54
XM_027373037.1	3.83954363729912e-54
XM_027358137.1	5.78953195783816e-54
XM_027353004.1	5.88714702037507e-54
XM_027355871.1	1.34946043064123e-53
XM_027356566.1	1.82879342587711e-53
XM_027352492.1	4.0467288507154e-53
XM_027352823.1	2.35935481480249e-52
XM_027371487.1	2.81594687990226e-52
XM_027371492.1	5.55053729276504e-52
XM_027373383.1	5.55053729276504e-52
XM_027371495.1	1.13128742458222e-51
XM_027373321.1	1.71538510912578e-51
XM_027357932.1	2.20916980889403e-51
XM_027383355.1	2.97193110189876e-51
XM_027380771.1	3.69420528652202e-51
XM_027363222.1	3.74042829787565e-51
XM_027383353.1	3.80751060172725e-51
XM_027380457.1	3.90348921339073e-51
XM_027360929.1	4.25672873183181e-51
XM_027383718.1	8.7110832465994e-51
XM_027374657.1	1.00924357148604e-50
XM_027376288.1	1.02951844434707e-50
XM_027371493.1	1.20019040373804e-50
XM_027383083.1	1.69393904290465e-50
XM_027377318.1	2.2090352503949e-50
XM_027364270.1	2.4670395218216e-50
XM_027376198.1	2.57101827227961e-50
XM_027353306.1	3.72134483696672e-50
XM_027373329.1	3.77036952743712e-50
XM_027371223.1	4.70058205332106e-50
XM_027354942.1	5.01892355441129e-50
XM_027356468.1	5.31932413897755e-50
XM_027370634.1	7.74335551301281e-50
XM_027375601.1	8.27324432327853e-50
XM_027378246.1	1.26473587921931e-49
XM_027381866.1	1.74284763217628e-49
XM_027375603.1	2.57832128661623e-49
XM_027367206.1	2.92885164348349e-49
XM_027371430.1	3.96368277050319e-49
XM_027375315.1	4.02337704345128e-49
XM_027378805.1	4.24493027825657e-49
XM_027361002.1	4.70720577441065e-49
XM_027356470.1	5.71082325996984e-49
XM_027358097.1	7.52162030970025e-49
XR_003476142.1	1.25718009771801e-48
XR_003476379.1	1.40817867360629e-48
XM_027360926.1	2.57687177725924e-48
XM_027373347.1	2.70307202127004e-48
XM_027379601.1	3.12926666540051e-48
XM_027358162.1	3.85184451579385e-48
XM_027358163.1	4.61426457643749e-48
XM_027367247.1	5.22313997531381e-48
XM_027372174.1	9.19916228144669e-48
XR_003476545.1	1.1582580018252e-47
XM_027380770.1	1.2840410970776e-47
XM_027380057.1	2.06752877756905e-47
XM_027367189.1	5.22311310276642e-47
XM_027362945.1	5.62297870176167e-47
XM_027375615.1	8.68153172020885e-47
XM_027377145.1	8.83084212320021e-47
XM_027354623.1	9.50681601597997e-47
XM_027363253.1	1.52032807179742e-46
XM_027380059.1	1.55514666590078e-46
XM_027360925.1	1.91025286818372e-46
XM_027366310.1	1.94016766346665e-46
XM_027367205.1	2.45346088295194e-46
XM_027354920.1	2.76639027089367e-46
XM_027356631.1	3.25689042151741e-46
XM_027369450.1	3.78841072069898e-46
XM_027362944.1	4.56682872652176e-46
XM_027358165.1	5.26342757891911e-46
XM_027354432.1	6.15598549428661e-46
XM_027366700.1	7.26652414629132e-46
XM_027381061.1	8.12170770104448e-46
XM_027364373.1	1.37116063868365e-45
XM_027367385.1	1.40291215238883e-45
XM_027353007.1	1.54206273822038e-45
XM_027350780.1	1.60275420154012e-45
XM_027371553.1	1.96095194827638e-45
XM_027374156.1	2.4591858974525e-45
XM_027379494.1	2.82586638252942e-45
XM_027355170.1	3.42326972299894e-45
XM_027352176.1	3.84834003103359e-45
XM_027369731.1	5.68848513829459e-45
XM_027352461.1	6.72928572212838e-45
XM_027358102.1	8.96556030970287e-45
XM_027371552.1	1.22154922190565e-44
XM_027352825.1	1.29992438780378e-44
XR_003477646.1	1.4020445088293e-44
XM_027371315.1	1.87553789964727e-44
XM_027376311.1	2.03840086763333e-44
XM_027372995.1	2.47070467440978e-44
XM_027376287.1	2.81195525031109e-44
XM_027366462.1	5.24710862543682e-44
XM_027378125.1	5.35952907755359e-44
XM_027370789.1	5.76555574994637e-44
XM_027363966.1	8.84757136950423e-44
XM_027356561.1	1.58796216889608e-43
XM_027380303.1	1.82132859507473e-43
XM_027367234.1	2.57059895015879e-43
XM_027366305.1	4.1634342316037e-43
XM_027361001.1	4.35243486786738e-43
XM_027368470.1	4.64249524634865e-43
XM_027362415.1	4.9763596530232e-43
XM_027378495.1	5.34996852515994e-43
XM_027351003.1	6.18523527017153e-43
XM_027355456.1	6.96488263252349e-43
XM_027355579.1	7.70414089495635e-43
XR_003476993.1	9.06898842080978e-43
XM_027356564.1	1.07488286982866e-42
XM_027361608.1	1.21168653800826e-42
XR_003476755.1	1.23540157701474e-42
XM_027376200.1	1.25103055166159e-42
XM_027358156.1	1.63793694713517e-42
XM_027352824.1	1.75867744493798e-42
XM_027361000.1	2.01297404961204e-42
XM_027369500.1	2.21929172161307e-42
XM_027376286.1	2.63862395194127e-42
XM_027359446.1	2.92542261320783e-42
XM_027354259.1	5.89479215652658e-42
XM_027360592.1	7.07281107876512e-42
XM_027380455.1	7.26525668316154e-42
XM_027367939.1	8.16306772006611e-42
XM_027375747.1	8.81697673144989e-42
XM_027368541.1	9.14169717268266e-42
XM_027376289.1	1.13529640710417e-41
XM_027357897.1	1.17633209130026e-41
XM_027380058.1	1.27769464915333e-41
XM_027379868.1	1.65228639405739e-41
XM_027375613.1	1.66660625979236e-41
XM_027352899.1	1.81895159491204e-41
XM_027355819.1	2.01653531615021e-41
XM_027374148.1	2.32863847267696e-41
XM_027360019.1	2.45892408113454e-41
XM_027356565.1	3.35153497767836e-41
XM_027351355.1	3.67106527441202e-41
XR_003476174.1	4.17381671477851e-41
XM_027373775.1	4.4679644425937e-41
XM_027358201.1	4.69935547143862e-41
XM_027358116.1	4.77249702146075e-41
XM_027367245.1	4.84488454149695e-41
XM_027366703.1	5.77742906994435e-41
XM_027371551.1	6.36539178419642e-41
XM_027379675.1	6.96852699650386e-41
XM_027355788.1	8.13713020763706e-41
XM_027358160.1	8.35149605524107e-41
XM_027371555.1	9.58915391590118e-41
XM_027361191.1	1.03622011229546e-40
XM_027376290.1	1.34852259913267e-40
XM_027369400.1	1.38813598281546e-40
XM_027381164.1	1.59748877701946e-40
XM_027383354.1	1.92250809784806e-40
XM_027366419.1	2.54067132424561e-40
XM_027373991.1	2.56576750197787e-40
XM_027380967.1	2.77267867847305e-40
XM_027369037.1	3.396271171123e-40
XM_027363011.1	3.50657139422741e-40
XM_027364371.1	3.71211293191418e-40
XM_027370471.1	4.04140788877313e-40
XM_027353003.1	4.90214951586161e-40
XM_027370990.1	4.92545038060716e-40
XM_027369796.1	6.17889102360406e-40
XM_027368485.1	6.88279195059132e-40
XM_027360930.1	7.75173278724783e-40
XM_027353006.1	8.42113439064385e-40
XM_027358158.1	9.34829658975219e-40
XM_027369512.1	1.018466553851e-39
XM_027359243.1	1.04337335045919e-39
XM_027357057.1	1.74151569782519e-39
XM_027371486.1	1.97808420490669e-39
XR_003476289.1	2.02865482732161e-39
XM_027368928.1	2.05995645673913e-39
XR_003476287.1	2.20046450245786e-39
XM_027359416.1	2.49012936974516e-39
XM_027358157.1	2.71494514702467e-39
XM_027358145.1	3.40400220656259e-39
XR_003476288.1	3.53445334505349e-39
XM_027374779.1	3.98287440421684e-39
XM_027354645.1	4.17167218554182e-39
XM_027363087.1	4.47156120376763e-39
XM_027358202.1	6.04587928477052e-39
XM_027383587.1	6.42178316730129e-39
XM_027361417.1	6.64182894451325e-39
XM_027377590.1	1.07588742765069e-38
XM_027360316.1	1.14901464828705e-38
XM_027357036.1	1.17995598259873e-38
XM_027367563.1	1.31930856786332e-38
XM_027360020.1	1.33007752740313e-38
XR_003475586.1	1.39754868889037e-38
XM_027350653.1	1.52407856870782e-38
XM_027383630.1	2.20388656659654e-38
XM_027351333.1	2.31667154830622e-38
XM_027371554.1	2.39409981419969e-38
XM_027380070.1	2.39409981419969e-38
XM_027361550.1	2.41108713824216e-38
XM_027371314.1	2.48734669222699e-38
XM_027383586.1	2.52422132507204e-38
XM_027365823.1	3.3619023536571e-38
XR_003476716.1	3.43916207709882e-38
XM_027381166.1	3.61305057540593e-38
XM_027358466.1	3.6685028017026e-38
XR_003476715.1	4.38343904535085e-38
XM_027383817.1	6.02441859309346e-38
XM_027373704.1	6.84449025995116e-38
XM_027380334.1	7.98644350941085e-38
XM_027377238.1	8.02422525431739e-38
XM_027372443.1	9.53171665533392e-38
XR_003474915.1	9.9141271744594e-38
XM_027368542.1	1.00360609716866e-37
XM_027360018.1	1.00482547784986e-37
XR_003477397.1	1.07704708750808e-37
XR_003477628.1	1.28109988493643e-37
XM_027364617.1	1.31276287597988e-37
XM_027383125.1	1.43700110401403e-37
XM_027379708.1	1.51808788852764e-37
XM_027366308.1	1.5999852613892e-37
XM_027355821.1	1.65448345743032e-37
XM_027359550.1	1.86104269048556e-37
XM_027364618.1	1.99995584169952e-37
XM_027360928.1	2.08858297708843e-37
XM_027371770.1	2.15275163627193e-37
XM_027368543.1	2.36672181938639e-37
XM_027364136.1	2.46183721756665e-37
XM_027362705.1	2.88024576201348e-37
XM_027354044.1	2.917127166901e-37
XM_027368359.1	3.09357269815517e-37
XM_027354117.1	3.09438272590652e-37
XM_027355469.1	3.60791547227564e-37
XM_027371539.1	5.22266181586107e-37
XM_027360017.1	5.98945819638504e-37
XM_027369235.1	6.08606201591442e-37
XM_027364597.1	8.10889721390201e-37
XR_003476575.1	8.34640730344306e-37
XM_027359212.1	8.36691980396998e-37
XM_027376768.1	9.12385277864081e-37
XM_027359415.1	1.10241161592744e-36
XM_027383151.1	1.19157170817636e-36
XM_027370287.1	1.19852997205841e-36
XM_027355580.1	1.43515649841117e-36
XM_027354170.1	1.51371913281426e-36
XM_027362104.1	1.73798577639289e-36
XM_027355171.1	2.12137070024857e-36
XM_027361672.1	2.23544825437001e-36
XM_027356469.1	2.24664920956061e-36
XM_027367186.1	2.65661558613496e-36
XM_027378921.1	3.05600507490536e-36
XM_027365505.1	3.28022651705221e-36
XR_003476007.1	4.29027931586824e-36
XM_027359414.1	4.3790501840116e-36
XM_027361776.1	4.54435299540429e-36
XM_027371312.1	4.73343310375372e-36
XM_027367644.1	4.86527827219658e-36
XM_027375614.1	5.75182504882682e-36
XM_027364362.1	6.29715282070799e-36
XM_027352535.1	8.08820351847177e-36
XM_027354223.1	9.48726397431701e-36
XM_027354945.1	9.48726397431701e-36
XM_027352305.1	1.02611100960575e-35
XM_027361439.1	1.12738360244689e-35
XM_027354644.1	1.13492281563798e-35
XM_027357079.1	1.13492281563798e-35
XM_027371537.1	1.20863980590492e-35
XM_027378527.1	1.20988854630336e-35
XM_027365875.1	1.37415944394189e-35
XM_027355949.1	1.39448349484967e-35
XM_027352736.1	1.43289012383029e-35
XM_027354617.1	1.49967016451649e-35
XM_027354714.1	1.85962016476426e-35
XM_027372961.1	2.14525932853331e-35
XM_027356825.1	2.14829435164903e-35
XM_027358078.1	2.16557260351144e-35
XM_027371557.1	2.17075733846453e-35
XM_027361674.1	2.30015381969841e-35
XM_027366309.1	3.40277877187718e-35
XM_027373274.1	3.72099134489849e-35
XM_027375869.1	4.15438298908324e-35
XM_027365157.1	4.24304406360819e-35
XM_027358159.1	5.26717669693704e-35
XM_027369606.1	5.33882428714646e-35
XM_027350660.1	5.82995534709607e-35
XM_027374613.1	7.48933881258331e-35
XM_027380152.1	7.69846621893203e-35
XM_027360578.1	9.27746187448247e-35
XM_027374778.1	9.99893254178986e-35
XM_027356176.1	1.1626449484115e-34
XM_027360184.1	1.18477837750785e-34
XM_027376802.1	1.26915687795468e-34
XM_027360998.1	1.2741027853521e-34
XM_027354682.1	1.48660280477806e-34
XM_027370481.1	1.56084138165885e-34
XM_027350702.1	1.57254736409227e-34
XM_027361321.1	1.6212679503786e-34
XM_027356563.1	1.64659939950508e-34
XM_027352309.1	1.73175261994623e-34
XM_027374011.1	1.92565907291658e-34
XM_027370131.1	1.99959617041248e-34
XM_027356471.1	2.01033175449681e-34
XM_027373118.1	2.12316043231091e-34
XM_027371482.1	2.15357067824307e-34
XM_027353005.1	2.60656704111155e-34
XM_027379966.1	2.77737091641555e-34
XM_027376620.1	3.0494617505204e-34
XM_027379996.1	3.21852173499384e-34
XM_027379050.1	4.1091189662444e-34
XM_027359111.1	5.06275850098768e-34
XM_027361792.1	5.09878119938882e-34
XM_027380863.1	5.12130823354e-34
XM_027352835.1	5.16635996313776e-34
XM_027380289.1	5.36491058524874e-34
XM_027360999.1	5.73333767936671e-34
XM_027370482.1	5.96447399217672e-34
XM_027361673.1	6.52584228096271e-34
XR_003477731.1	7.4006531324769e-34
XM_027368477.1	8.02437861607241e-34
XM_027352556.1	9.82477858553155e-34
XM_027372918.1	1.03274024182098e-33
XM_027368462.1	1.15782390498385e-33
XM_027358596.1	1.19858828549689e-33
XM_027368905.1	1.27146706255128e-33
XR_003476992.1	1.34832437102606e-33
XM_027358161.1	1.41052103326474e-33
XM_027365007.1	1.49145837545595e-33
XM_027383520.1	2.01635806473364e-33
XM_027358164.1	2.08478942240498e-33
XM_027350951.1	2.12281248765081e-33
XM_027383217.1	2.42475119971646e-33
XR_003476046.1	2.51512134328784e-33
XM_027362037.1	2.55286182868475e-33
XM_027357062.1	2.74926506558734e-33
XM_027366477.1	2.78244234201921e-33
XM_027380761.1	3.4230359236691e-33
XM_027376316.1	3.51270382386076e-33
XM_027374774.1	3.67174924169408e-33
XM_027373278.1	4.67137124281012e-33
XM_027377764.1	5.31071919310263e-33
XM_027381165.1	6.9541066091338e-33
XM_027374272.1	7.1069513626584e-33
XM_027356044.1	8.98058817126495e-33
XM_027357670.1	9.1391884620391e-33
XM_027370402.1	1.05572260232622e-32
XM_027373275.1	1.11891028754867e-32
XM_027380760.1	1.11891028754867e-32
XM_027371310.1	1.35652610764084e-32
XM_027376202.1	1.39639922157968e-32
XM_027372999.1	1.45115274888279e-32
XM_027372339.1	1.69409972015388e-32
XM_027373276.1	1.70932764813292e-32
XM_027352306.1	1.74147805651312e-32
XM_027368790.1	1.74147805651312e-32
XM_027363479.1	1.83259414935369e-32
XM_027352678.1	2.25910644444834e-32
XM_027375880.1	2.55777940403988e-32
XM_027364363.1	2.70690990575645e-32
XM_027359304.1	2.72759674081827e-32
XM_027362424.1	3.06199285940113e-32
XM_027350938.1	3.26118220120452e-32
XM_027375051.1	3.78677568557187e-32
XM_027365741.1	4.94439991269467e-32
XM_027370124.1	5.51016478915778e-32
XM_027360558.1	5.95379324699947e-32
XM_027366152.1	6.78930180153161e-32
XM_027360995.1	7.19850605152334e-32
XM_027380244.1	7.89477174171272e-32
XM_027365747.1	8.0237048778737e-32
XM_027359748.1	8.03420214938801e-32
XM_027373273.1	8.93760833881841e-32
XM_027376148.1	8.93760833881841e-32
XM_027376212.1	8.93760833881841e-32
XM_027377239.1	9.85871631060535e-32
XM_027375044.1	1.03129164616287e-31
XM_027359618.1	1.06385084460192e-31
XM_027359306.1	1.07584329211214e-31
XM_027369560.1	1.1096847844423e-31
XM_027365647.1	1.12160082591449e-31
XM_027361131.1	1.1496803800928e-31
XM_027362636.1	1.22954375782812e-31
XM_027357569.1	1.36160354621603e-31
XM_027352009.1	1.40347621894633e-31
XM_027365792.1	1.56158044652736e-31
XM_027377139.1	1.75484032471866e-31
XM_027363215.1	1.84661466093333e-31
XM_027374776.1	1.87025772187634e-31
XM_027371499.1	1.88049962999154e-31
XM_027375142.1	1.93451376141058e-31
XM_027374966.1	2.06845265515897e-31
XM_027364364.1	2.13441471416387e-31
XM_027369993.1	2.14807843426849e-31
XM_027355829.1	2.2349076246984e-31
XM_027365938.1	2.30987001559644e-31
XM_027356510.1	2.51755242802137e-31
XM_027383218.1	2.60591257177413e-31
XM_027357961.1	2.6383352442092e-31
XM_027370575.1	2.72911870863237e-31
XM_027361138.1	2.97818727542307e-31
XM_027350736.1	3.10808122409112e-31
XM_027366517.1	3.12706621536491e-31
XM_027368432.1	3.1511116780522e-31
XM_027381022.1	3.66708024748755e-31
XM_027373277.1	3.86457548519879e-31
XM_027371297.1	4.00297515962322e-31
XM_027379986.1	4.56291509241428e-31
XM_027352930.1	5.55144424870527e-31
XM_027354118.1	6.00134552324812e-31
XM_027366513.1	6.44396596013587e-31
XR_003476489.1	6.82749105889812e-31
XM_027379867.1	6.88584117927608e-31
XM_027360317.1	7.11178792759671e-31
XM_027357358.1	7.26518589171193e-31
XM_027355828.1	7.29634406736246e-31
XM_027353766.1	8.10135977057839e-31
XM_027366518.1	8.19334857622942e-31
XM_027369311.1	8.28420234263974e-31
XM_027353892.1	8.5934111029115e-31
XM_027363561.1	9.03685312980572e-31
XM_027359305.1	9.14116736387553e-31
XM_027358592.1	9.16257899383589e-31
XM_027370337.1	1.00624771187759e-30
XM_027379564.1	1.0208105145676e-30
XM_027371294.1	1.07594001317977e-30
XM_027368486.1	1.08549221694546e-30
XM_027369485.1	1.17665550610814e-30
XM_027379597.1	1.24984746513145e-30
XM_027368306.1	1.27264892587029e-30
XM_027383219.1	1.34229190540729e-30
XM_027378918.1	1.34949775375523e-30
XM_027376628.1	1.37547379186657e-30
XR_003475953.1	1.41541049520793e-30
XM_027359485.1	1.50415561199287e-30
XM_027353890.1	1.63519264891938e-30
XM_027372596.1	1.99486770986126e-30
XM_027360996.1	2.10795433759175e-30
XM_027371497.1	2.1514589492144e-30
XR_003475626.1	2.18044682087067e-30
XM_027383577.1	2.25780874643637e-30
XM_027361136.1	2.48441416705503e-30
XM_027366514.1	2.49636439242904e-30
XM_027363564.1	2.72314951157687e-30
XR_003476776.1	2.81598265727369e-30
XR_003476383.1	3.00402982774156e-30
XM_027374280.1	3.06453860871669e-30
XM_027370786.1	3.32173407256975e-30
XM_027377458.1	3.71358653047426e-30
XM_027352010.1	3.85922403334183e-30
XM_027360939.1	4.01448748885322e-30
XM_027368018.1	4.15227046216047e-30
XM_027373272.1	4.26982124901288e-30
XM_027368153.1	4.35206203019559e-30
XM_027355601.1	4.50117025202464e-30
XM_027376169.1	4.50117025202464e-30
XM_027354116.1	4.8551737013166e-30
XM_027357533.1	5.2314055160507e-30
XM_027369591.1	5.30620721534326e-30
