ID	ovary_1_normalized	ovary_2_normalized	ovary_3_normalized	ovary_4_normalized	ovary_5_normalized	muscle_1_normalized	muscle_2_normalized	muscle_3_normalized	muscle_4_normalized	muscle_5_normalized
XM_027350592.1	117.363909126239	154.406698723847	116.442204776706	167.254214963312	124.608792057183	75.6413464254978	4.57035913616123	6.97026833122112	12.4907832019886	31.4863378494132
XM_027350593.1	115.522906630141	182.592048490899	135.982163797454	210.997625030639	162.120781361595	73.5830784955523	9.14071827232246	0	45.7995384072915	18.8918027096479
XM_027350594.1	100.794886661358	145.828548794745	111.258134016099	153.745220677813	118.141207694353	77.1850473729569	9.14071827232246	10.4554024968317	0	14.6936243297261
XM_027350595.1	100.334636037334	141.335232165215	113.252007385563	154.710148841063	126.333481220604	66.8937077232293	9.14071827232246	13.9405366624422	20.8179720033143	37.7836054192958
XM_027350597.1	228.744560140161	206.692564958378	254.418241943624	374.392127340951	291.903640909041	499.129973011788	310.784421258964	275.325599083234	353.905524056343	224.602543325814
XM_027350602.1	87.9078691886734	123.770448977052	135.982163797454	204.24312788789	140.562166818829	21.6118132644279	0	0	0	10.4954459498044
XM_027350603.1	2018.19898634729	2669.43856127075	2563.72237845699	3116.07468185493	2568.06216433419	1336.84502049961	1243.13768503585	989.778103033399	1211.60597059289	906.806530063099
XM_027350604.1	44.1840599063489	66.1742994530775	59.4174264100313	59.8255461214922	70.2810834094147	16.4661434395641	73.1257461785796	87.128354140264	79.1082936125944	94.4590135482395
XM_027350605.1	34.9790474258596	69.0336827627783	57.82232771446	57.2524043528259	66.4005327917169	21.6118132644279	86.8368235870633	118.494561630759	62.4539160099429	113.350816257887
XM_027350606.1	36.8200499219574	68.2167161028638	59.0186517361385	68.8315423118244	57.7770869746108	13.8933085271322	45.7035913616123	62.7324149809901	24.9815664039772	109.152637877966
XM_027350607.1	45.5648117784223	81.2881826614964	73.7733146701731	79.7673948286563	77.1798400630995	20.5826792994552	63.9850279062572	115.009427465148	24.9815664039772	92.3599243582786
XM_027350608.1	467.614634008859	396.637313388507	331.780528678832	263.747031288299	340.194937484835	220.23466850417	342.776935212092	397.305294879604	337.251146453692	37.7836054192958
XM_027350617.1	348.409722386522	372.128313591071	363.682502590259	275.326169247298	259.996891385749	189.360649554988	228.517956808061	156.831037452475	262.30644724176	176.323491956714
XM_027350619.1	1092.63498143409	1305.10423921347	1328.31843873701	807.001587197978	840.354794876989	2645.38885696248	12522.7840330818	12201.4547138026	9721.99292554778	2751.90592803871
XM_027350621.1	40.5020549141532	58.8215995138466	31.9019739114262	75.2643967334902	47.4289519940835	17.4952774045369	0	0	0	25.1890702795305
XM_027350627.1	1655.52149461601	2276.0691145219	2154.97833771684	2524.57371778276	2445.60923373129	2821.37076497282	1691.03288037965	2404.74257427129	2631.39166121893	2455.93435225423
XM_027350635.1	13.807518720734	31.4532164067097	18.7424096729629	51.1411926522433	24.1456482878971	424.003193568777	886.649672415278	658.690357300396	711.974642513349	203.611651426205
XM_027350641.1	70.878596099768	104.571732469061	121.22750086342	146.025795371814	110.811278749813	113.71930312949	45.7035913616123	73.1878174778217	41.6359440066286	449.205086651628
XM_027350643.1	21.1715287051255	7.7611832691881	112.454458037777	69.474827753991	40.9613676312539	5.66023680735017	45.7035913616123	27.8810733248845	116.58064321856	279.178862264797
XM_027350644.1	5.52300748829361	2.04241664978634	6.77916945617807	3.8597126529995	3.44937832684244	3119.30504783243	11654.4157972111	14491.1878606087	12932.1242084588	16072.7259275304
XM_027350645.1	1.84100249609787	6.12724994935902	5.58284543449958	2.57314176866633	5.17406749026366	2900.09951329323	11019.1358772847	14379.6635673092	12736.4352716277	15136.5321488079
XM_027350646.1	36.8200499219574	34.3125997164105	31.9019739114262	58.2173325160758	51.7406749026366	30.8740189491828	9.14071827232246	59.2472808153795	24.9815664039772	310.66520011421
XM_027350647.1	123.807417862582	151.955798744104	137.976037166918	176.581853874727	142.718028273106	395.702009532026	781.53141228357	1355.71719042251	974.28108975511	770.365732715642
XM_027350648.1	135.773934087218	159.308498683335	149.141728035917	173.687069384977	183.67939590436	412.16815297159	923.212545504568	1306.92531210396	849.373257735224	890.013816543412
XM_027350649.1	112.761402885995	126.221348956796	121.626275537312	125.1190185014	111.673623331524	362.769722652897	699.264947832668	1164.03481131393	915.99076814583	751.473930005994
XM_027350660.1	0.920501248048936	0.816966659914537	10.3681415212135	0.964928163249874	5.17406749026366	658.131170600079	10470.6927809454	13163.3517435111	10342.3684912465	3327.05636608799
