ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	gills_1	gills_2	gills_3	gills_4	gills_5	muscle_1	muscle_2	muscle_3	muscle_4	muscle_5	gills_1_normalized	gills_2_normalized	gills_3_normalized	gills_4_normalized	gills_5_normalized	muscle_1_normalized	muscle_2_normalized	muscle_3_normalized	muscle_4_normalized	muscle_5_normalized	Expression
XM_027350619.1	2.51781516466412	6.23446346725844	4.94022406603952	0.00026992414535233	0.00164618724092758	0.328734103663741	10192	5554	6559	1968	3725	5141	2740	3501	2335	1311	42.3378447166067	37.4449672454555	38.6966748555706	13.4212721238406	37.1373507854778	90.1873489154361	339.365743584807	330.055626034736	267.242950341968	70.8261463526069	Down_gills_Up_muscle
XM_027350640.1	-3.58967484320966	4.12163919030307	-8.08666345963377	1.98433490705822e-06	3.18736147784589e-05	5.37463674852757	19407	5548	8056	9809	6812	154	42	60	38	202	80.6172049072984	37.4045153543009	47.5286495862901	66.894948304244	67.9139955840738	2.70158563177926	5.20195665348974	5.6564803090786	4.34913580856308	10.9129531374726	Up_gills_Down_muscle
XM_027350642.1	-4.50728931978462	2.37584789493392	-3.21145705745827	0.00681407107510587	0.0218034820074735	-2.5339328767119	701	4354	20008	10904	853	14	8	4	22	140	2.91197303241182	29.3545890145325	118.042852646784	74.362576848759	8.50420408590941	0.245598693798114	0.990848886378998	0.377098687271907	2.51792073127336	7.56343286755528	Up_gills_Down_muscle
XM_027350643.1	-4.51173536595987	2.55037033079805	-3.26955937791713	0.00609301954275244	0.0199255980024723	-2.43864982336958	748	4530	21546	11338	1033	11	10	8	28	133	3.10721230847938	30.5411778217345	127.116718468993	77.3223492581832	10.2987606339325	0.192970402269947	1.23856110797375	0.754197374543813	3.20462638525701	7.18526122417751	Up_gills_Down_muscle
XM_027350644.1	8.48209589485105	3.97700987382559	15.1561765312367	1.21164290508605e-09	6.53283897551175e-08	12.2805478056937	95	103	213	71	285	6062	2550	4158	3106	7657	0.394632579285482	0.694424131487562	1.25665371920057	0.484202398776769	2.84138120103656	106.344234414584	315.833082533306	391.994085419147	355.484626878867	413.665753334791	Down_gills_Up_muscle
XM_027350645.1	8.67298134696299	3.82526383966383	14.7938235172467	1.63315403406408e-09	8.3030924314429e-08	11.9804204410754	90	92	154	49	290	5636	2411	4126	3059	7211	0.373862443533615	0.620262331037434	0.908566538764731	0.334167852676925	2.8912299940372	98.8710170175838	298.617083132471	388.977295920972	350.105432589328	389.570817199579	Down_gills_Up_muscle
XM_027350653.1	10.9155831321326	-0.612330121012339	11.2492718226184	4.50856368409488e-08	1.3802890266135e-06	8.58182252854959	0	1	0	11	12	831	451	411	354	341	0	0.00674198185910254	0	0.0750172730499219	0.119637103201539	14.5780367533024	55.859105969616	38.7468901171884	40.515633585035	18.4223614845454	Down_gills_Up_muscle
XM_027350660.1	9.35714959216433	2.49794092442697	8.37346510194699	1.35034971784695e-06	2.33587569808657e-05	5.7128984763411	16	153	53	6	60	1279	2291	3777	2484	1585	0.0664644344059759	1.03152322444269	0.31268848412033	0.0409185125726847	0.598185516007696	22.437194954842	283.754349836786	356.075435456498	284.296140749229	85.6288649648223	Down_gills_Up_muscle
XM_027350677.1	1.97859758412859	6.48235869534002	4.60166330692766	0.000495944786948572	0.00267740600862224	-0.287762176234216	6591	5632	9584	6493	7117	3419	1961	2574	1883	4289	27.3791929481117	37.9708418304655	56.5435175813064	44.2806503557403	70.9547719571129	59.9787095782681	242.881833273652	242.663005259472	215.511124408534	231.711168349604	Down_gills_Up_muscle
XM_027350678.1	1.67246731244256	2.75259127481991	2.92150103082202	0.0119040372627895	0.034037384032938	-3.31529442619913	883	717	670	489	186	224	239	334	168	115	3.6680059737798	4.83400099297652	3.95285442189851	3.3348587746738	1.85437509962386	3.92957910076983	29.6016104805726	31.4877403872042	19.227758311542	6.21281985549184	Down_gills_Up_muscle
XM_027350690.1	11.4805147013111	0.254673312302668	15.4782872124233	9.3420603246747e-10	5.39798912275572e-08	11.5926467718478	23	0	2	6	2	3737	722	451	946	745	0.0955426244585904	0	0.011799565438503	0.0409185125726847	0.0199395172002565	65.5573084802538	89.4241119957046	42.5178769899075	108.270591444755	40.2482677594906	Down_gills_Up_muscle
XM_027350702.1	6.07880595094348	1.20433406159137	10.43543308803	1.09288568567419e-07	2.89554845985354e-06	7.99615490893731	43	35	90	28	31	418	218	290	219	405	0.17862316746606	0.235969365068589	0.530980444732635	0.190953058672529	0.309062516603976	7.33287528625799	27.0006321538277	27.3396548272132	25.064756370403	21.8799307954278	Down_gills_Up_muscle
XM_027350703.1	2.06224964919278	8.53135951284824	4.42977465771719	0.000679084628881986	0.00343704118594081	-0.602162303729196	57235	37048	33821	11550	21142	22652	10212	12654	9906	6652	237.755743951627	249.776943916031	199.536551347805	78.768136702418	210.780636323912	397.378686565349	1264.81860346279	1192.95169718468	1133.751034727	359.371110249841	Down_gills_Up_muscle
XM_027350704.1	1.91790918390665	7.96502228743614	4.86306725617602	0.000309662110693862	0.0018328610907781	0.191249776643062	47838	26909	24914	8642	11344	19904	5214	6768	5616	5373	198.720350819567	181.41998984659	146.987186667432	58.9362976088568	113.096941559855	349.171171525548	645.785761697512	638.050978864066	642.756492128691	290.273748552675	Down_gills_Up_muscle
XM_027350705.1	1.96829689605099	7.81530968301735	4.89880230552406	0.00029055000959646	0.00174867104957983	0.255396158119154	46118	24844	21105	7645	9275	18860	4971	5892	5045	4940	191.575424120925	167.497797307544	124.514914289803	52.1370047696957	92.4695110161897	330.856526073745	615.68872677375	555.466366351518	577.405004057914	266.881131183736	Down_gills_Up_muscle
XM_027350736.1	9.31400311979557	1.68766446463509	8.93426087231503	6.53217484978988e-07	1.29193598372597e-05	6.35040930990886	8	69	23	6	33	890	1140	1987	1413	980	0.033232217202988	0.465196748278075	0.135695002542785	0.0409185125726847	0.329002033804233	15.613059820023	141.195966309007	187.32377290232	161.719181513148	52.9440300728869	Down_gills_Up_muscle
XM_027350748.1	-4.30407446923506	-1.89756494880165	-5.4947180122649	0.000102994885336978	0.000759122076079689	1.58301288531508	73	295	304	194	199	8	0	0	0	0	0.303243981977265	1.98888464843525	1.79353394665246	1.3230319065168	1.98398196142553	0.14034211074178	0	0	0	0	Up_gills_Down_muscle
XM_027350755.1	1.87272799444189	6.95248690482413	4.53552092904987	0.000559465921727007	0.00295899970472922	-0.410315292440145	25715	10926	9060	6578	6044	9031	2815	3799	3179	1919	106.820808171854	73.6628937925544	53.4520314364186	44.8603292838533	60.2572209791753	158.428700263626	348.65495189461	358.149478236493	363.839545669001	103.67305480599	Down_gills_Up_muscle
XM_027350780.1	2.90897492144519	6.27049137370538	9.26076538421271	4.34606928001644e-07	9.31379150768081e-06	6.84078002646082	10208	3145	5117	3853	2494	8535	2301	3227	1702	3098	42.4043091510126	21.2035329468775	30.1891881744099	26.276504823759	24.8645779487199	149.727489397636	284.992910944759	304.224365956611	194.795503846694	167.367964454902	Down_gills_Up_muscle
XM_027350791.1	-6.47594782525768	-1.66120540777581	-4.97712185856434	0.000252835425404705	0.00156508363879403	0.712963456142731	186	95	1263	2846	350	0	0	0	0	0	0.77264904996947	0.640488276614741	7.45142557441465	19.4090144636434	3.48941551004489	0	0	0	0	0	Up_gills_Down_muscle
XM_027350793.1	-6.70240552577601	2.89503052525196	-7.73743796274632	3.21219188417925e-06	4.71183603422626e-05	4.87152484831687	11944	15517	26573	5932	9731	172	5	23	0	11	49.615700284061	104.615332507694	156.77492619867	40.4547694301943	97.0157209378482	3.01735538094826	0.619280553986874	2.16831745181346	0	0.594269725307915	Up_gills_Down_muscle
XM_027350794.1	-10.3028089624412	2.84101473406965	-11.783179049281	2.59445284704096e-08	8.65714089452006e-07	9.08126123341706	164682	11758	48174	26038	40647	32	0	2	2	2	684.093499177808	79.2722226993277	284.216132717222	177.572705061261	405.240777819414	0.561368442967119	0	0.188549343635953	0.228901884661215	0.108049040965075	Up_gills_Down_muscle
XM_027350797.1	1.68797879025925	6.74029769587861	4.95005005474659	0.000265258974700612	0.00162593571386002	0.346926025142699	24195	6890	10220	7569	5165	9064	1897	2850	2096	2002	100.506686903287	46.4522550092165	60.2957793907504	51.6187036104417	51.4938031696625	159.007611470436	234.95504218262	268.682814681233	239.889175124953	108.15709000604	Down_gills_Up_muscle
XM_027350808.1	-10.787271185852	3.87545632097929	-12.7421067233871	1.01192298414614e-08	3.95654875787395e-07	9.85117238975761	259673	117809	128653	39448	53686	38	2	6	12	0	1078.68869221894	794.266140839011	759.024746179864	269.025580661211	535.236460206486	0.666625026023453	0.24771222159475	0.56564803090786	1.37341130796729	0	Up_gills_Down_muscle
