ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	gills_1	gills_2	gills_3	gills_4	gills_5	muscle_1	muscle_2	muscle_3	muscle_4	muscle_5	gills_1_normalized	gills_2_normalized	gills_3_normalized	gills_4_normalized	gills_5_normalized	muscle_1_normalized	muscle_2_normalized	muscle_3_normalized	muscle_4_normalized	muscle_5_normalized	Expression
XM_027361441.1	11.9393125337625	2.071491624378	25.8572525716087	1.44958025494487e-12	1.24351719959494e-09	15.5151000959766	20	8	12	6	8	11225	2111	3002	2005	7042	0.0830805430074699	0.0539358548728203	0.070797392631018	0.0409185125726847	0.0797580688010262	196.91752413456	261.460249893258	283.012564797566	229.474139372868	380.44067323803	Down_gills_Up_muscle
XM_027365734.1	16.6608344194545	0.518551920585461	25.7599140422938	1.52110568022061e-12	1.24351719959494e-09	15.3481379619706	2	0	0	0	0	16943	5929	7210	5352	4221	0.00830805430074699	0	0	0	0	297.227047787247	734.342880917635	679.720383807612	612.541443353411	228.037500956792	Down_gills_Up_muscle
XM_027365815.1	16.4435447005464	1.1013440189668	25.9644838107223	1.37495036787669e-12	1.24351719959494e-09	15.3916665012022	5	0	0	2	0	20162	6565	8473	7144	10547	0.0207701357518675	0	0	0.0136395041908949	0	353.69720459697	813.115367384766	798.789294313716	817.637532009859	569.796617529325	Down_gills_Up_muscle
XM_027370370.1	11.9936361374466	3.00736101925975	25.7318040866445	1.54246079099195e-12	1.24351719959494e-09	15.7237310894635	30	38	24	8	11	21033	4836	5480	5260	9628	0.124620814511205	0.256195310645897	0.141594785262036	0.0545580167635796	0.109667344601411	368.976951903981	598.968151816105	516.625201562512	602.011956658995	520.148083205873	Down_gills_Up_muscle
XM_027370962.1	17.5634972154667	1.53210269256314	25.6343014720826	1.61906857270946e-12	1.24594686072596e-09	15.3134910362145	17	0	0	0	0	59909	8821	16542	11932	25213	0.0706184615563494	0	0	0	0	1050.96943905366	1092.53475334364	1559.49162121297	1365.62864388881	1362.12023492622	Down_gills_Up_muscle
XR_003475609.1	14.9815983297541	4.7228178223108	24.7829194085105	2.4913143568443e-12	1.83382400266843e-09	15.534204677784	119	19	7	10	32	169161	41036	48655	57379	100238	0.494329230894446	0.128097655322948	0.0412984790347605	0.0681975209544745	0.319032275204105	2967.55147439877	5082.55936268107	4586.93415730365	6567.08061998792	5415.30988412861	Down_gills_Up_muscle
XM_027357705.1	17.0243726738323	1.75734061278595	24.62580440394	2.70173510139904e-12	1.85179714641871e-09	15.0764132385319	19	0	2	0	0	52220	10410	16027	12598	20491	0.0789265158570964	0	0.011799565438503	0	0	916.083127866966	1289.34211340067	1510.94016522671	1441.85297148099	1107.01644920768	Down_gills_Up_muscle
XM_027365822.1	16.6440286425953	0.923878504299458	24.6025351346956	2.73449076553264e-12	1.85179714641871e-09	15.0751430978469	10	0	0	0	0	19201	6118	8087	6734	10111	0.041540271503735	0	0	0	0	336.838608544114	757.751685858339	762.399270991977	770.71264565431	546.241926598939	Down_gills_Up_muscle
XM_027367224.1	15.7981893889663	2.15151621163812	24.394260418859	3.0474336060751e-12	1.98434811349429e-09	15.0201536828644	25	2	2	0	2	53639	9985	8918	10703	20679	0.103850678759337	0.0134839637182051	0.011799565438503	0	0.0199395172002565	940.97630975979	1236.70326631179	840.741523272716	1224.96843576449	1117.1730590584	Down_gills_Up_muscle
XM_027361148.1	13.3947219034371	-0.48023353125803	24.2679844997401	3.2557674211851e-12	2.03234730005006e-09	14.9598525056364	4	0	2	0	0	3983	426	811	839	1547	0.016616108601494	0	0.011799565438503	0	0	69.8728283855635	52.7627031996817	76.4567588443791	96.0243406153796	83.5759331864858	Down_gills_Up_muscle
XM_027365655.1	18.0183072626957	1.36327217087097	24.2073306490953	3.36123593629071e-12	2.03234730005006e-09	14.9713960856561	4	0	0	0	0	33132	17440	21964	17879	13986	0.016616108601494	0	0	0	0	581.22685163708	2160.05057230622	2070.64889181004	2046.26839792893	755.586943468772	Down_gills_Up_muscle
XM_027354432.1	10.2228777295222	5.44986062760491	23.9374648370572	3.87711110031051e-12	2.26343072166403e-09	16.9428377772264	136	265	310	110	265	60756	12736	21729	13381	24080	0.564947692450795	1.78662519266217	1.82893264296797	0.750172730499219	2.64198602903399	1065.82816002845	1577.43142711537	2048.49434393281	1531.46805932586	1300.91045321951	Down_gills_Up_muscle
XR_003476908.1	15.2577104078957	0.0463282270724119	23.7101858288138	4.37778164785195e-12	2.47052810993778e-09	14.8483987953698	5	0	0	0	0	19141	1074	1835	2723	2741	0.0207701357518675	0	0	0	0	335.786042713551	133.021462996381	172.994022785987	311.649915966244	148.081210642636	Down_gills_Up_muscle
XM_027365800.1	18.3863444493991	1.60360540671194	23.5193040840574	4.85208698708334e-12	2.64986557068777e-09	14.7888559117379	5	0	0	0	0	37529	22917	29611	25197	21407	0.0207701357518675	0	0	0	0	658.362384253531	2838.41049114344	2791.56730720211	2883.82039390431	1156.50290996968	Down_gills_Up_muscle
XM_027373331.1	10.1620276466285	6.81903945378885	23.2667483079797	5.56639150087816e-12	2.94496900343335e-09	16.9644342417748	586	790	709	299	389	94781	49820	64525	42602	47518	2.43425991011887	5.32616566869101	4.18294594794932	2.03910587653879	3.8782360954499	1662.72069977708	6170.51143992521	6083.07319905494	4875.83904516854	2567.13716428923	Down_gills_Up_muscle
XM_027354682.1	12.1637625392547	-2.21862002664575	23.1947307342709	5.79022393706771e-12	2.96089112901097e-09	14.4209241947387	0	0	0	0	0	816	60	162	134	436	0	0	0	0	0	14.3148952956615	7.43136664784249	15.2724968345122	15.3364262723014	23.5546909303864	Down_gills_Up_muscle
XM_027365858.1	16.0625155912197	1.08093332886141	23.134991316548	5.98324168522155e-12	2.96089112901097e-09	14.6913893759574	5	0	0	0	4	18860	5241	6765	5956	10232	0.0207701357518675	0	0	0	0.0398790344005131	330.856526073745	649.129876689041	637.768154848612	681.669812521098	552.778893577326	Down_gills_Up_muscle
XM_027375601.1	10.8298694222533	1.80593974695715	23.0935617704519	6.12115708891814e-12	2.96089112901097e-09	14.8631838386774	16	19	14	9	7	7532	869	1668	1255	4209	0.0664644344059759	0.128097655322948	0.082596958069521	0.061377768859027	0.0697883102008979	132.132097263386	107.630960282919	157.250152592385	143.635932624912	227.389206711001	Down_gills_Up_muscle
XM_027365728.1	16.3658869728925	0.688088106757427	22.8176032973633	7.1316898373871e-12	3.12875912216638e-09	14.6025850606253	7	0	0	0	0	17282	5861	7206	5505	4396	0.0290781900526145	0	0	0	0	303.174044729929	725.920665383414	679.34328512034	630.052437529994	237.491792041236	Down_gills_Up_muscle
XM_027365807.1	16.3667140325944	1.2494025348393	22.7986433658793	7.20741912371464e-12	3.12875912216638e-09	14.5952306843475	10	0	0	0	2	20715	6413	8525	7289	14964	0.041540271503735	0	0	0	0.0199395172002565	363.398353001996	794.289238543565	803.691577248251	834.232918647797	808.422924500694	Down_gills_Up_muscle
XM_027367222.1	17.0442546188619	1.78228733944851	22.8042087482777	7.18510076793329e-12	3.12875912216638e-09	14.5932118924533	20	0	0	0	2	57030	11871	10334	13212	27514	0.0830805430074699	0	0	0	0.0199395172002565	1000.46382195046	1470.29589127564	974.234458566971	1512.12585007199	1486.43065655654	Down_gills_Up_muscle
XM_027373333.1	10.1530211709114	6.8028337916702	22.8965901174658	6.82528458200734e-12	3.12875912216638e-09	16.8085466447971	548	875	673	313	363	93961	49037	64686	41756	46118	2.27640687840468	5.89923412671472	3.97055377005626	2.13458240587505	3.61902237184656	1648.33563342604	6073.53210517087	6098.25142121764	4779.01354795684	2491.50283561367	Down_gills_Up_muscle
XM_027354132.1	15.4674769360677	1.50899923571578	22.6834744733995	7.68640414422332e-12	3.25327055404252e-09	14.5627105075705	7	4	4	0	0	36177	3789	5458	3925	21976	0.0290781900526145	0.0269679274364102	0.023599130877006	0	0	634.64456753817	469.290803811253	514.551158782517	449.219948647634	1187.24286212425	Down_gills_Up_muscle
XM_027372676.1	9.92757910758234	10.3942930516188	22.5764762284079	8.16217248601729e-12	3.37038000459202e-09	16.7397083555419	23168	3741	8721	4946	3571	2086699	521764	656722	419640	341897	96.2405010198532	25.2217541349026	51.4520050945924	33.7304938640831	35.6020079610581	36606.4677678451	64623.6597940815	61912.2510256453	48028.1934396161	18470.8214794182	Down_gills_Up_muscle
XM_027373332.1	10.0188380086716	6.82835739060708	22.4752515697187	8.64151040228776e-12	3.47989002340294e-09	16.6388696427172	587	863	707	347	408	85779	48652	64145	41098	45041	2.43841393726924	5.81833034440549	4.17114638251081	2.36645397712026	4.06766150885233	1504.80073966489	6025.84750251388	6047.24882376411	4703.7048279033	2433.31842705398	Down_gills_Up_muscle
XM_027378495.1	16.753966235419	3.7309703695796	22.4353964187245	8.83846845873162e-12	3.47989002340294e-09	14.4970881355373	56	6	1	2	6	124628	41103	77246	34664	97500	0.232625520420916	0.0404518911546152	0.0058997827192515	0.0136395041908949	0.0598185516007696	2186.31957219081	5090.8577221045	7282.34129925142	3967.32746494818	5267.39074704743	Down_gills_Up_muscle
XM_027358642.1	12.0122336851343	3.94088506793799	22.208005043304	1.00585910551726e-11	3.66408836160511e-09	15.0787960277608	52	92	77	8	21	49483	8716	11510	11344	13241	0.216009411819422	0.620262331037434	0.454283269382366	0.0545580167635796	0.209364930602694	868.068583229435	1079.52986170992	1085.10147262491	1298.33148979841	715.338675709282	Down_gills_Up_muscle
XM_027359642.1	12.4553321423776	-2.06223919123827	22.1365437150204	1.04785089266568e-11	3.66408836160511e-09	14.1811057668901	0	0	0	0	0	856	103	129	173	699	0	0	0	0	0	15.0166058493704	12.7571794121296	12.161432664519	19.8000130231951	37.7631398172938	Down_gills_Up_muscle
XM_027365636.1	16.1095715190562	0.787348709764879	22.2493337997086	9.82402251375689e-12	3.66408836160511e-09	14.4359363330307	5	0	0	0	1	16371	5775	7159	5542	4259	0.0207701357518675	0	0	0	0.00996975860012827	287.192586869209	715.26903985484	674.912375544895	634.287122396226	230.090432735128	Down_gills_Up_muscle
XM_027365839.1	17.8113818526128	1.84670230006475	22.1156421941753	1.06048629485322e-11	3.66408836160511e-09	14.3876049567434	11	0	0	0	1	37847	19464	26196	23160	26423	0.0456942986541085	0	0	0	0.00996975860012827	663.940983155517	2410.7353405601	2469.61930294372	2650.68382437687	1427.48990471009	Down_gills_Up_muscle
XM_027373330.1	10.1151576335647	6.78431194753162	22.1160386744508	1.06024509607349e-11	3.66408836160511e-09	16.4702452297285	569	878	646	290	394	86948	49466	63703	40974	44709	2.36364144856252	5.91946007229203	3.81125963663647	1.97772810767976	3.92808488845054	1525.30823059703	6126.66637670294	6005.57941882057	4689.51291105431	2415.38228625378	Down_gills_Up_muscle
XM_027373339.1	10.0909906976303	6.79034276987433	22.2414289479491	9.86842895609895e-12	3.66408836160511e-09	16.5279402126355	576	842	714	292	387	87986	48766	63744	40977	44005	2.39271963861513	5.67674872536434	4.21244486154557	1.99136761187065	3.85829657824964	1543.51761946578	6039.96709914478	6009.4446803651	4689.8562638813	2377.34902383407	Down_gills_Up_muscle
XM_027357707.1	16.6119302583992	1.69891954634378	22.0406343766777	1.107196131333e-11	3.67545696146426e-09	14.3685278781485	32	0	2	0	0	45781	8342	13837	10162	16761	0.132928868811952	0	0.011799565438503	0	0	803.125271483677	1033.2076762717	1304.47863394534	1163.05047596363	905.504987807814	Down_gills_Up_muscle
XM_027370784.1	13.3831953994979	-1.60768237259283	22.0734983338738	1.08646399966521e-11	3.67545696146426e-09	14.2771971944958	0	0	0	0	0	1921	163	250	282	1463	0	0	0	0	0	33.6996493418698	20.1885460599721	23.5686679544942	32.2751657372313	79.0378734659527	Down_gills_Up_muscle
XM_027354226.1	16.3149721955214	0.198069839018299	21.8863444102649	1.21037958209195e-11	3.68118333981109e-09	14.3261670422617	0	0	0	0	1	6402	2717	4675	3293	11043	0	0	0	0	0.00996975860012827	112.308774121109	336.517053036467	440.734090749041	376.88695309469	596.592779688664	Down_gills_Up_muscle
XM_027363873.1	10.641872785826	3.04060068532845	21.6737412557214	1.36984377086886e-11	3.68118333981109e-09	14.8066430831337	39	28	64	17	26	11934	3287	4726	3621	4421	0.162007058864566	0.188775492054871	0.377586094032096	0.115935785622607	0.259213723603335	209.35534369905	407.115036190971	445.542099011758	414.426862179129	238.842405053299	Down_gills_Up_muscle
XM_027365705.1	15.1624502091378	1.36815911164346	21.956843658802	1.16200444268505e-11	3.68118333981109e-09	14.3465033859296	8	0	1	2	2	17604	6151	7308	5786	5060	0.033232217202988	0	0.0058997827192515	0.0136395041908949	0.0199395172002565	308.822814687286	761.838937514652	688.959301645774	662.213152324894	273.364073641641	Down_gills_Up_muscle
XM_027367205.1	14.7057027984172	-0.460750621418688	21.6951079378286	1.35284055217092e-11	3.68118333981109e-09	14.2551463186825	2	0	0	0	0	8865	1022	503	949	4257	0.00830805430074699	0	0	0	0	155.516601465735	126.580945234917	47.4201599244423	108.613944271746	229.982383694163	Down_gills_Up_muscle
XM_027367223.1	17.020226140626	1.74683712327151	21.8170664453353	1.26003164598937e-11	3.68118333981109e-09	14.2983281973016	31	0	0	0	1	56665	11422	10102	13747	24004	0.128774841661578	0	0	0	0.00996975860012827	994.060713147868	1414.68449752762	952.3627347052	1573.35710421886	1296.80458966283	Down_gills_Up_muscle
XM_027368030.1	14.9142391770379	0.450726600322029	21.8391953495398	1.24393780573649e-11	3.68118333981109e-09	14.311144382303	13	0	0	0	1	19344	1559	2474	2420	3494	0.0540023529548554	0	0	0	0.00996975860012827	339.347223773623	193.091676733107	233.235538077674	276.97128044007	188.761674565987	Down_gills_Up_muscle
XM_027373334.1	10.1523777901486	6.76798050808101	21.7881193663094	1.2814229271602e-11	3.68118333981109e-09	16.318542596058	532	878	692	264	383	87133	48244	63736	41329	45659	2.2099424439987	5.91946007229203	4.08264964172204	1.80041455319813	3.81841754384913	1528.55364190794	5975.31420930855	6008.69048299056	4730.14299558167	2466.70558071219	Down_gills_Up_muscle
XM_027373335.1	10.0094325527533	6.80436810505251	21.7271036130896	1.32780179984336e-11	3.68118333981109e-09	16.3030340491314	578	840	648	326	467	79858	48521	63973	40772	43952	2.40102769291588	5.66326476164613	3.82305920207497	2.22323918311587	4.6558772662599	1400.93003495213	6009.62235199942	6031.03358021142	4666.39382070353	2374.4857242485	Down_gills_Up_muscle
XM_027373338.1	10.1206376878368	6.79289511443561	21.6796850066894	1.36509089770637e-11	3.68118333981109e-09	16.2731818686302	565	951	702	274	362	88370	49493	64222	41215	45346	2.34702533996103	6.41162474800652	4.14164746891456	1.8686120741526	3.60905261324643	1550.25404078138	6130.01049169447	6054.5079734941	4717.09558815598	2449.79590580115	Down_gills_Up_muscle
XM_027373343.1	9.29724499262089	6.62471608485641	21.7063993768727	1.34394677437117e-11	3.68118333981109e-09	16.3148407557348	778	975	789	382	374	68375	34196	44212	25629	27047	3.23183312299058	6.57343231262498	4.65492856548944	2.60514530046092	3.72868971644797	1199.48647774615	4235.38356482703	4168.07179041638	2933.26320099114	1461.2012054912	Down_gills_Up_muscle
XM_027378454.1	15.4860658737315	0.837646766629201	21.8155209758875	1.26116396172226e-11	3.68118333981109e-09	14.3036860974663	11	0	0	0	2	23797	2712	6688	2522	5967	0.0456942986541085	0	0	0	0.0199395172002565	417.465151165266	335.89777248248	630.509005118628	288.645276557792	322.364313719302	Down_gills_Up_muscle
XM_027381851.1	7.69881508001768	8.54160164985573	21.9424913347083	1.17168156545148e-11	3.68118333981109e-09	16.4917271182535	8984	3519	3508	3394	2756	287676	56800	64607	71180	46503	37.3197799189555	23.7250341621818	20.6964377791343	23.1462386119486	27.4766547019535	5046.63213121902	7035.02709329089	6090.80372214402	8146.61807509264	2512.30227599945	Down_gills_Up_muscle
XM_027373340.1	9.96838602462312	6.85467684086058	21.6351902129007	1.40110593908367e-11	3.70636305448228e-09	16.2672381965328	580	964	746	327	446	86758	49082	63815	41297	44178	2.40933574721663	6.49927051217485	4.40123790856162	2.23005893521132	4.44651233565721	1521.97510546691	6079.10563015675	6016.13818206418	4726.48056542709	2386.69526587755	Down_gills_Up_muscle
XM_027365681.1	17.153175587981	1.69068593498142	21.5926250372201	1.43651646855127e-11	3.741572894242e-09	14.2275579205265	12	0	0	2	0	34032	15426	18662	16287	13853	0.049848325804482	0	0	0.0136395041908949	0	597.015339095531	1910.6043651603	1759.35392546708	1864.0624977386	748.401682244595	Down_gills_Up_muscle
XM_027365861.1	6.19838816870521	7.43206329717095	21.5424637871815	1.47948555598051e-11	3.79510461556819e-09	16.3230943945814	3585	3666	3662	2777	2229	55950	14760	20024	12403	27109	14.892187334089	24.7161054954699	21.605004317899	18.9384515690576	22.2225919196859	981.517637000321	1828.11619536925	1887.75602848316	1419.53503772652	1464.55072576111	Down_gills_Up_muscle
XM_027351027.1	16.3769930386674	1.69045504504054	21.4977233803375	1.51897789810768e-11	3.8382531067109e-09	14.1988294185525	9	2	0	0	2	30152	5701	8884	9989	38069	0.0373862443533615	0.0134839637182051	0	0	0.0199395172002565	528.949415385767	706.103687655834	837.536184430905	1143.25046294044	2056.65947024973	Down_gills_Up_muscle
XM_027358624.1	7.23330302189123	8.40541159313964	21.4237844326699	1.5867490895208e-11	3.93794407583612e-09	16.2528665098035	5864	4077	8411	2591	2771	220963	37625	60358	39962	48717	24.3592152097902	27.4870600395611	49.6230724516244	17.6699776793043	27.6262010809554	3876.30172697948	4660.08616875123	5690.23064158944	4573.68855741573	2631.91256434779	Down_gills_Up_muscle
XM_027365863.1	17.1227257540391	2.119826772595	21.3881358983729	1.6205788934851e-11	3.93794407583612e-09	14.1597378942884	7	0	1	0	6	39246	17314	23494	21987	26350	0.0290781900526145	0	0.0058997827192515	0	0.0598185516007696	688.483309771485	2144.44470234575	2214.88913969154	2516.43286902306	1423.54611471487	Down_gills_Up_muscle
XM_027373344.1	9.18354442151055	6.68710929019387	21.3802042911475	1.62821078150342e-11	3.93794407583612e-09	16.172813189125	776	966	862	395	513	67585	33741	44399	26102	27300	3.22352506868983	6.51275447589305	5.0856127039948	2.69380207770174	5.1144861618658	1185.6276943104	4179.02903441422	4185.70115404635	2987.39849671351	1474.86940917328	Down_gills_Up_muscle
XM_027383587.1	12.8785056448728	-1.20601287172438	21.3185807949393	1.68883840128189e-11	4.02704706108483e-09	14.058108220739	4	0	0	0	0	1915	214	266	502	1063	0.016616108601494	0	0	0	0	33.5943927588135	26.5052077106382	25.0770627035818	57.4543730499649	57.4280652729376	Down_gills_Up_muscle
XM_027357706.1	16.6954639938046	1.80403680625307	21.2441063014682	1.76536631981508e-11	4.03006885170105e-09	14.1153848086026	22	0	0	0	4	49676	9355	15145	11094	19169	0.0913885973082169	0	0	0	0.0398790344005131	871.454336651081	1158.67391650944	1427.78990468326	1269.71875421576	1035.59603312977	Down_gills_Up_muscle
XM_027365630.1	16.2965207476	0.721517468935575	21.2363955423255	1.77350007599907e-11	4.03006885170105e-09	14.1172606258856	9	0	0	0	0	16995	6177	7442	5573	4038	0.0373862443533615	0	0	0	0	298.139271507068	765.059196395384	701.592107669382	637.835101608475	218.151013708487	Down_gills_Up_muscle
XM_027366152.1	11.7661167900059	-2.46519967449572	21.2252550994268	1.78532288173407e-11	4.03006885170105e-09	13.7560420331414	0	0	0	0	0	907	47	71	91	302	0	0	0	0	0	15.9112868053493	5.82123720747662	6.69350169907634	10.4150357520853	16.3154051857264	Down_gills_Up_muscle
XM_027373312.1	9.97018165946295	6.79680305411807	21.2868769962118	1.72097131338138e-11	4.03006885170105e-09	16.0992711504637	667	850	716	288	422	76057	48284	63343	40497	43436	2.77073610929912	5.73068458023716	4.22424442698408	1.96408860348886	4.20723812925413	1334.24998958594	5980.26845374045	5971.6405369661	4634.91981156261	2346.60907167951	Down_gills_Up_muscle
XM_027375035.1	15.7338877277122	0.15243479361306	21.1900747190184	1.82321760695232e-11	4.06145711653985e-09	14.103105729771	3	0	0	0	0	5121	3219	4393	3282	3886	0.0124620814511205	0	0	0	0	89.8364936385817	398.69282065675	414.148633296371	375.627992729054	209.939286595141	Down_gills_Up_muscle
XM_027367206.1	14.6330150775526	-0.39984193583256	21.1591095070621	1.85728774928456e-11	4.08362098641397e-09	14.0826369513152	3	0	0	0	0	8757	1020	522	980	4390	0.0124620814511205	0	0	0	0	153.621982970721	126.333233013322	49.2113786889838	112.161923483995	237.16764491834	Down_gills_Up_muscle
XM_027383691.1	9.27018420260845	6.81825706558109	21.0184274309582	2.02092786223611e-11	4.38644983431505e-09	16.0041138736122	1786	792	517	492	483	54330	31967	49726	25414	61474	7.41909249056706	5.33964963240921	3.05018766585303	3.35531803096014	4.81539340386195	953.098359575111	3959.30829385968	4687.90233082071	2908.65624839006	3321.10337214352	Down_gills_Up_muscle
XM_027365792.1	17.8386684654902	1.98060503105336	20.9126444582872	2.15416348747545e-11	4.46983525786173e-09	14.0010865240611	10	0	0	0	2	38767	23505	30218	26264	27147	0.041540271503735	0	0	0	0.0199395172002565	680.080325890821	2911.23788429229	2848.79203299562	3005.93954937107	1466.60365753945	Down_gills_Up_muscle
XM_027365860.1	5.70837548079783	6.87554546902029	20.942201653035	2.11601033750161e-11	4.46983525786173e-09	16.0356891178725	2855	2366	3418	2137	2043	40236	7186	10943	7581	14465	11.8597475143163	15.9515290786366	20.1654573344016	14.5738102279712	20.3682168200621	705.850645975781	890.030012189935	1031.64773370412	867.652593808335	781.464688779908	Down_gills_Up_muscle
