ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	hep_1	hep_2	hep_3	hep_4	hep_5	hep_6	gills_1	gills_2	gills_3	gills_4	gills_5	gills_6	hep_1_normalized	hep_2_normalized	hep_3_normalized	hep_4_normalized	hep_5_normalized	hep_6_normalized	gills_1_normalized	gills_2_normalized	gills_3_normalized	gills_4_normalized	gills_5_normalized	gills_6_normalized	Expression
XM_027368331.1	-7.24029396048543	-0.720777604335067	-8.29815859051106	1.27024742259489e-06	1.08761381823612e-05	5.74189377111026	220	178	260	520	306	124	0	0	2	0	5	8	5.6326364218956	5.37867133909905	6.21101726929703	27.6372738636245	10.4857226578749	3.61804356622103	0	0	0.0247863688524598	0	0.166088322985513	0.18801784642759	Up_hep_Down_gills
XM_027368358.1	3.94596257654297	4.15246435490242	8.21402615812415	1.42489906980438e-06	1.19593985990426e-05	5.61679269832636	71	65	125	123	184	719	200	4088	5052	2994	3130	3194	1.81780539070267	1.96412155641258	2.98606599485434	6.53727824081887	6.30514042172871	20.9788171299429	58.0289358870341	57.8196883833873	62.6103677213135	64.2750253619572	103.971290188931	75.0661251862153	Down_hep_Up_gills
XM_027368376.1	-6.84157156143165	4.95945985048064	-10.4129098925294	9.04673725134827e-08	1.28946341388815e-06	8.37794425228564	10080	3835	9629	20528	25292	11085	5	309	421	88	35	203	258.077159694126	115.883171828342	230.02263571562	1091.03453437016	866.682671447622	323.435588157743	1.45072339717585	4.37042165128833	5.21753064344279	1.88917910215505	1.16261826089859	4.77095285310009	Up_hep_Down_gills
XM_027368380.1	-6.12988769310612	-0.409682788066958	-8.57042278896546	8.80682316783949e-07	8.02557949282677e-06	6.08438306703238	172	157	178	221	299	203	2	2	3	8	0	6	4.40369756620929	4.74410899010422	4.25215797667258	11.7458413920404	10.2458531853091	5.92308745115217	0.580289358870341	0.0282875187785652	0.0371795532786897	0.171743554741369	0	0.141013384820692	Up_hep_Down_gills
XM_027368387.1	-4.67586420883499	2.26975229071134	-7.33194914038151	5.00075442460212e-06	3.47329087268661e-05	4.43413906192784	728	881	584	1302	966	682	0	160	23	62	48	102	18.6389059779091	26.6214014030689	13.9509003279595	69.199481866229	33.1019872140757	19.8992396142157	0	2.26300150228522	0.285043241803288	1.33101254924561	1.59444790066093	2.39722754195177	Up_hep_Down_gills
XM_027368388.1	-4.69931157338578	1.86778009380018	-7.75320543242331	2.71328464632975e-06	2.05869530801251e-05	5.04893451281698	582	796	426	884	734	433	0	91	21	33	47	76	14.9008836251966	24.0529347523755	10.1765129104636	46.9833655681617	25.152027551896	12.6339747110783	0	1.28708210442472	0.260256872950828	0.708442163308145	1.56123023606382	1.7861695410621	Up_hep_Down_gills
XM_027368400.1	-6.72081288920691	0.489711566287201	-9.76648232371287	1.93560105354416e-07	2.31112215681603e-06	7.51014876703604	363	261	338	630	599	682	0	6	2	18	4	12	9.29385009612775	7.88670348036434	8.07432245008614	33.4836202578528	20.5259734381277	19.8992396142157	0	0.0848625563356957	0.0247863688524598	0.386422998168079	0.132870658388411	0.282026769641385	Up_hep_Down_gills
XM_027368407.1	-2.67168042676797	6.07509526093916	-6.45407567725959	1.92509161014329e-05	0.000111315454409979	2.87110056947548	3340	5380	4236	7128	9253	5887	50	1507	1431	1462	1214	1840	85.513662041506	162.568830361533	101.191804433624	378.843246345991	317.073175664433	171.769536083413	14.5072339717585	21.3146453996489	17.734646913935	31.3861346289851	40.3262448208826	43.2441046783457	Up_hep_Down_gills
XM_027368408.1	-2.96650554683711	6.09218236807819	-6.88607544179022	9.79077517974223e-06	6.18079035109272e-05	3.56568000736759	3699	5490	4707	8251	11255	6788	42	1411	1350	1323	1156	1624	94.7051005663265	165.892728380078	112.443301102235	438.529128170703	385.675844818242	198.058707479906	12.1860765362772	19.9568444982778	16.7307989754104	28.4020903653538	38.3996202742507	38.1676228248007	Up_hep_Down_gills
XM_027368436.1	-7.18780267761147	-0.50890576955672	-5.51775143356525	9.10224176276933e-05	0.000437456483513195	1.66361591743656	127	81	110	445	1941	462	0	11	0	3	0	7	3.25156738900337	2.44759763183721	2.62773807547182	23.6511285948325	66.512378035736	13.4801300612429	0	0.155581353282109	0	0.0644038330280132	0	0.164515615624141	Up_hep_Down_gills
XM_027368483.1	-12.6128619680428	3.13808189346686	-11.3983325844447	3.04220835973353e-08	5.8483780407018e-07	9.19634769814023	15055	21288	16847	19991	35039	19228	0	0	0	16	19	88	385.451551507447	643.264918352476	402.450030522489	1062.49373424561	1200.6837784617	561.030174929823	0	0	0	0.343487109482737	0.63113562734495	2.06819631070349	Up_hep_Down_gills
XM_027368484.1	-12.6398984770839	3.06259865175914	-11.7238207020273	2.15890552423599e-08	4.6556420369319e-07	9.48941863389835	14893	21285	16770	17399	34714	18499	0	0	0	14	14	88	381.303882869506	643.174266588333	400.610613869658	924.732553756159	1189.54698152114	539.759580092926	0	0	0	0.300551220797395	0.465047304359437	2.06819631070349	Up_hep_Down_gills
XM_027368487.1	9.99805215096406	-1.09930406421775	11.4390417263711	2.9131789955841e-08	5.70935326101769e-07	9.13757887556753	0	0	0	0	0	0	11	2381	500	1410	270	1562	0	0	0	0	0	0	3.19159147378688	33.6762911058819	6.19659221311495	30.2698015231662	8.96876944121772	36.7104845149869	Down_hep_Up_gills
XM_027368507.1	4.77818309614356	4.14825065103011	13.298561217126	4.56497507746267e-09	2.14016772749279e-07	11.2726883878017	122	84	120	83	146	96	679	7585	9100	3387	1417	3479	3.12355292486938	2.53824939597933	2.86662335506017	4.41133409746314	5.00299185637169	2.80106598675177	197.008237336481	107.280414967709	112.777978278692	72.7119274886269	47.0694307340945	81.7642609651981	Down_hep_Up_gills
XM_027368522.1	-12.0775497856395	2.53466558514503	-11.9181919201223	1.7657145176293e-08	4.11383523668859e-07	9.64179476666363	11572	11872	13141	9148	21456	6983	0	0	0	9	8	68	296.276675791709	358.739247965078	313.919145907047	486.203425585456	735.234200481582	203.748372765496	0	0	0	0.19321149908404	0.265741316776821	1.59815169463451	Up_hep_Down_gills
XM_027368529.1	-8.08571044251972	0.0717159652861559	-8.78309427084401	6.65365834980184e-07	6.31144175820486e-06	6.35093029648869	1367	709	1187	109	646	307	0	1	0	2	4	20	34.9991544942331	21.4240335922541	28.3556826871368	5.79319779064437	22.1365256110693	8.95757560346659	0	0.0141437593892826	0	0.0429358886853421	0.132870658388411	0.470044616068975	Up_hep_Down_gills
XM_027368530.1	5.73938151648309	6.17924275076607	7.71615616495071	2.860655250816e-06	2.15342832103929e-05	4.83713867719663	275	159	267	57	153	7795	3165	38532	51084	18975	15056	17400	7.0407955273695	4.8045434995323	6.37823696500887	3.02947040428192	5.24286132893746	227.440722570104	918.307910412315	544.987336787838	633.093433229528	407.354243902183	500.125158173978	408.938815980008	Down_hep_Up_gills
XM_027368547.1	-7.67844432023028	2.13877487363358	-17.7181695368513	1.21558442434551e-10	6.66173069829112e-08	13.9194763148874	2808	2247	2855	1453	1364	1729	0	23	9	16	14	38	71.8929230576493	67.898171342447	68.2017473224731	77.2249210073969	46.740280082815	50.4483655322271	0	0.3253064659535	0.111538659836069	0.343487109482737	0.465047304359437	0.893084770531052	Up_hep_Down_gills
XM_027368573.1	-9.17979497975444	-0.618112467952465	-10.2557119889566	1.08468007105381e-07	1.4662728197256e-06	7.99429157245619	244	565	281	646	917	717	0	0	0	1	0	4	6.24710584973876	17.0727489134324	6.71267635643256	34.333997915195	31.4229009061154	20.9204615885523	0	0	0	0.0214679443426711	0	0.0940089232137949	Up_hep_Down_gills
XM_027368575.1	-8.48867898156172	-1.09527858894309	-10.4159292311041	9.01545283186447e-08	1.28596257843328e-06	8.14433544790261	170	313	168	395	431	366	0	0	0	0	1	2	4.35249178055569	9.4580007254944	4.01327269708423	20.9936984156378	14.7691060965493	10.6790640744911	0	0	0	0	0.0332176645971027	0.0470044616068975	Up_hep_Down_gills
XM_027368600.1	4.76973398517172	-0.468217045251505	6.39021810650368	2.13201375014492e-05	0.000121444785624693	3.07062754797439	24	14	22	0	0	3	11	325	253	127	136	210	0.614469427843157	0.423041565996555	0.525547615094364	0	0	0.0875333120859927	3.19159147378688	4.59672180151685	3.13547565983616	2.72642893151923	4.51760238520596	4.93546846872423	Down_hep_Up_gills
XM_027368611.1	4.2606118723174	0.131191356315705	6.51095906366088	1.75856892244355e-05	0.000102679811808609	3.25091639810176	6	3	12	4	8	40	3	844	333	332	144	170	0.153617356960789	0.0906517641421189	0.286662335506017	0.212594414335573	0.274136540075161	1.16711082781324	0.870434038305511	11.9373329245545	4.12693041393456	7.12735752176679	4.78334370198278	3.99537923658628	Down_hep_Up_gills
XM_027368614.1	9.45064753575697	2.57504267391542	9.23674552365648	3.71849371144545e-07	3.89525452971131e-06	6.93354725751281	15	8	14	5	0	31	77	9768	22453	10139	8632	9724	0.384043392401973	0.241738037712317	0.334439391423686	0.265743017919466	0	0.904510891555258	22.3411403165081	138.156241714513	278.26416992214	217.663487690342	286.73488080219	228.535692332735	Down_hep_Up_gills
XM_027368736.1	-10.5343526277697	4.154511223279	-9.20561551766242	3.86731221199458e-07	4.01377905540056e-06	6.9486414309347	55528	50276	60176	8149	11428	5679	0	2	26	39	35	294	1421.67743288645	1519.20269800306	1437.51605845084	433.107970605146	391.604047497368	165.700559778784	0	0.0282875187785652	0.322222795081977	0.837249829364171	1.16261826089859	6.90965585621393	Up_hep_Down_gills
XM_027368745.1	4.45443681785111	5.05480583113456	5.39960874132736	0.000111695704487558	0.000522886792814002	1.12779305919699	292	264	232	34	243	756	1114	8407	97939	2157	2792	3437	7.47604470542507	7.97735524450646	5.54213848644966	1.80705252185237	8.32689740478302	22.0583946456702	323.22117289078	118.906585185699	1213.77608952053	46.3063559471415	92.7437195551106	80.7771672714533	Down_hep_Up_gills
XM_027368747.1	6.29875143117268	0.924016073982819	6.8132518373223	1.09534683255119e-05	6.78271097864654e-05	3.70840810247776	1	2	5	5	26	38	54	777	6028	656	303	441	0.0256028928267982	0.0604345094280792	0.119442639794174	0.265743017919466	0.890943755244274	1.10875528642257	15.6678126894992	10.9897010454726	74.7061157213138	14.0829714887922	10.0649523729221	10.3644837843209	Down_hep_Up_gills
XM_027368760.1	8.57501446483491	3.218123517329	5.22030643357233	0.000152942477216326	0.000689809880734233	1.06710849783874	36	43	41	5	6	6	24	6130	6179	31818	32242	34553	0.921704141764735	1.2993419527037	0.979429646312224	0.265743017919466	0.205602405056371	0.175066624171985	6.96347230644409	86.7012450563024	76.5774865696745	683.067053095108	1071.00394193978	812.072580951564	Down_hep_Up_gills
XM_027368762.1	8.47264456534408	3.58871746152914	11.1537673805861	3.95772446207208e-08	7.08258841107726e-07	9.10053949567587	110	36	102	0	10	23	500	22399	20682	18848	6439	7655	2.8163182109478	1.08782116970543	2.43662985180114	0	0.342670675093951	0.671088725992611	145.072339717585	316.806066560541	256.315840303287	404.627814970664	213.888542340744	179.9095768004	Down_hep_Up_gills
XM_027368777.1	10.4354609823125	-0.503278562082915	12.9054782026341	6.62510128668106e-09	2.5600997456896e-07	10.394635595616	0	2	0	0	0	0	12	2038	1783	1870	1203	2272	0	0.0604345094280792	0	0	0	0	3.48173615322205	28.824981635358	22.0970478319679	40.1450559207949	39.9608505103145	53.3970683854355	Down_hep_Up_gills
XM_027368782.1	6.28026750271421	0.830823050701078	10.5860406891377	7.42650083174477e-08	1.11534240997629e-06	8.36762992500764	32	9	18	0	2	9	33	1441	1386	687	565	678	0.819292570457542	0.271955292426357	0.429993503259025	0	0.0685341350187903	0.262599936257978	9.57477442136063	20.3811572799563	17.1769536147546	14.748477763415	18.767980497363	15.9345124847382	Down_hep_Up_gills
XM_027368784.1	-10.6138288985334	0.302500218451587	-7.98853125490724	1.94663350905513e-06	1.54285160370946e-05	5.35418459607437	537	768	592	4474	5495	2496	0	0	4	0	0	3	13.7487534479906	23.2068516203824	14.1420085516302	237.786852434338	188.297535964126	72.8277156555459	0	0	0.0495727377049196	0	0	0.0705066924103462	Up_hep_Down_gills
XM_027368786.1	-6.84152012679553	2.73804068715501	-13.7527005904532	3.00371475633795e-09	1.82303229595215e-07	11.4545562529438	5160	2976	3483	1798	1487	1420	0	45	112	20	21	40	132.110926986279	89.9265500289819	83.2037428806213	95.5611892438401	50.9551293864706	41.4324343873699	0	0.636469172517718	1.38803665573775	0.429358886853421	0.697570956539156	0.940089232137949	Up_hep_Down_gills
XM_027368788.1	7.53283722338388	0.390028335315692	9.40851589830054	2.99985106723789e-07	3.27586305597371e-06	7.07806252915165	2	7	11	3	0	3	10	1070	1270	1312	797	1551	0.0512057856535964	0.211520782998277	0.262773807547182	0.15944581075168	0	0.0875333120859927	2.9014467943517	15.1338225465324	15.739344221312	28.1659429775844	26.4744786838908	36.451959976149	Down_hep_Up_gills
XM_027368825.1	-10.4589438891015	1.96397782019299	-8.13846098784153	1.58089372228421e-06	1.30623477839535e-05	5.56104228820827	8777	8464	6593	423	9621	3277	0	0	1	5	8	129	224.716590340808	255.758843899631	157.497064832597	22.4818593159869	329.683456507891	95.6155545685994	0	0	0.0123931844262299	0.107339721713355	0.265741316776821	3.03178777364489	Up_hep_Down_gills
XM_027368833.1	3.76223452811508	2.69256591980238	8.13781558948513	1.58230163217493e-06	1.30683357600354e-05	5.56137773013563	87	37	126	21	34	117	24	1550	1552	1574	1294	1463	2.22745167593144	1.11803842441947	3.00995452281317	1.11612067526176	1.16508029531944	3.41379917135372	6.96347230644409	21.9228270533881	19.2342222295088	33.7905443953643	42.9836579886508	34.3837636654455	Down_hep_Up_gills
XM_027368839.1	-9.94239208128922	-0.433229558828041	-14.3514415146427	1.76153313955284e-09	1.4610829903662e-07	11.4633834658316	1051	869	869	407	951	519	0	0	0	0	0	6	26.9086403609649	26.2587943465004	20.7591307962274	21.6314816586446	32.5879812014348	15.1432629908767	0	0	0	0	0	0.141013384820692	Up_hep_Down_gills
XM_027368854.1	-3.1057227055595	4.14695018662116	-7.29260728208109	5.30067002551201e-06	3.65505465926438e-05	4.26957021413913	4703	2366	3662	762	1067	953	5	471	668	419	177	279	120.410404964432	71.4940246534178	87.4797893852528	40.4992359309267	36.5629610325246	27.8064154726503	1.45072339717585	6.66171067235211	8.27864719672157	8.99506867957918	5.87952663368717	6.5571223941622	Up_hep_Down_gills
XM_027368855.1	-7.63139622907874	-1.33852429061753	-10.518098369676	8.02202802877154e-08	1.18034886257186e-06	8.22681054716692	291	362	291	75	109	112	0	0	1	0	0	6	7.45044181259828	10.9386462064823	6.9515616360209	3.986145268792	3.73511035852407	3.26791031787706	0	0	0.0123931844262299	0	0	0.141013384820692	Up_hep_Down_gills
XM_027368859.1	2.14875113642772	7.27131940928112	3.67972315497906	0.00267538718991645	0.00833330176986189	-2.2238206678519	1375	4438	1641	1133	4030	3132	1625	52416	5948	13135	20981	11017	35.2039776368475	134.104176420908	39.2010743804478	60.2173678605511	138.096282062862	91.3847778177764	471.485104082152	741.359292148638	73.7146609672155	281.981448940984	696.939820911811	258.924076761595	Down_hep_Up_gills
XM_027368860.1	2.01165278166432	8.67293540340519	3.20449843257816	0.00672809679361959	0.0186217675399154	-3.21214759360738	3661	14531	4443	2986	11015	9362	1615	97537	14031	50567	78235	40074	93.7321906389082	439.08692824971	106.136729721103	158.701730301505	377.451748615988	273.162289249688	468.5836572878	1379.53985955246	173.888770684432	1085.56954157585	2598.78398975433	941.828397217405	Down_hep_Up_gills
XM_027368862.1	-7.45466212217052	-2.02994035788156	-12.4073793596127	1.07738492879315e-08	3.19721865795652e-07	9.88538913478766	135	141	120	56	102	88	0	0	0	0	0	1	3.45639053161776	4.26063291467959	2.86662335506017	2.97632180069802	3.49524088595831	2.56764382118912	0	0	0	0	0	0.0235022308034487	Up_hep_Down_gills
XM_027368870.1	-2.4250270181637	6.1629991679686	-5.20405103719681	0.000157396910989485	0.000705740298501375	0.710704353102209	9519	8134	9864	4125	4810	2168	18	3075	2083	2254	1258	1979	243.713936818292	245.787149843998	235.636439785946	219.23798978356	164.824594720191	63.2574068674774	5.22260422983307	43.492060122044	25.8150031598369	48.3887465483806	41.7878220631551	46.510914760025	Up_hep_Down_gills
XM_027368876.1	2.9776617247273	3.88349926740204	6.66555302706433	1.37829051787899e-05	8.29315540295355e-05	3.31210314368268	332	284	297	90	73	141	39	3459	2323	2812	2255	2391	8.500160418497	8.58170033878725	7.09489280377391	4.78337432255039	2.50149592818585	4.11406566804166	11.3156424979716	48.9232637275286	28.7893674221321	60.367859491591	74.9058336664665	56.1938338510459	Down_hep_Up_gills
XM_027368879.1	2.58550800344193	3.67191651029811	4.05288872963858	0.00130782746230425	0.00451228782448695	-1.30806557342452	316	148	358	62	57	525	10	2302	2909	2285	1940	2211	8.09051413326823	4.47215369767786	8.55209300926283	3.29521342220138	1.95322284803552	15.3183296150487	2.9014467943517	32.5589341141286	36.0517734959028	49.0542528230034	64.4422693183791	51.9634323064251	Down_hep_Up_gills
XM_027368880.1	2.72514817740687	4.03089150159222	4.21696378832941	0.000958292695218476	0.00345527288862187	-1.01794401493986	448	210	495	45	66	615	19	2662	3646	2927	2761	3260	11.4700959864056	6.34562348994832	11.8248213396232	2.3916871612752	2.26162645562008	17.9443289776285	5.51274890926824	37.6506874942703	45.1855504180342	62.8366730909982	91.7139719526004	76.6172724192429	Down_hep_Up_gills
